N	2gram	Vinokur_St_1	Problemy
533	после того	1	1
534	можно сказать	1	1
535	может не	2	1
536	д но	4	1
537	и всю	1	1
538	его личности	1	1
539	и во	2	1
540	и всякая	1	1
541	во втором	4	1
542	помимо того	1	1
543	тему о	1	1
544	крайней мере	2	1
545	быть даже	1	1
546	смысле это	1	1
547	каких бы	1	1
548	говорит в	2	1
549	е уже	1	1
550	сюда относится	1	1
551	что здесь	2	1
552	на которой	2	1
553	дела это	1	1
554	ничего а	1	1
555	одной из	1	1
556	детали в	1	1
557	в какой	3	1
558	пор не	1	1
559	б м	1	1
560	то в	3	1
561	ему и	1	1
562	еще и	2	1
563	была и	1	1
564	это очень	3	1
565	всяком случае	6	1
566	но то	1	1
567	в пушкинских	2	1
568	в уста	3	1
569	место из	1	1
570	именно на	1	1
571	с которыми	2	1
572	в качестве	4	1
573	менее и	1	1
574	из которого	2	1
575	мы очень	1	1
576	раз в	2	1
577	вопроса о	3	1
578	отношений к	1	1
579	еще очень	1	1
580	на определенной	1	1
581	в данной	2	1
582	и обратно	1	1
583	ни с	3	1
584	как справедливо	1	1
585	бы совершенно	1	1
586	как их	1	1
587	мы находим	4	1
588	сами по	1	1
589	я в	1	1
590	не о	1	1
591	второй части	2	1
592	важно для	1	1
593	в выборе	1	1
594	но что	1	1
595	вообще можно	1	1
596	которые могут	1	1
597	во всей	1	1
598	как будто	4	1
599	действительно были	1	1
600	и делает	1	1
601	в других	2	1
602	о которых	1	1
603	не было	4	1
604	были бы	1	1
605	что могло	1	1
606	никого не	1	1
607	из двух	3	1
608	одной стороны	2	1
609	и из	1	1
610	уже при	1	1
611	или иначе	2	1
612	каждом из	1	1
613	и тех	1	1
614	а именно	3	1
615	том как	4	1
616	к которому	4	1
617	чем он	1	1
618	случаев в	1	1
619	такое же	1	1
620	но о	1	1
621	что для	3	1
622	больше и	1	1
623	говорит о	3	1
624	связано с	1	1
625	от этого	2	1
626	которых мы	1	1
627	однако и	2	1
628	так называемой	2	1
629	его собственной	2	1
630	время оно	1	1
631	не при	5	1
632	не видит	1	1
633	следовало бы	2	1
634	бы оно	1	1
635	на какой-то	1	1
636	вместе с	1	1
637	но кто	1	1
638	такой форме	1	1
639	и потому	2	1
640	как это	4	1
641	и гораздо	1	1
642	в духе	1	1
643	положений в	1	1
644	из которых	1	1
645	к своему	1	1
646	и довольно	1	1
647	смысле этого	2	1
648	и всей	1	1
649	указание на	1	1
650	действительно не	1	1
651	в это	1	1
652	материал для	3	1
653	ли не	2	1
654	эти вопросы	3	1
655	нас интересует	1	1
656	лишь то	1	1
657	является для	1	1
658	занимает в	2	1
659	в начале	3	1
660	которой он	1	1
661	нисколько не	2	1
662	дела в	1	1
663	но с	3	1
664	е слова	1	1
665	которых он	1	1
666	и от	1	1
667	тем более	4	1
668	в другой	1	1
669	о котором	2	1
670	работы над	1	1
671	в двух	3	1
672	обращается к	1	1
673	себя самого	1	1
674	это может	1	1
675	влагает в	1	1
676	по одной	1	1
677	в третьем	1	1
678	ничего общего	3	1
679	этот раз	2	1
680	места в	2	1
681	впечатление которое	1	1
682	я же	1	1
683	в равной	2	1
684	сверх того	1	1
685	но вот	1	1
686	и критика	2	1
687	всеми его	1	1
688	по поводу	7	1
689	е в	2	1
690	лишь те	1	1
691	за исключением	1	1
692	две стороны	1	1
693	на более	1	1
694	ведь именно	1	1
695	что сделано	1	1
696	впрочем было	1	1
697	из этого	1	1
698	и другой	1	1
699	время не	1	1
700	в крайнем	1	1
701	можно назвать	2	1
702	жизни и	5	1
703	а может	1	1
704	и другие	1	1
705	это в	4	1
706	нет здесь	1	1
707	к этому	1	1
708	как на	1	1
709	том числе	2	1
710	они не	1	1
