N	2gram	Tiupa_Narr_1	Tvorches
295	представляет собой	13	1
296	а теперь	1	1
297	из этих	3	1
298	и до	2	1
299	в случае	7	1
300	героя к	3	1
301	какую бы	1	1
302	например как	2	1
303	распространение и	1	1
304	мысли и	1	1
305	параллели между	1	1
306	он ни	1	1
307	еще раньше	1	1
308	в первую	1	1
309	к одному	1	1
310	в силу	4	1
311	уже говорилось	1	1
312	мире на	1	1
313	выглядит как	1	1
314	можно было	2	1
315	жить в	1	1
316	слова не	1	1
317	что все	1	1
318	это случилось	1	1
319	чего он	1	1
320	по бахтину	3	1
321	а по	2	1
322	это весьма	1	1
323	мыслится как	1	1
324	входит в	1	1
325	того или	2	1
326	первую очередь	1	1
327	его личности	2	1
328	в глазах	1	1
329	с прошлым	1	1
330	было бы	4	1
331	должен был	1	1
332	по себе	5	1
333	вызвано тем	1	1
334	мог бы	3	1
335	ни в	3	1
336	из нее	1	1
337	в них	1	1
338	жизни то	1	1
339	за пределами	1	1
340	несмотря на	2	1
341	мы видели	1	1
342	жизни но	2	1
343	в развитии	1	1
344	в церкви	4	1
345	в один	1	1
346	их на	1	1
347	не мог	4	1
348	в ходе	1	1
349	таким же	1	1
350	от боли	1	1
351	о герое	1	1
352	оказывается для	1	1
353	и народ	1	1
354	всякий раз	1	1
355	признать что	1	1
356	образом и	1	1
357	но он	1	1
358	и более	1	1
359	произведения в	1	1
360	однако в	2	1
361	зрения и	2	1
362	даже в	2	1
363	содержит в	1	1
364	одновременно в	1	1
365	вплоть до	2	1
366	в соборе	2	1
367	она не	2	1
368	на земле	1	1
369	в обоих	2	1
370	некоторого рода	2	1
371	дело в	1	1
372	точно так	2	1
373	это еще	1	1
374	себе самом	2	1
375	не имеет	2	1
376	после ухода	1	1
377	жизни не	1	1
378	и соответственно	2	1
379	в комнату	1	1
380	дает нам	1	1
381	из древнейших	1	1
382	к ней	1	1
383	и является	1	1
384	присутствие в	1	1
385	жизни как	3	1
386	мире и	1	1
387	как будто	3	1
388	тогда в	2	1
389	в области	2	1
390	ли это	1	1
391	ему не	1	1
392	перед ним	1	1
393	и со	1	1
394	сюжета в	2	1
395	представляется нам	1	1
396	к себе	5	1
397	не могут	1	1
398	встречается в	2	1
399	истории не	1	1
400	как только	1	1
401	числе и	4	1
402	в эпизод	1	1
403	к тому	7	1
404	что оно	1	1
405	бы он	1	1
406	той или	4	1
407	в поле	1	1
408	не противоречит	1	1
409	он видит	1	1
410	говоря словами	2	1
411	если же	1	1
412	для себя	1	1
413	году в	1	1
414	представляют собой	2	1
415	и кому	1	1
416	как мы	3	1
417	у себя	1	1
418	в обстановке	1	1
419	событий в	2	1
420	бога однако	1	1
421	у чехова	1	1
422	в структуре	2	1
423	о воскресении	2	1
424	для читателя	1	1
425	дважды это	1	1
426	то или	3	1
427	мысль о	1	1
428	матерью и	2	1
429	только то	1	1
430	в себя	6	1
431	в пределах	2	1
432	не с	3	1
433	сознаний в	1	1
434	что никогда	1	1
435	у матери	1	1
436	когда в	1	1
437	во второй	2	1
438	с героем	1	1
439	является в	1	1
440	с человеком	2	1
441	в виду	1	1
442	и братьев	1	1
443	о нем	4	1
444	и здесь	1	1
445	о своей	2	1
446	в другом	1	1
447	нам представляется	1	1
448	всем протяжении	1	1
449	столь же	3	1
450	одного из	4	1
451	с одной	7	1
452	и ставит	1	1
453	лишь в	1	1
454	может не	3	1
455	восходящей к	2	1
456	как было	3	1
457	в конечном	3	1
458	от него	1	1
459	истории в	3	1
460	в драме	1	1
461	сюжета как	1	1
462	русской литературе	1	1
463	и события	1	1
464	же о	1	1
465	он прямо	2	1
466	этот момент	1	1
467	после возвращения	1	1
468	действующее лицо	2	1
469	с матерью	1	1
470	не сводится	2	1
471	какой-то мере	1	1
472	были большие	1	1
473	не знаю	1	1
474	от всех	2	1
475	в меру	1	1
476	построения текста	1	1
477	в современной	1	1
478	известном смысле	2	1
479	полифоническом мире	1	1
480	и одновременно	2	1
481	в тексте	16	1
482	нуждается в	5	1
483	то в	6	1
484	даже если	1	1
485	может оказаться	2	1
486	а лишь	1	1
487	который в	2	1
488	или же	1	1
489	на мир	1	1
490	том чтобы	1	1
491	не то	2	1
492	от одной	2	1
493	связи с	4	1
494	не порождает	1	1
495	и внутреннего	1	1
496	этом что	1	1
497	его жизненной	1	1
498	не дает	1	1
499	по выражению	2	1
500	конечном счете	2	1
501	разыгрывающееся между	1	1
502	который по	3	1
503	мир в	1	1
504	не составляет	1	1
505	сами по	2	1
506	слова говорящий	1	1
507	при всей	4	1
508	не о	3	1
509	бытия и	1	1
510	есть его	1	1
511	за границу	3	1
512	за человек	1	1
513	как раз	2	1
514	автора как	1	1
515	следует признать	2	1
516	продолжает определять	1	1
517	случае с	1	1
518	смерти и	2	1
519	в какой-то	1	1
520	что и	1	1
521	со стороны	9	1
522	или иной	5	1
523	даже не	3	1
524	он живет	1	1
525	хоть и	1	1
526	и прежде	1	1
527	его из	1	1
528	его смерти	1	1
529	позиции в	1	1
530	как ни	2	1
531	одну из	2	1
532	то по	1	1
533	когда же	1	1
534	оснований для	1	1
535	в различных	1	1
536	в связи	2	1
537	в речи	1	1
538	на фоне	1	1
539	нее как	1	1
540	автора с	1	1
541	от страха	1	1
542	как это	6	1
543	человека к	1	1
544	в позицию	1	1
545	уклонение от	1	1
546	к другой	2	1
547	я тоже	1	1
548	после его	1	1
549	может как	1	1
550	с такой	1	1
551	двух сыновей	1	1
552	такого рода	7	1
553	человек с	1	1
554	текста как	2	1
555	уходом из	2	1
556	герой в	1	1
557	этого слова	2	1
558	такое прочтение	1	1
559	до читателя	1	1
560	оценки и	1	1
561	отличается от	4	1
562	в самую	2	1
563	перед смертью	1	1
564	пока еще	4	1
565	с начальным	1	1
566	это явление	1	1
567	при всем	2	1
568	под названием	1	1
569	в книге	1	1
570	сказать его	1	1
571	и для	2	1
572	не вымышленных	1	1
573	отвечает на	1	1
574	необходимым для	1	1
575	в результате	2	1
576	человек и	1	1
577	для нас	1	1
578	а может	1	1
579	не должен	1	1
580	будто бы	3	1
581	себя если	1	1
582	что вообще	1	1
583	тот же	1	1
584	не есть	3	1
585	по поводу	1	1
586	нем самом	1	1
587	может и	1	1
588	а о	1	1
589	в свою	3	1
590	персонажа и	2	1
591	первый раз	1	1
592	устремлена к	1	1
593	между ними	2	1
594	не знает	1	1
595	сказать что	4	1
596	не быть	1	1
597	и культурный	1	1
598	совершенно не	2	1
599	в характере	1	1
600	или иного	2	1
601	себе не	2	1
602	ни был	1	1
603	собой лишь	1	1
604	том числе	6	1
