N	2gram	Bakhtin_Fr_1	Literetu
215	на свете	1	2
216	мире было	1	2
217	один из	1	2
218	но одновременно	3	2
219	что в	3	2
220	со второй	2	2
221	же в	2	2
222	отношением к	1	2
223	оно не	1	2
224	но еще	1	2
225	еще и	5	2
226	в своих	5	2
227	к этому	1	2
228	от этой	1	1
229	большого времени	1	1
230	были своего	1	1
231	на самом	6	1
232	тех же	1	1
233	это и	1	1
234	в приведенном	1	1
235	между двумя	1	1
236	из самых	1	1
237	по которым	1	1
238	по преимуществу	1	1
239	и до	4	1
240	прошлое и	1	1
241	оно было	1	1
242	в какой-то	1	1
243	века в	5	1
244	по его	3	1
245	мы уже	12	1
246	который в	1	1
247	смотреть на	1	1
248	своего существования	1	1
249	и подобные	1	1
250	в особой	1	1
251	память о	2	1
252	часто оказывается	1	1
253	говорить о	1	1
254	принадлежит к	1	1
255	и он	2	1
256	в ней	6	1
257	начало и	2	1
258	в xix	1	1
259	он был	2	1
260	мысли и	4	1
261	в чем	2	1
262	во внешнем	1	1
263	себе самой	1	1
264	остаются в	1	1
265	человеческих отношений	2	1
266	уже как	1	1
267	постановка проблемы	2	1
268	не просто	3	1
269	друг от	1	1
270	нет и	2	1
271	человеку и	1	1
272	за пределы	8	1
273	новых возможностей	1	1
274	с этим	1	1
275	с горечью	1	1
276	жизни которую	1	1
277	в своем	8	1
278	и целого	1	1
279	ней в	1	1
280	что касается	1	1
281	сознания в	1	1
282	что по	1	1
283	ищет в	1	1
284	самом начале	1	1
285	в этот	1	1
286	начало но	1	1
287	им своей	1	1
288	в нашем	1	1
289	уже в	1	1
290	как он	1	1
291	так сказать	4	1
292	вообще не	1	1
293	связанному с	1	1
294	не знающий	1	1
295	она становится	1	1
296	он не	2	1
297	момента в	1	1
298	и еще	4	1
299	и утверждает	2	1
300	собой не	1	1
301	жизнью и	1	1
302	о рабле	1	1
303	что без	1	1
304	именно такова	1	1
305	людей и	1	1
306	серьезность и	1	1
307	бытия которая	1	1
308	особая форма	1	1
309	последнее слово	1	1
310	бы они	1	1
311	здесь мы	1	1
312	слова и	1	1
313	момент и	1	1
314	на все	2	1
315	традиции и	1	1
316	от земли	1	1
317	второй половины	3	1
318	ощущается как	1	1
319	весь мир	3	1
320	и была	1	1
321	даже по	1	1
322	объясняется это	1	1
323	в них	5	1
324	нет в	1	1
325	о которых	1	1
326	и уже	1	1
327	землею и	1	1
328	все моменты	1	1
329	жизни но	2	1
330	на этот	2	1
331	был бы	1	1
332	на таких	1	1
333	и конец	1	1
334	на первый	1	1
335	во время	4	1
336	что такое	1	1
337	индивидуальной жизни	1	1
338	в их	4	1
339	самая сущность	1	1
340	не столько	1	1
341	не к	2	1
342	жизни с	1	1
343	значение для	1	1
344	последних трех	1	1
345	своей не	1	1
346	и ранний	1	1
347	и новые	1	1
348	но это	3	1
349	но он	1	1
350	что было	1	1
351	в таких	2	1
352	свобода и	1	1
353	бы быть	2	1
354	возвращается к	1	1
355	вовсе не	18	1
356	смотрел только	1	1
357	сам он	1	1
358	в классическую	1	1
359	в отношении	6	1
360	с миром	3	1
361	чистом виде	1	1
362	она не	1	1
363	при всей	2	1
364	мысли в	1	1
365	определяющая черта	1	1
366	в процессе	2	1
367	как классический	1	1
368	на ее	1	1
369	в самых	1	1
370	для кого	1	1
371	для всего	1	1
372	мышления и	1	1
373	живописи и	1	1
374	строя жизни	2	1
375	в труде	1	1
376	во всем	2	1
377	всей жизни	1	1
378	в книге	2	1
379	ему не	1	1
380	в образах	1	1
381	xx века	1	1
382	начиная с	2	1
383	и всех	1	1
384	сама жизнь	3	1
385	его понимании	1	1
386	значительной степени	2	1
387	классической эстетики	1	1
388	отличались от	1	1
389	что-то от	1	1
390	от друга	1	1
391	в виду	3	1
392	но при	2	1
393	общения между	2	1
394	остается в	1	1
395	бытия для	1	1
396	и от	2	1
397	так в	1	1
398	котором мы	1	1
399	с собой	1	1
400	времени и	6	1
401	было в	1	1
402	культуры на	1	1
403	здесь нет	1	1
404	особый интерес	1	1
405	этом своеобразная	1	1
406	она была	3	1
407	можно только	4	1
408	разного рода	3	1
409	жизнь и	1	1
410	был не	1	1
411	и всякого	1	1
412	не видели	1	1
413	передо мною	1	1
414	в индивидуальном	1	1
415	самой жизни	3	1
416	чужим если	1	1
417	на этой	3	1
418	второй половине	2	1
419	говорит об	1	1
420	с временем	1	1
421	в значительной	6	1
422	времени в	1	1
423	нас в	1	1
424	и были	1	1
425	людей в	1	1
426	природы в	1	1
427	бы в	1	1
428	них в	1	1
429	способность к	1	1
430	какой-то мере	1	1
431	которой в	1	1
432	и она	1	1
433	и мир	1	1
434	в литературе	6	1
435	к нему	3	1
436	в искусстве	3	1
437	своей сущности	1	1
438	среди других	1	1
439	одной из	1	1
440	и действительно	1	1
441	xix веке	1	1
442	xix и	2	1
443	в литературоведении	1	1
444	роста и	2	1
445	этой системе	1	1
446	для всех	1	1
447	есть в	5	1
448	носит в	1	1
449	и у	6	1
450	то и	1	1
451	искусства как	1	1
452	ряду других	1	1
453	на протяжении	5	1
454	или даже	2	1
455	и других	3	1
456	не стал	1	1
457	ниже и	1	1
458	и их	3	1
459	представлений о	1	1
460	так как	6	1
461	друг друга	3	1
462	у него	1	1
463	случае не	1	1
464	в русле	1	1
465	людей не	1	1
466	именно этой	1	1
467	существовать в	1	1
468	превращается в	5	1
469	со специфической	1	1
470	момент в	1	1
471	только на	2	1
472	не были	3	1
473	жаль что	1	1
474	ней и	1	1
475	что тем	1	1
476	влияние на	7	1
477	веселым и	1	1
478	совпадает с	1	1
479	к человеку	1	1
480	только по	1	1
481	не было	1	1
482	иначе в	1	1
483	они входят	1	1
484	не на	1	1
485	над другим	1	1
486	от мира	1	1
487	в свете	2	1
488	в ряду	3	1
489	золотой век	1	1
490	его эстетической	1	1
491	в связи	1	1
492	именно поэтому	1	1
493	на фоне	3	1
494	этой же	1	1
495	этого явления	1	1
496	и становятся	1	1
497	порождает и	1	1
498	некоторые из	2	1
499	подобного рода	1	1
500	книге о	2	1
501	рода и	1	1
502	и самой	1	1
503	он смотрел	1	1
504	конечно не	1	1
505	целом ряде	1	1
506	не зная	1	1
507	этого типа	1	1
508	к романтическому	1	1
509	в той	5	1
510	есть только	2	1
511	культурой в	1	1
512	основе этих	1	1
513	человеческой культуры	1	1
514	и судьбы	2	1
515	сам не	1	1
516	ли не	1	1
517	в контексте	1	1
518	речевого общения	3	1
519	в живописи	2	1
520	с последним	1	1
521	слово для	1	1
522	все это	9	1
523	эта почти	1	1
524	под названием	1	1
525	это уже	4	1
526	этот образ	1	1
527	и более	1	1
528	совершается в	1	1
529	подобные им	1	1
530	себя самого	1	1
531	для нас	4	1
532	на границах	2	1
533	и все	5	1
534	в этих	2	1
535	еще более	5	1
536	хотя бы	1	1
537	все остальные	1	1
538	самой жизнью	1	1
539	отношении к	1	1
540	в общем	4	1
541	нет ничего	3	1
542	из тех	2	1
543	от своего	2	1
544	сказать что	6	1
545	культуры в	4	1
546	есть и	1	1
547	это вечно	1	1
548	смеховой культуры	25	1
549	в таком	2	1
550	того времени	1	1
551	с ролью	2	1
552	жизни этих	1	1
553	они не	1	1
