N	2gram	Nazirov_Tv_2	Myshleni
149	всякий раз	1	3
150	по себе	1	3
151	что с	1	3
152	в основе	2	3
153	связи с	1	3
154	лежит в	1	3
155	отличается от	1	3
156	представляют собой	1	3
157	только то	1	3
158	в себя	1	3
159	действия и	2	3
160	к анализу	2	3
161	мог бы	1	3
162	по мере	1	3
163	образом в	1	3
164	и здесь	1	3
165	до сих	3	3
166	в его	10	3
167	и только	2	3
168	все время	2	3
169	в сферу	1	3
170	один из	3	3
171	этот вопрос	3	3
172	и его	9	3
173	нуждается в	1	3
174	в первую	1	3
175	связано с	1	3
176	зависит от	2	3
177	а не	6	3
178	но как	1	3
179	на фоне	1	3
180	как это	1	3
181	требует от	1	3
182	сих пор	3	3
183	в целом	6	3
184	отношении к	1	3
185	в ходе	1	3
186	не знает	1	3
187	в своих	3	3
188	как на	1	3
189	одним из	3	2
190	самом деле	2	2
191	мы уже	1	2
192	это объяснение	1	2
193	что уже	1	2
194	он сам	3	2
195	а только	1	2
196	к которой	1	2
197	что они	4	2
198	прежде всего	8	2
199	не хватает	1	2
200	все же	5	2
201	когда он	4	2
202	и наконец	2	2
203	не являются	1	2
204	нами в	1	2
205	с осознанием	1	2
206	поэтому он	1	2
207	все эти	4	2
208	объяснения это	1	2
209	если он	5	2
210	оказывается не	1	2
211	мысли и	1	2
212	к одному	1	2
213	этого вопроса	1	2
214	другом в	2	2
215	раньше чем	1	2
216	с этой	3	2
217	в другом	1	2
218	с другими	2	2
219	известно что	2	2
220	сказывается в	1	2
221	в высшей	1	2
222	несмотря на	1	2
223	смысле что	1	2
224	остается в	1	2
225	в этих	1	2
226	что если	1	2
227	в своей	6	2
228	в такой	2	2
229	в котором	3	2
230	развития что	1	2
231	том смысле	1	2
232	в которых	3	2
233	что я	2	2
234	из области	1	2
235	точку зрения	2	2
236	но это	5	2
237	но он	1	2
238	и более	1	2
239	и вообще	2	2
240	не менее	2	2
241	она не	1	2
242	но только	1	2
243	казалось бы	3	2
244	эти связи	1	2
245	именно потому	1	2
246	у нас	2	2
247	важно было	1	2
248	приходит к	1	2
249	и от	4	2
250	он с	1	2
251	этот период	1	2
252	не с	1	2
253	что у	4	2
254	еще в	1	2
255	том как	1	2
256	с ним	3	2
257	означает что	1	2
258	на вопрос	1	2
259	при котором	1	2
260	к решению	1	2
261	жизнь его	1	2
262	с ними	2	2
263	и является	1	2
264	этот факт	2	2
265	является не	1	2
266	не из	1	2
267	из них	2	2
268	в одном	2	2
269	в конце	6	2
270	у него	6	2
271	с другой	2	2
272	к которому	2	2
273	и между	1	2
274	во второй	1	2
275	и др	3	2
276	на ней	2	2
277	более того	2	2
278	в любой	1	2
279	была бы	1	2
280	в связи	1	2
281	мы говорим	1	2
282	в меру	1	2
283	в пользу	3	2
284	этого слова	1	2
285	как только	1	2
286	все это	6	2
287	для нас	1	2
288	но когда	1	2
289	от него	1	2
290	а в	4	2
291	в новый	1	2
292	другой стороны	2	2
293	из этого	2	2
294	видим в	2	2
295	и другие	1	2
296	года после	1	1
297	если б	1	1
298	и через	3	1
299	не остается	1	1
300	нас на	1	1
301	и до	1	1
302	из его	1	1
303	видеть в	1	1
304	едва ли	2	1
305	всегда на	1	1
306	сливается с	1	1
307	вовлекаясь в	1	1
308	руководством с	1	1
309	это совершенно	1	1
310	нашу мысль	1	1
311	в первый	1	1
312	на другой	1	1
313	это сказывается	1	1
314	этом плане	1	1
315	и он	2	1
316	с большим	3	1
317	свою очередь	1	1
318	без которой	1	1
319	быть в	1	1
320	в различных	1	1
321	иного рода	1	1
322	жить и	1	1
323	точка зрения	2	1
324	не то	1	1
325	ответ на	1	1
326	него с	1	1
327	не просто	1	1
328	нет и	2	1
329	отнюдь не	4	1
330	факт к	1	1
331	общего с	1	1
332	меры в	1	1
333	стороны и	1	1
334	этого развития	1	1
335	перед нами	1	1
336	сказал бы	1	1
337	его к	1	1
338	имеет в	2	1
339	мы определяем	1	1
340	в этот	2	1
341	психологии и	1	1
342	не можем	1	1
343	что это	1	1
344	мы получаем	1	1
345	того факта	1	1
346	с их	1	1
347	отношений к	1	1
348	обнаруживает в	1	1
349	а более	1	1
350	например как	1	1
351	теории и	1	1
352	к выводу	1	1
353	что она	4	1
354	он ни	1	1
355	и еще	2	1
356	не значит	1	1
357	эта последняя	1	1
358	характер в	2	1
359	наших глазах	1	1
360	и за	1	1
361	детьми в	1	1
362	то чтобы	1	1
363	считается что	1	1
364	об этом	4	1
365	и с	8	1
366	предположение что	1	1
367	или даже	2	1
368	входит в	1	1
369	решения всех	1	1
370	приходит в	1	1
371	вызвано тем	1	1
372	ведь в	1	1
373	с первого	1	1
374	который по	1	1
375	ни в	1	1
376	но уже	3	1
377	означает в	1	1
378	это положение	1	1
379	рядом с	2	1
380	которой он	2	1
381	являются как	1	1
382	ведет к	1	1
383	потому и	1	1
384	и тогда	2	1
385	меняется и	1	1
386	мы как	1	1
387	во время	1	1
388	таким же	1	1
389	и без	2	1
390	это делает	1	1
391	оказывается для	1	1
392	еще нет	1	1
393	жизнь и	1	1
394	не столько	2	1
395	представление о	7	1
396	в отличие	2	1
397	приблизительно так	1	1
398	однако не	1	1
399	их в	2	1
400	даже в	1	1
401	и обратное	1	1
402	содержит в	1	1
403	первым и	1	1
404	дело в	1	1
405	одна из	3	1
406	одновременно все	1	1
407	спор с	1	1
408	в структуре	1	1
409	действительности но	1	1
410	это отношение	1	1
411	в наше	2	1
412	же он	1	1
413	считать что	1	1
414	факта что	1	1
415	в момент	1	1
416	начиная с	2	1
417	человека в	3	1
418	числе и	1	1
419	сходство с	1	1
420	первого взгляда	1	1
421	анализа и	1	1
422	на это	1	1
423	ничего общего	1	1
424	и это	3	1
425	опираясь на	2	1
426	наиболее важных	1	1
427	и о	1	1
428	изменения в	1	1
429	он утверждает	1	1
430	в ее	2	1
431	на той	1	1
432	это для	1	1
433	не мог	1	1
434	мы наблюдаем	1	1
435	решающую роль	1	1
436	только через	2	1
437	и ту	1	1
438	здесь он	1	1
439	через него	1	1
440	но у	4	1
441	является в	1	1
442	против этого	1	1
443	но отнюдь	1	1
444	о том	5	1
445	всем протяжении	1	1
446	утверждает что	1	1
447	не стоит	2	1
448	что его	2	1
449	анализу самого	1	1
450	может не	1	1
451	самому себе	1	1
452	между тем	3	1
453	сильнее и	2	1
454	что же	1	1
455	выше в	1	1
456	в середине	1	1
457	не знаю	1	1
458	он еще	2	1
459	если взять	1	1
460	условия для	1	1
461	в современной	1	1
462	тот же	1	1
463	глубокие изменения	1	1
464	как нечто	1	1
465	может оказаться	1	1
466	который в	1	1
467	и ее	2	1
468	воздействие на	2	1
469	с одной	1	1
470	на всем	1	1
471	уже не	3	1
472	и у	2	1
473	своим собственным	1	1
474	в виде	2	1
475	в начале	3	1
476	и везде	1	1
477	в известном	1	1
478	параллели в	1	1
479	его и	2	1
480	я делаю	1	1
481	и их	1	1
482	в известной	4	1
483	сами по	1	1
484	вовсе не	2	1
485	отличие от	2	1
486	дальше в	1	1
487	не говорит	1	1
488	в руки	2	1
489	а потому	1	1
490	этот момент	1	1
491	и даже	5	1
492	или иной	1	1
493	говорили что	1	1
494	с другим	2	1
495	влияние на	1	1
496	как у	3	1
497	не прав	1	1
498	это все	2	1
499	а с	3	1
500	он продолжает	1	1
501	а главное	1	1
502	не означает	2	1
503	отрывается от	1	1
504	только как	1	1
505	одну из	1	1
506	как видно	1	1
507	из названных	1	1
508	в ущерб	1	1
509	в психологическом	1	1
510	этот принцип	1	1
511	под влиянием	1	1
512	всецело и	1	1
513	если не	4	1
514	действия в	1	1
515	от этих	1	1
516	эти слова	1	1
517	только его	1	1
518	но этот	1	1
519	ничего нет	1	1
520	к самому	2	1
521	что за	1	1
522	упрекали в	1	1
523	возможно это	1	1
524	зрения и	1	1
525	самого себя	1	1
526	является его	1	1
527	значит что	1	1
528	ли не	2	1
529	в истории	2	1
530	приведенные выше	1	1
531	в основном	6	1
532	свое последнее	1	1
533	вообще все	1	1
534	которые были	1	1
535	похоже на	1	1
536	с большой	1	1
537	отвечает на	1	1
538	является одним	1	1
539	вся история	1	1
540	на улице	1	1
541	включает в	2	1
542	для ее	1	1
543	на стороне	4	1
544	мы только	1	1
545	в результате	1	1
546	это как	1	1
547	как она	1	1
548	своей собственной	1	1
549	бы он	1	1
550	той или	1	1
551	главным образом	1	1
552	не должен	1	1
553	только с	2	1
554	это еще	1	1
555	противоречии с	1	1
556	в целях	1	1
557	должен быть	1	1
558	раз после	1	1
559	и начинается	1	1
560	может и	1	1
561	а о	1	1
562	в свою	1	1
563	первый раз	1	1
564	это понятие	1	1
565	и нашли	1	1
566	совершенно не	1	1
567	которые сами	1	1
568	свои собственные	1	1
569	но эти	2	1
570	это определение	3	1
571	того времени	1	1
572	к этому	3	1
573	значение в	1	1
574	точно так	1	1
575	том числе	1	1
