N	2gram	Potebnia_M_4	Istorich
248	не с	2	2
249	когда его	1	2
250	после того	2	2
251	образом в	5	2
252	связанное с	1	2
253	о ней	1	2
254	и что	7	2
255	в силу	7	2
256	а также	1	2
257	там же	3	2
258	образом мы	3	2
259	между тем	9	2
260	же в	1	2
261	этот вопрос	3	2
262	дело с	1	2
263	в человека	1	2
264	и так	3	2
265	они могут	2	2
266	с одной	1	2
267	из которого	1	2
268	для нее	1	2
269	что не	6	2
270	на столе	1	2
271	себе в	3	2
272	всяком случае	3	2
273	в одном	4	2
274	никто не	2	2
275	перейти к	1	2
276	только на	4	2
277	и даже	2	2
278	даже не	2	2
279	есть только	5	2
280	и др	2	2
281	но есть	4	2
282	не было	12	2
283	одной стороны	1	2
284	здесь дело	1	2
285	всю жизнь	1	2
286	именно так	1	2
287	можно утверждать	1	2
288	на островах	1	2
289	и потому	10	2
290	да и	4	2
291	можно сказать	4	2
292	мы найдем	1	2
293	если не	1	2
294	происходит в	2	2
295	то не	1	2
296	от него	2	2
297	еще более	2	2
298	или не	1	2
299	нет ничего	3	2
300	отношению к	8	2
301	жизни и	1	2
302	точно так	2	2
303	только не	3	2
304	во всяком	5	2
305	также что	1	1
306	таком случае	2	1
307	начинается с	1	1
308	и через	1	1
309	самых разнообразных	2	1
310	есть очень	1	1
311	а из	1	1
312	самом деле	3	1
313	бы для	1	1
314	в приведенном	1	1
315	не признает	1	1
316	связь эта	1	1
317	ясно что	1	1
318	это однако	1	1
319	и до	3	1
320	и за	1	1
321	в несколько	1	1
322	есть не	4	1
323	дома здесь	1	1
324	мы не	8	1
325	человека и	3	1
326	нас это	1	1
327	то она	1	1
328	и другая	1	1
329	в некотором	1	1
330	на них	1	1
331	быть в	1	1
332	столь же	2	1
333	что его	2	1
334	в различных	2	1
335	и связь	1	1
336	мысль что	3	1
337	землю и	1	1
338	но как	1	1
339	не то	5	1
340	к ним	2	1
341	в новом	1	1
342	иногда и	1	1
343	нет и	1	1
344	другое и	1	1
345	тесно связан	1	1
346	как говорит	1	1
347	более чем	3	1
348	если она	1	1
349	общего с	1	1
350	по которому	3	1
351	что как	4	1
352	к новому	1	1
353	перед нами	1	1
354	кроме того	3	1
355	хотя я	1	1
356	из сознания	1	1
357	и каждое	1	1
358	его к	2	1
359	ее от	1	1
360	это показывает	1	1
361	волос и	1	1
362	говорят о	1	1
363	вопрос почему	2	1
364	что это	7	1
365	сказать о	1	1
366	он в	1	1
367	бы не	3	1
368	что так	2	1
369	идут в	1	1
370	при понимании	1	1
371	бы только	2	1
372	друг от	1	1
373	и те	1	1
374	какую роль	1	1
375	на то	7	1
376	человек не	2	1
377	и ту	1	1
378	этот процесс	1	1
379	видел на	1	1
380	вообще не	1	1
381	не следует	2	1
382	главным образом	1	1
383	должна быть	1	1
384	перестает быть	1	1
385	не как	2	1
386	человеческого тела	1	1
387	том чтобы	1	1
388	из него	2	1
389	подобно тому	2	1
390	и по	3	1
391	же или	2	1
392	и наоборот	1	1
393	человека в	2	1
394	от нее	1	1
395	по своему	2	1
396	встречаются и	1	1
397	не будет	3	1
398	в состоянии	2	1
399	свое имя	1	1
400	в мире	2	1
401	об этом	2	1
402	бы быть	1	1
403	свойств и	1	1
404	то нам	2	1
405	а как	2	1
406	входит в	1	1
407	заключается в	1	1
408	с другими	4	1
409	со всех	1	1
410	окажется что	1	1
411	но самый	1	1
412	и тем	4	1
413	одной из	1	1
414	только одно	1	1
415	этом мы	2	1
416	тех которые	2	1
417	но уже	3	1
418	этого она	1	1
419	она и	2	1
420	случае мы	1	1
421	меняются и	1	1
422	он из	1	1
423	очень сложное	1	1
424	чем в	2	1
425	ведет к	3	1
426	в передаче	1	1
427	вырастающих из	1	1
428	убедиться что	1	1
429	перед собой	1	1
430	в эту	1	1
431	но если	1	1
432	к тем	1	1
433	племени и	1	1
434	в своей	1	1
435	что такое	7	1
436	этой связи	1	1
437	в следующем	1	1
438	в такой	1	1
439	с точки	3	1
440	своего рода	1	1
441	другие примеры	1	1
442	и той	1	1
443	иду и	1	1
444	что никто	1	1
445	лес на	1	1
446	которые в	1	1
447	каждое из	1	1
448	на мысль	4	1
449	что этот	1	1
450	на всю	1	1
451	по себе	11	1
452	же мы	2	1
453	а от	1	1
454	в таких	2	1
455	как из	1	1
456	не принадлежит	1	1
457	самого начала	2	1
458	образом я	1	1
459	того как	6	1
460	ее с	1	1
461	и сама	2	1
462	таких например	1	1
463	только до	1	1
464	например что	2	1
465	но вместе	1	1
466	этого одного	1	1
467	одной и	1	1
468	совершенно правильно	1	1
469	если кто	1	1
470	казалось бы	1	1
471	не имели	2	1
472	в разных	3	1
473	это то	1	1
474	имеем дело	2	1
475	находятся в	1	1
476	она уже	1	1
477	с нами	1	1
478	как при	1	1
479	как она	2	1
480	на себе	3	1
481	не говорит	1	1
482	во всем	1	1
483	образа и	3	1
484	непременное условие	1	1
485	этот способ	1	1
486	этого предмета	1	1
487	меня с	1	1
488	до того	3	1
489	только с	1	1
490	так то	3	1
491	тогда в	1	1
492	мы и	2	1
493	тела и	2	1
494	в каком	4	1
495	перед ним	1	1
496	к таким	1	1
497	начиная с	1	1
498	и другой	1	1
499	лежит в	1	1
500	и другим	3	1
501	два момента	1	1
502	указывает на	2	1
503	не есть	9	1
504	и тот	3	1
505	что при	1	1
506	если же	4	1
507	ничего общего	1	1
508	и поэтому	1	1
509	тем и	6	1
510	от друга	1	1
511	как не	1	1
512	свою очередь	1	1
513	меня в	1	1
514	как один	1	1
515	в ее	2	1
516	к нам	1	1
517	будет сказать	1	1
518	в себя	1	1
519	на той	2	1
520	с самого	1	1
521	вопрос что	2	1
522	и сам	1	1
523	в образе	2	1
524	можно было	2	1
525	это можно	2	1
526	видит что	1	1
527	столько же	1	1
528	есть также	1	1
529	этой мысли	1	1
530	во второй	1	1
531	по тому	2	1
532	является в	1	1
533	силу того	1	1
534	он сам	1	1
535	по мере	7	1
536	состоящий в	1	1
537	с ним	5	1
538	как выражение	1	1
539	смысле и	1	1
540	что огонь	1	1
541	предмет или	1	1
542	мне и	1	1
543	ее невозможно	1	1
544	это происходит	1	1
545	и та	4	1
546	другими словами	8	1
547	к одной	1	1
548	при котором	1	1
549	с другим	1	1
550	что каждый	1	1
551	ли она	1	1
552	времени в	1	1
553	он берет	1	1
554	же по-видимому	1	1
555	тем как	2	1
556	это увидим	1	1
557	и только	3	1
558	примеры в	2	1
559	что бы	1	1
560	бывает и	1	1
561	здесь в	1	1
562	из моментов	1	1
563	есть что	1	1
564	непосредственной связи	1	1
565	где не	1	1
566	тех пор	6	1
567	всегда в	1	1
568	оно и	1	1
569	большею частью	2	1
570	тот же	2	1
571	пришел к	1	1
572	как нет	2	1
573	хотя бы	4	1
574	пор не	3	1
575	как нечто	1	1
576	говорит только	1	1
577	по этому	1	1
578	именно на	2	1
579	конечно не	2	1
580	также имеет	1	1
581	с нею	3	1
582	не можем	5	1
583	уже в	5	1
584	такие явления	1	1
585	в большинстве	2	1
586	чтобы он	1	1
587	в нашей	1	1
588	каким образом	2	1
589	и обратно	1	1
590	так это	1	1
591	превращаются в	1	1
592	к своим	1	1
593	одно из	1	1
594	и их	3	1
595	пока не	2	1
596	могло бы	1	1
597	это место	1	1
598	сами по	2	1
599	есть условие	1	1
600	уже и	2	1
601	заметить что	6	1
602	люди не	1	1
603	тогда как	4	1
604	от того	4	1
605	и вместе	3	1
606	ее на	1	1
607	бы это	1	1
608	ее себе	1	1
609	к двум	1	1
610	что представление	2	1
611	были бы	1	1
612	видно и	1	1
613	животное и	1	1
614	мы это	1	1
615	как у	1	1
616	или иначе	2	1
617	нас в	2	1
618	что человек	3	1
619	только первый	1	1
620	и прежде	2	1
621	и быть	2	1
622	такое же	2	1
623	и затем	1	1
624	только к	1	1
625	предмет и	1	1
626	большую роль	1	1
627	обратить внимание	2	1
628	по нескольку	1	1
629	близко к	1	1
630	которые не	2	1
631	на этот	2	1
632	или другими	1	1
633	для сознания	1	1
634	его руках	1	1
635	вопрос можно	1	1
636	на эту	1	1
637	что мы	10	1
638	под влиянием	1	1
639	будет иметь	2	1
640	зрения нашего	1	1
641	в руках	1	1
642	что такие	1	1
643	других случаях	1	1
644	никаких препятствий	1	1
645	и будут	1	1
646	к своему	1	1
647	здесь произошло	1	1
648	другу и	1	1
649	для создания	3	1
650	так или	2	1
651	смысле этого	1	1
652	тому как	2	1
653	не видят	1	1
654	по которой	1	1
655	как бы	5	1
656	какой-нибудь одной	1	1
657	этим мы	1	1
658	без языка	2	1
659	форма в	1	1
660	сам не	1	1
661	исходя из	1	1
662	это значит	1	1
663	том смысле	2	1
664	что же	5	1
665	этого слова	7	1
666	на другое	1	1
667	и тому	1	1
668	он слышит	1	1
669	только для	2	1
670	все это	5	1
671	но для	1	1
672	чем та	1	1
673	и думает	1	1
674	связь не	1	1
675	при таком	1	1
676	не существует	2	1
677	та и	1	1
678	которая в	1	1
679	человек и	1	1
680	здесь связь	1	1
681	обращается к	1	1
682	на которой	1	1
683	но когда	1	1
684	или нет	1	1
685	разве только	1	1
686	время ее	1	1
687	в связь	1	1
688	могли быть	1	1
689	тому подобных	1	1
690	есть представление	2	1
691	не знает	1	1
692	состоит из	1	1
693	была бы	1	1
694	от всех	1	1
695	но можно	1	1
696	их с	1	1
697	есть своего	1	1
698	из этого	2	1
699	на свет	1	1
700	это так	1	1
701	но еще	1	1
702	видим в	1	1
703	и эта	1	1
704	это в	1	1
705	как на	1	1
706	в таком	4	1
707	том числе	1	1
