N	2gram	Tiupa_Teor_1	Komedia
174	всего лишь	6	2
175	так или	4	2
176	раз в	1	2
177	текста не	1	2
178	если он	1	2
179	ни было	1	2
180	на его	1	2
181	состоит в	17	2
182	в силу	1	2
183	а затем	1	2
184	в мире	19	2
185	не с	3	2
186	с другими	5	2
187	это не	2	2
188	как видно	1	2
189	над его	1	2
190	остается в	1	2
191	и без	1	2
192	в их	2	2
193	в одном	2	2
194	тому что	2	2
195	она не	1	2
196	дело не	2	2
197	в основе	3	2
198	ему и	1	2
199	в области	4	2
200	до смерти	1	2
201	одним из	2	2
202	известной степени	3	2
203	такого отношения	1	2
204	отказаться от	1	2
205	и это	2	2
206	как мы	1	2
207	и о	4	2
208	в виду	5	2
209	здесь не	1	2
210	за пределами	5	2
211	то время	1	2
212	роль в	2	2
213	можно было	1	2
214	от своей	1	2
215	именно потому	1	2
216	а также	6	2
217	в другом	3	2
218	на вопрос	1	2
219	в конечном	6	2
220	между тем	5	2
221	нуждается в	1	2
222	тот же	1	2
223	могло быть	2	2
224	должен быть	1	2
225	и ее	3	2
226	в качестве	24	2
227	если мы	2	2
228	нового времени	3	2
229	при всей	1	2
230	или иначе	5	2
231	себя и	1	2
232	что для	1	2
233	не было	1	2
234	а на	3	2
235	в произведениях	2	2
236	ближе к	1	2
237	и особенно	2	2
238	до этого	1	2
239	в присутствии	2	2
240	к своему	1	2
241	в пределах	5	2
242	не могут	2	2
243	для обозначения	1	2
244	по существу	1	2
245	для понимания	2	2
246	о его	1	2
247	нет никаких	1	2
248	не будет	2	2
249	а о	1	2
250	между ними	4	2
251	другой стороны	5	2
252	совершенно не	1	2
253	из этого	1	2
254	прошлом и	1	2
255	в своих	1	2
256	и наиболее	1	1
257	я и	2	1
258	лишь ее	1	1
259	например в	1	1
260	чтобы не	1	1
261	с жизнью	1	1
262	сын и	1	1
263	на сердце	1	1
264	или к	1	1
265	в первом	2	1
266	о тебе	1	1
267	к другому	1	1
268	и до	1	1
269	свое место	1	1
270	отношений которые	1	1
271	мы имеем	7	1
272	и себя	1	1
273	вопрос о	1	1
274	именно к	1	1
275	этом не	1	1
276	начинается с	1	1
277	из дальнейшего	1	1
278	принадлежит к	3	1
279	завершает их	1	1
280	требует от	1	1
281	я не	2	1
282	не сводится	4	1
283	если говорить	1	1
284	как впрочем	1	1
285	собой в	1	1
286	в большинстве	2	1
287	все эти	2	1
288	взгляде на	1	1
289	я на	3	1
290	в чем	1	1
291	тем как	1	1
292	одним словом	1	1
293	но не	9	1
294	но как	1	1
295	в сторону	1	1
296	не входит	1	1
297	если в	2	1
298	себе отчет	1	1
299	друг от	1	1
300	себя за	1	1
301	в одной	1	1
302	если она	1	1
303	независимо от	1	1
304	как к	2	1
305	перед нами	2	1
306	переживания и	1	1
307	на земле	1	1
308	как уже	1	1
309	и как	2	1
310	самом начале	2	1
311	к числу	1	1
312	более или	2	1
313	в действительности	1	1
314	позволяющей ему	1	1
315	для которого	1	1
316	говорят о	1	1
317	из жизни	1	1
318	за это	1	1
319	в нашем	4	1
320	из этих	3	1
321	право на	1	1
322	еще один	1	1
323	его воли	1	1
324	имеем в	3	1
325	и те	1	1
326	в случае	1	1
327	в статье	1	1
328	по крайней	1	1
329	к одному	1	1
330	по душе	1	1
331	уже говорилось	1	1
332	картины мира	1	1
333	на этом	1	1
334	его можно	1	1
335	с такими	1	1
336	в каждом	1	1
337	что все	1	1
338	значение в	1	1
339	той же	1	1
340	это было	2	1
341	отчет в	1	1
342	ко второму	1	1
343	эпизода как	1	1
344	и тем	3	1
345	чаще всего	1	1
346	на сцене	1	1
347	и системы	1	1
348	в это	1	1
349	же образом	1	1
350	нет в	1	1
351	соответствии с	2	1
352	когда я	1	1
353	себя внимание	1	1
354	сказать не	1	1
355	от своего	2	1
356	к окружающему	1	1
357	таким же	1	1
358	мы конечно	1	1
359	это делает	1	1
360	место в	5	1
361	не столько	1	1
362	в отличие	6	1
363	любовь и	1	1
364	сам же	1	1
365	образом и	1	1
366	для данного	1	1
367	которые в	1	1
368	но он	3	1
369	друг другу	1	1
370	теми же	1	1
371	том же	1	1
372	и вся	1	1
373	это случается	1	1
374	случае в	1	1
375	окружающему его	1	1
376	ее не	1	1
377	с которой	1	1
378	виду что	1	1
379	и притом	2	1
380	на себе	1	1
381	так с	1	1
382	как принято	1	1
383	не могло	2	1
384	себе самом	1	1
385	не приносит	1	1
386	на котором	1	1
387	характера как	1	1
388	и по	2	1
389	по своей	3	1
390	и теперь	1	1
391	что речь	1	1
392	в бою	1	1
393	все то	1	1
394	могут быть	4	1
395	числе и	1	1
396	жизни когда	1	1
397	указывает на	1	1
398	он оказывается	1	1
399	слова с	1	1
400	здесь мы	1	1
401	однако по	1	1
402	с собственной	1	1
403	сообщения о	1	1
404	подобно тому	1	1
405	примером такого	1	1
406	и открывает	1	1
407	от друга	1	1
408	выставляет на	1	1
409	меня в	1	1
410	ни одно	1	1
411	отношений и	1	1
412	здесь также	1	1
413	и от	1	1
414	а тот	1	1
415	еще два	1	1
416	в себя	3	1
417	действия и	1	1
418	с собой	1	1
419	те же	1	1
420	времени и	2	1
421	особенно в	1	1
422	мог бы	3	1
423	к его	2	1
424	на которую	1	1
425	вошел в	1	1
426	своему происхождению	1	1
427	жизнь и	1	1
428	мы в	2	1
429	строго говоря	1	1
430	для этого	1	1
431	сводится к	5	1
432	ситуации и	1	1
433	высказывание в	1	1
434	никак не	1	1
435	это первый	1	1
436	после того	1	1
437	основе своей	1	1
438	должен ты	1	1
439	мы понимаем	1	1
440	восходит к	1	1
441	каждом из	1	1
442	то в	2	1
443	путь к	1	1
444	во втором	3	1
445	ее на	1	1
446	крайней мере	1	1
447	вслед за	2	1
448	относится как	1	1
449	иначе в	1	1
450	я во	1	1
451	своей природе	2	1
452	из видов	1	1
453	развития но	1	1
454	на которой	1	1
455	ни к	3	1
456	мы видим	1	1
457	с появлением	1	1
458	напротив в	1	1
459	только в	6	1
460	впрочем и	1	1
461	во времени	3	1
462	однако она	1	1
463	по этому	1	1
464	а после	1	1
465	человека с	2	1
466	аналогичным образом	2	1
467	только на	1	1
468	а напротив	2	1
469	свою жизнь	2	1
470	является не	1	1
471	как более	1	1
472	в душе	8	1
473	к каким	1	1
474	и их	1	1
475	в прошлом	1	1
476	обращает на	1	1
477	с этими	1	1
478	может служить	2	1
479	не случайно	5	1
480	образом что	1	1
481	следует признать	1	1
482	внутреннего мира	2	1
483	в финале	3	1
484	а именно	2	1
485	не наделен	1	1
486	с той	1	1
487	действующих лиц	1	1
488	и последующих	1	1
489	из других	1	1
490	было и	1	1
491	а с	3	1
492	любви она	1	1
493	из наиболее	1	1
494	говорит о	1	1
495	противоречие между	1	1
496	в соответствии	3	1
497	превращается в	2	1
498	впрочем достаточно	1	1
499	понимаем что	1	1
500	отношения в	1	1
501	не на	2	1
502	с которым	1	1
503	однако и	1	1
504	же точно	1	1
505	в слове	3	1
506	на время	1	1
507	и ему	1	1
508	на фоне	2	1
509	и потому	2	1
510	обратил внимание	1	1
511	к жизни	2	1
512	такого рода	8	1
513	тому как	1	1
514	когда же	1	1
515	в мир	1	1
516	в первой	5	1
517	и отсутствие	1	1
518	персонажей в	1	1
519	разговор с	1	1
520	что из	1	1
521	от окружающих	1	1
522	можно сказать	3	1
523	человеческого поведения	1	1
524	отдельно от	1	1
525	он должен	2	1
526	задолго до	1	1
527	перед собой	1	1
528	еще одна	1	1
529	текстов не	1	1
530	на волоске	3	1
531	поступок в	1	1
532	котором он	1	1
533	или в	3	1
534	в другой	1	1
535	о котором	1	1
536	и постепенное	1	1
537	е о	2	1
538	себя самого	1	1
539	на первый	1	1
540	могли бы	2	1
541	или менее	2	1
542	это может	1	1
543	в этих	3	1
544	не будучи	1	1
545	за него	1	1
546	все они	1	1
547	места в	1	1
548	что лирическое	1	1
549	отношении к	2	1
550	отрекается от	1	1
551	жизни в	2	1
552	от ее	1	1
553	акта в	1	1
554	на поле	1	1
555	все художественные	1	1
556	с ней	1	1
557	на смену	4	1
558	сказать что	3	1
559	и только	1	1
560	была бы	3	1
561	это на	1	1
562	жизни а	1	1
563	положений и	1	1
564	первом случае	1	1
565	поведения в	1	1
566	быть назван	1	1
567	жизнь в	1	1
568	по поводу	1	1
569	можно назвать	1	1
570	оказывается уже	1	1
571	том числе	2	1
572	они не	1	1
