N	2gram	Propp_Russ_2	Dialekti
254	одной стороны	2	2
255	еще не	6	2
256	как например	3	2
257	такой же	1	2
258	но так	1	2
259	говорить что	2	2
260	и для	2	2
261	тем более	1	2
262	о своем	1	2
263	не понимают	1	2
264	в воде	3	2
265	к этому	5	2
266	равным образом	1	1
267	без этих	1	1
268	а между	1	1
269	как все	1	1
270	например в	1	1
271	ее до	1	1
272	показать что	1	1
273	из самых	1	1
274	будет лучше	1	1
275	и до	1	1
276	что эти	1	1
277	тут в	1	1
278	таковых а	1	1
279	а как	1	1
280	мы не	6	1
281	и сущность	1	1
282	из этого	2	1
283	этот был	1	1
284	что иное	2	1
285	себе этот	1	1
286	на себя	2	1
287	в самих	1	1
288	кто же	1	1
289	и иначе	1	1
290	без которой	1	1
291	иное как	2	1
292	что по	4	1
293	которых нет	1	1
294	говорит и	1	1
295	в различных	1	1
296	во всех	3	1
297	в ее	3	1
298	самих себя	1	1
299	совсем не	2	1
300	закономерности в	1	1
301	явлений и	1	1
302	нет и	1	1
303	и чем	1	1
304	первый взгляд	1	1
305	эта связь	2	1
306	что ее	3	1
307	в обрядах	1	1
308	когда он	1	1
309	и наконец	1	1
310	его к	1	1
311	следующим образом	5	1
312	есть ли	1	1
313	этой теории	1	1
314	не более	1	1
315	еще на	1	1
316	ней и	1	1
317	в которой	2	1
318	так в	2	1
319	выражение в	1	1
320	в мышлении	1	1
321	земле и	4	1
322	если он	2	1
323	не могла	1	1
324	и если	1	1
325	вообще не	1	1
326	к выводу	1	1
327	при этом	6	1
328	после этого	2	1
329	и лентами	1	1
330	теории может	1	1
331	не к	2	1
332	или другое	1	1
333	и по	3	1
334	людей и	2	1
335	так например	1	1
336	от других	1	1
337	таким образом	6	1
338	по его	1	1
339	здесь мы	2	1
340	однако все	1	1
341	не решаем	1	1
342	не будет	1	1
343	что все	1	1
344	в состоянии	1	1
345	указывали на	1	1
346	круглую форму	1	1
347	главным образом	3	1
348	мы уже	1	1
349	а по	1	1
350	общего не	1	1
351	попытки объяснения	1	1
352	когда уже	1	1
353	его в	8	1
354	ли он	1	1
355	те или	1	1
356	первую очередь	1	1
357	дома и	1	1
358	на какую-то	1	1
359	от одного	1	1
360	и отдельные	1	1
361	уже знаем	1	1
362	а это	1	1
363	не соответствует	1	1
364	еще одно	1	1
365	в новое	1	1
366	из нее	2	1
367	нет в	1	1
368	далеко не	4	1
369	показывает что	8	1
370	в этой	3	1
371	например к	1	1
372	не всегда	3	1
373	на другое	1	1
374	говорится о	1	1
375	в москве	1	1
376	связаны в	1	1
377	в развитии	1	1
378	и становится	1	1
379	имеет место	1	1
380	что между	1	1
381	введением в	1	1
382	в такой	1	1
383	могла быть	1	1
384	в которые	1	1
385	содержание этих	1	1
386	место в	1	1
387	и назначение	1	1
388	на свою	1	1
389	представление о	5	1
390	также на	1	1
391	и находит	1	1
392	мир и	1	1
393	которые в	1	1
394	но он	3	1
395	том чтобы	2	1
396	над ними	1	1
397	только два	1	1
398	тем не	2	1
399	хохочет и	1	1
400	и очень	1	1
401	этом не	1	1
402	стоит в	1	1
403	мало того	1	1
404	виду что	1	1
405	дело в	1	1
406	того как	2	1
407	как таковых	1	1
408	сил природы	2	1
409	два мира	1	1
410	религия не	1	1
411	в царство	1	1
412	когда они	2	1
413	о них	2	1
414	того чтобы	6	1
415	чего можно	1	1
416	вытекает из	1	1
417	в день	7	1
418	этого обряда	2	1
419	совершают обряд	1	1
420	в коем	1	1
421	именно с	1	1
422	и воскресения	2	1
423	по своей	1	1
424	по земле	2	1
425	и его	1	1
426	связи с	2	1
427	е не	1	1
428	как будто	1	1
429	и оно	1	1
430	когда мы	2	1
431	те и	1	1
432	сходство с	1	1
433	с полной	1	1
434	наоборот в	1	1
435	исследование имеет	1	1
436	и производили	1	1
437	например на	1	1
438	оно не	1	1
439	только одну	2	1
440	должен быть	2	1
441	и которая	1	1
442	вывод что	2	1
443	здесь не	1	1
444	на другой	2	1
445	как способ	1	1
446	и этим	1	1
447	то время	2	1
448	навоз и	1	1
449	и когда	1	1
450	что у	1	1
451	в образе	2	1
452	на нее	6	1
453	что также	1	1
454	еще в	2	1
455	этим в	1	1
456	и этой	1	1
457	основана на	1	1
458	выводу что	1	1
459	говорят что	1	1
460	можно объяснить	1	1
461	и там	3	1
462	то они	1	1
463	и вызывает	1	1
464	достаточное количество	1	1
465	им не	1	1
466	происходит не	1	1
467	можно встретить	2	1
468	этим не	1	1
469	должно было	3	1
470	того или	1	1
471	все в	2	1
472	между тем	3	1
473	какое значение	1	1
474	природы и	2	1
475	есть ряд	1	1
476	представления о	2	1
477	в ту	1	1
478	все время	1	1
479	а именно	3	1
480	дать в	1	1
481	не так	1	1
482	не непосредственно	1	1
483	сразу же	2	1
484	в новой	2	1
485	сделать это	1	1
486	ее к	2	1
487	и дело	2	1
488	в зеленое	1	1
489	отделима от	1	1
490	в какой	1	1
491	но ни	1	1
492	на природу	2	1
493	в печи	1	1
494	в стороне	2	1
495	или же	5	1
496	но ее	1	1
497	за ней	1	1
498	из которого	1	1
499	о происхождении	2	1
500	есть в	2	1
501	можно установить	1	1
502	не можем	2	1
503	уже в	1	1
504	вопроса о	1	1
505	изображается как	1	1
506	при помощи	1	1
507	и других	3	1
508	он может	1	1
509	мир в	1	1
510	который как	1	1
511	был бы	1	1
512	земли и	5	1
513	себе в	1	1
514	от другого	1	1
515	на поверхности	1	1
516	для них	2	1
517	ее не	1	1
518	она будет	1	1
519	как при	1	1
520	украшение его	1	1
521	указание на	1	1
522	смерти и	2	1
523	же деле	2	1
524	ездил на	1	1
525	с другим	2	1
526	имеет и	1	1
527	сюда же	2	1
528	этой религии	1	1
529	только один	1	1
530	из других	1	1
531	вообще мы	1	1
532	в природе	3	1
533	и др	1	1
534	связано с	2	1
535	превращается в	1	1
536	самом же	2	1
537	смысла и	1	1
538	а на	9	1
539	а за	4	1
540	зависит от	1	1
541	на весь	1	1
542	при более	1	1
543	там где	2	1
544	становится ясным	1	1
545	которого она	1	1
546	где есть	3	1
547	вместе с	6	1
548	в духе	1	1
549	в европе	2	1
550	не сами	1	1
551	не дают	1	1
552	на тот	1	1
553	на лошади	1	1
554	перед нами	1	1
555	быть только	2	1
556	по существу	4	1
557	обряд этот	1	1
558	xix в	3	1
559	или другого	1	1
560	что дерево	2	1
561	во всю	1	1
562	было ни	1	1
563	не касается	1	1
564	видно что	2	1
565	в теорию	1	1
566	этом и	2	1
567	кроме того	2	1
568	этих случаях	4	1
569	он видел	1	1
570	ли в	1	1
571	она может	1	1
572	на первый	3	1
573	представлениями о	2	1
574	для нас	6	1
575	они говорят	1	1
576	к этой	1	1
577	за него	1	1
578	солнца в	1	1
579	также не	1	1
580	а также	4	1
581	есть уже	1	1
582	к ее	1	1
583	жизни в	2	1
584	вместе и	1	1
585	имеет целью	2	1
586	из дерева	1	1
587	и стремлений	1	1
588	не что	2	1
589	и жизнь	1	1
590	то лучше	1	1
591	всем этом	1	1
592	и другие	14	1
593	есть тут	1	1
594	в таком	4	1
595	все что	1	1
