N	2gram	Propp_Russ_1	formyVre
311	отличие от	1	1
312	что во	1	1
313	его на	1	1
314	однако не	1	1
315	когда он	2	1
316	формы частично	1	1
317	что по	4	1
318	его к	2	1
319	и каким	1	1
320	для которой	1	1
321	следующим образом	4	1
322	состояло в	2	1
323	животных и	4	1
324	в которой	1	1
325	если угодно	2	1
326	так в	4	1
327	идут в	1	1
328	и те	3	1
329	и питью	1	1
330	наблюдаем в	1	1
331	в случае	1	1
332	не едят	2	1
333	мы можем	2	1
334	не значит	2	1
335	эти требования	1	1
336	не как	1	1
337	и связанные	2	1
338	христа и	3	1
339	двоякий характер	1	1
340	его от	2	1
341	так например	6	1
342	они на	1	1
343	но все	3	1
344	в каждом	2	1
345	они должны	1	1
346	об этом	9	1
347	форм и	1	1
348	на этой	2	1
349	и иногда	1	1
350	праздники и	5	1
351	на тех	2	1
352	и тем	1	1
353	чаще всего	3	1
354	и каждый	1	1
355	поэтому они	1	1
356	ни в	1	1
357	формах в	1	1
358	широко распространены	1	1
359	он и	1	1
360	чем в	2	1
361	появляются на	1	1
362	других формах	1	1
363	мы не	6	1
364	в первые	2	1
365	такой же	2	1
366	зато в	1	1
367	в один	2	1
368	и того	1	1
369	смысл и	1	1
370	одного и	1	1
371	видели в	1	1
372	по особым	1	1
373	не столько	1	1
374	на каждом	3	1
375	что до	1	1
376	дает в	1	1
377	точку зрения	1	1
378	которые в	1	1
379	такую же	1	1
380	и эти	1	1
381	приведем несколько	1	1
382	iii и	1	1
383	сам он	1	1
384	тому что	4	1
385	любви и	1	1
386	иной раз	1	1
387	и третья	1	1
388	что есть	1	1
389	все для	1	1
390	при всех	1	1
391	виду что	1	1
392	что ему	2	1
393	о причине	1	1
394	не имеет	6	1
395	дело в	1	1
396	одна из	4	1
397	и сама	1	1
398	не по	1	1
399	весь этот	1	1
400	когда они	1	1
401	еду и	1	1
402	еде и	1	1
403	ложную картину	1	1
404	место во	1	1
405	слова как	1	1
406	или как	1	1
407	здесь на	1	1
408	и античных	1	1
409	п в	13	1
410	на одной	1	1
411	было в	1	1
412	изображается как	4	1
413	только с	1	1
414	не до	1	1
415	и здесь	2	1
416	нет даже	1	1
417	начиная с	3	1
418	не могут	1	1
419	содержанию и	1	1
420	как только	1	1
421	основаны на	2	1
422	его с	4	1
423	день и	2	1
424	сказать что	1	1
425	оно не	1	1
426	если же	1	1
427	и обряды	3	1
428	необходимо изучить	1	1
429	приходит к	1	1
430	здесь изображается	1	1
431	ко дну	1	1
432	коня в	2	1
433	как не	2	1
434	свою очередь	2	1
435	всем этим	1	1
436	лепешек с	1	1
437	данном случае	1	1
438	нами выше	1	1
439	сочетается с	1	1
440	местах где	2	1
441	то время	1	1
442	и характер	1	1
443	на свой	1	1
444	и сам	1	1
445	значение они	1	1
446	здесь он	1	1
447	с собой	4	1
448	еще в	4	1
449	этим в	1	1
450	можно больше	1	1
451	имеется в	1	1
452	что от	2	1
453	если бы	1	1
454	и вообще	1	1
455	быту и	1	1
456	в разных	3	1
457	вот почему	1	1
458	и поэтому	2	1
459	внимание на	1	1
460	но мы	1	1
461	никак не	1	1
462	в риме	1	1
463	и что	4	1
464	в глаза	1	1
465	совершенно ясна	1	1
466	в различных	2	1
467	там же	5	1
468	дается описание	1	1
469	между тем	7	1
470	по типу	1	1
471	нуждается в	1	1
472	непосредственно после	1	1
473	наиболее яркий	1	1
474	нет проблема	1	1
475	исходя из	1	1
476	всего этого	1	1
477	представления о	1	1
478	и следовательно	1	1
479	см гл	1	1
480	рассуждение о	1	1
481	землю и	1	1
482	приведенных выше	1	1
483	важное значение	1	1
484	мы увидим	8	1
485	широко применялась	1	1
486	для себя	1	1
487	его жизнь	1	1
488	в разные	2	1
489	должен был	1	1
490	до нас	1	1
491	поэтому и	1	1
492	с богослужением	1	1
493	и ее	1	1
494	по этому	3	1
495	по другим	1	1
496	тогда же	1	1
497	есть в	1	1
498	подробно в	1	1
499	тем временем	1	1
500	не можем	3	1
501	блага жизни	1	1
502	то и	1	1
503	борьбы с	2	1
504	же от	1	1
505	же явления	1	1
506	в виде	6	1
507	как этот	1	1
508	свидетельствует о	1	1
509	этому вопросу	2	1
510	день был	1	1
511	они с	1	1
512	ее на	1	1
513	они становятся	1	1
514	не противоречит	1	1
515	того в	1	1
516	в очень	1	1
517	котором в	1	1
518	из приведенных	3	1
519	тех местах	3	1
520	точек зрения	1	1
521	совершенно ином	1	1
522	после смерти	1	1
523	несколько примеров	1	1
524	типичен для	1	1
525	еще и	1	1
526	такое же	2	1
527	в отличие	1	1
528	в год	1	1
529	что не	1	1
530	объясняется тем	1	1
531	в изобилии	1	1
532	по нескольку	2	1
533	кукольного театра	1	1
534	на этот	3	1
535	которых мы	1	1
536	еды в	1	1
537	у других	1	1
538	его как	2	1
539	в руках	1	1
540	выступают в	1	1
541	его по	1	1
542	изображенное в	1	1
543	к еде	1	1
544	и непосредственно	2	1
545	и том	1	1
546	или с	1	1
547	под влиянием	1	1
548	несмотря на	3	1
549	но что	2	1
550	хочет жениться	1	1
551	так называемой	3	1
552	исторического развития	1	1
553	надо было	1	1
554	их к	2	1
555	этих случаях	1	1
556	и приходят	1	1
557	в тех	4	1
558	как средство	1	1
559	и мотивы	1	1
560	в уже	3	1
561	и смерти	1	1
562	этого слова	3	1
563	и фольклору	1	1
564	см например	1	1
565	направления в	2	1
566	видно что	6	1
567	в так	1	1
568	между прочим	2	1
569	специалистов по	1	1
570	было освящено	1	1
571	обращения к	1	1
572	тех же	1	1
573	рассматривать как	1	1
574	в немецкой	1	1
575	он видел	1	1
576	для такого	1	1
577	уже на	1	1
578	должны быть	1	1
579	это как	1	1
580	в отдельных	1	1
581	они подобно	1	1
582	интерес к	2	1
583	всякого рода	3	1
584	останавливаться на	2	1
585	обращение к	1	1
586	зрения в	1	1
587	в настоящее	3	1
588	на более	1	1
589	и целый	1	1
590	в целях	3	1
591	он же	3	1
592	нам не	1	1
593	паломников и	1	1
594	и смысла	1	1
595	в свою	3	1
596	в отдельности	2	1
597	бы ни	1	1
598	это на	1	1
599	нет но	1	1
600	ко всему	1	1
601	находящихся в	1	1
602	лишает их	1	1
603	ко времени	3	1
604	где были	1	1
605	и стало	1	1
606	по поводу	1	1
607	в таком	1	1
608	они не	1	1
