N	2gram	Losev_Dial_3	Istorich
382	одно и	5	1
383	и если	2	1
384	мифа это	1	1
385	не имеют	2	1
386	тем не	10	1
387	она становится	1	1
388	ниоткуда не	1	1
389	не значит	3	1
390	ничего специфически	1	1
391	что нужно	2	1
392	в силу	3	1
393	никак не	2	1
394	бога и	1	1
395	подобно тому	4	1
396	что ни	1	1
397	на этом	2	1
398	о таком	1	1
399	это значит	24	1
400	что все	14	1
401	и может	1	1
402	в мире	1	1
403	миру это	1	1
404	и чтобы	2	1
405	то есть	1	1
406	этого мы	2	1
407	с целью	1	1
408	материалы которые	1	1
409	знает что	1	1
410	того или	3	1
411	чтобы все	1	1
412	в свой	1	1
413	и случилось	1	1
414	по существу	2	1
415	она и	2	1
416	не видно	2	1
417	одна и	1	1
418	она действительно	2	1
419	есть явление	5	1
420	когда я	1	1
421	с такой	1	1
422	чем в	1	1
423	и целые	1	1
424	и становится	1	1
425	одно из	5	1
426	или менее	1	1
427	точки зрения	25	1
428	но если	6	1
429	от своего	2	1
430	и при	1	1
431	я увидел	1	1
432	смерть как	1	1
433	в котором	1	1
434	это во	1	1
435	на свою	1	1
436	оказывается что	1	1
437	не от	1	1
438	они уже	1	1
439	говоря и	1	1
440	от его	2	1
441	все это	6	1
442	и более	1	1
443	как от	1	1
444	тому чтобы	1	1
445	того кто	3	1
446	что например	1	1
447	это вопрос	1	1
448	и очень	1	1
449	что есть	4	1
450	если и	1	1
451	имели в	1	1
452	можно ли	5	1
453	чистом виде	1	1
454	не менее	11	1
455	чудище и	1	1
456	третий день	2	1
457	а иногда	1	1
458	мира не	1	1
459	что с	1	1
460	делится на	4	1
461	считает что	1	1
462	между мифом	1	1
463	в основе	3	1
464	когда они	1	1
465	на связь	1	1
466	и смерть	2	1
467	бога не	2	1
468	следовательно и	2	1
469	есть уже	1	1
470	о природе	1	1
471	казалось бы	1	1
472	больше чем	1	1
473	этом мире	1	1
474	к ней	1	1
475	по своей	1	1
476	такая же	1	1
477	представление об	1	1
478	оказывается недостаточно	1	1
479	но даже	3	1
480	что на	1	1
481	ли это	1	1
482	перед ним	1	1
483	в стиле	1	1
484	е становится	1	1
485	не могут	4	1
486	есть только	12	1
487	есть вообще	1	1
488	сравнении с	3	1
489	указать на	1	1
490	для такого	2	1
491	все еще	2	1
492	должен быть	1	1
493	не забудем	2	1
494	и о	3	1
495	подобных случаях	1	1
496	тому что	4	1
497	с ее	1	1
498	на нем	1	1
499	а миф	1	1
500	не могу	1	1
501	в ее	1	1
502	он вообще	1	1
503	только при	1	1
504	существовать но	1	1
505	чтобы быть	4	1
506	и когда	2	1
507	не с	1	1
508	ясно что	7	1
509	или на	1	1
510	жизнь и	4	1
511	для этого	2	1
512	об этом	6	1
513	своим собственным	2	1
514	связанное с	1	1
515	перед нею	1	1
516	иное как	6	1
517	и здесь	2	1
518	слова из	1	1
519	тех кто	1	1
520	на вопрос	1	1
521	и поэтому	1	1
522	об основании	1	1
523	и движения	1	1
524	этих двух	1	1
525	что или	1	1
526	к нему	3	1
527	однако что	2	1
528	не отличаются	1	1
529	мире как	1	1
530	живой человек	1	1
531	на одном	1	1
532	и можно	2	1
533	наконец в	1	1
534	считают это	1	1
535	но тут	1	1
536	он есть	3	1
537	предмета и	1	1
538	быть и	3	1
539	с той	1	1
540	но с	1	1
541	ведь эти	1	1
542	и вопрос	1	1
543	не как	1	1
544	но например	1	1
545	выше и	1	1
546	менее в	1	1
547	всегда только	1	1
548	этот вопрос	1	1
549	сама природа	1	1
550	или другого	1	1
551	друг друга	3	1
552	как нечто	1	1
553	уже и	3	1
554	те которые	1	1
555	не свойственно	1	1
556	что миф	7	1
557	или они	1	1
558	их не	2	1
559	или сам	1	1
560	тот или	2	1
561	же и	2	1
562	есть в	3	1
563	одной из	1	1
564	если мы	1	1
565	же от	2	1
566	чтобы он	1	1
567	эти же	1	1
568	о ней	2	1
569	а это	1	1
570	говорится и	1	1
571	но совершенно	2	1
572	другой с	1	1
573	мир в	3	1
574	забудем что	1	1
575	был бы	1	1
576	для него	4	1
577	и также	1	1
578	вообще ничего	3	1
579	у нее	1	1
580	может находиться	1	1
581	к ним	1	1
582	при всей	1	1
583	но что	7	1
584	случае не	3	1
585	и пр	6	1
586	и никогда	1	1
587	могли не	1	1
588	как вся	1	1
589	указание на	1	1
590	для того	3	1
591	были бы	1	1
592	в особенности	7	1
593	именно как	3	1
594	убежден в	1	1
595	и даже	13	1
596	даже не	6	1
597	или иначе	2	1
598	именно в	2	1
599	сам себя	1	1
600	заметить что	1	1
601	еще и	2	1
602	такое же	1	1
603	из таких	1	1
604	своего собственного	2	1
605	и тело	1	1
606	на ней	1	1
607	от другого	1	1
608	не знает	3	1
609	вдруг появляется	1	1
610	уже много	1	1
611	его как	3	1
612	на друга	1	1
613	как о	4	1
614	когда она	1	1
615	или с	1	1
616	несмотря на	2	1
617	есть одно	1	1
618	связанных с	1	1
619	относятся к	1	1
620	очень плохое	1	1
621	и ничто	2	1
622	к другому	1	1
623	но тогда	11	1
624	если оно	4	1
625	а если	3	1
626	вот мы	1	1
627	это так	1	1
628	в чистом	1	1
629	тому как	4	1
630	это есть	8	1
631	него есть	1	1
632	мыслится как	1	1
633	том смысле	1	1
634	было ни	2	1
635	в подобных	1	1
636	божества и	2	1
637	думают что	1	1
638	на одной	1	1
639	только мы	1	1
640	и для	2	1
641	и часто	1	1
642	живет и	1	1
643	из тела	1	1
644	не существует	10	1
645	мы сразу	1	1
646	мы только	1	1
647	а все	1	1
648	своей собственной	1	1
649	бы ему	1	1
650	то не	1	1
651	это может	1	1
652	из себя	2	1
653	бы в	2	1
654	тем более	3	1
655	чтобы его	1	1
656	но зато	1	1
657	мифе нет	1	1
658	в сравнении	3	1
659	же в	2	1
660	такое сопоставление	1	1
661	в нечто	3	1
662	же всегда	1	1
663	от ее	1	1
664	может и	2	1
665	между ними	1	1
666	состоит из	1	1
667	вся вселенная	1	1
668	это на	1	1
669	религиозный миф	3	1
670	не что	6	1
671	оно не	6	1
672	что под	1	1
673	говорит это	1	1
674	себе не	1	1
675	и думает	1	1
676	миф совершенно	1	1
677	но еще	2	1
678	к этой	2	1
679	то оно	1	1
680	в таком	14	1
681	этой точки	2	1
682	смысле что	1	1
