N	2gram	Tiupa_Lite_1	KFilosof
523	и др	3	1
524	нового времени	2	1
525	превращается в	2	1
526	чем ближе	1	1
527	субъекта автора	1	1
528	понятие о	1	1
529	он становится	1	1
530	себя от	1	1
531	ближе может	1	1
532	и всякое	1	1
533	нет ничего	2	1
534	нашей мысли	1	1
535	него в	1	1
536	есть общая	1	1
537	эти слова	1	1
538	вместе с	1	1
539	иной культурной	1	1
540	путь от	1	1
541	себе самому	1	1
542	в историю	1	1
543	из которых	1	1
544	еще на	1	1
545	но сам	1	1
546	самого себя	3	1
547	в мир	1	1
548	в первой	1	1
549	сознание уже	1	1
550	ссылки на	1	1
551	жизни его	1	1
552	только для	1	1
553	о его	1	1
554	лучшем случае	1	1
555	сознания это	1	1
556	одного и	1	1
557	и сама	1	1
558	но такой	1	1
559	при таком	1	1
560	своем я	2	1
561	не подлежит	1	1
562	или в	1	1
563	весь мой	1	1
564	в индивидуальном	2	1
565	а к	1	1
566	эстетической деятельности	4	1
567	это может	1	1
568	в эту	1	1
569	в третьем	1	1
570	субъектом и	1	1
571	мысль в	2	1
572	только что	1	1
573	все они	2	1
574	я в	5	1
575	или не	1	1
576	же в	5	1
577	могли быть	1	1
578	разобщения и	1	1
579	между ними	1	1
580	с ней	1	1
581	была бы	1	1
582	моего я	1	1
583	в иной	1	1
584	того же	2	1
585	день и	1	1
586	я это	1	1
587	культуры в	4	1
588	и культуры	2	1
589	но эти	1	1
590	а я	1	1
591	т.е как	1	1
592	в искусстве	2	1
593	по поводу	2	1
594	гораздо более	1	1
595	во всяком	3	1
596	все что	1	1
597	они не	1	1
