N	2gram	Tiupa_Hudo_1	slovoVRo
231	в себя	2	2
232	этих категорий	1	2
233	так в	2	2
234	в дальнейшем	1	2
235	в рамки	1	2
236	в другом	2	2
237	особенно в	2	2
238	его оно	1	2
239	о нем	3	2
240	на него	2	2
241	о том	12	2
242	и т.п	1	2
243	но мы	1	2
244	влияние на	2	2
245	может не	1	2
246	в форме	2	2
247	нем и	1	2
248	как например	1	2
249	ни к	2	2
250	речь о	1	2
251	что он	9	2
252	это очень	1	2
253	всяком случае	1	2
254	именно на	1	2
255	же и	1	2
256	уже в	1	2
257	его и	1	2
258	проникает в	1	2
259	в прошлом	1	2
260	широты и	1	2
261	то что	8	2
262	не было	4	2
263	до сих	2	2
264	именно в	7	2
265	действующих лиц	2	2
266	них и	1	2
267	как о	1	2
268	и слово	1	2
269	в связи	3	2
270	эти слова	2	2
271	это сознание	1	2
272	может стать	1	2
273	как вещь	1	2
274	в данном	1	2
275	если оно	1	2
276	уходит своими	1	2
277	есть на	1	2
278	себя то	1	2
279	сих пор	2	2
280	роман но	1	2
281	известной степени	1	2
282	не знаем	2	2
283	в результате	2	2
284	как слово	1	2
285	жизни в	6	2
286	может и	3	2
287	не знает	2	2
288	и внутренне	1	2
289	от характера	1	2
290	к его	1	2
291	только о	1	2
292	из романа	1	2
293	все что	1	2
294	они не	2	2
295	смысле слова	1	1
296	как известно	1	1
297	от личности	2	1
298	речь идет	3	1
299	идет о	3	1
300	включенная в	1	1
301	за собой	1	1
302	его же	1	1
303	по преимуществу	3	1
304	и до	1	1
305	речь здесь	1	1
306	во-первых в	1	1
307	и этот	1	1
308	и творческой	1	1
309	поскольку она	1	1
310	и за	1	1
311	а как	1	1
312	на тех	3	1
313	изложения и	1	1
314	и о	4	1
315	что уже	1	1
316	героя но	1	1
317	место в	1	1
318	высказывания в	1	1
319	всего о	1	1
320	само слово	1	1
321	на тему	1	1
322	существенному для	1	1
323	они ближе	1	1
324	этот как	1	1
325	слово не	2	1
326	и быта	1	1
327	литературы и	1	1
328	не нужно	2	1
329	он сам	1	1
330	в широком	1	1
331	и служит	1	1
332	ответы на	1	1
333	что его	1	1
334	различия между	1	1
335	чем это	1	1
336	совсем не	1	1
337	в сторону	1	1
338	и чужой	1	1
339	приемов построения	1	1
340	человеку и	1	1
341	внешних и	1	1
342	чем же	1	1
343	характер и	2	1
344	в одной	2	1
345	контексте и	1	1
346	его на	1	1
347	своей и	1	1
348	исключает возможность	1	1
349	не два	1	1
350	сознания в	1	1
351	или и	1	1
352	в герое	1	1
353	для собственного	1	1
354	или иную	2	1
355	в самом	4	1
356	к художественному	2	1
357	та же	4	1
358	в целом	2	1
359	он в	1	1
360	в этой	8	1
361	о других	1	1
362	на то	4	1
363	дело здесь	2	1
364	именно этим	2	1
365	вообще не	1	1
366	что она	4	1
367	но именно	1	1
368	вокруг себя	1	1
369	и только	1	1
370	характер в	2	1
371	и по	3	1
372	своих персонажей	1	1
373	в героя	2	1
374	в мире	3	1
375	об этом	5	1
376	а его	2	1
377	на этой	1	1
378	для своей	1	1
379	не умеет	2	1
380	для нее	2	1
381	что неизбежно	1	1
382	и тем	1	1
383	не соответствует	1	1
384	здесь нет	1	1
385	мог бы	1	1
386	социальной конкретности	1	1
387	но уже	1	1
388	достоевского и	1	1
389	все равно	2	1
390	о способах	1	1
391	оно все	1	1
392	этим и	1	1
393	несмотря на	4	1
394	такой же	3	1
395	на первый	1	1
396	в своей	10	1
397	другим и	1	1
398	что среди	1	1
399	в такой	2	1
400	и без	1	1
401	она в	3	1
402	себе а	1	1
403	мысли и	1	1
404	не исчерпывается	1	1
405	и вторая	1	1
406	где герой	1	1
407	этих моментов	1	1
408	он живет	1	1
409	тем не	4	1
410	своего времени	3	1
411	есть именно	1	1
412	делает их	1	1
413	как от	2	1
414	она или	1	1
415	идти не	1	1
416	другой наиболее	1	1
417	и герой	2	1
418	например и	1	1
419	в двух	1	1
420	главным объектом	1	1
421	до известной	1	1
422	человека но	1	1
423	самого начала	1	1
424	не о	2	1
425	этими двумя	1	1
426	текста и	1	1
427	определенности и	1	1
428	на себе	2	1
429	облекается в	1	1
430	и имеет	1	1
431	для всего	2	1
432	и уже	1	1
433	ничего не	8	1
434	и существенное	1	1
435	а во	1	1
436	и речевой	1	1
437	таких произведений	1	1
438	по своей	4	1
439	же он	1	1
440	с социальным	1	1
441	не до	1	1
442	не слышит	2	1
443	еще резче	1	1
444	xx века	1	1
445	к себе	5	1
446	в духе	4	1
447	если же	1	1
448	анализа и	1	1
449	совершенно иной	2	1
450	что при	3	1
451	жанров и	1	1
452	и это	4	1
453	жизни перед	1	1
454	в виду	1	1
455	человека если	1	1
456	как по	2	1
457	и говорит	1	1
458	с самого	1	1
459	приводит к	3	1
460	на том	2	1
461	и себе	1	1
462	от массы	1	1
463	эти наблюдения	1	1
464	и глубины	1	1
465	еще в	3	1
466	во второй	5	1
467	решающее значение	1	1
468	единство этих	1	1
469	одно из	1	1
470	о жанровых	1	1
471	нас и	1	1
472	не на	1	1
473	и личность	2	1
474	установки на	1	1
475	за пределами	1	1
476	обращается к	1	1
477	никак не	2	1
478	с другим	2	1
479	и что	2	1
480	среди всех	1	1
481	сознания есть	1	1
482	можно сказать	4	1
483	самому себе	1	1
484	нас в	1	1
485	нем не	1	1
486	в две	1	1
487	когда оно	1	1
488	слова никогда	1	1
489	рассказах о	1	1
490	интеллигенции х	1	1
491	века и	1	1
492	и нельзя	1	1
493	и об	2	1
494	в лучшем	1	1
495	и она	1	1
496	как объект	1	1
497	того что	4	1
498	все зависит	1	1
499	как сказал	1	1
500	и обсуждение	1	1
501	среди других	1	1
502	одной из	2	1
503	композиционная форма	1	1
504	проникнуть в	2	1
505	и две	1	1
506	в какой	1	1
507	друг друга	5	1
508	уже говорили	1	1
509	историческом так	1	1
510	ему самому	1	1
511	между этими	1	1
512	и ее	1	1
513	их не	1	1
514	в качестве	9	1
515	с какой	1	1
516	характер ее	2	1
517	на всем	1	1
518	так можно	1	1
519	говорить об	2	1
520	только на	2	1
521	этический момент	1	1
522	оно в	1	1
523	него и	1	1
524	к слову	1	1
525	оно всегда	1	1
526	за ним	2	1
527	характерно что	1	1
528	представить себе	1	1
529	сами по	1	1
530	в пространстве	1	1
531	в конце	4	1
532	и рождается	1	1
533	и никогда	1	1
534	автор и	1	1
535	жизни на	2	1
536	как раз	4	1
537	тем что	3	1
538	как у	1	1
539	или иначе	2	1
540	говорить и	1	1
541	с той	2	1
542	создает ощущение	1	1
543	которая на	1	1
544	мы еще	1	1
545	что не	2	1
546	неотделим от	1	1
547	говорит о	1	1
548	должно быть	2	1
549	героев как	2	1
550	к сожалению	1	1
551	превращается в	3	1
552	этого не	1	1
553	однако и	3	1
554	из участников	1	1
555	отнюдь не	3	1
556	ссылка на	1	1
557	или с	2	1
558	ближе к	2	1
559	его контексте	1	1
560	здесь именно	1	1
561	вступает в	1	1
562	в частности	5	1
563	о себе	1	1
564	в рамках	2	1
565	даже не	1	1
566	в иных	1	1
567	или иного	2	1
568	в литературе	3	1
569	и всей	1	1
570	быть только	1	1
571	да и	2	1
572	поэтому когда	1	1
573	с очень	1	1
574	на пути	1	1
575	и психологическом	1	1
576	у толстого	1	1
577	только для	2	1
578	тень и	1	1
579	того или	2	1
580	в самую	1	1
581	однако не	1	1
582	слушателя его	1	1
583	исторически конкретного	1	1
584	судьбы и	1	1
585	но на	1	1
586	текстов и	1	1
587	ли они	1	1
588	что делать	1	1
589	это так	2	1
590	интерес к	5	1
591	к внешнему	1	1
592	идет об	1	1
593	сказал в	1	1
594	же в	3	1
595	соединяется с	1	1
596	романом и	1	1
597	в системе	2	1
598	нисколько не	1	1
599	в который	1	1
600	нами не	1	1
601	письма и	1	1
602	затем к	1	1
603	него то	1	1
604	также в	2	1
605	бы быть	1	1
606	в последнем	1	1
607	в своих	3	1
608	только не	1	1
609	которая не	2	1
