N	2gram	Tiupa_Anal_1	Mirosoze
350	втором случае	1	1
351	в крепость	3	1
352	она в	1	1
353	не превращает	1	1
354	и более	4	1
355	их в	1	1
356	личность в	2	1
357	между двумя	3	1
358	все три	1	1
359	нас к	1	1
360	этом смысл	1	1
361	человека но	1	1
362	из нас	1	1
363	все мы	1	1
364	к этим	1	1
365	людей к	1	1
366	в самых	1	1
367	о природе	1	1
368	своей природе	1	1
369	ему и	1	1
370	в сознании	2	1
371	того же	4	1
372	слова о	1	1
373	не могут	3	1
374	отличается от	2	1
375	она принимает	1	1
376	все еще	1	1
377	для себя	2	1
378	жизни героев	1	1
379	не всякая	1	1
380	как не	1	1
381	в ее	1	1
382	писателя который	1	1
383	тем в	1	1
384	говорит об	1	1
385	человеческого сознания	1	1
386	на той	1	1
387	в пределах	2	1
388	роль в	2	1
389	как с	1	1
390	природе своей	2	1
391	и сам	2	1
392	вещи и	1	1
393	не с	4	1
394	по природе	3	1
395	игру с	1	1
396	к тем	1	1
397	мира и	1	1
398	единую истину	1	1
399	была в	1	1
400	от начала	1	1
401	на что	1	1
402	в прошлое	1	1
403	а также	3	1
404	в личности	2	1
405	но к	2	1
406	в самой	1	1
407	на вопрос	4	1
408	теперь и	1	1
409	сила не	1	1
410	может не	1	1
411	понимая что	1	1
412	во втором	1	1
413	себя но	1	1
414	и только	1	1
415	но нельзя	1	1
416	наконец в	1	1
417	к концу	1	1
418	человека как	1	1
419	происходит в	1	1
420	сама природа	1	1
421	ли он	2	1
422	в какой	2	1
423	от смысла	1	1
424	как внутреннее	2	1
425	к отцу	1	1
426	бы ни	2	1
427	многие суждения	1	1
428	а напротив	2	1
429	смысла в	2	1
430	его и	2	1
431	момент ее	1	1
432	не сам	2	1
433	никто не	3	1
434	постановка проблемы	1	1
435	выход за	1	1
436	в пространстве	1	1
437	от тех	1	1
438	смысле этого	1	1
439	для них	1	1
440	в xx	1	1
441	бытия и	2	1
442	этом отношении	2	1
443	на примере	2	1
444	с другой	4	1
445	вслед за	1	1
446	даже самого	1	1
447	и быть	1	1
448	а с	3	1
449	от познания	1	1
450	одного только	1	1
451	сомневался в	1	1
452	не сама	1	1
453	принадлежит не	1	1
454	что случилось	2	1
455	им наконец	1	1
456	о чем	1	1
457	его собственной	1	1
458	до полной	1	1
459	с предметом	1	1
460	представляется нам	1	1
461	связь с	1	1
462	ни на	1	1
463	на самом	2	1
464	независимо от	1	1
465	требует от	1	1
466	решение вопроса	1	1
467	ним как	1	1
468	по своему	1	1
469	в той	8	1
470	мировой жизни	1	1
471	xx веке	1	1
472	второе решение	1	1
473	в тот	1	1
474	мира с	1	1
475	всего может	1	1
476	смысл в	1	1
477	этого слова	7	1
478	с этой	1	1
479	в культуре	3	1
480	что выше	1	1
481	она должна	1	1
482	культуры и	1	1
483	своей собственной	1	1
484	из себя	1	1
485	той или	6	1
486	может открыться	1	1
487	мы должны	1	1
488	его уже	1	1
489	всякий раз	3	1
490	самом себе	1	1
491	в мировом	2	1
492	все они	1	1
493	с людьми	1	1
494	свою судьбу	1	1
495	а о	1	1
496	между ними	1	1
497	была бы	2	1
498	связей и	1	1
499	культуры в	2	1
500	из этого	1	1
501	в свое	2	1
502	друга а	1	1
503	приводит нас	1	1
504	личности как	1	1
505	а может	1	1
506	по поводу	1	1
