N	2gram	Losev_Dial_2	Formalny
166	не есть	47	3
167	можно и	1	3
168	своего развития	1	3
169	по теории	1	3
170	все дело	1	3
171	и здесь	1	3
172	одного из	1	3
173	к нему	4	3
174	того что	6	3
175	и значением	1	3
176	в какой	2	3
177	именно на	1	3
178	то и	1	3
179	мы знаем	1	3
180	и их	3	3
181	с другой	5	3
182	и прежде	2	3
183	от смысла	5	3
184	и др	1	3
185	не то	5	3
186	том смысле	4	3
187	быть и	4	3
188	все это	4	3
189	на самом	2	3
190	или в	2	3
191	и все	12	3
192	была бы	3	3
193	жизни и	6	3
194	и то	7	2
195	этом пункте	1	2
196	идет о	1	2
197	самый предмет	1	2
198	между двумя	1	2
199	было и	1	2
200	его не	2	2
201	не была	1	2
202	е как	1	2
203	этого термина	1	2
204	это время	3	2
205	он был	1	2
206	в широком	2	2
207	как таковая	1	2
208	совсем не	1	2
209	но не	6	2
210	но как	5	2
211	а только	3	2
212	от характера	1	2
213	очевидно что	2	2
214	отличие от	1	2
215	к сожалению	2	2
216	в одной	4	2
217	что именно	1	2
218	все остальные	1	2
219	перед нами	2	2
220	кроме того	3	2
221	то в	1	2
222	та же	4	2
223	в которой	2	2
224	уже в	4	2
225	он в	1	2
226	же это	4	2
227	не к	1	2
228	широком смысле	2	2
229	и более	3	2
230	из него	1	2
231	и по	4	2
232	на этом	2	2
233	без исключения	1	2
234	в основу	1	2
235	то ни	1	2
236	разница между	2	2
237	говорить не	1	2
238	но совершенно	1	2
239	и тем	1	2
240	бы совершенно	1	2
241	ни в	10	2
242	нигде не	1	2
243	должно быть	7	2
244	смысл и	2	2
245	том что	10	2
246	на первый	1	2
247	в этих	3	2
248	себе а	1	2
249	от его	1	2
250	их в	2	2
251	тому чтобы	1	2
252	даже в	3	2
253	тому что	2	2
254	она не	8	2
255	что эта	1	2
256	с теми	1	2
257	и другое	1	2
258	самого начала	2	2
259	не имеет	1	2
260	ее с	1	2
261	не по	2	2
262	никогда не	9	2
263	слово и	1	2
264	есть только	4	2
265	что на	2	2
266	если же	1	2
267	поставить вопрос	1	2
268	быть конечно	1	2
269	и это	5	2
270	тем и	1	2
271	и о	1	2
272	в ее	4	2
273	ни стало	1	2
274	и от	3	2
275	с самого	2	2
276	приводит к	1	2
277	и пространство	1	2
278	и совершенно	2	2
279	времени и	9	2
280	подойти к	1	2
281	мы в	2	2
282	с ним	4	2
283	в виду	5	2
284	только так	1	2
285	и смыслом	1	2
286	между тем	2	2
287	во всей	1	2
288	это не	10	2
289	быть даже	1	2
290	и всякое	1	2
291	если это	1	2
292	общем смысле	1	2
293	этих элементов	1	2
294	этом смысле	1	2
295	с ними	2	2
296	не происходит	1	2
297	не будет	2	2
298	потому что	14	2
299	же и	9	2
300	с нею	3	2
301	является не	1	2
302	или даже	1	2
303	при помощи	1	2
304	в котором	1	2
305	сами по	3	2
306	в конце	2	2
307	как его	1	2
308	нее не	1	2
309	не просто	12	2
310	смысла и	2	2
311	даже не	1	2
312	говорим о	1	2
313	а именно	5	2
314	в каких	2	2
315	превращается в	1	2
316	ничем не	1	2
317	конце концов	1	2
318	его как	1	2
319	это противопоставление	1	2
320	все более	1	2
321	ни на	2	2
322	к его	1	2
323	как это	7	2
324	в той	3	2
325	в тех	2	2
326	из этого	1	2
327	но это	7	2
328	в чем	3	2
329	а все	1	2
330	а к	1	2
331	тут дело	2	2
332	совершенно иной	1	2
333	ее и	1	2
334	в целях	3	2
335	сказать что	10	2
336	равно как	1	2
337	в характере	1	2
338	ее в	2	2
339	в искусстве	2	2
340	в таком	4	2
341	смысле что	3	2
342	говорили уже	1	1
343	как известно	2	1
344	от этой	1	1
345	говоря о	1	1
346	слова которые	1	1
347	таком случае	3	1
348	связана с	2	1
349	того же	1	1
350	как миф	3	1
351	и поэзия	2	1
352	смысла от	2	1
353	непосредственное и	1	1
354	показать что	1	1
355	предмета с	1	1
356	можем судить	1	1
357	ведь и	1	1
358	оно было	1	1
359	все те	1	1
360	таком виде	1	1
361	обойтись без	1	1
362	поэзии и	4	1
363	их и	1	1
364	совершенно в	1	1
365	есть не	7	1
366	мы имеем	3	1
367	надо было	1	1
368	этого нет	3	1
369	что если	3	1
370	состава и	1	1
371	и новые	1	1
372	нам в	1	1
373	на эти	1	1
374	так чтобы	2	1
375	но она	1	1
376	что иное	3	1
377	этом условии	2	1
378	как эта	1	1
379	но даже	1	1
380	и самой	1	1
381	как не	2	1
382	из ее	1	1
383	без всякого	4	1
384	это существо	1	1
385	и видеть	1	1
386	которые он	1	1
387	иное как	3	1
388	время в	1	1
389	бы то	1	1
390	в различных	1	1
391	различия между	2	1
392	они имеют	1	1
393	мы будем	1	1
394	точка зрения	1	1
395	только тогда	7	1
396	таково же	4	1
397	в эти	1	1
398	не дают	1	1
399	или иное	4	1
400	нашего сознания	1	1
401	процесса здесь	1	1
402	если она	2	1
403	общего с	1	1
404	в самостоятельный	1	1
405	равно что	1	1
406	дает нам	1	1
407	в своем	4	1
408	более и	2	1
409	и нет	2	1
410	в одних	1	1
411	к новому	1	1
412	и где	3	1
413	и есть	4	1
414	собственно и	1	1
415	самое существо	1	1
416	слова он	1	1
417	более или	2	1
418	мало ли	1	1
419	нет никакой	4	1
420	все новые	1	1
421	них как	1	1
422	где все	1	1
423	духа в	1	1
424	так или	2	1
425	от действительности	1	1
426	с их	1	1
427	но он	4	1
428	как он	4	1
429	на то	1	1
430	если он	1	1
431	но на	1	1
432	направлено на	1	1
433	не могла	1	1
434	выходя за	2	1
435	форма и	3	1
436	и стало	5	1
437	от всяких	1	1
438	больше всего	1	1
439	задний план	1	1
440	связанные с	1	1
441	по самому	1	1
442	тем не	2	1
443	не говорим	1	1
444	и еще	1	1
445	в узком	2	1
446	в принципе	1	1
447	эта основная	1	1
448	и которые	1	1
449	конечно такое	1	1
450	того можно	1	1
451	быть с	1	1
452	свою силу	1	1
453	мы например	1	1
454	всех своих	1	1
455	и выражения	1	1
456	всего то	1	1
457	именно это	1	1
458	языком в	1	1
459	тут не	3	1
460	же не	3	1
461	в определенном	2	1
462	значение в	1	1
463	в другом	4	1
464	не об	1	1
465	определенном направлении	1	1
466	влиять на	2	1
467	в виде	2	1
468	вещь а	1	1
469	начала что	1	1
470	непосредственностью и	1	1
471	действительности в	1	1
472	от единой	1	1
473	можно узнать	2	1
474	он есть	3	1
475	его форм	1	1
476	в них	1	1
477	берется не	1	1
478	же мы	3	1
479	эти вопросы	3	1
480	ни одной	1	1
481	все равно	5	1
482	он действительно	1	1
483	сторон в	1	1
484	остается их	1	1
485	и вне	1	1
486	в данном	3	1
487	свободны от	1	1
488	литературе как	1	1
489	чем в	1	1
490	остается в	1	1
491	или менее	2	1
492	в эту	1	1
493	можно только	2	1
494	но если	1	1
495	том как	2	1
496	и при	2	1
497	и тут	3	1
498	на своем	1	1
499	именно и	1	1
500	однако они	1	1
501	особенностей данного	1	1
502	знаем что	1	1
503	что уже	2	1
504	все они	1	1
505	вопрос о	3	1
506	строго говоря	1	1
507	самые фантастические	1	1
508	своему существу	1	1
509	от поэтического	3	1
510	есть его	1	1
511	не будем	1	1
512	творчества и	1	1
513	друг другу	1	1
514	все богатство	1	1
515	по крайней	9	1
516	миф и	2	1
517	не должно	2	1
518	вообще на	1	1
519	случае в	1	1
520	вещи не	1	1
521	не менее	3	1
522	не раз	2	1
523	отчетливо и	1	1
524	иной раз	5	1
525	и притом	7	1
526	на него	2	1
527	нем должна	1	1
528	бытия и	1	1
529	взглянуть на	1	1
530	тогда и	1	1
531	о них	1	1
532	из их	1	1
533	иметь в	2	1
534	во всякой	1	1
535	к такому	1	1
536	чем не	1	1
537	это еще	2	1
538	и прочие	1	1
539	е это	1	1
540	вообще существует	1	1
541	два различных	1	1
542	этих последних	2	1
543	или когда	1	1
544	во всем	1	1
545	далеко не	1	1
546	потому она	1	1
547	нельзя далее	1	1
548	бы по	1	1
549	вопрос в	1	1
550	так то	1	1
551	как будто	7	1
552	же необходимо	1	1
553	и глубину	1	1
554	и оно	1	1
555	уже о	2	1
556	самостоятельный и	1	1
557	форм и	2	1
558	во все	2	1
559	и такие	1	1
560	похож на	1	1
561	как только	3	1
562	отличается от	1	1
563	в сказках	1	1
564	только еще	1	1
565	той или	4	1
566	они и	1	1
567	из всей	1	1
568	в каждом	2	1
569	и можем	1	1
570	на предмет	1	1
571	должен быть	1	1
572	деле с	1	1
573	иной чем	1	1
574	самого по	1	1
575	и образ	1	1
576	но при	1	1
577	вывод что	1	1
578	говоря уже	2	1
579	данном случае	2	1
580	в собственном	1	1
581	то или	4	1
582	уже с	1	1
583	только то	4	1
584	на свой	1	1
585	например о	1	1
586	то как	3	1
587	поэтому мы	1	1
588	е что	1	1
589	чтобы дать	1	1
590	те же	1	1
591	ясно что	4	1
592	во многом	1	1
593	как таковую	1	1
594	она была	1	1
595	когда в	1	1
596	именно этот	1	1
597	это только	3	1
598	на них	1	1
599	можно сказать	5	1
600	смысле и	1	1
601	образом в	1	1
602	говорят что	4	1
603	на задний	1	1
604	только потому	2	1
605	из основных	1	1
606	по-видимому и	1	1
607	в порядке	1	1
608	что самая	1	1
609	говорить но	1	1
610	вот почему	1	1
611	это то	1	1
612	о том	5	1
613	и поэтому	1	1
614	и та	6	1
615	и являются	1	1
616	как голое	1	1
617	до сих	2	1
618	с одной	2	1
619	искусство только	1	1
620	еще дальше	1	1
621	на что	1	1
622	оно остается	1	1
623	время не	3	1
624	вне всякой	1	1
625	по их	1	1
626	и во	1	1
627	хорошо но	1	1
628	все в	2	1
629	это может	2	1
630	ими всегда	1	1
631	крайней мере	9	1
632	и ни	1	1
633	в художественной	1	1
634	что бы	2	1
635	и следовательно	5	1
636	может иметь	3	1
637	и мы	3	1
638	в организме	1	1
639	следовательно в	2	1
640	происходит в	1	1
641	существенно и	1	1
642	большей или	1	1
643	как из	2	1
644	или меньшей	1	1
645	тот же	1	1
646	этого можно	1	1
647	на сцену	2	1
648	в себе	15	1
649	к их	1	1
650	и действительно	1	1
651	поэтому и	1	1
652	и поэтическое	1	1
653	все своеобразие	1	1
654	их не	1	1
655	но ее	1	1
656	от них	1	1
657	его формы	1	1
658	где они	1	1
659	так что	7	1
660	быть во	2	1
661	и хочет	1	1
662	конечно не	6	1
663	литература но	1	1
664	вещи а	1	1
665	примеры из	1	1
666	мы получим	1	1
667	первые три	1	1
668	нового смысла	1	1
669	или просто	1	1
670	необходимо поставить	1	1
671	тут только	2	1
672	пока не	1	1
673	ведь это	3	1
674	содержание и	1	1
675	но этой	1	1
676	к ним	1	1
677	но что	7	1
678	всегда только	1	1
679	не выходя	2	1
680	сама по	7	1
681	этих понятий	1	1
682	момент в	2	1
683	это будет	1	1
684	нет наука	1	1
685	со всем	2	1
686	с другим	1	1
687	или иначе	2	1
688	за пределы	4	1
689	сюда же	1	1
690	но нельзя	2	1
691	не обязательно	5	1
692	здесь в	1	1
693	к которому	1	1
694	как же	3	1
695	давно пора	1	1
696	что будет	1	1
697	говорит о	1	1
698	предмет на	1	1
699	из тех	1	1
700	был в	2	1
701	зависит от	2	1
702	только прием	1	1
703	не на	2	1
704	и непосредственно	1	1
705	в руках	1	1
706	на этих	1	1
707	а ведь	1	1
708	остается и	1	1
709	слова слово	1	1
710	схемой и	1	1
711	медленно и	1	1
712	все вообще	1	1
713	же делает	1	1
714	выражение как	1	1
715	так же	2	1
716	во что	1	1
717	о чем	3	1
718	одной стороны	1	1
719	а если	1	1
720	действуют в	1	1
721	нее но	1	1
722	это за	3	1
723	в литературе	1	1
724	не что	3	1
725	да и	6	1
726	как средство	1	1
727	сам не	2	1
728	но почему	1	1
729	сих пор	2	1
730	новые и	2	1
731	но для	1	1
732	в смысле	5	1
733	должны быть	3	1
734	виду что	2	1
735	не существует	1	1
736	образ можно	1	1
737	сущность поэзии	2	1
738	или другой	3	1
739	пр в	1	1
740	собственно говоря	2	1
741	из себя	1	1
742	мы должны	2	1
743	восприятием и	1	1
744	и языком	1	1
745	несмотря на	2	1
746	или не	2	1
747	же в	2	1
748	хотя в	2	1
749	не от	1	1
750	судить о	1	1
751	в системе	2	1
752	вступает в	1	1
753	к самому	1	1
754	е в	3	1
755	и начинается	1	1
756	это все	2	1
757	не говоря	2	1
758	только как	3	1
759	этой формуле	1	1
760	мере в	2	1
761	только о	2	1
762	в каком	4	1
763	можно назвать	1	1
764	не окажется	1	1
765	но эти	1	1
766	как на	1	1
767	каждый звук	1	1
768	в своих	2	1
769	то оно	3	1
770	и эта	1	1
771	им и	1	1
772	гораздо более	1	1
