N	2gram	Vinokur_Ku_1	FransuaR
409	в котором	3	1
410	почти ни	1	1
411	и сделали	2	1
412	что я	2	1
413	должны были	1	1
414	мы сказали	1	1
415	которые в	1	1
416	тем не	4	1
417	но было	1	1
418	и более	2	1
419	на его	3	1
420	что этот	1	1
421	числе прочих	1	1
422	и под	2	1
423	любовь к	2	1
424	сам он	1	1
425	здесь следовательно	1	1
426	тому что	3	1
427	раз и	1	1
428	точно и	1	1
429	любви и	1	1
430	и науки	1	1
431	очень наглядно	1	1
432	что с	2	1
433	что ему	1	1
434	наконец и	1	1
435	тогда когда	6	1
436	того как	4	1
437	одна из	1	1
438	также значение	1	1
439	своего существования	1	1
440	в процессе	1	1
441	это всегда	1	1
442	такие условия	1	1
443	из него	1	1
444	никогда не	2	1
445	казалось бы	3	1
446	правда в	1	1
447	при всем	1	1
448	как она	1	1
449	сущность его	1	1
450	целое в	1	1
451	это слово	3	1
452	и обновление	1	1
453	свидетельствуют о	2	1
454	средой для	1	1
455	всех присутствующих	1	1
456	и форм	1	1
457	и позволяет	1	1
458	как будто	1	1
459	в области	7	1
460	и социального	1	1
461	может показаться	1	1
462	к той	1	1
463	у нас	10	1
464	все то	1	1
465	выход из	1	1
466	здесь совершенно	1	1
467	чтобы сделать	1	1
468	как только	1	1
469	языках и	1	1
470	с проблемой	1	1
471	бы он	1	1
472	той или	1	1
473	в наши	1	1
474	указывает на	1	1
475	всегда есть	1	1
476	участвуют в	1	1
477	слова с	1	1
478	и потому	4	1
479	где он	1	1
480	и со	1	1
481	значение это	1	1
482	и самое	1	1
483	своим языком	1	1
484	вы не	1	1
485	более не	1	1
486	значения и	1	1
487	от друга	1	1
488	в монастырь	1	1
489	свою очередь	3	1
490	и сами	2	1
491	это только	3	1
492	без всякого	1	1
493	о власти	2	1
494	в организации	1	1
495	чтобы быть	2	1
496	представляется возможным	1	1
497	и говорит	2	1
498	никак не	2	1
499	в дальнейшем	1	1
500	к жизни	2	1
501	и когда	1	1
502	и сам	1	1
503	что у	1	1
504	раз он	1	1
505	которая была	1	1
506	еще не	5	1
507	она была	1	1
508	стороне от	1	1
509	одной истории	1	1
510	поэтому в	1	1
511	в некоторой	1	1
512	с этого	1	1
513	если бы	9	1
514	для этого	3	1
515	после того	1	1
516	смысле и	2	1
517	образом в	1	1
518	находится в	1	1
519	движения и	1	1
520	о нем	2	1
521	часто и	1	1
522	тех кто	1	1
523	века до	1	1
524	в язык	2	1
525	именно той	1	1
526	времени в	1	1
527	марта г	1	1
528	в конечном	1	1
529	чтение и	1	1
530	связь между	1	1
531	на протяжении	1	1
532	чтобы получить	2	1
533	здесь за	1	1
534	в языке	8	1
535	в форме	1	1
536	тем более	2	1
537	слов и	1	1
538	у всех	1	1
539	своему содержанию	1	1
540	поэтому все	1	1
541	в лице	1	1
542	хорошо известны	1	1
543	и история	1	1
544	порядка и	1	1
545	но с	2	1
546	в двух	1	1
547	тот же	2	1
548	с ними	4	1
549	традиции в	2	1
550	и является	4	1
551	положение в	1	1
552	в стороне	2	1
553	тенденции но	1	1
554	себя в	1	1
555	есть чисто	1	1
556	литературы в	1	1
557	которому он	1	1
558	же явления	1	1
559	только тогда	3	1
560	свидетельствует о	2	1
561	является не	1	1
562	на этих	1	1
563	не дает	1	1
564	из них	4	1
565	его обычной	1	1
566	его и	1	1
567	прямое и	1	1
568	говорит о	1	1
569	себе в	3	1
570	в прозе	1	1
571	в современном	1	1
572	к ним	1	1
573	противоречии с	1	1
574	не случайно	6	1
575	вперед в	1	1
576	тем что	8	1
577	тема эта	1	1
578	такова традиция	1	1
579	в других	1	1
580	а потому	5	1
581	иное как	2	1
582	со всем	1	1
583	без всякой	1	1
584	или иной	3	1
585	живой и	1	1
586	этого основного	1	1
587	был в	2	1
588	и тех	1	1
589	к которому	3	1
590	что иное	1	1
591	было и	1	1
592	из таких	1	1
593	нового времени	1	1
594	коллективного и	1	1
595	а главное	1	1
596	что для	1	1
597	здесь действительно	1	1
598	без особых	1	1
599	более того	1	1
600	связано с	3	1
601	и пр	15	1
602	в любой	1	1
603	не знает	1	1
604	а сам	1	1
605	до конца	2	1
606	человеческой жизни	1	1
607	и своим	1	1
608	мы говорим	2	1
609	когда она	1	1
610	для человека	1	1
611	если эти	1	1
612	в живой	1	1
613	сейчас же	1	1
614	под влиянием	3	1
615	если не	3	1
616	и законы	1	1
617	не фигурировали	1	1
618	в это	2	1
619	именно поэтому	2	1
620	я называю	1	1
621	так называемой	2	1
622	в частности	4	1
623	в честь	1	1
624	но кроме	1	1
625	в рамках	4	1
626	в строгом	1	1
627	к своему	2	1
628	следовательно вовсе	1	1
629	должен будет	1	1
630	что за	1	1
631	тенденцию к	1	1
632	в той	5	1
633	выход в	1	1
634	мы сразу	1	1
635	да и	1	1
636	своего времени	2	1
637	понимать как	2	1
638	это особенно	1	1
639	этого слова	3	1
640	из русской	1	1
641	еще раз	1	1
642	мысль а	1	1
643	с историей	2	1
644	о его	1	1
645	видно что	2	1
646	и таким	1	1
647	говорить что	1	1
648	же значение	1	1
649	которой и	1	1
650	в более	2	1
651	это уже	1	1
652	одного и	2	1
653	этого рода	6	1
654	теряет свое	1	1
655	которого они	1	1
656	которая в	1	1
657	развития и	1	1
658	себя самого	2	1
659	но эти	1	1
660	всего можно	1	1
661	и дисциплины	1	1
662	еще более	1	1
663	вопросом о	1	1
664	а из	1	1
665	показывает в	1	1
666	развития когда	1	1
667	но вот	2	1
668	условий и	1	1
669	больше но	1	1
670	свое значение	1	1
671	слово в	1	1
672	в свою	3	1
673	и при	2	1
674	речи и	5	1
675	основу его	1	1
676	больше всего	2	1
677	не что	1	1
678	отношению к	9	1
679	культуры в	1	1
680	только о	1	1
681	в свое	2	1
682	на своем	1	1
683	но еще	3	1
684	ее в	2	1
685	все содержание	1	1
686	в таком	3	1
687	во всяком	5	1
688	они не	3	1
689	ничего общего	1	1
