N	2gram	Voloshinov_2	DiskursI
421	он помещает	1	1
422	или точнее	1	1
423	что такое	1	1
424	заключать в	1	1
425	лежат в	1	1
426	а как	4	1
427	звено в	1	1
428	с точки	13	1
429	не столько	1	1
430	цели и	1	1
431	нельзя понять	1	1
432	в дневнике	1	1
433	от его	1	1
434	смысле а	1	1
435	поэтому в	2	1
436	мир и	1	1
437	его к	2	1
438	что было	1	1
439	тем не	1	1
440	говорящего это	1	1
441	и более	7	1
442	не могли	1	1
443	между двумя	1	1
444	и вся	1	1
445	до конца	2	1
446	до известной	1	1
447	а иногда	3	1
448	самого начала	5	1
449	что превращает	1	1
450	не имеет	3	1
451	дело в	1	1
452	и притом	1	1
453	в русской	1	1
454	и устойчивый	1	1
455	мы все	1	1
456	образом в	1	1
457	но только	1	1
458	в структуре	1	1
459	для всего	3	1
460	этих двух	1	1
461	и речевой	1	1
462	не все	1	1
463	языка это	1	1
464	и является	2	1
465	и передачи	1	1
466	это слово	1	1
467	здесь же	1	1
468	их нельзя	1	1
469	этом отношении	1	1
470	и делает	1	1
471	в каком	3	1
472	настоящего времени	2	1
473	интонации и	3	1
474	взаимодействия с	2	1
475	разрыв между	2	1
476	не могут	1	1
477	на границе	2	1
478	когда мы	1	1
479	приобщения к	1	1
480	об одном	2	1
481	уже было	1	1
482	и другим	1	1
483	его с	1	1
484	но также	1	1
485	этом последнем	2	1
486	одним и	2	1
487	если же	2	1
488	время они	1	1
489	т.е в	1	1
490	в работе	1	1
491	и это	3	1
492	идеологические выражения	1	1
493	не делает	1	1
494	значения и	3	1
495	но по	2	1
496	развития как	1	1
497	на нем	1	1
498	здесь не	1	1
499	в буквальном	1	1
500	и от	3	1
501	мысль о	1	1
502	чтобы быть	1	1
503	определенный и	1	1
504	с самого	5	1
505	чужой речи	53	1
506	с языком	1	1
507	не индивидуальный	1	1
508	обращаясь к	1	1
509	и сам	1	1
510	может ощущаться	1	1
511	только через	1	1
512	он говорит	1	1
513	здесь как	2	1
514	в плоскости	1	1
515	является ситуация	1	1
516	не получают	1	1
517	если бы	11	1
518	из одного	4	1
519	как непрерывный	1	1
520	к языку	1	1
521	оно определяется	1	1
522	говорения и	2	1
523	к одной	1	1
524	его структуры	1	1
525	всех подобных	1	1
526	что его	1	1
527	должно было	1	1
528	в конечном	1	1
529	к нему	5	1
530	тем или	1	1
531	говорящего на	1	1
532	речевого целого	1	1
533	высказываний как	2	1
534	этом как	2	1
535	утрачивает свою	1	1
536	в середине	1	1
537	речи которые	2	1
538	и существенно	1	1
539	это приводит	1	1
540	что здесь	1	1
541	в формах	4	1
542	речь о	1	1
543	с ними	4	1
544	высказывания может	2	1
545	и действительно	1	1
546	явления по	1	1
547	его живой	2	1
548	до нас	1	1
549	понимание своего	1	1
550	или же	2	1
551	самого говорящего	2	1
552	высказывания который	2	1
553	стороны он	1	1
554	только при	1	1
555	мере развития	1	1
556	со всеми	1	1
557	лишь наиболее	1	1
558	оказывается в	1	1
559	как процесс	2	1
560	не имеют	3	1
561	вопроса о	1	1
562	в большинстве	5	1
563	только на	4	1
564	в нашей	1	1
565	в виде	2	1
566	чужого высказывания	13	1
567	если в	1	1
568	реальной единицы	1	1
569	высказывания однако	1	1
570	большинстве случаев	5	1
571	стиль высказывания	1	1
572	его и	3	1
573	но для	2	1
574	высказывания которые	2	1
575	понимании в	1	1
576	и их	4	1
577	всяком случае	2	1
578	а понимание	1	1
579	выводит из	1	1
580	для правильного	1	1
581	первобытный человек	1	1
582	не о	1	1
583	друг друга	2	1
584	мы можем	6	1
585	к чужой	1	1
586	форм высказывания	2	1
587	как раз	4	1
588	формах косвенной	1	1
589	чему не	1	1
590	в исторической	1	1
591	предложение а	1	1
592	высказывания к	2	1
593	между которыми	1	1
594	до сих	3	1
595	связаны с	1	1
596	и чем	1	1
597	а именно	1	1
598	в каких	1	1
599	уходит в	1	1
600	с той	1	1
601	и прежде	2	1
602	было бы	4	1
603	еще и	1	1
604	единичное высказывание	1	1
605	себя и	1	1
606	на которых	1	1
607	его из	3	1
608	говорит о	1	1
609	равной степени	1	1
610	к более	1	1
611	назвали бы	1	1
612	данного высказывания	5	1
613	связано с	3	1
614	только по	1	1
615	громадное значение	3	1
616	от этого	2	1
617	стремится к	2	1
618	не на	2	1
619	такова задача	1	1
620	общения это	1	1
621	уверенность в	1	1
622	на который	1	1
623	отступления от	1	1
624	этом случае	1	1
625	на слово	2	1
626	несмотря на	1	1
627	в связи	7	1
628	с помощью	6	1
629	к лицу	1	1
630	но оно	1	1
631	исходить из	1	1
632	вместе с	2	1
633	как это	1	1
634	только его	1	1
635	в языковом	3	1
636	до настоящего	2	1
637	оно существует	1	1
638	если оно	1	1
639	лицом к	1	1
640	в той	5	1
641	принадлежащий к	1	1
642	мертвы как	1	1
643	акт его	1	1
644	да и	3	1
645	направленного на	1	1
646	и другой	1	1
647	в современной	1	1
648	к чему	1	1
649	в начальных	1	1
650	этого слова	5	1
651	на языке	2	1
652	в контексте	5	1
653	быть и	6	1
654	сих пор	3	1
655	в основном	4	1
656	форме определенной	1	1
657	к окказиональному	1	1
658	высказывания можно	1	1
659	в смысле	6	1
660	тому или	1	1
661	всю совокупность	1	1
662	в следующей	2	1
663	и часто	1	1
664	речевом общении	1	1
665	значения слова	5	1
666	не существует	3	1
667	или иному	1	1
668	понятно что	1	1
669	образований в	1	1
670	вопрос о	2	1
671	других участников	1	1
672	или иным	1	1
673	себя самого	2	1
674	у них	1	1
675	или нет	1	1
676	у достоевского	1	1
677	от того	1	1
678	тем более	5	1
679	мы должны	1	1
680	истории а	1	1
681	но это	1	1
682	в новых	1	1
683	различные эпохи	1	1
684	исключительно в	1	1
685	или не	1	1
686	лежит в	2	1
687	отношении к	5	1
688	не являются	1	1
689	в системе	2	1
690	речь или	1	1
691	стороны бытия	1	1
692	не знает	2	1
693	речи и	13	1
694	быть признано	1	1
695	или иного	2	1
696	на своем	1	1
697	читателя и	1	1
698	также не	1	1
699	таких высказываний	1	1
700	и другие	1	1
701	именно здесь	2	1
702	в таком	7	1
