N	2gram	Voloshinov_1	Analitik
249	слово за	1	1
250	объективного повествования	1	1
251	то он	1	1
252	и больше	1	1
253	с ней	1	1
254	анализ может	1	1
255	смысл высказывания	1	1
256	зрительный образ	1	1
257	в какой	2	1
258	в нем	6	1
259	социальной группы	3	1
260	было в	1	1
261	быть только	2	1
262	но мы	2	1
263	независимо от	2	1
264	его и	1	1
265	хотя бы	5	1
266	человек и	1	1
267	автором и	2	1
268	миру и	1	1
269	художественно значимым	1	1
270	бы не	2	1
271	художественное значение	1	1
272	от него	1	1
273	что я	1	1
274	относятся к	1	1
275	его словесные	1	1
276	только то	1	1
277	а между	1	1
278	и те	2	1
279	в художественном	3	1
280	только его	1	1
281	убедиться в	1	1
282	как его	1	1
283	которой он	1	1
284	более того	2	1
285	тем как	2	1
286	сторон и	1	1
287	слов и	1	1
288	бы выводит	1	1
289	стороны и	2	1
290	до известной	2	1
291	форма лирики	1	1
292	его к	2	1
293	ее нет	1	1
294	себя на	1	1
295	по своей	1	1
296	этом особенно	1	1
297	нуждается в	3	1
298	отношения между	1	1
299	частной жизни	2	1
300	анализа в	1	1
301	говорящий со	1	1
302	определить как	1	1
303	в ее	1	1
304	один и	1	1
305	и тогда	1	1
306	в приведенном	1	1
307	с этой	2	1
308	проникает в	1	1
309	дело с	2	1
310	себе как	1	1
311	дело и	1	1
312	и более	3	1
313	сами по	1	1
314	на этих	1	1
315	но если	1	1
316	только к	1	1
317	это не	2	1
318	остается в	1	1
319	должны быть	1	1
320	ценностей и	1	1
321	нашем случае	1	1
322	жизнь и	1	1
323	в краткой	1	1
324	этом достаточно	1	1
325	оно становится	1	1
326	за его	2	1
327	автор как	1	1
328	его внутренней	1	1
329	имеет в	3	1
330	сама по	1	1
331	разговорного языка	1	1
332	что нам	1	1
333	противном случае	1	1
334	ко всем	2	1
335	события она	1	1
336	не требует	1	1
337	на которой	1	1
338	и уж	1	1
339	это особый	1	1
340	слушателями интонация	1	1
341	такой степени	1	1
342	героя и	5	1
343	со всех	2	1
344	из этого	3	1
345	без внутренней	1	1
346	внутренней речью	1	1
347	тогда когда	2	1
348	у нас	1	1
349	интонации соприкасается	1	1
350	выводит слово	1	1
351	лицо и	1	1
352	нас и	2	1
353	обращенная к	1	1
354	тот же	1	1
355	почти исключительно	2	1
356	мы должны	1	1
357	и вся	1	1
358	в отношении	2	1
359	в чем	2	1
360	свою очередь	1	1
361	в противном	1	1
362	и о	1	1
363	мы ощущаем	1	1
364	да и	3	1
365	следующим образом	1	1
366	не должна	3	1
367	ни в	3	1
368	и потому	2	1
369	сливаются в	1	1
370	нечего делать	1	1
371	моментов в	1	1
372	так называемая	1	1
373	и активное	1	1
374	различных моментов	1	1
375	к ним	2	1
376	характер и	1	1
377	лирические формы	1	1
378	это делает	1	1
379	и героев	1	1
380	отношении к	3	1
381	автора к	1	1
382	только и	1	1
383	не совпадает	1	1
384	более или	1	1
385	в них	3	1
386	со слушателями	1	1
387	в виду	5	1
388	мы уже	1	1
389	и тех	1	1
390	не вполне	1	1
391	том же	1	1
392	в такой	3	1
393	непосредственно к	1	1
394	но особенно	1	1
395	когда он	3	1
396	значения и	2	1
397	слова и	6	1
398	с героем	3	1
399	такой же	2	1
400	автора героя	1	1
401	природу художественной	1	1
402	точно и	1	1
403	себя и	2	1
404	не совпадают	1	1
405	и что	2	1
406	соприкасается говорящий	1	1
407	языка в	1	1
408	них в	1	1
409	и оба	1	1
410	еще раз	2	1
411	с жизнью	1	1
412	далеко не	1	1
413	форму в	2	1
414	слова их	1	1
415	не как	1	1
416	ли он	1	1
417	обращение к	1	1
418	непосредственно в	1	1
419	нами и	1	1
420	не ту	1	1
421	зрения и	1	1
422	о самом	1	1
423	тем более	1	1
424	этой стороны	2	1
425	к нему	4	1
426	оно ни	1	1
427	художественный смысл	1	1
428	этих двух	2	1
429	ко второму	1	1
430	зрения как	1	1
431	всех языках	1	1
432	но отнюдь	2	1
433	известной степени	2	1
434	с его	2	1
435	которые в	1	1
436	если же	2	1
437	высказывания с	2	1
438	только для	1	1
439	все равно	1	1
440	является художественное	1	1
441	случае она	1	1
442	слова как	1	1
443	нам не	1	1
444	мы могли	1	1
445	не вне	1	1
446	в основном	2	1
447	героя с	1	1
448	связи с	1	1
449	самим автором	1	1
450	самом деле	3	1
451	комнаты и	1	1
452	произведения но	1	1
453	или менее	1	1
454	однако эта	1	1
455	тем же	1	1
456	для анализа	1	1
457	со всей	1	1
458	этой точки	3	1
459	это ни	1	1
460	на какой-нибудь	1	1
461	что здесь	1	1
462	то она	1	1
463	не является	1	1
464	уже в	2	1
465	перед нами	1	1
466	слово в	3	1
467	себе и	1	1
468	так как	9	1
469	при чтении	1	1
470	обратимся к	1	1
471	еще один	1	1
472	сколько бы	3	1
473	во внутренней	1	1
474	все остальные	1	1
475	же самое	2	1
476	к одному	1	1
477	к изображаемому	1	1
478	и по	3	1
479	но это	2	1
480	как на	2	1
481	с автором	3	1
482	на примере	2	1
483	и всего	1	1
484	в свою	1	1
485	неразрывное единство	1	1
