N	2gram	Losev_Vlad_2	Morfolog
390	у нас	6	1
391	к отдельным	1	1
392	он называет	3	1
393	исходить из	2	1
394	если он	1	1
395	ф и	1	1
396	уже было	1	1
397	должны быть	1	1
398	более широкой	1	1
399	к тому	2	1
400	не есть	4	1
401	все еще	1	1
402	где он	3	1
403	ничего общего	1	1
404	то она	1	1
405	и мог	1	1
406	это будет	1	1
407	людей в	2	1
408	и многие	1	1
409	без всякого	2	1
410	данном случае	2	1
411	ни стало	1	1
412	куда он	1	1
413	него самого	1	1
414	если о	1	1
415	на той	1	1
416	с самого	1	1
417	всей своей	1	1
418	после всех	1	1
419	на основании	1	1
420	как с	1	1
421	те же	3	1
422	здесь как	1	1
423	здесь нет	1	1
424	на обратном	2	1
425	еще в	2	1
426	когда в	1	1
427	во второй	2	1
428	по ее	1	1
429	и с	14	1
430	он говорил	1	1
431	связанное с	1	1
432	иное как	1	1
433	в известных	1	1
434	на вопрос	1	1
435	но мы	1	1
436	бы то	1	1
437	он вдруг	1	1
438	там же	12	1
439	их в	2	1
440	и правильной	1	1
441	и хочет	1	1
442	и всякая	2	1
443	в его	11	1
444	частью в	1	1
445	что бы	1	1
446	как объяснить	1	1
447	если это	1	1
448	к ней	3	1
449	в него	1	1
450	в лице	1	1
451	не зная	1	1
452	после смерти	4	1
453	о его	5	1
454	средства могут	1	1
455	ли он	2	1
456	говорить о	1	1
457	пор не	1	1
458	как нечто	1	1
459	очень много	2	1
460	но то	2	1
461	со всеми	1	1
462	в эти	7	1
463	сведений о	2	1
464	же и	2	1
465	и которая	1	1
466	что не	2	1
467	может спасти	1	1
468	в данной	1	1
469	за ним	1	1
470	не так	1	1
471	же они	2	1
472	всяком случае	6	1
473	в одном	1	1
474	здесь перед	1	1
475	у него	19	1
476	между прочим	7	1
477	время уже	1	1
478	само собой	3	1
479	чувства и	1	1
480	в с	10	1
481	он же	2	1
482	только на	1	1
483	быть названа	1	1
484	и даже	10	1
485	со стороны	4	1
486	даже не	1	1
487	себе представить	2	1
488	до сих	1	1
489	на ее	1	1
490	которые можно	1	1
491	именно в	4	1
492	а именно	6	1
493	в каких	2	1
494	еще и	6	1
495	в церковь	1	1
496	его из	1	1
497	до этого	1	1
498	на этот	4	1
499	ничем не	1	1
500	не на	2	1
501	что несмотря	1	1
502	о чем	6	1
503	всякому человеку	1	1
504	уже давно	2	1
505	все более	1	1
506	мужа и	2	1
507	и красоты	1	1
508	но кроме	2	1
509	же с	13	1
510	характера и	1	1
511	мы опять	1	1
512	по своему	2	1
513	в данном	3	1
514	в течение	5	1
515	не удалось	1	1
516	одновременно с	1	1
517	до его	1	1
518	в тот	1	1
519	отношения к	3	1
520	это значит	2	1
521	как будто	2	1
522	его женой	1	1
523	о жизни	1	1
524	что же	8	1
525	с этой	4	1
526	с любовью	1	1
527	сих пор	1	1
528	не будем	1	1
529	пришлось бы	1	1
530	у вас	2	1
531	сравнить с	1	1
532	то отношение	1	1
533	потому не	1	1
534	обратном пути	2	1
535	для нас	7	1
536	и все	7	1
537	которую он	7	1
538	и ни	1	1
539	у которого	2	1
540	мы прежде	1	1
541	он во	1	1
542	бы на	1	1
543	а н	14	1
544	не будет	1	1
545	сведения о	3	1
546	первый раз	1	1
547	между ними	1	1
548	со мной	1	1
549	а ведь	1	1
550	равно как	1	1
551	не что	1	1
552	вообще человека	1	1
553	большой интерес	3	1
554	в таком	3	1
555	во всяком	6	1
