N	2gram	Bakhtin_Pr_4	Narrotol
581	продолжает определять	1	1
582	нем не	1	1
583	что могло	1	1
584	человеческой мысли	1	1
585	именно как	2	1
586	этой проблемы	1	1
587	и братьев	1	1
588	он живет	1	1
589	до сих	8	1
590	сознанием всегда	1	1
591	нельзя сказать	1	1
592	здесь в	2	1
593	всякое высказывание	2	1
594	и знает	1	1
595	точке зрения	1	1
596	в соответствии	1	1
597	и пр	2	1
598	для передачи	1	1
599	такова и	1	1
600	ничем не	1	1
601	более того	3	1
602	однако и	1	1
603	отношений эта	1	1
604	их друг	1	1
605	и уже	1	1
606	оснований для	1	1
607	и ему	1	1
608	в речи	3	1
609	живущих в	1	1
610	нет ничего	1	1
611	слова от	2	1
612	третьего типа	15	1
613	о себе	5	1
614	ни на	1	1
615	границы между	1	1
616	пространства и	1	1
617	втором эпизоде	1	1
618	сообщение о	1	1
619	к жизни	2	1
620	если оно	2	1
621	в тех	1	1
622	и там	1	1
623	в мир	1	1
624	друг с	5	1
625	ней не	1	1
626	человек с	2	1
627	в это	1	1
628	и формы	1	1
629	еще раз	1	1
630	отсутствует но	1	1
631	быть и	1	1
632	благодаря этому	1	1
633	является для	1	1
634	сих пор	8	1
635	своей жизни	1	1
636	не будем	1	1
637	является как	1	1
638	нами уже	2	1
639	себя с	1	1
640	всего в	1	1
641	известной степени	1	1
642	которых он	1	1
643	как своего	1	1
644	хотя они	1	1
645	и брани	1	1
646	такое слово	4	1
647	место для	1	1
648	ничего а	1	1
649	о котором	2	1
650	своей природе	2	1
651	и перед	1	1
652	в другое	1	1
653	обращается к	1	1
654	для нас	2	1
655	к чужому	7	1
656	слов с	2	1
657	от него	1	1
658	бы он	1	1
659	а может	1	1
660	в литературной	2	1
661	также ее	1	1
662	не должен	1	1
663	и существенно	1	1
664	но зато	1	1
665	его специфической	1	1
666	но это	6	1
667	есть уже	2	1
668	обстоит дело	1	1
669	мы переходим	1	1
670	здесь даже	1	1
671	в системе	2	1
672	и общечеловеческой	1	1
673	в общем	2	1
674	на фоне	6	1
675	здесь только	2	1
676	все еще	1	1
677	не знает	4	1
678	отношением к	1	1
679	своего предмета	1	1
680	и при	3	1
681	речи и	5	1
682	себе самому	4	1
683	в характере	1	1
684	слово там	1	1
685	в свое	2	1
686	который не	1	1
687	этого второго	1	1
688	если же	5	1
689	тексте а	1	1
690	по поводу	1	1
691	в античности	2	1
692	и эта	1	1
693	автора как	1	1
694	во сне	2	1
695	можно назвать	1	1
