N	2gram	Potebnia_M_2	PoTuStor
253	оно совершенно	1	1
254	но не	12	1
255	заметим что	1	1
256	значение и	2	1
257	что они	5	1
258	только путем	1	1
259	нашего сознания	1	1
260	это самое	2	1
261	в течение	1	1
262	же с	1	1
263	общего с	2	1
264	дает нам	1	1
265	некоторое время	2	1
266	светом в	1	1
267	она как	1	1
268	все же	5	1
269	однако не	1	1
270	хотя и	3	1
271	из сознания	1	1
272	что по	1	1
273	его к	1	1
274	этой цели	1	1
275	от этого	1	1
276	к чему	1	1
277	уже не	4	1
278	предметов и	1	1
279	в нашем	2	1
280	чем бы	3	1
281	всего к	1	1
282	было связано	2	1
283	должен искать	1	1
284	мы чувствуем	3	1
285	как он	4	1
286	имеем в	1	1
287	во многих	3	1
288	по мнению	1	1
289	человек не	1	1
290	он найдет	1	1
291	что она	3	1
292	не следует	1	1
293	главным образом	4	1
294	время и	2	1
295	а просто	1	1
296	есть та	1	1
297	они служат	2	1
298	отношений между	3	1
299	и связанные	1	1
300	только те	1	1
301	наших глазах	1	1
302	но вместе	2	1
303	изложенное нами	1	1
304	из него	1	1
305	приходим к	1	1
306	подобно тому	4	1
307	мы обыкновенно	1	1
308	с чем	3	1
309	последнее слово	1	1
310	человека в	3	1
311	а вместе	4	1
312	то ни	1	1
313	как они	1	1
314	а то	2	1
315	вывести из	1	1
316	различие между	1	1
317	той же	3	1
318	на все	3	1
319	где оно	2	1
320	теми которые	1	1
321	лишь в	1	1
322	или наконец	1	1
323	входит в	1	1
324	это было	2	1
325	за собою	2	1
326	чувства к	2	1
327	внутри организма	1	1
328	может стать	2	1
329	себе все	1	1
330	мы считаем	1	1
331	признать за	1	1
332	душе человека	1	1
333	слагаются в	2	1
334	с тем	4	1
335	как кажется	4	1
336	жизни но	1	1
337	б не	3	1
338	форма и	1	1
339	и того	6	1
340	одного и	6	1
341	лучше всего	1	1
342	язык но	1	1
343	и еще	1	1
344	искать в	3	1
345	сознание или	1	1
346	но если	2	1
347	от своего	1	1
348	что есть	2	1
349	явление очень	1	1
350	как совокупность	2	1
351	на первых	1	1
352	что я	1	1
353	значение для	1	1
354	но эта	1	1
355	выше мы	1	1
356	не будем	1	1
357	которые в	1	1
358	страха и	1	1
359	друг другу	1	1
360	на другую	1	1
361	всякому другому	1	1
362	этот мир	1	1
363	и внешней	1	1
364	или что	2	1
365	чувство а	3	1
366	есть прежде	2	1
367	с теми	2	1
368	тогда когда	10	1
369	дело в	1	1
370	одна из	4	1
371	до поры	1	1
372	в самых	1	1
373	ощущение в	1	1
374	того чтобы	2	1
375	только не	1	1
376	вытекает из	2	1
377	до своего	1	1
378	не имеет	6	1
379	сознании а	1	1
380	и всегда	1	1
381	как причина	1	1
382	ничего не	1	1
383	обратим внимание	1	1
384	этих двух	1	1
385	всего на	1	1
386	в ком	1	1
387	наблюдения но	1	1
388	во всем	2	1
389	к этим	1	1
390	связи с	6	1
391	в сознании	23	1
392	уже и	1	1
393	мы и	1	1
394	нашего организма	2	1
395	тела и	1	1
396	разложения и	1	1
397	одною из	3	1
398	от того	5	1
399	или только	1	1
400	состояние организма	1	1
401	и такие	1	1
402	похож на	1	1
403	его за	1	1
404	отличается от	1	1
405	должны быть	4	1
406	к тому	1	1
407	бы он	1	1
408	это содержание	2	1
409	делает невозможным	1	1
410	день и	1	1
411	что при	1	1
412	на это	1	1
413	ничего общего	1	1
414	деле мы	1	1
415	в применении	1	1
416	из всего	1	1
417	ни одно	1	1
418	без всякого	1	1
419	на другой	2	1
420	только при	1	1
421	на нашу	1	1
422	в себя	2	1
423	и что	4	1
424	если они	1	1
425	и сам	1	1
426	что может	2	1
427	в другом	2	1
428	времени и	1	1
429	его жизни	1	1
430	мог бы	3	1
431	к тем	1	1
432	его мысли	1	1
433	это только	1	1
434	если бы	11	1
435	остановимся на	2	1
436	прикосновения к	2	1
437	и деятельности	1	1
438	и здесь	2	1
439	рождается вместе	1	1
440	на вопрос	3	1
441	внимание на	2	1
442	и та	1	1
443	др и	1	1
444	всякого участия	1	1
445	любви к	1	1
446	нас в	2	1
447	это второе	1	1
448	эта сила	1	1
449	с нами	2	1
450	на одном	1	1
451	на чувства	1	1
452	не более	1	1
453	в другой	1	1
454	нельзя сказать	1	1
455	деле в	1	1
456	и были	1	1
457	имеет места	1	1
458	для самого	4	1
459	для ребенка	1	1
460	к нему	1	1
461	что здесь	1	1
462	он что	1	1
463	но так	1	1
464	быть при	1	1
465	что только	2	1
466	тот же	5	1
467	на другие	6	1
468	дело с	1	1
469	к их	1	1
470	бы ни	5	1
471	кроме этого	2	1
472	делает его	1	1
473	с одной	4	1
474	душевных явлений	1	1
475	же и	1	1
476	мы принуждены	2	1
477	уже в	5	1
478	и они	2	1
479	то и	9	1
480	в нашей	2	1
481	а это	2	1
482	не дает	2	1
483	его и	1	1
484	человека на	1	1
485	пока не	1	1
486	в известной	1	1
487	вовсе не	9	1
488	с этими	1	1
489	и им	1	1
490	заметить что	6	1
491	не говорит	1	1
492	о чувственности	1	1
493	они становятся	1	1
494	даже и	2	1
495	перейти к	1	1
496	для того	5	1
497	она начинает	1	1
498	со стороны	3	1
499	имеет и	1	1
500	с другой	6	1
501	в немногих	1	1
502	на ее	1	1
503	и прежде	1	1
504	в свою	6	1
505	и быть	1	1
506	который до	1	1
507	а с	2	1
508	на которые	1	1
509	нами точки	1	1
510	что для	3	1
511	близко к	1	1
512	в некоторых	4	1
513	связано с	2	1
514	нужно искать	1	1
515	них и	1	1
516	у нас	2	1
517	одной стороны	3	1
518	как часть	2	1
519	в ребенке	4	1
520	зависит от	2	1
521	а не	18	1
522	именно так	1	1
523	человек есть	1	1
524	для человека	1	1
525	не всегда	1	1
526	в связи	2	1
527	связь с	1	1
528	противоположность мы	1	1
529	легче всего	1	1
530	многих случаях	1	1
531	не сразу	2	1
532	в человеке	4	1
533	влияния на	2	1
534	он будет	1	1
535	применении к	1	1
536	тому как	4	1
537	что же	1	1
538	однородные с	1	1
539	а потом	1	1
540	быть только	2	1
541	в человеческом	1	1
542	в состоянии	6	1
543	конечно если	1	1
544	том смысле	4	1
545	считает все	1	1
546	быть не	3	1
547	его собственный	1	1
548	и действия	2	1
549	этом и	1	1
550	которые были	1	1
551	в более	1	1
552	это уже	1	1
553	понятно не	1	1
554	известной степени	1	1
555	при таком	1	1
556	формы и	1	1
557	мы только	1	1
558	и представления	1	1
559	органической жизни	1	1
560	которые на	1	1
561	считаем нужным	1	1
562	это часто	1	1
563	в эту	3	1
564	было на	1	1
565	и ни	1	1
566	мы должны	2	1
567	только что	3	1
568	на такой	1	1
569	же в	5	1
570	но всегда	1	1
571	к ее	1	1
572	по поводу	6	1
573	здесь только	1	1
574	и начинается	1	1
575	или при	1	1
576	от всех	1	1
577	душевная жизнь	1	1
578	сказали бы	1	1
579	для нашего	1	1
580	взгляда на	2	1
581	время сна	1	1
582	ребенку с	1	1
583	в своих	1	1
584	этой точки	1	1
585	снова и	1	1
586	как на	3	1
