N	2gram	Potebnia_M_2	Formalny
122	сам по	4	3
123	тем же	3	3
124	и до	1	3
125	а как	1	3
126	из всего	1	3
127	мы не	11	3
128	между этими	1	3
129	то это	3	3
130	и на	8	3
131	бы она	1	3
132	значение и	2	3
133	если в	3	3
134	как к	1	3
135	однако не	1	3
136	хотя и	3	3
137	звук в	2	3
138	и как	6	3
139	от этого	1	3
140	что это	3	3
141	в целом	3	3
142	из этих	4	3
143	только на	1	3
144	так сказать	4	3
145	время и	2	3
146	всех этих	2	3
147	ни была	1	3
148	значительной степени	1	3
149	главным образом	4	3
150	и может	3	3
151	его в	3	3
152	это было	2	3
153	такой же	4	3
154	место в	4	3
155	нового направления	1	3
156	она ни	1	3
157	поэтическое произведение	1	3
158	но все	2	3
159	его с	2	3
160	не есть	6	3
161	того чтобы	2	3
162	так в	4	3
163	и здесь	2	3
164	одного из	1	3
165	к нему	1	3
166	того что	7	3
167	в какой	2	3
168	именно на	1	3
169	то и	9	3
170	большинстве случаев	1	3
171	мы знаем	2	3
172	и их	5	3
173	слова в	5	3
174	каждый из	1	3
175	для того	5	3
176	чтобы показать	1	3
177	с другой	6	3
178	и прежде	1	3
179	и др	1	3
180	не то	2	3
181	речи и	1	3
182	том смысле	4	3
183	все это	2	3
184	на самом	2	3
185	или в	2	3
186	и все	3	3
187	была бы	1	3
188	жизни и	1	3
189	формы и	1	2
190	вряд ли	3	2
191	в такой	1	2
192	и то	3	2
193	самый предмет	2	2
194	между двумя	6	2
195	к другому	4	2
196	его не	3	2
197	предмета в	2	2
198	не была	1	2
199	они были	1	2
200	другой язык	1	2
201	столь же	5	2
202	совсем не	2	2
203	но не	12	2
204	но как	1	2
205	а только	8	2
206	очевидно что	3	2
207	отношение к	1	2
208	отличие от	1	2
209	самое понятие	1	2
210	в одной	1	2
211	что именно	1	2
212	для создания	1	2
213	именно от	1	2
214	все остальные	5	2
215	перед нами	1	2
216	то в	1	2
217	в которой	5	2
218	уже в	5	2
219	он в	1	2
220	речи но	1	2
221	ее как	1	2
222	в единстве	1	2
223	же это	1	2
224	состоит в	2	2
225	как увидим	2	2
226	не к	1	2
227	именно из	1	2
228	и более	1	2
229	из него	1	2
230	приходим к	1	2
231	и по	2	2
232	на этом	2	2
233	то ни	1	2
234	том случае	1	2
235	разница между	2	2
236	для нее	2	2
237	от одного	3	2
238	и тем	3	2
239	ни в	1	2
240	само собою	2	2
241	от него	4	2
242	в развитии	1	2
243	должно быть	2	2
244	лучше всего	1	2
245	том что	8	2
246	в этих	3	2
247	не так	3	2
248	во второй	1	2
249	в отличие	1	2
250	должны были	1	2
251	и звук	4	2
252	их в	2	2
253	тому что	2	2
254	значение слова	1	2
255	тем самым	4	2
256	для определения	1	2
257	с теми	2	2
258	и другое	4	2
259	самого начала	2	2
260	не имеет	6	2
261	находится в	3	2
262	никогда не	4	2
263	на котором	1	2
264	слова как	1	2
265	этих двух	1	2
266	как она	1	2
267	точке зрения	2	2
268	есть только	6	2
269	чтобы сделать	1	2
270	самом предмете	1	2
271	что на	3	2
272	и это	2	2
273	и о	1	2
274	на нем	1	2
275	в ее	1	2
276	и от	3	2
277	с самого	2	2
278	и совершенно	1	2
279	времени и	1	2
280	было в	2	2
281	сам он	1	2
282	мы в	3	2
283	с ним	5	2
284	в применении	1	2
285	между тем	6	2
286	мы ни	1	2
287	это не	3	2
288	ней все	1	2
289	если это	2	2
290	языка мы	2	2
291	этом смысле	2	2
292	один из	2	2
293	с ними	3	2
294	или же	7	2
295	звук и	6	2
296	не будет	1	2
297	потому что	49	2
298	же и	1	2
299	с нею	2	2
300	при помощи	1	2
301	и других	2	2
302	в известной	1	2
303	в котором	4	2
304	сами по	7	2
305	слово как	2	2
306	со стороны	3	2
307	говорим о	1	2
308	а именно	1	2
309	значения в	1	2
310	между ними	2	2
311	что для	3	2
312	превращается в	2	2
313	ничем не	2	2
314	его как	1	2
315	ни на	1	2
316	можно будет	1	2
317	как это	2	2
318	в той	1	2
319	перехода от	2	2
320	применении к	1	2
321	как например	3	2
322	как предмет	1	2
323	но это	3	2
324	в чем	7	2
325	к другим	3	2
326	а к	2	2
327	слово в	1	2
328	сказать что	2	2
329	поэзии как	1	2
330	от всех	1	2
331	ее в	1	2
332	в таком	4	2
333	смысле что	1	2
334	которых не	1	1
335	говоря о	3	1
336	слова которые	1	1
337	таком случае	2	1
338	того же	14	1
339	языку и	1	1
340	и без	1	1
341	но тогда	1	1
342	но тем	3	1
343	на деле	3	1
344	нам кажется	4	1
345	что слово	2	1
346	собственном смысле	1	1
347	когда это	2	1
348	таком виде	1	1
349	обойтись без	1	1
350	которыми он	1	1
351	той же	3	1
352	каком мы	1	1
353	полагает что	3	1
354	есть не	5	1
355	и само	1	1
356	что если	6	1
357	содержания в	1	1
358	на место	1	1
359	из своих	1	1
360	звукового образа	1	1
361	этом не	1	1
362	что многие	2	1
363	можно различить	1	1
364	но она	3	1
365	языке звук	1	1
366	из того	1	1
367	которое не	1	1
368	но даже	3	1
369	степени как	1	1
370	которое в	1	1
371	и заставляет	1	1
372	как не	3	1
373	же что	3	1
374	в народных	1	1
375	себе что	1	1
376	при таких	3	1
377	без всякого	1	1
378	столько же	1	1
379	на их	1	1
380	и длительности	1	1
381	бы то	1	1
382	сознания а	1	1
383	но конечно	1	1
384	понятие символа	1	1
385	а тем	1	1
386	внутренняя форма	4	1
387	они имеют	2	1
388	мы будем	1	1
389	сходства с	1	1
390	характер они	1	1
391	смысле мы	1	1
392	только тогда	3	1
393	не дают	2	1
394	может доставить	1	1
395	нашего сознания	1	1
396	в фонетическом	1	1
397	что во	2	1
398	если она	1	1
399	общего с	2	1
400	как звук	1	1
401	дает нам	1	1
402	не изображает	1	1
403	языков но	1	1
404	и есть	2	1
405	а непосредственно	1	1
406	более или	8	1
407	в действительности	2	1
408	это определение	2	1
409	нет никакой	1	1
410	в этот	1	1
411	первой из	1	1
412	следует сделать	1	1
413	в нашем	2	1
414	бы не	5	1
415	которые в	1	1
416	думать что	3	1
417	что к	1	1
418	с их	1	1
419	и тот	2	1
420	был не	1	1
421	но он	2	1
422	имеем в	1	1
423	как он	4	1
424	на то	5	1
425	но на	2	1
426	дальше и	1	1
427	роли в	1	1
428	сам предмет	1	1
429	форма и	1	1
430	мы их	1	1
431	от всяких	1	1
432	связанные с	2	1
433	тем не	6	1
434	она входит	1	1
435	из нашего	1	1
436	и еще	1	1
437	звуку и	1	1
438	он должен	1	1
439	к одному	1	1
440	какие именно	1	1
441	ими в	2	1
442	и которые	1	1
443	том чтобы	1	1
444	слово или	1	1
445	из виду	1	1
446	и связанные	1	1
447	быть с	1	1
448	свою силу	1	1
449	и творческого	1	1
450	какой бы	1	1
451	смысле в	1	1
452	мы его	1	1
453	могла бы	3	1
454	же не	1	1
455	не скажет	1	1
456	тем в	1	1
457	вывести из	1	1
458	им как	1	1
459	же касается	1	1
460	в другом	2	1
461	связанных с	1	1
462	сказать в	2	1
463	же путем	2	1
464	на каком	1	1
465	или если	2	1
466	он есть	1	1
467	например с	2	1
468	между отдельными	1	1
469	кажется что	3	1
470	понимания значения	1	1
471	поэтому можно	1	1
472	человека на	1	1
473	в них	5	1
474	рядом с	3	1
475	и путем	1	1
476	случае мы	1	1
477	следует сказать	1	1
478	оно имеет	1	1
479	его слово	1	1
480	чем в	1	1
481	что восприятие	1	1
482	или менее	8	1
483	в эту	3	1
484	но если	2	1
485	том как	3	1
486	и при	3	1
487	здесь впервые	1	1
488	ли можно	1	1
489	быть названы	1	1
490	знаем что	1	1
491	что уже	1	1
492	все они	1	1
493	вопрос о	2	1
494	не будем	1	1
495	впечатления от	2	1
496	друг другу	1	1
497	по крайней	5	1
498	какое бы	1	1
499	не должно	2	1
500	другие если	1	1
501	значения но	1	1
502	в словах	3	1
503	бы быть	3	1
504	движения органов	4	1
505	как язык	1	1
506	не для	1	1
507	же такое	1	1
508	как смерть	1	1
509	и вся	1	1
510	если и	2	1
511	рода в	1	1
512	мысль без	1	1
513	а от	3	1
514	не менее	5	1
515	а а	2	1
516	она могла	1	1
517	есть а	1	1
518	дело в	1	1
519	и притом	3	1
520	к этим	1	1
521	на него	3	1
522	сколько и	1	1
523	и имеет	1	1
524	отличное от	2	1
525	не могло	1	1
526	вытекает из	2	1
527	нельзя не	1	1
528	все свои	2	1
529	нами совсем	1	1
530	есть разница	1	1
531	звуках в	1	1
532	близкий к	1	1
533	близки к	2	1
534	два различных	1	1
535	таким путем	4	1
536	этих последних	2	1
537	к ней	2	1
538	на те	1	1
539	во всем	2	1
540	далеко не	3	1
541	мы бы	2	1
542	и сами	4	1
543	для осуществления	1	1
544	только с	1	1
545	разложения и	1	1
546	многие из	1	1
547	одним из	1	1
548	у нас	2	1
549	представляется нам	5	1
550	нечто новое	2	1
551	во все	2	1
552	можно думать	2	1
553	и вполне	1	1
554	языке и	1	1
555	сравнительно с	4	1
556	и другой	1	1
557	и такие	1	1
558	похож на	1	1
559	что звуки	1	1
560	отличается от	1	1
561	требования и	1	1
562	слова с	1	1
563	в каждом	2	1
564	него как	1	1
565	ничего общего	1	1
566	на предмет	2	1
567	для образования	2	1
568	должен быть	1	1
569	для себя	1	1
570	существенное значение	1	1
571	легче чем	1	1
572	и образ	2	1
573	же так	1	1
574	свою очередь	6	1
575	но при	1	1
576	организме и	1	1
577	только при	1	1
578	уже потому	1	1
579	в собственном	2	1
580	только то	1	1
581	степени и	1	1
582	и сам	1	1
583	образование в	1	1
584	те же	3	1
585	это событие	2	1
586	во многом	1	1
587	этим в	1	1
588	это только	1	1
589	представлений и	3	1
590	на них	1	1
591	от действительных	1	1
592	к языку	4	1
593	стремление к	2	1
594	можно сказать	1	1
595	образом в	4	1
596	может в	2	1
597	только потому	2	1
598	другому в	1	1
599	по-видимому и	1	1
600	слова из	1	1
601	так оно	1	1
602	где оно	2	1
603	это влияние	1	1
604	о том	5	1
605	и поэтому	2	1
606	и та	1	1
607	затем чтобы	1	1
608	что каждый	1	1
609	до сих	4	1
610	с одной	4	1
611	на что	1	1
612	что его	3	1
613	звуков в	2	1
614	время не	1	1
615	по их	1	1
616	всего можно	1	1
617	связанной с	1	1
618	и во	3	1
619	образом мы	2	1
620	все в	1	1
621	всего на	1	1
622	организма и	1	1
623	теперь уже	2	1
624	как предмета	1	1
625	языке от	1	1
626	крайней мере	5	1
627	и ни	1	1
628	движения в	2	1
629	слов и	1	1
630	и были	1	1
631	сознания таким	1	1
632	отлично от	1	1
633	и следовательно	2	1
634	совсем в	1	1
635	может иметь	1	1
636	имеет места	1	1
637	и самые	1	1
638	не зная	2	1
639	в организме	2	1
640	ровно ничего	1	1
641	содержания но	1	1
642	большей или	1	1
643	быть при	1	1
644	в большей	1	1
645	или меньшей	1	1
646	тот же	5	1
647	связей с	1	1
648	в себе	10	1
649	на смысл	1	1
650	и звуком	1	1
651	к их	1	1
652	и действительно	1	1
653	непосредственно из	1	1
654	это стремление	1	1
655	и так	1	1
656	их не	1	1
657	от них	3	1
658	так что	10	1
659	что язык	2	1
660	для всех	1	1
661	конечно не	1	1
662	не можем	6	1
663	указания на	4	1
664	звуков и	5	1
665	и понимание	1	1
666	себе в	3	1
667	никто не	1	1
668	пока не	1	1
669	не находит	1	1
670	в порядок	2	1
671	содержание и	1	1
672	с этими	1	1
673	к ним	1	1
674	но что	2	1
675	сама по	2	1
676	перейти к	1	1
677	этой задачи	1	1
678	это будет	3	1
679	она начинает	1	1
680	иначе чем	1	1
681	с другим	1	1
682	имеет и	1	1
683	без понимания	1	1
684	за пределы	2	1
685	звука здесь	1	1
686	по своим	1	1
687	тот который	1	1
688	к которому	2	1
689	в свою	6	1
690	слово с	2	1
691	в природе	5	1
692	один и	1	1
693	имеет место	2	1
694	что будет	1	1
695	предмет на	1	1
696	между значением	1	1
697	а на	1	1
698	из тех	1	1
699	физиологическими законами	1	1
700	зависит от	2	1
701	стремится к	1	1
702	не на	2	1
703	и непосредственно	1	1
704	именно так	1	1
705	слова для	2	1
706	остается и	1	1
707	в ущерб	1	1
708	что из	1	1
709	которые так	1	1
710	тем с	1	1
711	есть создание	1	1
712	если не	4	1
713	уже созданное	1	1
714	связь с	1	1
715	каким мы	3	1
716	изображает и	1	1
717	так же	2	1
718	другая сторона	1	1
719	в тюрьму	1	1
720	оно только	1	1
721	но такое	1	1
722	к своему	1	1
723	влияния на	2	1
724	в звуке	10	1
725	одной стороны	3	1
726	для обозначения	2	1
727	а если	1	1
728	смысле этого	3	1
729	доказывает только	1	1
730	в первой	1	1
731	как средство	1	1
732	к определению	1	1
733	одного к	2	1
734	этого слова	6	1
735	восприятие в	2	1
736	этом случае	1	1
737	между людьми	1	1
738	в условиях	1	1
739	той мере	1	1
740	сих пор	4	1
741	но для	1	1
742	всего его	1	1
743	должны быть	4	1
744	виду что	1	1
745	под влиянием	8	1
746	которая тем	1	1
747	независимое от	1	1
748	другой как	1	1
749	в более	1	1
750	при таком	1	1
751	язык но	1	1
752	форма слова	2	1
753	которые первоначально	2	1
754	п однако	1	1
755	чтобы понять	1	1
756	как для	2	1
757	не встречается	1	1
758	в данное	2	1
759	для нас	31	1
760	не имея	1	1
761	собственно говоря	1	1
762	из себя	2	1
763	было на	1	1
764	значение звука	1	1
765	вообще в	1	1
766	как явление	1	1
767	мы должны	2	1
768	же оно	1	1
769	или не	5	1
770	же в	5	1
771	нельзя отказать	1	1
772	не дает	2	1
773	не от	5	1
774	не нашим	1	1
775	помощи этого	1	1
776	к самому	1	1
777	его к	1	1
778	нам не	2	1
779	и начинается	1	1
780	в какие	1	1
781	только как	6	1
782	о звуке	2	1
783	нет но	3	1
784	в последнем	1	1
785	мере в	1	1
786	только о	1	1
787	в трех	1	1
788	мы указали	1	1
789	в каком	3	1
790	значения звуков	1	1
791	можно назвать	2	1
792	но эти	2	1
793	как на	3	1
794	случае если	1	1
795	в своих	1	1
796	то оно	1	1
797	им и	1	1
798	которая не	1	1
