N	2gram	Tiupa_Vved_1	Myshleni
150	имеет в	1	3
151	в этот	2	3
152	из этих	3	3
153	он не	3	3
154	в первой	1	3
155	содержит в	1	3
156	наших глазах	1	3
157	и по	3	3
158	так и	8	3
159	речи или	1	3
160	об этом	4	3
161	с другими	1	3
162	мы видели	2	3
163	обратимся к	2	3
164	для него	3	3
165	в своей	5	3
166	втором случае	1	3
167	тем не	3	3
168	состоит в	10	3
169	по себе	2	3
170	на котором	1	3
171	в основе	3	3
172	но только	1	3
173	пути и	1	3
174	во всем	1	3
175	каждой из	1	3
176	этом отношении	4	3
177	только по	1	3
178	его с	2	3
179	но также	2	3
180	с собой	1	3
181	мог бы	1	3
182	речь как	1	3
183	с ним	3	3
184	во втором	2	3
185	что и	2	3
186	это не	6	3
187	к нему	1	3
188	мы видим	1	3
189	есть в	2	3
190	только на	1	3
191	представить себе	2	3
192	мы можем	2	3
193	как раз	2	3
194	и потому	1	3
195	и о	1	3
196	но это	3	3
197	все это	1	3
198	чем дело	1	3
199	не является	3	3
200	слова но	2	3
201	в пределе	1	3
202	между ними	1	3
203	первом случае	1	3
204	в то	4	3
205	и состоит	1	3
206	речь является	1	3
207	как известно	1	2
208	одним из	5	2
209	также и	4	2
210	мере в	2	2
211	то в	1	2
212	и до	1	2
213	выражается в	1	2
214	на первом	1	2
215	становится совершенно	1	2
216	благодаря тому	1	2
217	это отношение	1	2
218	мы и	2	2
219	этого термина	1	2
220	и он	1	2
221	процесс развития	1	2
222	столь же	1	2
223	конечном счете	1	2
224	ответ на	1	2
225	отношение к	2	2
226	отличие от	2	2
227	друг от	1	2
228	от основного	1	2
229	относится к	1	2
230	идет о	1	2
231	перед нами	6	2
232	зрения как	1	2
233	о человеке	1	2
234	в случае	2	2
235	на его	1	2
236	в нем	5	2
237	котором мы	1	2
238	значение в	1	2
239	лишь в	2	2
240	речью и	1	2
241	которого не	1	2
242	о которых	1	2
243	несмотря на	1	2
244	в этих	3	2
245	во время	1	2
246	но если	1	2
247	эти момента	1	2
248	в их	1	2
249	в отличие	2	2
250	в которых	1	2
251	форма речи	2	2
252	должны были	2	2
253	но он	1	2
254	том же	1	2
255	даже в	1	2
256	в отношении	1	2
257	можно ли	1	2
258	сущности говоря	1	2
259	не имеет	2	2
260	того как	1	2
261	это мы	1	2
262	у нас	1	2
263	есть только	1	2
264	ли не	2	2
265	как для	2	2
266	в работах	1	2
267	если же	1	2
268	с ее	1	2
269	от друга	1	2
270	что все	1	2
271	свою очередь	4	2
272	человеческого сознания	2	2
273	можно было	2	2
274	здесь как	1	2
275	по природе	1	2
276	работы что	1	2
277	нее есть	1	2
278	ситуации и	3	2
279	внимание на	3	2
280	одного из	3	2
281	в математике	1	2
282	входит в	1	2
283	в конечном	1	2
284	во всей	1	2
285	наконец в	1	2
286	в современной	3	2
287	один из	3	2
288	которое мы	1	2
289	и ее	1	2
290	уже в	1	2
291	его и	1	2
292	только к	1	2
293	только одно	1	2
294	вовсе не	1	2
295	случае не	1	2
296	что на	2	2
297	по своим	3	2
298	в свою	4	2
299	что не	1	2
300	что для	1	2
301	которых мы	1	2
302	не исключает	1	2
303	речи хотя	1	2
304	именно поэтому	1	2
305	и она	1	2
306	границы между	2	2
307	к его	3	2
308	сути дела	1	2
309	из которых	1	2
310	наряду с	2	2
311	могут быть	4	2
312	что же	3	2
313	слове но	1	2
314	благодаря этому	1	2
315	той мере	2	2
316	этом и	2	2
317	не мог	1	2
318	но с	1	2
319	она может	1	2
320	или в	1	2
321	для нас	2	2
322	а в	6	2
323	от ее	1	2
324	может и	1	2
325	в период	1	2
326	из этого	1	2
327	но именно	1	2
328	к этой	1	2
329	в речь	2	2
330	в своих	2	2
331	к этому	2	2
332	во всяком	1	2
333	о каких	1	1
334	например в	2	1
335	начинается с	1	1
336	увидим ниже	1	1
337	которого в	1	1
338	того же	1	1
339	он может	1	1
340	переход от	1	1
341	к своей	1	1
342	бы для	1	1
343	и полагает	1	1
344	может оказаться	1	1
345	высшей степени	2	1
346	с детьми	3	1
347	в зависимости	1	1
348	живой речи	1	1
349	этом направлении	1	1
350	в несколько	1	1
351	а как	1	1
352	полагает что	1	1
353	в словесной	1	1
354	мы имеем	5	1
355	от первой	1	1
356	нашу мысль	1	1
357	может входить	1	1
358	нам в	1	1
359	именно к	1	1
360	но сами	1	1
361	во внутреннем	1	1
362	он как	1	1
363	на глазах	1	1
364	в каждый	1	1
365	но она	1	1
366	что иное	1	1
367	зависимости от	1	1
368	самое последнее	1	1
369	двух или	3	1
370	или трех	1	1
371	иное как	1	1
372	что несколько	1	1
373	место слияние	1	1
374	сказать и	1	1
375	как правило	6	1
376	но как	1	1
377	а только	1	1
378	точка зрения	3	1
379	к которой	1	1
380	друг на	1	1
381	его развития	1	1
382	нет как	1	1
383	ее судьба	1	1
384	которые не	1	1
385	отнюдь не	7	1
386	в центре	2	1
387	если она	2	1
388	в своем	5	1
389	образцом для	1	1
390	дистанция между	2	1
391	мы тем	1	1
392	мысль о	1	1
393	и понимания	2	1
394	в образовании	1	1
395	период в	1	1
396	за собой	1	1
397	к чему	1	1
398	та же	1	1
399	себя с	1	1
400	применительно к	1	1
401	тому же	4	1
402	в ответ	1	1
403	бы не	2	1
404	еще один	1	1
405	что к	1	1
406	с их	1	1
407	и смысловая	1	1
408	и тот	1	1
409	в речевой	2	1
410	в ряду	2	1
411	но на	2	1
412	вследствие этого	3	1
413	при этом	26	1
414	перестает быть	1	1
415	всех этих	1	1
416	не как	2	1
417	новое и	1	1
418	чтобы в	1	1
419	подобно тому	2	1
420	на этом	1	1
421	так например	1	1
422	заключает в	1	1
423	по аналогии	1	1
424	еще более	1	1
425	что является	1	1
426	в работе	1	1
427	в сторону	1	1
428	в совершенно	1	1
429	вместо того	2	1
430	времени и	7	1
431	в единую	1	1
432	в данной	2	1
433	по выражению	2	1
434	не умеет	1	1
435	или образом	1	1
436	следует рассматривать	1	1
437	свести к	1	1
438	должен был	1	1
439	это ее	1	1
440	участия в	2	1
441	для них	3	1
442	о которой	2	1
443	в высшей	2	1
444	все равно	2	1
445	соответствии с	6	1
446	к которым	1	1
447	этого не	1	1
448	на друга	1	1
449	говорится о	1	1
450	его слово	1	1
451	как целого	1	1
452	ключ к	1	1
453	к их	1	1
454	еще в	2	1
455	иначе говоря	6	1
456	как таковой	1	1
457	не к	4	1
458	бы мы	1	1
459	что я	1	1
460	от его	1	1
461	несет на	1	1
462	в одном	1	1
463	остается вне	1	1
464	их названий	1	1
465	их в	2	1
466	исследовательской работы	2	1
467	что есть	1	1
468	возникает в	1	1
469	оно так	1	1
470	дело не	1	1
471	одна из	4	1
472	на себе	1	1
473	и сама	1	1
474	как показывают	1	1
475	говорить о	2	1
476	в структуре	1	1
477	не могло	2	1
478	не имели	2	1
479	хотя ни	1	1
480	в разных	1	1
481	как формы	1	1
482	и соответственно	2	1
483	снова в	1	1
484	а во	1	1
485	всего на	1	1
486	это сделать	1	1
487	вперед и	1	1
488	другой стороны	2	1
489	на него	2	1
490	стихотворение но	1	1
491	так сказать	2	1
492	приближается к	1	1
493	ли это	2	1
494	детей не	1	1
495	речь это	1	1
496	и оно	2	1
497	для его	1	1
498	т.е в	1	1
499	оно может	1	1
500	но при	5	1
501	и сами	2	1
502	здесь не	2	1
503	на основе	1	1
504	как по	2	1
505	по сути	2	1
506	всей своей	2	1
507	степени и	1	1
508	к анализу	1	1
509	начала и	2	1
510	к первому	1	1
511	он сам	1	1
512	из одного	1	1
513	моменты не	1	1
514	и т.д	5	1
515	имеем дело	3	1
516	до их	1	1
517	не поддается	1	1
518	же самым	1	1
519	вследствие того	1	1
520	самому себе	1	1
521	аналогии с	1	1
522	и вследствие	2	1
523	между тем	1	1
524	возникает и	2	1
525	от них	1	1
526	место в	2	1
527	без которого	1	1
528	в форме	1	1
529	в другой	1	1
530	другого в	1	1
531	также в	1	1
532	не тот	1	1
533	а именно	1	1
534	и мы	1	1
535	происходит в	1	1
536	этом смысле	1	1
537	можем вернуться	1	1
538	но так	1	1
539	известно что	1	1
540	в двух	1	1
541	и представляет	2	1
542	дело с	2	1
543	мысль которая	1	1
544	мы увидим	1	1
545	проникнуть в	1	1
546	речь возникает	1	1
547	и после	1	1
548	который в	2	1
549	всяком случае	1	1
550	и матери	1	1
551	в виде	1	1
552	ее из	1	1
553	предполагает наличие	1	1
554	из них	1	1
555	сказано в	1	1
556	не так	1	1
557	в прозе	1	1
558	одна только	1	1
559	слова во	1	1
560	для меня	1	1
561	к ним	2	1
562	собой не	1	1
563	как его	2	1
564	у него	1	1
565	и бесконечно	1	1
566	само по	1	1
567	заметить что	1	1
568	как будто	4	1
569	в случаях	2	1
570	в них	2	1
571	это развитие	1	1
572	на стороне	1	1
573	или иной	3	1
574	с торжеством	1	1
575	представляют собой	3	1
576	ни о	1	1
577	этом пути	1	1
578	от первого	1	1
579	и создает	1	1
580	к которому	2	1
581	с той	1	1
582	а с	2	1
583	принадлежит не	1	1
584	в соответствии	6	1
585	связано с	3	1
586	не было	2	1
587	на этот	1	1
588	и внутренне	1	1
589	только от	1	1
590	в живой	1	1
591	воззрения на	1	1
592	в неразрывном	1	1
593	ситуации с	1	1
594	особенностей и	1	1
595	ближе к	1	1
596	он и	2	1
597	принадлежности к	1	1
598	в связи	1	1
599	но оно	1	1
600	связь с	1	1
601	в частности	13	1
602	и особенно	1	1
603	у детей	1	1
604	спорить но	1	1
605	предположить что	1	1
606	к великому	1	1
607	тому как	2	1
608	находятся в	1	1
609	слов в	1	1
610	исходя из	2	1
611	быть не	4	1
612	внимания на	1	1
613	при условии	1	1
614	на следующем	1	1
615	говоря это	2	1
616	числе и	1	1
617	однако не	1	1
618	по характеру	1	1
619	которой он	1	1
620	не сумел	2	1
621	истории но	1	1
622	к другим	1	1
623	в литературе	2	1
624	случае он	1	1
625	оно и	1	1
626	при таком	1	1
627	первом и	1	1
628	имеет дело	1	1
629	в результате	3	1
630	о котором	2	1
631	а к	3	1
632	хотя и	7	1
633	и все	4	1
634	той или	3	1
635	не должен	1	1
636	могу и	1	1
637	но зато	1	1
638	все они	2	1
639	же в	1	1
640	в равной	1	1
641	года до	1	1
642	человека не	1	1
643	необходимо должна	1	1
644	отношении к	1	1
645	непосредственно как	1	1
646	к ее	3	1
647	по поводу	2	1
648	оно совершается	1	1
649	самой своей	1	1
650	жизни а	1	1
651	все люди	1	1
652	не что	1	1
653	к моменту	1	1
654	что такое	18	1
655	но эти	1	1
656	в таком	1	1
657	том числе	1	1
658	они не	1	1
659	которая не	2	1
