N	2gram	Medvedev_F_2	Tvorches
251	произведения то	1	1
252	но даже	1	1
253	становится объектом	1	1
254	то это	3	1
255	из ее	1	1
256	себе а	2	1
257	по этому	2	1
258	он был	2	1
259	иное как	1	1
260	столь же	2	1
261	бы то	1	1
262	как один	1	1
263	во всех	5	1
264	в сюжете	3	1
265	сознания а	1	1
266	иного рода	1	1
267	совсем не	2	1
268	литературы с	2	1
269	к сожалению	2	1
270	из возможных	1	1
271	в истории	6	1
272	с этим	5	1
273	для создания	2	1
274	в художественном	2	1
275	более и	1	1
276	романов из	1	1
277	кроме того	2	1
278	и где	1	1
279	сознания в	1	1
280	целый ряд	1	1
281	его к	1	1
282	и к	4	1
283	в действительности	1	1
284	нет никакой	1	1
285	отнесены к	1	1
286	в этот	1	1
287	как отрицание	1	1
288	за собой	1	1
289	при таком	1	1
290	со своей	2	1
291	что это	3	1
292	он в	2	1
293	все эти	6	1
294	чуть ли	1	1
295	так в	3	1
296	многое в	1	1
297	им в	1	1
298	своей теории	1	1
299	особое место	1	1
300	имеем в	1	1
301	если он	1	1
302	рассказе и	1	1
303	больше всего	1	1
304	связанные с	1	1
305	в статье	4	1
306	своем развитии	2	1
307	да и	1	1
308	т д	5	1
309	этих основных	1	1
310	анализ самого	1	1
311	всех этих	3	1
312	как средство	1	1
313	к одному	1	1
314	не к	2	1
315	на этом	2	1
316	в основу	2	1
317	то ни	2	1
318	укладываются в	1	1
319	же не	1	1
320	значение в	1	1
321	им как	1	1
322	же касается	1	1
323	поэтому мы	1	1
324	его не	2	1
325	и чтобы	1	1
326	его в	3	1
327	это было	3	1
328	который и	1	1
329	было бы	6	1
330	роль в	3	1
331	по мысли	1	1
332	связанным с	1	1
333	более широком	1	1
334	за ней	1	1
335	ни в	2	1
336	для них	3	1
337	в них	1	1
338	все равно	1	1
339	с тем	11	1
340	он и	3	1
341	нигде не	2	1
342	не заметить	1	1
343	иногда в	1	1
344	чем в	1	1
345	без этой	1	1
346	на первый	2	1
347	можно только	1	1
348	отрыве от	1	1
349	и ее	6	1
350	к истории	1	1
351	центр тяжести	2	1
352	именно и	1	1
353	же это	2	1
354	быть названы	1	1
355	к предмету	3	1
356	не от	1	1
357	впечатления от	1	1
358	развивается и	1	1
359	борьбу с	1	1
360	и более	2	1
361	как от	1	1
362	его до	1	1
363	по себе	7	1
364	тому что	2	1
365	этой области	1	1
366	ему как	1	1
367	а от	1	1
368	нового материала	1	1
369	однако уже	1	1
370	что эта	2	1
371	и другое	2	1
372	в смысле	1	1
373	не имеет	2	1
374	ее с	2	1
375	к этим	1	1
376	на него	1	1
377	в процессе	9	1
378	в плане	2	1
379	и имеет	1	1
380	это еще	1	1
381	все без	2	1
382	для всего	2	1
383	нельзя не	1	1
384	все свои	1	1
385	слово и	2	1
386	не вполне	1	1
387	действительности но	1	1
388	учения о	1	1
389	всего на	1	1
390	это из	1	1
391	в русском	1	1
392	как она	2	1
393	в другую	1	1
394	и учение	1	1
395	эта тенденция	1	1
396	не похож	1	1
397	для осуществления	1	1
398	только с	1	1
399	одним словом	4	1
400	социальных связей	1	1
401	быть к	1	1
402	в области	3	1
403	события но	1	1
404	у нас	1	1
405	уже о	1	1
406	не могут	7	1
407	относиться к	1	1
408	мы узнаем	1	1
409	но все	3	1
410	в других	7	1
411	здесь они	1	1
412	стремлением к	1	1
413	что оно	4	1
414	что на	2	1
415	не есть	3	1
416	имеет место	1	1
417	оно не	4	1
418	если же	2	1
419	она не	2	1
420	и это	2	1
421	в раннем	1	1
422	и о	2	1
423	в конце	2	1
424	самого процесса	1	1
425	свою очередь	1	1
426	но при	1	1
427	вывод что	1	1
428	и самим	1	1
429	всего этого	5	1
430	в ее	2	1
431	он просто	1	1
432	другой стороны	4	1
433	в собственном	1	1
434	так на	1	1
435	только то	1	1
436	и пространство	2	1
437	особенно в	3	1
438	русского литературного	2	1
439	ли и	1	1
440	сам не	1	1
441	не лучше	1	1
442	в эпоху	2	1
443	к языку	1	1
444	в таком	2	1
445	это объясняется	1	1
446	и здесь	3	1
447	и должно	5	1
448	что каждый	1	1
449	предела к	1	1
450	кажется что	1	1
451	вопросу о	1	1
452	к нему	3	1
453	в отрыве	1	1
454	литературе о	1	1
455	том или	1	1
456	и всю	1	1
457	между тем	2	1
458	от них	1	1
459	выводов из	1	1
460	была бы	3	1
461	не чувствует	1	1
462	и каждого	1	1
463	язык в	2	1
464	движения в	1	1
465	все время	6	1
466	и самые	1	1
467	в современной	1	1
468	сделает его	1	1
469	он стал	1	1
470	как он	1	1
471	с ними	2	1
472	и действительно	1	1
473	должен был	2	1
474	метода не	1	1
475	их не	1	1
476	человека во	1	1
477	с одной	1	1
478	вся эта	1	1
479	в эти	1	1
480	характерной для	1	1
481	совершенно естественно	1	1
482	для всех	1	1
483	если мы	5	1
484	то и	3	1
485	на этих	1	1
486	в школе	2	1
487	мышления и	1	1
488	мы знаем	3	1
489	ведь это	1	1
490	в прозе	1	1
491	он весь	1	1
492	сами по	2	1
493	и со	1	1
494	не совпадают	1	1
495	ее не	1	1
496	к ним	1	1
497	но что	1	1
498	отметить что	2	1
499	того социального	1	1
500	тем что	8	1
501	не обладает	1	1
502	лишь один	1	1
503	даже и	4	1
504	рассказа не	1	1
505	не было	6	1
506	без всякой	3	1
507	с другим	1	1
508	до сих	1	1
509	нежели у	1	1
510	к которому	1	1
511	для этого	2	1
512	чем он	4	1
513	было и	2	1
514	в стремлении	1	1
515	с описанием	1	1
516	исходит из	1	1
517	элементов и	1	1
518	естественно что	1	1
519	шкловский в	1	1
520	что бы	1	1
521	и их	3	1
522	превращается в	2	1
523	одной стороны	1	1
524	связи с	13	1
525	а на	1	1
526	на этот	1	1
527	а наоборот	3	1
528	и самый	1	1
529	не на	1	1
530	есть лишь	2	1
531	к уже	1	1
532	в руках	1	1
533	а так	1	1
534	о чем	1	1
535	идет в	1	1
536	нет есть	1	1
537	этот принцип	1	1
538	в последующем	1	1
539	для контраста	1	1
540	с помощью	10	1
541	связь с	1	1
542	как это	2	1
543	о возможности	3	1
544	установкой на	2	1
545	а если	1	1
546	есть только	2	1
547	во все	1	1
548	что же	5	1
549	сравнительно с	1	1
550	можно допустить	1	1
551	материал для	1	1
552	ли не	1	1
553	слова и	7	1
554	всякой иронии	1	1
555	которому стремится	1	1
556	художественное произведение	2	1
557	и некоторые	1	1
558	в литературу	1	1
559	сих пор	1	1
560	о его	1	1
561	отличается от	1	1
562	определяющие ее	1	1
563	в возможность	1	1
564	как раз	6	1
565	к вопросу	1	1
566	среда и	1	1
567	и сам	1	1
568	в более	1	1
569	сведено к	1	1
570	форм и	1	1
571	тормозя действие	1	1
572	в связи	10	1
573	но на	1	1
574	основе этой	2	1
575	их все	1	1
576	в настоящее	1	1
577	не встречается	1	1
578	с установкой	1	1
579	от него	2	1
580	себе что	1	1
581	не дают	1	1
582	конце концов	2	1
583	мы должны	1	1
584	ее основных	1	1
585	поступательного движения	1	1
586	все они	1	1
587	стихотворения и	1	1
588	же в	1	1
589	хотя в	1	1
590	в искусстве	2	1
591	некоторых сторон	1	1
592	гоголь и	1	1
593	в целях	2	1
594	путем введения	1	1
595	это все	1	1
596	этот вопрос	2	1
597	только как	1	1
598	от всех	2	1
599	была совершенно	1	1
600	равно как	2	1
601	такое представление	2	1
602	к его	2	1
603	жизни а	1	1
604	о литературе	3	1
605	не что	1	1
606	т е	26	1
607	героя в	1	1
608	в какой	3	1
609	о нем	1	1
610	но эти	1	1
611	именно здесь	2	1
612	он лишь	1	1
613	с самим	1	1
