N	2gram	Vygotskiy__1	VrazhdaK
164	эту проблему	3	1
165	то в	1	1
166	в самом	7	1
167	прямое выражение	1	1
168	что это	3	1
169	в целом	20	1
170	что же	1	1
171	выражение в	1	1
172	как он	3	1
173	он всегда	1	1
174	не могла	1	1
175	в свет	1	1
176	от которого	1	1
177	которой не	1	1
178	высшей степени	4	1
179	в первой	1	1
180	ключ к	2	1
181	всех этих	2	1
182	чем у	1	1
183	в силу	6	1
184	приведенного выше	1	1
185	в плане	1	1
186	из него	1	1
187	всего то	1	1
188	одно и	2	1
189	есть все	2	1
190	самим собой	1	1
191	заключается в	8	1
192	было бы	4	1
193	на пороге	2	1
194	вопрос и	2	1
195	в жизни	1	1
196	из первых	1	1
197	в высшей	4	1
198	соответствии с	1	1
199	эта попытка	1	1
200	которой он	1	1
201	его поведении	1	1
202	их общий	1	1
203	в развитии	12	1
204	такой же	3	1
205	которую он	1	1
206	в этих	2	1
207	всяком случае	3	1
208	этому же	1	1
209	вторая часть	1	1
210	представление о	2	1
211	ее для	1	1
212	тем не	1	1
213	по крайней	1	1
214	не могли	2	1
215	что этот	2	1
216	раз и	1	1
217	вплоть до	1	1
218	тем самым	5	1
219	что эта	2	1
220	человека но	1	1
221	отражает и	1	1
222	это дает	1	1
223	в какую-то	1	1
224	не имеет	2	1
225	в процессе	8	1
226	как о	1	1
227	только не	1	1
228	следовательно и	1	1
229	ничего не	3	1
230	того как	2	1
231	того в	1	1
232	в другую	1	1
233	более что	1	1
234	он хочет	1	1
235	по своей	5	1
236	потому что	6	1
237	этом отношении	4	1
238	в каком	3	1
239	вот в	1	1
240	следует рассматривать	1	1
241	тем это	1	1
242	только от	1	1
243	могут быть	3	1
244	во все	1	1
245	ли не	1	1
246	отличается от	1	1
247	мы начали	1	1
248	постановки вопроса	1	1
249	с ее	1	1
250	свою очередь	3	1
251	в ее	2	1
252	не могло	3	1
253	сторону в	1	1
254	но мы	1	1
255	то время	5	1
256	способности к	1	1
257	так и	5	1
258	на нее	2	1
259	не с	2	1
260	ясно что	2	1
261	живет в	1	1
262	еще в	1	1
263	во второй	1	1
264	короче говоря	2	1
265	чисто внешнее	1	1
266	может в	1	1
267	во всяком	3	1
268	приближается к	1	1
269	до сих	4	1
270	но об	1	1
271	единства и	1	1
272	как эта	1	1
273	об известном	1	1
274	нас в	1	1
275	вопросу о	1	1
276	во всех	3	1
277	от них	2	1
278	полагали что	1	1
279	из своего	1	1
280	во всей	4	1
281	я вижу	1	1
282	в форме	1	1
283	крайней мере	1	1
284	все основания	2	1
285	возникает вопрос	1	1
286	вслед за	2	1
287	также в	1	1
288	в свете	4	1
289	если это	2	1
290	этом смысле	1	1
291	один из	2	1
292	но с	1	1
293	сразу же	1	1
294	что только	1	1
295	оказалось что	1	1
296	за исключением	1	1
297	в предисловии	1	1
298	во всем	3	1
299	то он	1	1
300	назад в	1	1
301	в предшествующей	1	1
302	в качестве	9	1
303	сколько в	1	1
304	мы бы	1	1
305	своим собственным	1	1
306	тем чтобы	1	1
307	целого ряда	1	1
308	хотя в	1	1
309	а это	1	1
310	между обоими	1	1
311	что для	5	1
312	искать в	1	1
313	в известной	2	1
314	мы находим	3	1
315	в одном	4	1
316	и никогда	1	1
317	как при	1	1
318	не просто	1	1
319	от того	6	1
320	гораздо больше	1	1
321	связан с	5	1
322	нужно было	1	1
323	и речи	38	1
324	и из	1	1
325	с другой	10	1
326	именно в	6	1
327	что тот	1	1
328	прежде всего	10	1
329	выше и	2	1
330	в соответствии	1	1
331	у человека	1	1
332	на этот	3	1
333	целым рядом	1	1
334	до конца	1	1
335	в ту	2	1
336	одну из	4	1
337	что из	1	1
338	себя на	1	1
339	с помощью	13	1
340	в частности	2	1
341	с первого	1	1
342	человека к	2	1
343	или по	1	1
344	из которых	3	1
345	предположить что	1	1
346	не дают	1	1
347	в ответ	1	1
348	того что	15	1
349	известном смысле	2	1
350	сих пор	4	1
351	в основном	1	1
352	с последним	1	1
353	между прочим	1	1
354	но для	1	1
355	под влиянием	2	1
356	к вопросу	2	1
357	ближе к	2	1
358	более того	1	1
359	и от	3	1
360	но на	1	1
361	о котором	2	1
362	это как	1	1
363	человек и	1	1
364	хотя и	2	1
365	бы в	5	1
366	конце концов	1	1
367	только что	4	1
368	можно признать	1	1
369	отношении к	1	1
370	только как	1	1
371	другой стороны	9	1
372	что тип	1	1
373	из этого	5	1
374	за шагом	2	1
375	жизни и	2	1
376	к этой	1	1
377	помощью которых	1	1
378	который не	1	1
379	как на	4	1
380	в таком	1	1
381	точно так	1	1
382	все что	1	1
