N	2gram	Bakhtin_Pr_2	Poddanst
103	в жизни	3	2
104	в них	4	2
105	не было	1	2
106	а не	7	2
107	должно быть	4	2
108	в эту	3	2
109	в европе	1	2
110	друг другу	1	2
111	что из	1	2
112	не менее	3	2
113	все это	5	2
114	не о	1	2
115	одна из	2	2
116	русский народ	1	2
117	слова но	2	2
118	да и	5	2
119	еще более	2	2
120	тем более	1	2
121	для нас	2	2
122	как на	1	2
123	том числе	1	2
124	также и	3	1
125	глубоко в	1	1
126	же как	1	1
127	с другом	4	1
128	и через	1	1
129	и то	2	1
130	оказаться в	1	1
131	тем же	2	1
132	и этим	3	1
133	в себя	3	1
134	идет речь	1	1
135	в рамки	1	1
136	должна быть	3	1
137	собственном смысле	1	1
138	стремиться к	1	1
139	на нее	1	1
140	те же	1	1
141	не с	1	1
142	особенно в	2	1
143	по природе	1	1
144	и среди	2	1
145	и само	1	1
146	еще в	1	1
147	для этого	2	1
148	к пределу	1	1
149	в собственном	1	1
150	ослабевает и	1	1
151	на себя	2	1
152	могут стать	1	1
153	воспринимает не	1	1
154	с ее	1	1
155	и ее	3	1
156	слова о	2	1
157	в некотором	1	1
158	мы и	2	1
159	эти явления	1	1
160	и здесь	3	1
161	вопроса и	1	1
162	может не	1	1
163	настоящее время	2	1
164	и что	5	1
165	литературы и	1	1
166	еще не	9	1
167	были бы	1	1
168	и на	10	1
169	он был	3	1
170	в различных	3	1
171	с его	4	1
172	это имеет	1	1
173	и главное	1	1
174	различия между	1	1
175	смысле не	1	1
176	и необходимы	1	1
177	что и	3	1
178	отличие от	4	1
179	е если	1	1
180	в рамках	1	1
181	не входят	2	1
182	и мир	1	1
183	вот как	4	1
184	все же	3	1
185	в законченные	1	1
186	и слова	2	1
187	мы видим	1	1
188	и критика	1	1
189	более или	3	1
190	в какой	1	1
191	необходимы и	1	1
192	в самом	7	1
193	но как	1	1
194	бы и	2	1
195	что это	2	1
196	решают вопроса	1	1
197	у каждого	1	1
198	из этих	2	1
199	если мы	2	1
200	именно на	1	1
201	в эти	1	1
202	человека с	1	1
203	себя в	3	1
204	под его	1	1
205	к у	1	1
206	переходит в	2	1
207	только один	1	1
208	уже в	2	1
209	в большинстве	9	1
210	только на	3	1
211	на то	5	1
212	но на	2	1
213	в мир	1	1
214	не могла	1	1
215	и знать	1	1
216	т д	4	1
217	к миру	2	1
218	из этой	1	1
219	народ русский	1	1
220	мы знаем	1	1
221	мир в	1	1
222	не как	6	1
223	свои собственные	1	1
224	иначе как	1	1
225	друг друга	1	1
226	мы можем	2	1
227	и только	3	1
228	само по	1	1
229	каждый из	2	1
230	и по	1	1
231	дело идет	1	1
232	каждого слова	1	1
233	с собой	4	1
234	одно и	2	1
235	от нее	1	1
236	в каждом	11	1
237	а затем	2	1
238	они составляют	1	1
239	из двух	1	1
240	или иной	3	1
241	на этой	1	1
242	большинстве случаев	8	1
243	его в	3	1
244	и тех	1	1
245	живет в	1	1
246	и иных	1	1
247	та совокупность	1	1
248	к народу	1	1
249	а с	2	1
250	что не	2	1
251	в это	1	1
252	в ином	1	1
253	но есть	1	1
254	из нее	1	1
255	различных формах	1	1
256	где он	1	1
257	далеко не	4	1
258	не исключает	1	1
259	в этой	1	1
260	идеи в	1	1
261	это черта	1	1
262	как и	14	1
263	и уже	1	1
264	как ни	1	1
265	рамках этого	1	1
266	нисколько не	1	1
267	в одно	3	1
268	и еще	2	1
269	или менее	3	1
270	бы оно	1	1
271	речь но	1	1
272	что если	3	1
273	в творчестве	2	1
274	и при	2	1
275	следовательно к	1	1
276	творчестве достоевского	3	1
277	в которые	2	1
278	это ощущение	1	1
279	так же	2	1
280	и особенно	2	1
281	всяком случае	1	1
282	с возможной	1	1
283	ли они	1	1
284	в идеологическом	1	1
285	в отличие	4	1
286	мысли и	2	1
287	вопрос о	2	1
288	на каждого	1	1
289	не решают	1	1
290	он живет	1	1
291	теми же	1	1
292	что было	2	1
293	и эти	1	1
294	как к	1	1
295	там где	4	1
296	или что	1	1
297	его другим	1	1
298	друг с	4	1
299	словах в	1	1
300	с величайшим	1	1
301	ни были	1	1
302	и очень	2	1
303	что есть	1	1
304	в формах	3	1
305	сущности не	1	1
306	в основном	1	1
307	стремление к	1	1
308	она не	3	1
309	что с	1	1
310	иной раз	2	1
311	есть прежде	1	1
312	но для	3	1
313	к другим	1	1
314	тогда когда	1	1
315	этом смысле	2	1
316	миру в	1	1
317	того чтобы	1	1
318	нем в	1	1
319	вообще можно	1	1
320	она может	1	1
321	не имеет	1	1
322	вполне и	1	1
323	никогда не	9	1
324	и всегда	2	1
325	в результате	4	1
326	о котором	1	1
327	в настоящее	2	1
328	этом мире	1	1
329	находятся в	1	1
330	с двух	1	1
331	этих двух	1	1
332	в г	1	1
333	другой стороны	3	1
334	в этих	6	1
335	выборе и	1	1
336	всеми его	1	1
337	на фоне	5	1
338	над ним	1	1
339	конечно и	1	1
340	есть у	2	1
341	отношением к	1	1
342	и внутренне	1	1
343	они как	1	1
344	по одному	1	1
345	быть различной	1	1
346	что все	1	1
347	этом не	1	1
348	есть и	3	1
349	ли не	1	1
350	в других	1	1
351	числе и	1	1
352	мысли но	1	1
353	к сожалению	1	1
354	ни на	3	1
355	и другие	1	1
356	не есть	2	1
357	вместе с	1	1
358	все еще	1	1
359	это в	1	1
360	который не	2	1
361	во всяком	2	1
362	они не	1	1
