N	2gram	Berdyaev_M_2	Myshleni
471	оторвалось от	1	1
472	не достигает	1	1
473	не существует	3	1
474	сознания и	2	1
475	а все	1	1
476	своей природе	1	1
477	нас нет	1	1
478	своей собственной	1	1
479	хотя и	2	1
480	в другое	1	1
481	из себя	1	1
482	у них	4	1
483	теряет свою	3	1
484	конце концов	1	1
485	противоречии с	2	1
486	с ним	3	1
487	личности и	2	1
488	человека не	4	1
489	отношении к	3	1
490	нет ничего	3	1
491	но если	1	1
492	отношением к	2	1
493	отрывается от	1	1
494	не быть	1	1
495	но этот	2	1
496	не что	3	1
497	отношению к	2	1
498	из этого	1	1
499	сила и	1	1
500	соединения двух	1	1
501	ее в	2	1
502	в своих	3	1
503	по поводу	1	1
504	путь своего	1	1
505	которая не	1	1
