N	2gram	Potebnia_M_4	Literetu
115	да и	4	3
116	жизни и	1	3
117	что в	17	3
118	а в	5	3
119	во всяком	5	3
120	всем и	1	2
121	человека и	3	2
122	того же	1	2
123	и то	5	2
124	самом деле	3	2
125	к своей	1	2
126	отношения между	2	2
127	должна быть	1	2
128	для своего	1	2
129	та же	1	2
130	в сущности	2	2
131	а для	1	2
132	то это	8	2
133	во мне	1	2
134	опыта как	1	2
135	могло быть	1	2
136	то он	2	2
137	относится к	1	2
138	общего с	1	2
139	и нет	1	2
140	следующим образом	1	2
141	все эти	3	2
142	не оставляет	1	2
143	из этих	2	2
144	во многих	2	2
145	в нем	7	2
146	в нашей	1	2
147	же это	1	2
148	нашего времени	3	2
149	подобно тому	2	2
150	на этом	1	2
151	произведения с	1	2
152	поэзии и	7	2
153	для нее	1	2
154	было бы	8	2
155	на второй	1	2
156	в слове	22	2
157	и того	1	2
158	бы на	1	2
159	от своего	1	2
160	что такое	7	2
161	а как	2	2
162	всяком случае	3	2
163	с точки	3	2
164	мы в	3	2
165	от себя	1	2
166	что я	11	2
167	эта мысль	2	2
168	тем не	4	2
169	даже в	2	2
170	именно так	1	2
171	нас самих	1	2
172	ничего кроме	1	2
173	дело не	2	2
174	в сознании	4	2
175	как будто	1	2
176	этом отношении	1	2
177	могут быть	7	2
178	и вполне	2	2
179	к тому	3	2
180	в себя	1	2
181	но при	1	2
182	самим собою	1	2
183	роль в	1	2
184	на том	2	2
185	по этой	1	2
186	в мире	2	2
187	ту же	3	2
188	в другом	1	2
189	о том	8	2
190	с одной	1	2
191	обращается к	1	2
192	не могло	1	2
193	между тем	9	2
194	во втором	1	2
195	и только	3	2
196	хотя бы	4	2
197	их не	1	2
198	по этому	1	2
199	только на	4	2
200	то и	4	2
201	человеческого духа	6	2
202	что не	6	2
203	по выражению	1	2
204	вошедшего в	1	2
205	для него	5	2
206	себе в	3	2
207	а потому	1	2
208	от тех	1	2
209	от сознания	1	2
210	тем что	10	2
211	с действительностью	1	2
212	одной стороны	1	2
213	за пределы	1	2
214	превращается в	2	2
215	так называемых	3	2
216	все более	3	2
217	нет ничего	3	2
218	в столь	1	2
219	если оно	2	2
220	тому как	2	2
221	для понимания	2	2
222	художественное произведение	2	2
223	я от	1	2
224	можно было	2	2
225	которая в	1	2
226	тем более	5	2
227	не есть	9	2
228	отношению к	8	2
229	в искусстве	3	2
230	по поводу	4	2
231	если б	4	1
232	воображении и	1	1
233	от самой	1	1
234	на самом	3	1
235	художественных произведений	1	1
236	только потому	4	1
237	идет о	1	1
238	на ступени	2	1
239	показать что	1	1
240	к другому	1	1
241	по которым	1	1
242	можно лишь	2	1
243	миром но	1	1
244	каком отношении	1	1
245	и за	1	1
246	есть не	4	1
247	пока он	1	1
248	же следует	1	1
249	мы не	8	1
250	я как	1	1
251	до него	1	1
252	вопрос о	2	1
253	и новые	1	1
254	почему мы	1	1
255	нам в	1	1
256	не была	1	1
257	художественного произведения	1	1
258	есть нечто	5	1
259	но даже	2	1
260	ему в	1	1
261	которое в	3	1
262	зависимости от	1	1
263	это время	1	1
264	того не	1	1
265	в xix	1	1
266	разумеется не	1	1
267	столько же	1	1
268	он сам	1	1
269	быть в	1	1
270	нечто в	1	1
271	в различных	2	1
272	в чем	1	1
273	только после	1	1
274	тем как	2	1
275	средств и	1	1
276	но как	1	1
277	было указано	1	1
278	сознания не	1	1
279	отношение к	2	1
280	ту сторону	1	1
281	один и	5	1
282	первый взгляд	1	1
283	его на	1	1
284	его сердце	1	1
285	более и	2	1
286	как нам	1	1
287	однако не	1	1
288	перед нами	1	1
289	мы можем	10	1
290	и слова	2	1
291	могли бы	4	1
292	как уже	1	1
293	и как	2	1
294	неизмеримо более	1	1
295	и художественного	1	1
296	духа и	2	1
297	для которой	1	1
298	имеет в	2	1
299	его воображении	1	1
300	ход мысли	1	1
301	то в	3	1
302	человек со	1	1
303	жизни к	2	1
304	себе как	1	1
305	в которой	6	1
306	а во-вторых	1	1
307	он в	1	1
308	в нашем	2	1
309	если мы	2	1
310	для эстетического	1	1
311	говорят о	1	1
312	вне языка	1	1
313	не приводит	1	1
314	на то	7	1
315	так сказать	5	1
316	и лучше	1	1
317	от камня	1	1
318	он не	2	1
319	каком говорится	1	1
320	к одному	3	1
321	и более	4	1
322	то самое	1	1
323	какой бы	1	1
324	и по	3	1
325	ни был	3	1
326	но все	1	1
327	человека в	2	1
328	значительной степени	2	1
329	бы они	2	1
330	в каждом	3	1
331	оно и	1	1
332	и с	4	1
333	бы быть	1	1
334	а по	1	1
335	большинстве случаев	2	1
336	что перед	1	1
337	это было	2	1
338	образом если	1	1
339	в глазах	2	1
340	может стать	1	1
341	и мы	5	1
342	эту минуту	1	1
343	от произведений	1	1
344	в природу	1	1
345	из первых	1	1
346	в них	3	1
347	а прежде	1	1
348	в ее	2	1
349	мы имеем	4	1
350	с тем	7	1
351	всю жизнь	1	1
352	не всегда	3	1
353	должно быть	5	1
354	который как	1	1
355	одного и	1	1
356	перед собой	1	1
357	этимологическое значение	1	1
358	на первый	1	1
359	в эту	1	1
360	в этих	3	1
361	во второй	1	1
362	и одно	1	1
363	этой связи	1	1
364	представить себе	2	1
365	в следующем	1	1
366	в отношении	1	1
367	что от	2	1
368	когда ребенок	1	1
369	к предмету	1	1
370	занимающего нас	1	1
371	не от	3	1
372	в которых	3	1
373	этого в	1	1
374	одном из	2	1
375	по крайней	5	1
376	если бы	13	1
377	быть не	2	1
378	тому чтобы	1	1
379	вовсе не	7	1
380	есть всегда	3	1
381	например и	1	1
382	что чем	2	1
383	что слезы	1	1
384	и тому	1	1
385	что есть	3	1
386	если и	2	1
387	а от	1	1
388	значение слова	5	1
389	можно указать	1	1
390	она не	2	1
391	человечества и	1	1
392	как о	1	1
393	не имеет	5	1
394	самого начала	2	1
395	тогда когда	8	1
396	только из	1	1
397	ее с	1	1
398	к новым	1	1
399	во время	2	1
400	и сама	2	1
401	к изучению	1	1
402	говорить о	5	1
403	для кого	1	1
404	иметь в	2	1
405	во всякой	1	1
406	на котором	4	1
407	которых однако	1	1
408	что сами	1	1
409	имеем дело	2	1
410	в наше	1	1
411	другой стороны	1	1
412	не достигло	1	1
413	есть стремление	1	1
414	для нас	14	1
415	о нем	1	1
416	только с	1	1
417	уже и	2	1
418	в каком	4	1
419	перед ним	1	1
420	например что	2	1
421	пришла к	1	1
422	из глубины	1	1
423	все то	1	1
424	в среде	1	1
425	указание на	1	1
426	и другим	3	1
427	поэзии как	1	1
428	что при	1	1
429	отказаться от	1	1
430	одним и	1	1
431	быть назван	3	1
432	ничего общего	1	1
433	на предмет	1	1
434	на вопрос	4	1
435	как мы	2	1
436	подобных случаях	1	1
437	свою очередь	1	1
438	служит только	1	1
439	как один	1	1
440	так в	3	1
441	мысль о	6	1
442	в произведении	1	1
443	с самого	1	1
444	вопрос что	2	1
445	и иные	1	1
446	как с	1	1
447	что может	2	1
448	на нее	3	1
449	или в	1	1
450	он говорит	1	1
451	таковы что	2	1
452	есть произведение	2	1
453	к тем	1	1
454	по тому	2	1
455	а все	1	1
456	быть может	4	1
457	на всю	1	1
458	в словах	1	1
459	и здесь	2	1
460	не был	1	1
461	возможна только	1	1
462	нам представляется	2	1
463	второй половине	1	1
464	при котором	1	1
465	и что	7	1
466	очевидно что	7	1
467	всех подобных	1	1
468	можно сказать	4	1
469	пор пока	2	1
470	теми или	1	1
471	как форма	1	1
472	затем в	1	1
473	подлежит сомнению	1	1
474	на основе	1	1
475	составляет не	1	1
476	все в	2	1
477	как теперь	2	1
478	не умеет	1	1
479	к нему	5	1
480	во всех	1	1
481	ее от	1	1
482	от них	1	1
483	и во	1	1
484	и всякая	1	1
485	на одном	1	1
486	что же	5	1
487	крайней мере	5	1
488	и других	3	1
489	непосредственно в	1	1
490	вслед за	1	1
491	своей душевной	1	1
492	из моментов	1	1
493	к сознанию	2	1
494	который бы	2	1
495	второй план	1	1
496	и другую	1	1
497	тот же	2	1
498	среди других	1	1
499	одной из	1	1
500	что даже	2	1
501	не идет	1	1
502	человека искусство	1	1
503	было и	2	1
504	между этими	1	1
505	бы ни	2	1
506	своего собственного	1	1
507	образов в	1	1
508	со своим	4	1
509	не можем	5	1
510	и у	2	1
511	пришло в	1	1
512	в большинстве	2	1
513	мы получим	1	1
514	в значении	3	1
515	в поэзии	3	1
516	языка как	1	1
517	в виде	2	1
518	свидетельствует о	1	1
519	внешним миром	1	1
520	за ним	2	1
521	что будет	2	1
522	не так	2	1
523	пока не	2	1
524	это место	1	1
525	слова в	3	1
526	в котором	4	1
527	в одном	4	1
528	никто не	2	1
529	слово как	1	1
530	так как	14	1
531	отношении к	1	1
532	тогда в	1	1
533	до тех	6	1
534	глубокий смысл	1	1
535	от игры	1	1
536	значение только	1	1
537	и всякое	1	1
538	никем не	2	1
539	бы это	1	1
540	перейти к	1	1
541	процесс в	1	1
542	из двух	1	1
543	нужно было	1	1
544	что и	7	1
545	до сих	4	1
546	истина и	1	1
547	каждый человек	1	1
548	нельзя сказать	3	1
549	именно в	3	1
550	человека а	2	1
551	с той	1	1
552	на чем	1	1
553	а с	1	1
554	другого что	1	1
555	в воображении	1	1
556	на основании	4	1
557	света и	2	1
558	стремится к	2	1
559	понятие о	1	1
560	только от	3	1
561	есть лишь	2	1
562	в бытии	1	1
563	затем не	1	1
564	душевной жизни	3	1
565	если не	1	1
566	между собою	4	1
567	я говорю	3	1
568	и если	3	1
569	эти слова	1	1
570	из мира	1	1
571	власть над	1	1
572	к своему	1	1
573	которым это	1	1
574	только вне	1	1
575	в той	4	1
576	и на	3	1
577	пример в	1	1
578	на эту	1	1
579	такая форма	2	1
580	эту мысль	2	1
581	в первой	1	1
582	сам не	1	1
583	многих других	1	1
584	в состоянии	2	1
585	тех пор	6	1
586	поэзия в	2	1
587	в это	2	1
588	стремления к	1	1
589	этот не	1	1
590	к новому	1	1
591	и о	4	1
592	сих пор	4	1
593	только для	2	1
594	между прочим	3	1
595	и прозе	1	1
596	но для	1	1
597	уже было	2	1
598	аналогичными ему	1	1
599	можно назвать	2	1
600	из ряда	1	1
601	материалом поэзии	1	1
602	себя с	1	1
603	из которых	2	1
604	совершается в	1	1
605	и состоит	3	1
606	при таком	1	1
607	потому не	1	1
608	не подлежит	1	1
609	на внутреннюю	1	1
610	сознания и	1	1
611	об искусстве	1	1
612	в отдельных	2	1
613	от него	2	1
614	и все	4	1
615	у них	1	1
616	на языке	1	1
617	от всего	1	1
618	надо полагать	1	1
619	только что	3	1
620	или не	1	1
621	отношению ко	1	1
622	могли быть	1	1
623	как человек	3	1
624	ее развития	1	1
625	есть от	2	1
626	в свою	2	1
627	между ними	4	1
628	не знает	1	1
629	сказать что	8	1
630	только как	4	1
631	состоит из	1	1
632	была бы	1	1
633	от всех	1	1
634	лишь тогда	3	1
635	есть своего	1	1
636	понимается как	2	1
637	нашей мысли	3	1
638	и прозы	1	1
639	из этого	2	1
640	в действительности	3	1
641	к действительности	1	1
642	вместе с	6	1
643	значение в	1	1
644	все что	2	1
645	от ее	2	1
646	том числе	1	1
