N	2gram	Propp_Isto_5	Formalny
529	еще и	1	1
530	органическую связь	1	1
531	и затем	2	1
532	на ней	2	1
533	объясняется тем	1	1
534	что для	1	1
535	в определенных	1	1
536	д их	1	1
537	к сожалению	1	1
538	не было	1	1
539	одной стороны	7	1
540	в руках	1	1
541	его по	2	1
542	центра тяжести	2	1
543	о чем	2	1
544	что мы	2	1
545	стороны в	1	1
546	нет ничего	1	1
547	в частности	7	1
548	кладут в	1	1
549	к другой	1	1
550	не удается	1	1
551	к своему	1	1
552	этих случаях	8	1
553	в течение	2	1
554	а другое	1	1
555	мы остановимся	1	1
556	одновременно с	2	1
557	а потом	1	1
558	в американских	1	1
559	происходит в	1	1
560	друг с	2	1
561	этих форм	1	1
562	указывает что	1	1
563	к следующему	1	1
564	в это	2	1
565	было ни	1	1
566	этом случае	7	1
567	герой не	3	1
568	но даже	1	1
569	и о	1	1
570	сих пор	2	1
571	только для	1	1
572	один из	2	1
573	под влиянием	2	1
574	становится понятным	2	1
575	и часто	1	1
576	что там	1	1
577	не объясняет	2	1
578	только тем	1	1
579	его с	1	1
580	мира и	1	1
581	в другое	1	1
582	в ином	3	1
583	все они	1	1
584	есть уже	1	1
585	а в	3	1
586	он понимает	1	1
587	е в	3	1
588	и начинается	1	1
589	не знает	1	1
590	состоит из	3	1
591	обычно не	1	1
592	того на	1	1
593	слагается из	1	1
594	что под	1	1
595	можно назвать	1	1
596	допустить что	1	1
597	но очевидно	1	1
598	этой точки	1	1
599	том числе	1	1
