N	2gram	Propp_Morf_1	Myshleni
298	случае не	3	2
299	которые могут	1	2
300	только на	1	2
301	в каком	2	2
302	а с	2	2
303	прежде всего	9	2
304	при определении	1	2
305	также с	1	2
306	если не	1	2
307	все более	1	2
308	в данном	1	2
309	что это	1	2
310	тому как	5	2
311	самого себя	2	2
312	это значит	1	2
313	даже в	1	2
314	в начале	3	2
315	но для	2	2
316	из ряда	3	2
317	рассматривать как	1	2
318	тому или	1	2
319	в следующей	1	2
320	в настоящее	3	2
321	что следовательно	1	2
322	а в	7	2
323	не знает	1	2
324	в свое	2	2
325	а другой	1	2
326	совершается в	2	2
327	в таком	1	2
328	они не	1	2
329	переносятся на	1	1
330	смысле слова	4	1
331	эти функции	2	1
332	например в	2	1
333	самых разнообразных	2	1
334	получает в	1	1
335	изучения в	2	1
336	на самом	4	1
337	он может	2	1
338	тех же	4	1
339	и есть	2	1
340	явления и	1	1
341	ii и	1	1
342	к созданию	1	1
343	уже по	1	1
344	его не	1	1
345	который в	2	1
346	мы не	8	1
347	и ложный	1	1
348	о законе	1	1
349	не делает	1	1
350	та же	2	1
351	вопрос о	7	1
352	такое положение	1	1
353	так чтобы	1	1
354	время как	3	1
355	говорить о	3	1
356	оно есть	1	1
357	ему в	1	1
358	и со	1	1
359	которое в	1	1
360	становятся на	1	1
361	его положения	1	1
362	понятие могло	1	1
363	собой в	2	1
364	к целому	2	1
365	бы то	3	1
366	во всех	4	1
367	есть функция	1	1
368	то мы	4	1
369	друг к	2	1
370	совсем не	3	1
371	и сл	1	1
372	не входит	1	1
373	значение и	1	1
374	не все	6	1
375	если в	5	1
376	по отношению	4	1
377	сущности к	1	1
378	тем больше	1	1
379	если она	2	1
380	независимо от	3	1
381	что именно	1	1
382	совершенно другой	1	1
383	становится особенно	1	1
384	что касается	1	1
385	может получить	1	1
386	обычно только	1	1
387	имеет в	1	1
388	следует сказать	1	1
389	можно сделать	2	1
390	в этот	1	1
391	то в	3	1
392	но эта	1	1
393	бы не	1	1
394	ряду с	1	1
395	случаях значение	1	1
396	является то	1	1
397	отца на	1	1
398	отношение между	1	1
399	только один	1	1
400	но на	1	1
401	возможность изучать	1	1
402	а вовсе	1	1
403	по-видимому не	1	1
404	связанные с	1	1
405	предметы имеющие	1	1
406	он не	3	1
407	в первой	1	1
408	на новые	2	1
409	он должен	2	1
410	ни были	1	1
411	приходим к	2	1
412	и по	2	1
413	его можно	1	1
414	прежде чем	3	1
415	они играют	1	1
416	более близких	1	1
417	же момент	1	1
418	или иных	1	1
419	что она	2	1
420	но все	3	1
421	русском языке	1	1
422	бы они	2	1
423	то ни	3	1
424	тем в	1	1
425	главным образом	4	1
426	и может	1	1
427	они должны	1	1
428	том случае	1	1
429	собой с	1	1
430	к другу	2	1
431	а по	3	1
432	с другими	1	1
433	то все	1	1
434	и определение	1	1
435	за другой	1	1
436	логической неизбежностью	1	1
437	собранного материала	1	1
438	и рядом	1	1
439	лет в	1	1
440	тех которые	1	1
441	предметами и	1	1
442	о которых	1	1
443	медведь и	1	1
444	эту особенность	1	1
445	всеми другими	1	1
446	всякое значение	1	1
447	на что	1	1
448	не всегда	9	1
449	во внимание	1	1
450	ведет к	1	1
451	как таковой	2	1
452	увидим как	1	1
453	и становится	1	1
454	имеет ничего	1	1
455	благодаря этому	3	1
456	сказок на	2	1
457	лежат в	1	1
458	это делает	1	1
459	то для	1	1
460	сами себе	1	1
461	часто не	1	1
462	не столько	1	1
463	в которых	2	1
464	значение для	1	1
465	нельзя было	2	1
466	в одном	1	1
467	точку зрения	1	1
468	образом и	1	1
469	свет на	1	1
470	но он	1	1
471	но во	1	1
472	тем не	5	1
473	при различных	1	1
474	не играют	1	1
475	и наоборот	4	1
476	и таким	2	1
477	для нее	1	1
478	то их	1	1
479	своей смерти	1	1
480	в известные	1	1
481	и разновидности	1	1
482	чем перейти	1	1
483	стоит в	1	1
484	вплоть до	1	1
485	в таких	2	1
486	и начинает	1	1
487	самого начала	1	1
488	в то	3	1
489	начинает с	1	1
490	означает что	2	1
491	эти формы	2	1
492	и отсюда	1	1
493	и притом	1	1
494	уже очень	1	1
495	на него	3	1
496	функцию в	1	1
497	значение этого	1	1
498	вытекает из	1	1
499	ничего не	4	1
500	больше чем	1	1
501	эти связи	1	1
502	действительно в	1	1
503	камень и	2	1
504	вместо того	1	1
505	к описанию	1	1
506	стороны так	1	1
507	так например	3	1
508	бы по	1	1
509	вопрос в	2	1
510	здесь же	3	1
511	сказок и	2	1
512	если только	1	1
513	у нас	2	1
514	понятие как	1	1
515	такие же	1	1
516	выпадает из	2	1
517	детей в	1	1
518	в момент	1	1
519	встречается в	1	1
520	сомневаться в	1	1
521	и другим	3	1
522	он узнает	1	1
523	в поле	4	1
524	их происхождения	1	1
525	таких слов	1	1
526	предмета к	1	1
527	утверждать что	3	1
528	на вопрос	2	1
529	и черт	1	1
530	собой те	1	1
531	вывод что	2	1
532	без всякого	2	1
533	то время	3	1
534	совершенно ясно	1	1
535	а здесь	1	1
536	они ни	1	1
537	постараемся показать	1	1
538	с самого	1	1
539	всей своей	1	1
540	и совершенно	1	1
541	настоящая работа	1	1
542	раз он	1	1
543	мог бы	1	1
544	различное значение	1	1
545	это сходство	1	1
546	анализ и	1	1
547	том как	1	1
548	еще и	1	1
549	связанная с	1	1
550	находится в	1	1
551	связанное с	1	1
552	слова а	1	1
553	все содержание	1	1
554	но мы	3	1
555	в глаза	2	1
556	или на	3	1
557	после того	1	1
558	с того	3	1
559	можно сказать	2	1
560	функций как	1	1
561	в различных	2	1
562	собой всю	1	1
563	положения и	1	1
564	на ее	1	1
565	является одновременно	1	1
566	этот момент	3	1
567	в форме	6	1
568	язык есть	1	1
569	тот момент	1	1
570	этим знаком	1	1
571	научной литературе	1	1
572	если это	3	1
573	является результатом	2	1
574	как вообще	1	1
575	на которой	1	1
576	следует ли	1	1
577	чем это	2	1
578	с ними	1	1
579	на другие	2	1
580	дело с	1	1
581	мы увидим	8	1
582	и действительно	1	1
583	что новые	1	1
584	верно и	1	1
585	никак нельзя	1	1
586	и ее	3	1
587	редко в	1	1
588	уже не	2	1
589	же из	1	1
590	ее из	2	1
591	каким образом	1	1
592	этой новой	1	1
593	одно из	1	1
594	и их	2	1
595	с различными	1	1
596	идет с	1	1
597	составных частей	1	1
598	как его	1	1
599	же способом	1	1
600	как раз	1	1
601	мы берем	1	1
602	в других	3	1
603	перейти к	2	1
604	совершенно спокойно	1	1
605	представляют собой	11	1
606	из двух	2	1
607	без всякой	2	1
608	и даже	1	1
609	даже не	3	1
610	из перечисления	1	1
611	с другим	1	1
612	до сих	1	1
613	в пруду	1	1
614	как функция	1	1
615	вплотную к	1	1
616	которые еще	1	1
617	не исключает	2	1
618	могут иметь	1	1
619	и затем	4	1
620	что не	1	1
621	на которых	1	1
622	не на	2	1
623	однако и	1	1
624	легко и	1	1
625	как особая	2	1
626	могут служить	1	1
627	говоря что	1	1
628	то здесь	3	1
629	брат и	1	1
630	имеет свои	2	1
631	что связи	1	1
632	вперед и	1	1
633	вступает в	1	1
634	является его	1	1
635	самого в	1	1
636	другой можно	1	1
637	как эти	2	1
638	совершенно другом	1	1
639	или по	2	1
640	из которых	3	1
641	этих случаях	11	1
642	о чем	1	1
643	предположить что	1	1
644	видит в	1	1
645	а если	4	1
646	в течение	1	1
647	дает нам	1	1
648	эти признаки	1	1
649	в тех	6	1
650	думается что	1	1
651	в тот	1	1
652	многих других	1	1
653	в состоянии	1	1
654	делает и	1	1
655	быть не	1	1
656	указанием на	1	1
657	для тех	1	1
658	на пути	4	1
659	но прежде	1	1
660	сих пор	1	1
661	но это	6	1
662	к двум	1	1
663	иногда может	3	1
664	это явление	4	1
665	тех или	1	1
666	в полном	1	1
667	указать на	1	1
668	тем и	2	1
669	не существует	3	1
670	что там	2	1
671	или в	4	1
672	показать как	1	1
673	о котором	1	1
674	хотя и	3	1
675	в другое	1	1
676	увидим дальше	1	1
677	возникает вопрос	2	1
678	теряет свою	1	1
679	иметь различное	1	1
680	опускается на	1	1
681	они затем	1	1
682	в интересах	2	1
683	идет об	1	1
684	и предметом	1	1
685	ни было	2	1
686	же в	2	1
687	требует чтобы	3	1
688	но если	7	1
689	применение его	1	1
690	черт и	1	1
691	в точности	3	1
692	равно как	1	1
693	что необходимо	1	1
694	всех других	1	1
695	отношению к	4	1
696	из этого	1	1
697	содержится в	1	1
698	поставить вопрос	2	1
699	которым они	1	1
700	ее в	1	1
701	случае если	1	1
702	очень редко	1	1
703	которая не	1	1
