N	2gram	Nazirov_Vr_1	Tragedij
119	году в	2	2
120	но при	1	2
121	в ее	1	2
122	сей день	1	2
123	веру в	1	2
124	еще в	1	2
125	ничего не	1	2
126	о том	4	2
127	белых ночей	1	2
128	в том	3	2
129	преступлении и	1	2
130	ненависти к	1	2
131	по мнению	2	2
132	и ее	2	2
133	и детей	4	2
134	уже не	2	2
135	в душе	1	2
136	в известной	1	2
137	в одном	1	2
138	друг друга	1	2
139	тем что	3	2
140	из мертвого	1	2
141	как же	2	2
142	говорит о	1	2
143	до конца	1	2
144	в рассказе	1	2
145	верховенского в	1	2
146	под влиянием	1	2
147	было в	1	2
148	с первого	1	2
149	и дети	2	2
150	ставрогина он	3	2
151	еще раз	1	2
152	для достоевского	1	2
153	потому что	1	2
154	и наказании	1	2
155	что князь	3	2
156	со мной	1	2
157	отцы и	2	2
158	в частности	1	2
159	мертвого дома	1	2
160	только о	1	2
161	по сей	1	2
162	во сне	1	2
163	в таком	1	2
164	точно так	1	2
165	до исступления	1	1
166	а между	1	1
167	также что	1	1
168	портрет и	1	1
169	на творчество	1	1
170	одним из	3	1
171	обращается в	1	1
172	человека и	1	1
173	к своей	1	1
174	это и	1	1
175	и есть	1	1
176	поэтому он	1	1
177	высшей степени	1	1
178	над которым	1	1
179	имя его	1	1
180	той же	1	1
181	исповеди ставрогина	1	1
182	на пороге	1	1
183	что уже	1	1
184	роман в	1	1
185	событий и	1	1
186	ему в	1	1
187	свой роман	1	1
188	в виду	4	1
189	составляет самую	1	1
190	в ней	4	1
191	он обратился	1	1
192	№ он	1	1
193	его ума	1	1
194	это же	1	1
195	в чем	3	1
196	во всех	1	1
197	в петербурге	1	1
198	но не	1	1
199	но как	2	1
200	и ненависти	1	1
201	гиперболизированный ситников	1	1
202	тогда как	2	1
203	в комментариях	1	1
204	некоторые черты	1	1
205	роман бесы	1	1
206	и достоевский	2	1
207	руку и	1	1
208	на стол	1	1
209	к сожалению	1	1
210	даже некоторые	1	1
211	в истории	4	1
212	достоевского этот	1	1
213	что ее	1	1
214	достоевского не	4	1
215	хочет сделать	1	1
216	и наконец	1	1
217	верховенского с	1	1
218	образа петра	1	1
219	них он	1	1
220	роль играет	1	1
221	то в	1	1
222	при создании	2	1
223	русского революционера	1	1
224	знать и	1	1
225	из высшей	1	1
226	как он	1	1
227	не могла	1	1
228	и верховенский	1	1
229	их отношения	1	1
230	в столицу	1	1
231	ее матери	1	1
232	одному из	1	1
233	же хуже	1	1
234	которой не	1	1
235	чем у	1	1
236	в россии	5	1
237	по всем	1	1
238	ее своей	1	1
239	никому не	1	1
240	петруша это	1	1
241	таким образом	2	1
242	же не	2	1
243	ввел в	1	1
244	конечно в	1	1
245	обратился к	1	1
246	не социалист	1	1
247	это было	1	1
248	заключается в	1	1
249	этом романе	1	1
250	а это	1	1
251	ни разу	1	1
252	из первых	1	1
253	в них	2	1
254	достоевский и	8	1
255	достоевского и	7	1
256	в высшей	1	1
257	из подполья	3	1
258	этого не	1	1
259	а за	1	1
260	всю жизнь	1	1
261	которой он	1	1
262	в развитии	1	1
263	года и	1	1
264	но я	1	1
265	или вообще	1	1
266	в своей	2	1
267	достоевский всегда	2	1
268	в котором	6	1
269	человеком и	1	1
270	свое понимание	1	1
271	представление о	1	1
272	в черновиках	3	1
273	сам же	1	1
274	чтоб я	1	1
275	но он	3	1
276	идиот и	1	1
277	тем не	1	1
278	не могли	1	1
279	с такими	1	1
280	возвращается к	1	1
281	эту сцену	2	1
282	так он	1	1
283	не менее	2	1
284	вплоть до	1	1
285	что эта	1	1
286	в обоих	1	1
287	того как	1	1
288	в эпизоде	1	1
289	iii князь	1	1
290	творчества достоевского	1	1
291	ранней стадии	1	1
292	впрочем он	1	1
293	только не	1	1
294	а поскольку	1	1
295	м м	2	1
296	иными словами	1	1
297	по своей	1	1
298	для нас	4	1
299	связи с	3	1
300	ли это	1	1
301	встречался с	1	1
302	в стиле	1	1
303	и далее	2	1
304	один раз	1	1
305	по нашему	3	1
306	в момент	2	1
307	к себе	2	1
308	могут быть	1	1
309	стал смотреть	1	1
310	глаза в	1	1
311	в недрах	1	1
312	сходство с	1	1
313	его с	2	1
314	за что	1	1
315	и т.д	1	1
316	…> я	1	1
317	не есть	1	1
318	тургеневскому роману	1	1
319	над бесами	1	1
320	вы не	1	1
321	и о	3	1
322	у себя	1	1
323	и тонко	1	1
324	и образ	1	1
325	достоевского к	3	1
326	роль в	1	1
327	человека с	2	1
328	к смерти	1	1
329	в лицо	2	1
330	сегодня мы	1	1
331	эти строки	1	1
332	на нее	1	1
333	во многом	4	1
334	бедных людей	5	1
335	меня как	2	1
336	на них	1	1
337	образа князя	1	1
338	быть может	1	1
339	иисуса христа	1	1
340	декабре года	1	1
341	году и	2	1
342	увидел что	1	1
343	ему нужно	1	1
344	но мы	1	1
345	а также	2	1
346	все в	1	1
347	а достоевский	2	1
348	доходит до	1	1
349	это была	1	1
350	между тем	5	1
351	романа отцы	1	1
352	из хозяйки	1	1
353	я вижу	1	1
354	в форме	1	1
355	романа в	1	1
356	года во	1	1
357	хорошо знает	1	1
358	навсегда и	1	1
359	х годов	4	1
360	а ставрогин	1	1
361	в литературе	1	1
362	того что	1	1
363	в третий	1	1
364	их характеры	1	1
365	оказалось что	1	1
366	он стал	1	1
367	опошленного нигилизма	1	1
368	во всем	1	1
369	молодого достоевского	2	1
370	в декабре	1	1
371	что ж	2	1
372	мы бы	1	1
373	самую суть	1	1
374	ненависти и	1	1
375	чтобы он	3	1
376	отцов и	4	1
377	из черновиков	4	1
378	и их	1	1
379	всяком случае	1	1
380	ее не	1	1
381	к ним	2	1
382	для публики	1	1
383	рядом с	2	1
384	в особенности	1	1
385	никого не	1	1
386	в твери	1	1
387	возникший в	1	1
388	именно в	1	1
389	к роману	1	1
390	близок к	1	1
391	из сибири	1	1
392	только по	1	1
393	не было	5	1
394	и стал	2	1
395	на этот	1	1
396	нашему мнению	1	1
397	от злости	1	1
398	за год	2	1
399	с которым	2	1
400	одну из	1	1
401	года с	1	1
402	перед сном	1	1
403	роману отцы	1	1
404	в связи	3	1
405	себя на	1	1
406	с помощью	1	1
407	о себе	3	1
408	эти слова	3	1
409	время с	1	1
410	вместе с	2	1
411	ко всем	1	1
412	в духе	1	1
413	ресторане бореля	1	1
414	да я	1	1
415	с нечаевым	1	1
416	не знал	1	1
417	наряду с	3	1
418	в той	2	1
419	и такую	1	1
420	матери и	3	1
421	еще к	1	1
422	романе бесы	2	1
423	он использовал	3	1
424	и от	1	1
425	период создания	1	1
426	антинигилистических романов	1	1
427	в условиях	1	1
428	с последним	1	1
429	романа с	1	1
430	не любил	1	1
431	и достоевским	1	1
432	я очень	1	1
433	годов в	1	1
434	он сказал	1	1
435	третий раз	1	1
436	это как	1	1
437	тот кто	1	1
438	о нем	6	1
439	бы в	1	1
440	на ранней	1	1
441	у которого	1	1
442	но у	1	1
443	конце концов	1	1
444	года а	1	1
445	только что	1	1
446	долга и	1	1
447	отчасти использовал	1	1
448	сказал что	1	1
449	очень хорошо	2	1
450	гораздо больше	1	1
451	только достоевский	1	1
452	в период	2	1
453	героев романа	1	1
454	враждебное отношение	1	1
455	с улыбкой	1	1
456	сравняться с	1	1
457	т е	3	1
458	время он	2	1
459	и своею	1	1
460	к этой	1	1
461	это в	2	1
462	во всяком	1	1
