N	2gram	Vinokur_St_3	Vladivir
220	вполне понятно	1	3
221	ее в	2	3
222	и эта	1	3
223	как на	6	3
224	во всяком	4	3
225	сам по	1	2
226	не имел	2	2
227	не хочет	1	2
228	по преимуществу	1	2
229	должна быть	1	2
230	и этот	1	2
231	и за	2	2
232	есть не	1	2
233	мы не	2	2
234	на эти	3	2
235	в сущности	2	2
236	время как	4	2
237	на себя	1	2
238	мы и	1	2
239	он был	3	2
240	быть в	1	2
241	не успел	1	2
242	что его	2	2
243	истории в	1	2
244	а тем	1	2
245	но как	2	2
246	в сторону	1	2
247	а и	1	2
248	которые не	1	2
249	как говорит	1	2
250	с этим	7	2
251	сам же	1	2
252	что касается	7	2
253	этом же	1	2
254	и наконец	3	2
255	своих ранних	1	2
256	и к	4	2
257	от этого	1	2
258	в которой	4	2
259	в целом	4	2
260	так или	1	2
261	остановиться на	1	2
262	интересно что	6	2
263	но на	1	2
264	что она	1	2
265	и еще	1	2
266	как с	1	2
267	же это	1	2
268	не к	1	2
269	не как	2	2
270	работе о	1	2
271	и по	2	2
272	что является	1	2
273	его произведения	1	2
274	в другом	3	2
275	отчет в	2	2
276	ко второму	1	2
277	должен был	2	2
278	в жизни	4	2
279	в это	2	2
280	но уже	1	2
281	о которых	3	2
282	в этих	11	2
283	себя внимание	1	2
284	можно найти	2	2
285	взгляд на	2	2
286	в их	3	2
287	не понимает	1	2
288	и более	3	2
289	о значении	1	2
290	как можно	2	2
291	что эта	2	2
292	на него	1	2
293	но что	1	2
294	которые были	2	2
295	иметь в	1	2
296	несомненно является	1	2
297	найти в	2	2
298	и всегда	2	2
299	в разных	1	2
300	же время	3	2
301	по своей	1	2
302	был и	1	2
303	связи с	3	2
304	здесь же	1	2
305	обращает на	1	2
306	вот в	1	2
307	нет ни	1	2
308	той или	1	2
309	бы сделать	1	2
310	в в	3	2
311	здесь нет	2	2
312	во многом	2	2
313	к первому	1	2
314	но у	1	2
315	является в	1	2
316	тем чем	1	2
317	это вполне	1	2
318	его в	1	2
319	на отдельные	1	2
320	абсолютном и	1	2
321	бы в	1	2
322	жизнь но	1	2
323	о двух	1	2
324	одной из	2	2
325	в какой	3	2
326	и так	1	2
327	он уже	1	2
328	который в	1	2
329	в обществе	1	2
330	мы будем	1	2
331	это же	1	2
332	не можем	1	2
333	то и	2	2
334	в начале	4	2
335	а то	2	2
336	то чему	1	2
337	из них	1	2
338	могло бы	1	2
339	содержания и	1	2
340	мы находим	2	2
341	не о	1	2
342	друг друга	1	2
343	заметить что	2	2
344	для того	2	2
345	со стороны	3	2
346	или иначе	1	2
347	в предисловии	2	2
348	не на	2	2
349	что несмотря	1	2
350	еще до	1	2
351	что мы	3	2
352	нет ничего	1	2
353	то можно	1	2
354	ясностью и	1	2
355	понимает как	1	2
356	на почве	5	2
357	наряду с	1	2
358	с этой	3	2
359	как например	8	2
360	внимания на	2	2
361	является как	2	2
362	в книге	1	2
363	в одно	1	2
364	не является	3	2
365	об отношении	1	2
366	и ни	2	2
367	этом отношении	4	2
368	только что	2	2
369	все они	3	2
370	бы на	1	2
371	а о	1	2
372	другой стороны	5	2
373	но можно	1	2
374	того же	2	2
375	из этого	4	2
376	с его	3	2
377	к этой	2	2
378	ни на	2	2
379	к этому	3	2
380	говорит это	1	1
381	я и	3	1
382	как известно	1	1
383	слова является	1	1
384	речь идет	2	1
385	например в	4	1
386	до него	1	1
387	не дошли	1	1
388	начинается с	1	1
389	мы здесь	1	1
390	значении этого	1	1
391	тех же	1	1
392	он хотел	3	1
393	больше ничего	1	1
394	в чисто	2	1
395	движением и	1	1
396	из его	7	1
397	но важно	1	1
398	и больше	1	1
399	из всех	1	1
400	рядом других	1	1
401	для своего	1	1
402	это совершенно	1	1
403	свою работу	1	1
404	на такие	1	1
405	такие произведения	1	1
406	этой статье	2	1
407	но ясно	1	1
408	от своих	1	1
409	представлением о	1	1
410	благодаря тому	1	1
411	которого мы	1	1
412	было вызвано	1	1
413	самый термин	1	1
414	эти темы	3	1
415	в каждой	2	1
416	и говорить	1	1
417	драмы и	1	1
418	к году	1	1
419	теряя своей	1	1
420	хочет сказать	2	1
421	во всех	2	1
422	то мы	1	1
423	других источников	1	1
424	точка зрения	4	1
425	всегда стремится	1	1
426	если в	2	1
427	этому присоединяется	1	1
428	в общем	4	1
429	очевидно что	1	1
430	в новом	2	1
431	нет и	2	1
432	что они	2	1
433	к сожалению	2	1
434	относится к	4	1
435	трудно сказать	1	1
436	объясняется слишком	1	1
437	как в	6	1
438	интереснее всего	1	1
439	начала до	1	1
440	только ее	1	1
441	а иной	1	1
442	исторический процесс	1	1
443	и где	1	1
444	когда он	1	1
445	что по	3	1
446	это определение	1	1
447	и последний	2	1
448	тяготеет к	1	1
449	ее содержания	1	1
450	и невозможно	1	1
451	еще на	1	1
452	точку зрения	2	1
453	бы не	1	1
454	которые в	2	1
455	думать что	1	1
456	в известном	1	1
457	им в	2	1
458	он делает	2	1
459	не годится	1	1
460	именно тот	1	1
461	как он	1	1
462	человек не	1	1
463	так сказать	2	1
464	даже с	1	1
465	намеки на	1	1
466	в свет	1	1
467	в статье	2	1
468	который у	1	1
469	и легко	1	1
470	это третье	1	1
471	не получается	2	1
472	о которой	2	1
473	одно целое	1	1
474	именно то	1	1
475	общий итог	1	1
476	что еще	1	1
477	прочим и	1	1
478	была не	2	1
479	данном отношении	1	1
480	не теряя	1	1
481	в плане	2	1
482	его от	1	1
483	что ни	1	1
484	изъят из	1	1
485	от других	1	1
486	не за	1	1
487	конечно в	1	1
488	его не	2	1
489	была в	1	1
490	не трудно	1	1
491	на этой	1	1
492	лишь в	4	1
493	второй половины	1	1
494	знает что	1	1
495	заключается в	2	1
496	говорит что	5	1
497	отличается тем	1	1
498	с начала	1	1
499	как такие	1	1
500	связанным с	2	1
501	этого нового	1	1
502	который сам	1	1
503	в них	5	1
504	рядом с	1	1
505	этих источниках	1	1
506	стремился к	1	1
507	во внимание	1	1
508	смысле с	1	1
509	не заметить	1	1
510	жизни но	2	1
511	и прямо	1	1
512	бога и	1	1
513	и почему	1	1
514	были ему	1	1
515	тут нет	1	1
516	этим трем	1	1
517	но я	1	1
518	которую он	2	1
519	почти в	1	1
520	вещи в	1	1
521	во время	3	1
522	и при	1	1
523	и их	1	1
524	сказать так	1	1
525	мы встретились	1	1
526	в такой	2	1
527	место в	6	1
528	в которых	2	1
529	не раз	1	1
530	эта не	1	1
531	но эта	1	1
532	но он	3	1
533	друг другу	1	1
534	том же	1	1
535	того кто	1	1
536	с так	1	1
537	сам он	2	1
538	выступает здесь	1	1
539	почти все	1	1
540	этой области	2	1
541	и какие	1	1
542	с теми	1	1
543	самого начала	2	1
544	считает что	2	1
545	одна из	2	1
546	чтобы в	2	1
547	конечно было	1	1
548	на себе	2	1
549	к этим	2	1
550	смысле конечно	1	1
551	было у	2	1
552	можно судить	1	1
553	какой бы	1	1
554	это с	1	1
555	он написал	2	1
556	того как	1	1
557	он успел	1	1
558	но очень	1	1
559	того в	1	1
560	употреблено здесь	1	1
561	все дело	1	1
562	же года	1	1
563	занятий в	1	1
564	это слово	3	1
565	свидетельствуют о	1	1
566	своей статье	1	1
567	был чужд	1	1
568	до того	1	1
569	всему этому	1	1
570	и оно	1	1
571	очень часто	1	1
572	начиная с	2	1
573	такая точка	1	1
574	когда мы	1	1
575	и такие	2	1
576	всего в	4	1
577	но также	2	1
578	бы он	1	1
579	для его	2	1
580	и свое	1	1
581	подход к	1	1
582	и он	1	1
583	тут можно	1	1
584	можно и	1	1
585	раз даже	1	1
586	теми кто	1	1
587	нового этапа	2	1
588	с ее	2	1
589	тут у	1	1
590	принадлежал к	1	1
591	говоря уже	1	1
592	всего этого	1	1
593	без всякого	2	1
594	с быстро	1	1
595	в ее	1	1
596	слишком большой	1	1
597	последнее время	1	1
598	только не	1	1
599	нет никакой	1	1
600	второго лица	1	1
601	с самого	2	1
602	так в	1	1
603	вопрос что	1	1
604	и сам	1	1
605	другое в	1	1
606	здесь он	1	1
607	те же	1	1
608	ясно что	1	1
609	особенно в	1	1
610	и которые	2	1
611	том как	1	1
612	стремление к	1	1
613	трактуется как	1	1
614	которая тоже	1	1
615	форме в	1	1
616	это объясняется	2	1
617	невозможно в	1	1
618	каждый раз	2	1
619	произведения как	2	1
620	и должно	1	1
621	то они	1	1
622	в самой	1	1
623	каждой из	1	1
624	на вопрос	3	1
625	свое изложение	1	1
626	внимание на	2	1
627	язык и	1	1
628	разумеется в	1	1
629	одного из	2	1
630	на что	2	1
631	что такой	1	1
632	можно сказать	4	1
633	может не	1	1
634	не выходит	1	1
635	вопросу о	1	1
636	такими же	1	1
637	не могло	1	1
638	идет к	1	1
639	и во	2	1
640	такие слова	1	1
641	говорить об	1	1
642	я думаю	2	1
643	а потому	2	1
644	отметить что	5	1
645	во всей	1	1
646	котором он	1	1
647	то тут	1	1
648	вообще и	1	1
649	кто в	1	1
650	которая и	1	1
651	россии был	1	1
652	века и	1	1
653	в свете	1	1
654	и она	1	1
655	у которого	3	1
656	а она	1	1
657	статье о	1	1
658	не считать	1	1
659	в литературе	1	1
660	же можно	1	1
661	один из	2	1
662	что очень	1	1
663	мы видим	4	1
664	года то	1	1
665	течение всей	2	1
666	это очень	1	1
667	самые разнообразные	1	1
668	употребляемые им	1	1
669	же он	1	1
670	оригинально и	1	1
671	самом деле	2	1
672	этому поводу	2	1
673	не отметить	1	1
674	конечно не	1	1
675	литературы в	1	1
676	да еще	1	1
677	системы и	1	1
678	вернуться к	1	1
679	поэтому его	2	1
680	которых можно	1	1
681	время является	1	1
682	целого ряда	1	1
683	а это	1	1
684	то только	1	1
685	не дает	1	1
686	и других	2	1
687	но которое	1	1
688	эти два	1	1
689	это обстоятельство	1	1
690	подходим к	1	1
691	при всей	2	1
692	жизни был	1	1
693	характерны для	1	1
694	указание на	1	1
695	хотел бы	1	1
696	представляют собой	1	1
697	в последние	1	1
698	и др	4	1
699	возможно что	1	1
700	или иной	2	1
701	и из	1	1
702	на примере	1	1
703	и понятно	1	1
704	до сих	2	1
705	влияние на	1	1
706	по своим	1	1
707	к которому	3	1
708	он это	1	1
709	представляет собою	2	1
710	такое же	2	1
711	себя и	2	1
712	что для	3	1
713	каком смысле	2	1
714	к более	1	1
715	в некоторых	3	1
716	нужно сказать	2	1
717	в рассуждениях	1	1
718	был в	1	1
719	здесь дело	1	1
720	она является	1	1
721	целым рядом	1	1
722	ниже в	1	1
723	именно так	1	1
724	звучат слова	1	1
725	полемизировать с	1	1
726	о чем	1	1
727	в приводимой	1	1
728	вышли в	1	1
729	с которым	3	1
730	что из	2	1
731	уже давно	1	1
732	я говорю	1	1
733	в творчестве	3	1
734	в частности	1	1
735	его мышления	1	1
736	она тем	1	1
737	шесть лет	1	1
738	собрание сочинений	1	1
739	конечно является	1	1
740	не сразу	2	1
741	из которых	4	1
742	не знал	1	1
743	он говорит	4	1
744	к жизни	1	1
745	в последнем	2	1
746	через свое	1	1
747	я это	1	1
748	его работе	2	1
749	но этот	1	1
750	очень важно	1	1
751	за рамки	2	1
752	то к	1	1
753	своего развития	1	1
754	которым он	1	1
755	в состоянии	1	1
756	говорил об	1	1
757	том смысле	2	1
758	этого слова	2	1
759	в контексте	1	1
760	на пути	1	1
761	и нет	1	1
762	известном смысле	1	1
763	сих пор	2	1
764	но так	1	1
765	все это	8	1
766	что выше	1	1
767	вопрос с	1	1
768	процесса в	1	1
769	тем и	1	1
770	потому не	1	1
771	чтобы понять	1	1
772	а к	1	1
773	у них	1	1
774	находит свое	3	1
775	года в	2	1
776	но зато	1	1
777	выходила за	1	1
778	которым мы	1	1
779	отношении к	1	1
780	не являются	1	1
781	была написана	2	1
782	к традиционной	2	1
783	мог не	1	1
784	в свою	2	1
785	утверждать что	2	1
786	не говоря	1	1
787	отдает себе	1	1
788	отношением к	1	1
789	в системе	3	1
790	состоит из	1	1
791	является и	1	1
792	ко всему	1	1
793	живого и	1	1
794	были и	2	1
795	в трех	1	1
796	которой я	3	1
797	жизни и	1	1
798	но эти	1	1
799	и другие	1	1
800	того времени	3	1
801	он принадлежит	1	1
802	был образом	1	1
803	молодой человек	2	1
804	все что	1	1
805	этой точки	1	1
806	они не	1	1
807	гораздо более	2	1
