N	2gram	Potebnia_M_3	Marksizm
246	могла бы	2	2
247	что все	3	2
248	конечно в	1	2
249	и с	2	2
250	до тех	1	2
251	бы в	2	2
252	ни в	2	2
253	истории языка	1	2
254	в общей	1	2
255	от него	2	2
256	должно быть	5	2
257	говорящего как	1	2
258	на первый	1	2
259	мысль и	1	2
260	первым и	1	2
261	и той	2	2
262	другом и	1	2
263	и более	1	2
264	и относительно	1	2
265	зрения и	2	2
266	тому что	3	2
267	существует для	3	2
268	что такое	2	2
269	и сама	1	2
270	не могло	1	2
271	следовательно и	1	2
272	в сознании	15	2
273	ни о	3	2
274	нет ни	2	2
275	могут быть	3	2
276	языке и	1	2
277	к тому	7	2
278	она не	2	2
279	в виду	1	2
280	и та	2	2
281	другими словами	1	2
282	имеет значение	6	2
283	как знак	2	2
284	что само	1	2
285	с первым	1	2
286	мог бы	1	2
287	способность слова	1	2
288	если бы	12	2
289	и вообще	3	2
290	и даже	2	2
291	по мере	4	2
292	и т.д	1	2
293	о том	2	2
294	художественный образ	2	2
295	различие в	1	2
296	все в	2	2
297	что и	13	2
298	сознание может	1	2
299	слово может	5	2
300	в двух	1	2
301	знаков в	1	2
302	что он	6	2
303	словом и	5	2
304	между этими	1	2
305	в единстве	1	2
306	себя от	2	2
307	так как	13	2
308	мы можем	3	2
309	тем что	7	2
310	или иначе	1	2
311	что не	8	2
312	зависит от	6	2
313	там где	3	2
314	еще только	1	2
315	не об	1	2
316	и вне	1	2
317	независимо от	5	2
318	к своему	2	2
319	нужно прибавить	2	2
320	образ и	6	2
321	в тот	1	2
322	тех пор	1	2
323	этого слова	11	2
324	с этой	2	2
325	говорящего и	3	2
326	слова но	2	2
327	этого сознания	1	2
328	или в	3	2
329	лишь тогда	2	2
330	в свою	3	2
331	но если	1	2
332	не знает	3	2
333	отношению к	5	2
334	пока не	1	2
335	значение не	3	2
336	следовательно не	1	2
337	же и	3	2
338	жизни и	2	2
339	это так	1	2
340	в таком	3	2
341	а между	2	1
342	но более	1	1
343	например в	6	1
344	словом как	1	1
345	должен быть	1	1
346	и то	8	1
347	и без	7	1
348	мысли к	1	1
349	тем же	4	1
350	явления и	1	1
351	отношения между	1	1
352	и до	2	1
353	свое место	2	1
354	оно было	1	1
355	этого он	1	1
356	слово же	1	1
357	этот звук	3	1
358	его не	1	1
359	то для	2	1
360	чего в	1	1
361	или наоборот	1	1
362	но нигде	1	1
363	что между	1	1
364	которую мы	1	1
365	мир не	1	1
366	души мы	1	1
367	бы например	2	1
368	этот предмет	2	1
369	из сказанного	2	1
370	говорить о	3	1
371	принадлежит к	1	1
372	и другая	1	1
373	группы и	1	1
374	в целом	3	1
375	те действия	1	1
376	жизни это	1	1
377	в каждой	4	1
378	слова вообще	1	1
379	на них	1	1
380	он сам	1	1
381	здесь не	1	1
382	но этого	1	1
383	столь же	4	1
384	с его	1	1
385	и определения	1	1
386	только после	1	1
387	не без	1	1
388	субъекту и	1	1
389	совсем не	1	1
390	нам его	1	1
391	внутренняя форма	15	1
392	но как	2	1
393	в голове	1	1
394	а только	3	1
395	не входит	1	1
396	его во	1	1
397	ответ на	3	1
398	а и	4	1
399	отношение к	2	1
400	то значение	1	1
401	жизни все	1	1
402	известным образом	3	1
403	относится к	4	1
404	его на	1	1
405	поэтому всякое	1	1
406	к новому	1	1
407	это был	1	1
408	такой который	1	1
409	хотя и	1	1
410	друга не	1	1
411	могли бы	1	1
412	из сознания	1	1
413	и наконец	2	1
414	довольно редким	1	1
415	более или	3	1
416	звука и	2	1
417	следует сказать	1	1
418	со своей	2	1
419	и конечно	1	1
420	последняя в	1	1
421	та же	2	1
422	что это	4	1
423	так или	2	1
424	иначе и	2	1
425	к самому	1	1
426	вовсе нет	1	1
427	тоже не	1	1
428	в этой	2	1
429	не те	1	1
430	бы только	1	1
431	во многих	1	1
432	не могла	2	1
433	и если	2	1
434	не следует	5	1
435	главным образом	1	1
436	и уясняется	1	1
437	между членами	1	1
438	если для	1	1
439	не внешнее	1	1
440	перестает быть	4	1
441	именно то	2	1
442	них уже	1	1
443	есть та	1	1
444	слове или	2	1
445	и вот	1	1
446	их в	2	1
447	таких которые	1	1
448	подобно тому	2	1
449	и по	4	1
450	будем говорить	1	1
451	в образе	3	1
452	так например	2	1
453	в нее	1	1
454	мысли то	3	1
455	ни был	1	1
456	мы его	1	1
457	касается до	1	1
458	в совершенно	1	1
459	об этой	1	1
460	поэтому содержание	1	1
461	на все	2	1
462	самого существа	1	1
463	или если	1	1
464	мы на	1	1
465	удовлетворительного ответа	1	1
466	это не	1	1
467	понять его	1	1
468	та и	1	1
469	то все	1	1
470	человечества но	1	1
471	после этого	1	1
472	и тем	5	1
473	она и	1	1
474	в цвете	1	1
475	с тем	7	1
476	одна и	1	1
477	мы видели	4	1
478	между собою	6	1
479	отказаться от	2	1
480	здесь можно	1	1
481	слова является	1	1
482	что содержание	5	1
483	и различие	1	1
484	в один	4	1
485	нисколько не	1	1
486	в других	2	1
487	явления так	1	1
488	или менее	3	1
489	мы как	1	1
490	во время	2	1
491	у штейнталя	1	1
492	или точнее	1	1
493	не зависит	1	1
494	представить себе	3	1
495	одним и	3	1
496	и языка	1	1
497	на каждом	1	1
498	языка от	1	1
499	что я	5	1
500	от его	1	1
501	слове как	2	1
502	для многих	1	1
503	образом и	3	1
504	которые в	1	1
505	начнем с	1	1
506	друг другу	1	1
507	не поймет	1	1
508	оно само	1	1
509	возможно только	3	1
510	общего и	1	1
511	где нет	1	1
512	в устах	1	1
513	бы быть	2	1
514	нам для	1	1
515	и говорящий	1	1
516	слово будет	1	1
517	есть деятельность	1	1
518	что есть	2	1
519	значение слова	5	1
520	тем самым	7	1
521	виду что	1	1
522	и должен	1	1
523	тогда когда	9	1
524	того как	4	1
525	на него	3	1
526	и психическое	1	1
527	он с	1	1
528	говорит гумбольдт	5	1
529	на отношения	1	1
530	сознании и	2	1
531	в разных	2	1
532	в звуке	4	1
533	природы в	2	1
534	слово так	2	1
535	к ней	5	1
536	такая же	2	1
537	исследования мы	1	1
538	потому что	46	1
539	логическое понятие	1	1
540	даже из	1	1
541	здесь же	1	1
542	тесной связи	1	1
543	с другом	1	1
544	стороны и	1	1
545	нигде нет	1	1
546	понятие то	1	1
547	отличается от	1	1
548	содержание в	3	1
549	это содержание	5	1
550	мы могли	1	1
551	а можно	1	1
552	особенности и	1	1
553	вещь сколько	1	1
554	не мысль	1	1
555	деле в	1	1
556	него как	1	1
557	на предмет	2	1
558	из всего	1	1
559	значения и	1	1
560	от друга	1	1
561	связи со	1	1
562	только не	2	1
563	только то	1	1
564	котором мы	2	1
565	из двух	3	1
566	на нее	1	1
567	и признаки	1	1
568	почти ничего	1	1
569	времени и	1	1
570	особенно в	1	1
571	на которую	1	1
572	в непосредственном	1	1
573	можно только	2	1
574	могла быть	2	1
575	для этого	1	1
576	это внутреннее	1	1
577	внутреннего единства	1	1
578	действительно для	1	1
579	образом в	3	1
580	слово на	1	1
581	единства и	1	1
582	перестать быть	1	1
583	быть частью	1	1
584	понимания но	1	1
585	не означает	1	1
586	слово и	3	1
587	и что	10	1
588	находятся в	1	1
589	мысль не	2	1
590	сознания есть	1	1
591	все его	1	1
592	принадлежит уже	1	1
593	как форма	1	1
594	мере своего	1	1
595	должно было	2	1
596	нет это	1	1
597	за собою	2	1
598	то эта	1	1
599	в которую	1	1
600	места и	1	1
601	к нему	3	1
602	принадлежит природе	1	1
603	но нет	1	1
604	примыкает к	1	1
605	в форме	2	1
606	ее содержание	1	1
607	них в	1	1
608	в художественной	1	1
609	в ту	1	1
610	и предмет	1	1
611	так для	1	1
612	непосредственно примыкает	1	1
613	мы видим	2	1
614	с ними	1	1
615	к субъекту	2	1
616	между организмом	1	1
617	образа в	4	1
618	или же	4	1
619	ему самому	2	1
620	бы ни	3	1
621	от них	2	1
622	менее совершенно	1	1
623	с одной	7	1
624	без этого	1	1
625	так что	7	1
626	от одной	2	1
627	мысль моя	1	1
628	языка нужно	1	1
629	уже не	6	1
630	уже в	5	1
631	мало слово	1	1
632	принадлежащих к	1	1
633	это значение	1	1
634	мы прибавим	1	1
635	рано или	1	1
636	каким образом	1	1
637	самое делает	1	1
638	сознание есть	1	1
639	или даже	1	1
640	при помощи	1	1
641	от значения	1	1
642	языка но	1	1
643	первобытного человека	1	1
644	произведения не	2	1
645	будет не	2	1
646	искать в	1	1
647	а потому	6	1
648	слова в	7	1
649	в одном	2	1
650	сами по	1	1
651	прибавить что	3	1
652	той которая	1	1
653	от сознания	1	1
654	но что	2	1
655	само по	3	1
656	актов в	1	1
657	друг от	1	1
658	или поздно	1	1
659	одной стороны	3	1
660	со стороны	3	1
661	имеет и	1	1
662	одно понятие	1	1
663	в соответствующих	1	1
664	на ее	1	1
665	тем мы	1	1
666	все равно	4	1
667	в сознание	7	1
668	бы эти	1	1
669	и быть	1	1
670	еще и	1	1
671	тому как	5	1
672	на которые	1	1
673	в природе	2	1
674	мы еще	1	1
675	стремится к	1	1
676	себя и	4	1
677	предмета но	1	1
678	вещь и	1	1
679	себе то	1	1
680	что для	4	1
681	к более	1	1
682	этом слове	1	1
683	случайных и	1	1
684	превращается в	1	1
685	идеи в	2	1
686	принадлежит не	1	1
687	самое слово	2	1
688	для сознания	4	1
689	оно представляет	1	1
690	и непосредственно	1	1
691	сознание слово	1	1
692	что мы	8	1
693	под влиянием	1	1
694	на слово	2	1
695	его как	1	1
696	входить в	1	1
697	прибавить еще	1	1
698	к нескольким	1	1
699	ко всем	2	1
700	но не	7	1
701	что становится	1	1
702	если оно	1	1
703	она есть	1	1
704	притом так	1	1
705	перехода от	1	1
706	восприятия то	1	1
707	его жизни	2	1
708	и там	1	1
709	быть только	4	1
710	для понимания	4	1
711	мы же	1	1
712	друг с	1	1
713	значит что	1	1
714	многих других	1	1
715	это значит	1	1
716	принять и	2	1
717	быть не	2	1
718	есть и	1	1
719	находится под	1	1
720	эти два	1	1
721	на пути	1	1
722	нельзя передать	1	1
723	его за	1	1
724	между прочим	1	1
725	звуком и	3	1
726	нашего знания	1	1
727	и углубления	1	1
728	в более	1	1
729	мышления в	1	1
730	другую в	1	1
731	ее содержания	1	1
732	и может	3	1
733	и слова	2	1
734	а все	1	1
735	в силах	1	1
736	человек и	1	1
737	пониманием и	1	1
738	к одной	3	1
739	оно ничего	1	1
740	с языком	1	1
741	самого говорящего	1	1
742	в большей	2	1
743	скажем что	2	1
744	мысль в	3	1
745	язык не	2	1
746	в системе	2	1
747	была бы	4	1
748	явлением не	1	1
749	равно как	1	1
750	формы внутренней	1	1
751	но этот	2	1
752	в последнем	3	1
753	она по	1	1
754	звук как	2	1
755	допустить что	1	1
756	ее в	1	1
757	то оно	3	1
758	весь процесс	1	1
759	нас не	1	1
760	можно назвать	1	1
761	гораздо более	1	1
762	которая не	2	1
