N	2gram	Propp_Isto_1	TeoriaLi
410	на весьма	1	1
411	герой из	1	1
412	именно потому	1	1
413	первом случае	1	1
414	и обычая	1	1
415	что речь	1	1
416	на вопрос	2	1
417	при котором	1	1
418	никак не	1	1
419	не содержит	2	1
420	или их	1	1
421	после того	1	1
422	может не	1	1
423	в значительной	1	1
424	в которую	3	1
425	но дело	1	1
426	стоит и	1	1
427	ним и	1	1
428	и только	2	1
429	в другой	1	1
430	первых же	1	1
431	также еще	1	1
432	о своих	1	1
433	героический эпос	1	1
434	в формах	1	1
435	на которой	1	1
436	один из	4	1
437	но с	1	1
438	образов и	2	1
439	тот же	2	1
440	с появлением	1	1
441	дело с	2	1
442	но этим	2	1
443	природой и	1	1
444	именно о	1	1
445	а у	1	1
446	в какой	3	1
447	путь к	1	1
448	тем или	1	1
449	даже если	1	1
450	может оказаться	3	1
451	простой и	1	1
452	самые разнообразные	1	1
453	и приобретает	1	1
454	или же	1	1
455	их не	2	1
456	который в	1	1
457	и жизни	1	1
458	так что	4	1
459	же и	1	1
460	для всех	2	1
461	читатель не	1	1
462	если мы	3	1
463	только на	1	1
464	всем его	1	1
465	не дает	2	1
466	или даже	3	1
467	из них	3	1
468	за ним	1	1
469	к каким	1	1
470	одно из	1	1
471	и их	3	1
472	рассматриваем как	2	1
473	никто не	2	1
474	в одном	5	1
475	с этими	1	1
476	так как	6	1
477	тому же	1	1
478	к ним	4	1
479	входят в	1	1
480	ее на	1	1
481	но из	1	1
482	для того	1	1
483	представляют собой	6	1
484	другого и	1	1
485	между ним	1	1
486	на примере	1	1
487	и глубже	1	1
488	не обязательно	1	1
489	отказаться от	2	1
490	с той	2	1
491	еще и	2	1
492	однако что	1	1
493	что для	1	1
494	и пр	4	1
495	превращается в	4	1
496	стадии культуры	1	1
497	не было	1	1
498	природе и	1	1
499	не касаться	1	1
500	не решает	1	1
501	не сама	1	1
502	смерти но	2	1
503	зависит от	2	1
504	и я	1	1
505	могут служить	1	1
506	что из	1	1
507	его как	2	1
508	в связи	4	1
509	может иметь	1	1
510	что явление	2	1
511	а при	1	1
512	например если	1	1
513	к своему	2	1
514	куда же	1	1
515	это своего	1	1
516	истории не	1	1
517	было и	1	1
518	тому как	1	1
519	да и	1	1
520	в это	1	1
521	на время	1	1
522	этом случае	1	1
523	все это	4	1
524	при всем	1	1
525	каждой из	1	1
526	известной степени	1	1
527	еще одна	2	1
528	объекта или	1	1
529	и от	2	1
530	видно из	2	1
531	в результате	1	1
532	которая в	1	1
533	это может	1	1
534	из своего	1	1
535	бы в	2	1
536	не более	2	1
537	как явление	1	1
538	она же	1	1
539	в мировом	1	1
540	ни было	2	1
541	мы видим	11	1
542	не есть	2	1
543	вступает в	2	1
544	нами не	1	1
545	с ней	2	1
546	лес не	1	1
547	совершенно не	1	1
548	быть признано	1	1
549	в иной	4	1
550	не сами	1	1
551	имена в	1	1
552	из этого	2	1
553	только о	1	1
554	что такое	2	1
555	если она	1	1
556	облечена в	1	1
557	здесь обычно	1	1
558	также может	1	1
559	ее в	5	1
560	видим в	1	1
561	и другие	4	1
562	в лесу	8	1
563	как себя	3	1
564	можно назвать	2	1
565	точно так	3	1
