N	2gram	Nazirov_Vr_1	RusskieA
327	этому образу	1	1
328	в москве	1	1
329	фигурируют и	1	1
330	по своему	1	1
331	что за	1	1
332	не дают	1	1
333	связь образа	1	1
334	был в	1	1
335	довольно много	2	1
336	и не	5	1
337	с последним	1	1
338	но это	2	1
339	и другими	1	1
340	тот кто	1	1
341	год в	1	1
342	тем более	2	1
343	за него	1	1
344	только что	1	1
345	очень хорошо	2	1
346	он напоминает	1	1
347	несмотря на	4	1
348	и начинается	1	1
349	в период	2	1
350	о своем	1	1
351	в свою	2	1
352	другой стороны	1	1
353	они как	1	1
354	ему но	1	1
355	него в	1	1
356	во всяком	1	1
357	как на	1	1
358	все что	1	1
