N	2gram	Losev_Vesc_1	Problemy
263	в жизни	3	2
264	мог бы	5	2
265	если я	6	2
266	и того	2	2
267	что значит	8	2
268	что такое	12	2
269	в отличие	1	2
270	признать что	1	2
271	оно должно	1	2
272	тем не	3	2
273	однако в	1	2
274	между двумя	1	2
275	в той	3	2
276	тому что	2	2
277	почти все	2	2
278	если и	1	2
279	я для	1	2
280	о них	1	2
281	но только	3	2
282	чем не	2	2
283	и без	3	2
284	и внешнего	2	2
285	к ней	2	2
286	как она	4	2
287	о нем	1	2
288	ли это	7	2
289	с другом	1	2
290	не является	1	2
291	отнюдь не	5	2
292	лежит в	1	2
293	отличается от	7	2
294	той или	2	2
295	что вы	3	2
296	всего этого	1	2
297	так в	1	2
298	конечно в	1	2
299	жизнь и	1	2
300	с человеком	1	2
301	находится в	3	2
302	только так	1	2
303	о том	6	2
304	голоса в	1	2
305	или как	2	2
306	не дурно	1	2
307	с вами	1	2
308	у другого	1	2
309	себя но	1	2
310	и только	3	2
311	еще более	2	2
312	и пусть	1	2
313	быть и	1	2
314	один из	3	2
315	но с	2	2
316	вне себя	2	2
317	тот же	3	2
318	то в	4	2
319	и ее	18	2
320	со всеми	1	2
321	в эти	1	2
322	не то	4	2
323	же и	1	2
324	конечно не	1	2
325	уже не	9	2
326	него и	1	2
327	мы знаем	1	2
328	него нет	1	2
329	свой собственный	1	2
330	ту сторону	1	2
331	и делает	2	2
332	со всем	5	2
333	или иной	1	2
334	слово в	2	2
335	к которому	1	2
336	было и	2	2
337	говорит о	1	2
338	не было	1	2
339	а вы	2	2
340	а так	2	2
341	о чем	1	2
342	когда она	4	2
343	и ему	1	2
344	я хочу	5	2
345	слово слово	1	2
346	в темноте	1	2
347	и потому	5	2
348	но этот	1	2
349	теперь когда	1	2
350	это в	1	2
351	тому как	4	2
352	себя то	1	2
353	самого себя	1	2
354	вне этой	1	2
355	или другого	1	2
356	с этой	4	2
357	у вас	1	2
358	нисколько не	4	2
359	это уже	1	2
360	только мне	1	2
361	что оно	8	2
362	вопрос о	1	2
363	не с	7	2
364	с уже	1	2
365	но именно	2	2
366	ибо в	1	2
367	будто бы	1	2
368	на одно	1	2
369	теперь же	2	2
370	не я	2	2
371	сказать что	17	2
372	сам в	1	2
373	но ни	1	2
374	того или	1	2
375	если вы	2	1
376	ту же	2	1
377	нем нет	1	1
378	можно говорить	2	1
379	также и	6	1
380	мы замечаем	1	1
381	чтобы не	1	1
382	я понимаю	5	1
383	человека и	1	1
384	с кем	1	1
385	самим по	1	1
386	же внутри	1	1
387	силы и	1	1
388	своей основной	1	1
389	сама себя	4	1
390	живое и	1	1
391	ясно что	8	1
392	от самого	1	1
393	в первом	2	1
394	всякой социальной	1	1
395	по преимуществу	2	1
396	что эти	1	1
397	и больше	9	1
398	собою в	1	1
399	где я	1	1
400	обойтись без	2	1
401	из всех	1	1
402	и само	2	1
403	своего внутреннего	1	1
404	время как	1	1
405	но она	3	1
406	оно вообще	1	1
407	социальной действительности	4	1
408	а во-вторых	1	1
409	бы ни	2	1
410	которое не	1	1
411	но даже	3	1
412	то это	3	1
413	и самой	1	1
414	из которых	1	1
415	и заставляет	2	1
416	зависимости от	1	1
417	одного слова	1	1
418	свою очередь	4	1
419	и самого	1	1
420	другим в	1	1
421	проявляет себя	1	1
422	а еще	1	1
423	себя а	1	1
424	видели что	1	1
425	то он	1	1
426	не все	1	1
427	с совершенно	1	1
428	а и	9	1
429	тут же	2	1
430	не просто	19	1
431	я только	1	1
432	форме и	1	1
433	и уйти	1	1
434	такой постановки	1	1
435	чем же	3	1
436	сих пор	1	1
437	независимо от	5	1
438	сделать в	1	1
439	может обойтись	1	1
440	я делаю	1	1
441	словом в	1	1
442	как нам	1	1
443	и пр	6	1
444	перед нами	2	1
445	бы я	2	1
446	могли бы	1	1
447	говорит что	1	1
448	это определение	1	1
449	ясно и	1	1
450	другого нет	1	1
451	я имею	2	1
452	бы сказать	2	1
453	чем бы	2	1
454	в этой	3	1
455	он думает	1	1
456	бы только	1	1
457	и кто	2	1
458	и резко	1	1
459	но ведь	2	1
460	не могла	1	1
461	есть ее	2	1
462	в общении	1	1
463	главным образом	1	1
464	наш анализ	1	1
465	его более	1	1
466	раз навсегда	2	1
467	дальше но	1	1
468	же это	4	1
469	идеи и	3	1
470	ведь не	3	1
471	что еще	1	1
472	всяких внутренних	1	1
473	вы в	1	1
474	слово или	1	1
475	что тут	6	1
476	из него	1	1
477	всех своих	1	1
478	на то	4	1
479	о таком	1	1
480	именно это	1	1
481	одно и	5	1
482	человека в	1	1
483	введение в	1	1
484	здесь мы	1	1
485	что почти	1	1
486	эпохи не	1	1
487	а затем	2	1
488	выражение и	1	1
489	отношении себя	1	1
490	и может	2	1
491	об этом	3	1
492	момент и	1	1
493	а его	1	1
494	тут надо	1	1
495	может стать	1	1
496	и мы	1	1
497	в социальной	1	1
498	и дает	1	1
499	в свой	2	1
500	не простое	1	1
501	его ум	1	1
502	мне это	1	1
503	только одно	2	1
504	параллель к	2	1
505	но уже	3	1
506	она и	1	1
507	со своими	1	1
508	к самой	1	1
509	есть какое-то	3	1
510	и ничего	1	1
511	она была	2	1
512	в один	1	1
513	одного и	1	1
514	же есть	2	1
515	ибо не	1	1
516	в этих	1	1
517	бы на	1	1
518	можно сказать	6	1
519	таким же	1	1
520	я его	1	1
521	вступая с	1	1
522	раз к	2	1
523	самого в	1	1
524	мы говорили	2	1
525	начиная от	2	1
526	я оставляю	1	1
527	не столько	1	1
528	они уже	1	1
529	стало быть	1	1
530	надо чтобы	1	1
531	и эти	2	1
532	и более	1	1
533	есть еще	3	1
534	и настойчиво	2	1
535	для нее	2	1
536	же мы	1	1
537	же такое	3	1
538	нас к	1	1
539	она не	4	1
540	от нас	1	1
541	есть нечто	6	1
542	одна из	5	1
543	реагирует на	1	1
544	я буду	1	1
545	у кого	1	1
546	в основе	3	1
547	от жизни	1	1
548	не случайно	2	1
549	и такого	1	1
550	к такому	1	1
551	это мы	1	1
552	тогда когда	5	1
553	слово и	4	1
554	сначала что	1	1
555	и весь	1	1
556	этих двух	2	1
557	и по	1	1
558	мне было	1	1
559	это именно	3	1
560	яркостью и	1	1
561	всего то	2	1
562	значит общаться	1	1
563	этом отношении	1	1
564	быть а	1	1
565	ни о	1	1
566	полную независимость	2	1
567	когда мы	6	1
568	это конечно	1	1
569	для такого	2	1
570	себе что	3	1
571	и мне	1	1
572	они и	1	1
573	все еще	3	1
574	а ее	2	1
575	для того	2	1
576	оно не	3	1
577	указал на	1	1
578	больше ничего	8	1
579	из их	1	1
580	оно может	2	1
581	и самое	2	1
582	и кому	1	1
583	и которая	1	1
584	социальных форм	1	1
585	и о	3	1
586	того чтобы	3	1
587	момент в	6	1
588	как не	1	1
589	на нем	1	1
590	без всякого	4	1
591	сравнению со	1	1
592	данном случае	2	1
593	на основе	1	1
594	полемику я	1	1
595	для всего	1	1
596	себя вовне	2	1
597	в особенности	1	1
598	только не	2	1
599	него самого	1	1
600	в себя	13	1
601	ее но	1	1
602	приводит к	1	1
603	в дальнейшем	1	1
604	дано в	1	1
605	значение в	1	1
606	но может	1	1
607	как с	4	1
608	и совершенно	1	1
609	ибо она	1	1
610	что меня	1	1
611	с собой	2	1
612	можно было	2	1
613	времени и	1	1
614	это вовсе	2	1
615	себя что	1	1
616	того и	2	1
617	перенести его	1	1
618	и реальное	1	1
619	по сравнению	7	1
620	но у	1	1
621	является в	2	1
622	поэтому в	1	1
623	между собой	1	1
624	сам иван	1	1
625	смысле и	1	1
626	в разных	4	1
627	она резко	1	1
628	же необходимо	1	1
629	в применении	1	1
630	бы вы	1	1
631	тех кто	2	1
632	внимание на	1	1
633	никак не	3	1
634	что каждый	1	1
635	это потому	1	1
636	самому себе	1	1
637	смысл т	2	1
638	где эта	1	1
639	установка по	1	1
640	ним и	1	1
641	ними в	2	1
642	мне как	1	1
643	во всей	1	1
644	в утверждении	1	1
645	еще только	1	1
646	и она	1	1
647	от всех	4	1
648	бы меня	1	1
649	всего внутреннего	1	1
650	навсегда и	2	1
651	смысле нет	1	1
652	по своей	2	1
653	д и	5	1
654	что только	3	1
655	ее к	2	1
656	будь то	3	1
657	должен быть	2	1
658	вмещает в	1	1
659	поэтому и	1	1
660	и кончая	1	1
661	слишком уж	1	1
662	теперь в	1	1
663	с одной	3	1
664	где они	1	1
665	себя в	10	1
666	из которого	1	1
667	для всех	1	1
668	со своим	7	1
669	точно и	1	1
670	что если	1	1
671	или не	2	1
672	же но	1	1
673	оно в	1	1
674	до последней	1	1
675	не так	1	1
676	себе в	3	1
677	и их	7	1
678	понимает что	1	1
679	никто не	1	1
680	руки и	2	1
681	до того	1	1
682	чтобы она	2	1
683	и стремится	1	1
684	для меня	2	1
685	мы можем	4	1
686	но что	2	1
687	случае не	1	1
688	ее на	1	1
689	но из	1	1
690	ее со	3	1
691	свой образ	2	1
692	же деле	1	1
693	что на	2	1
694	его ни	1	1
695	активно и	1	1
696	другого и	1	1
697	меня и	1	1
698	стоит перед	1	1
699	до сих	1	1
700	иван по	1	1
701	что человек	1	1
702	сил на	1	1
703	и самая	1	1
704	чем он	1	1
705	и быть	1	1
706	еще и	8	1
707	мы еще	2	1
708	собой а	1	1
709	резко отличается	1	1
710	быть с	1	1
711	обратиться к	1	1
712	раз так	1	1
713	к человеку	1	1
714	самом же	1	1
715	может ли	2	1
716	уж и	1	1
717	на этот	1	1
718	а наоборот	1	1
719	ничем не	3	1
720	так это	1	1
721	есть лишь	2	1
722	же точно	2	1
723	него не	1	1
724	ум и	1	1
725	и вне	2	1
726	в те	1	1
727	но оно	1	1
728	ее внутренняя	1	1
729	ни на	3	1
730	все основные	1	1
731	к его	1	1
732	другому чем	1	1
733	что другой	1	1
734	в данном	5	1
735	на себя	1	1
736	она есть	8	1
737	ее во	1	1
738	общения с	23	1
739	образ и	3	1
740	притом оно	1	1
741	согласен с	1	1
742	конечно и	1	1
743	быть не	4	1
744	или хотя	1	1
745	эти вопросы	1	1
746	форме всегда	1	1
747	если оно	4	1
748	в аспекте	1	1
749	является как	1	1
750	пусть все	1	1
751	думают что	4	1
752	вообще нет	1	1
753	отвечает на	1	1
754	тогда что	1	1
755	вам и	1	1
756	ли в	3	1
757	самое главное	2	1
758	но тот	1	1
759	или в	2	1
760	между ними	3	1
761	которая в	1	1
762	своей собственной	1	1
763	бы даже	1	1
764	и ни	1	1
765	опять-таки как	1	1
766	своей внутренней	1	1
767	тут мы	4	1
768	несмотря на	1	1
769	еще очень	1	1
770	хотя в	1	1
771	не у	1	1
772	от всякого	4	1
773	требует чтобы	4	1
774	может и	1	1
775	в свою	4	1
776	с ней	2	1
777	является и	1	1
778	из этого	1	1
779	диалога не	1	1
780	себе не	3	1
781	не верят	1	1
782	сущности в	1	1
783	уже есть	1	1
784	в своих	1	1
785	нет что	1	1
786	я могу	2	1
