N	2gram	Trubetskoy_1	slovoVRo
250	только с	1	2
251	может и	1	2
252	от характера	1	2
253	к его	2	2
254	все что	2	2
255	они не	1	2
256	с новыми	1	1
257	себя как	1	1
258	смысле слова	1	1
259	как известно	1	1
260	от этой	1	1
261	женщины и	1	1
262	этого в	1	1
263	речь идет	1	1
264	не должны	2	1
265	того же	6	1
266	становится в	1	1
267	он может	1	1
268	силы и	2	1
269	идет о	1	1
270	и есть	1	1
271	за собой	3	1
272	явления и	1	1
273	глубокие различия	1	1
274	и до	1	1
275	все те	1	1
276	и этот	1	1
277	и за	1	1
278	и могут	1	1
279	этом направлении	1	1
280	с массой	1	1
281	а как	1	1
282	есть не	1	1
283	он знает	1	1
284	и о	3	1
285	мир не	1	1
286	что уже	1	1
287	нам в	1	1
288	этих частей	2	1
289	место в	1	1
290	он как	1	1
291	ввести в	1	1
292	к началу	1	1
293	к востоку	4	1
294	и заставляет	2	1
295	как не	1	1
296	так называемые	3	1
297	к общему	1	1
298	между собой	1	1
299	он сам	1	1
300	людей в	1	1
301	быть в	1	1
302	в широком	1	1
303	что его	1	1
304	в создании	2	1
305	а следовательно	1	1
306	различия между	2	1
307	друг к	1	1
308	помимо этого	1	1
309	видели что	1	1
310	совсем не	1	1
311	в народную	2	1
312	в сторону	1	1
313	в план	1	1
314	к ним	3	1
315	вступают в	1	1
316	связанного с	1	1
317	что так	1	1
318	две основные	1	1
319	зрения а	1	1
320	материалом для	1	1
321	трудно сказать	1	1
322	в одной	1	1
323	частей и	1	1
324	могли бы	1	1
325	целый ряд	4	1
326	и превращается	1	1
327	связанный с	2	1
328	без остатка	2	1
329	в самом	4	1
330	та же	1	1
331	он в	2	1
332	и самый	1	1
333	в этой	4	1
334	совершенно чужды	1	1
335	и те	3	1
336	данного национального	1	1
337	на то	2	1
338	если он	1	1
339	что она	1	1
340	не знающий	1	1
341	время и	1	1
342	но именно	1	1
343	и только	4	1
344	культуры эллинистической	1	1
345	в корне	1	1
346	широком смысле	1	1
347	и по	4	1
348	с собой	1	1
349	этого изложения	1	1
350	влиянием в	1	1
351	что мир	1	1
352	в мире	5	1
353	к другу	2	1
354	них не	2	1
355	на все	2	1
356	на этой	1	1
357	говорить не	1	1
358	это было	1	1
359	нельзя считать	1	1
360	должен был	4	1
361	о которых	1	1
362	попадает в	4	1
363	этой борьбы	1	1
364	этим и	1	1
365	всегда и	3	1
366	несмотря на	6	1
367	похоже на	1	1
368	такой же	1	1
369	одного и	1	1
370	видами и	2	1
371	в эту	2	1
372	его нельзя	1	1
373	нет для	2	1
374	в своей	1	1
375	что среди	1	1
376	в такой	1	1
377	с идеей	2	1
378	прийти к	1	1
379	не исчерпывается	2	1
380	должны были	1	1
381	тем не	3	1
382	как от	2	1
383	и одной	1	1
384	себя не	1	1
385	до известной	1	1
386	самого начала	2	1
387	этими двумя	2	1
388	на себе	1	1
389	героев и	2	1
390	чтобы стать	1	1
391	дело не	1	1
392	иметь в	1	1
393	следовательно и	1	1
394	ничего не	1	1
395	очень мало	4	1
396	в русском	2	1
397	ее с	2	1
398	делающих из	1	1
399	по своей	2	1
400	прежде чем	1	1
401	это слово	1	1
402	в сознании	1	1
403	же проблема	1	1
404	и должно	1	1
405	с легкостью	1	1
406	иногда даже	1	1
407	лежит в	1	1
408	как только	1	1
409	числе и	4	1
410	всего что	1	1
411	совершенно иной	2	1
412	три категории	1	1
413	утверждать что	2	1
414	эти явления	1	1
415	этот путь	2	1
416	с образом	1	1
417	и это	2	1
418	в виду	2	1
419	всего этого	1	1
420	как по	1	1
421	согласны с	1	1
422	нет никакой	1	1
423	с самого	3	1
424	культуры и	3	1
425	приводит к	2	1
426	оно вступает	1	1
427	это как	1	1
428	одно из	2	1
429	но такая	1	1
430	образом в	5	1
431	другими словами	1	1
432	и что	4	1
433	иное значение	1	1
434	страданием и	1	1
435	не стоит	1	1
436	можно сказать	3	1
437	должно было	2	1
438	тем или	1	1
439	затем в	1	1
440	стоит и	1	1
441	во всей	1	1
442	от этих	1	1
443	в ту	1	1
444	и следовательно	1	1
445	и об	1	1
446	и отдельные	1	1
447	того что	3	1
448	всегда в	1	1
449	важное значение	1	1
450	одной из	5	1
451	в зачатке	1	1
452	друг друга	1	1
453	уже говорили	1	1
454	и действительно	2	1
455	до нас	1	1
456	между этими	2	1
457	и ее	1	1
458	их не	1	1
459	иной характер	2	1
460	в качестве	3	1
461	чаще всего	1	1
462	не можем	1	1
463	только на	1	1
464	к известной	1	1
465	они могли	1	1
466	xvii веке	1	1
467	представить себе	1	1
468	раскрывшегося в	1	1
469	сами по	1	1
470	в конце	6	1
471	не для	1	1
472	с этими	1	1
473	мы можем	2	1
474	случае не	3	1
475	и никогда	1	1
476	из которого	3	1
477	жизни на	1	1
478	как раз	1	1
479	тем что	1	1
480	характерны для	1	1
481	в других	3	1
482	перейти к	1	1
483	чужого культурного	1	1
484	которые как	1	1
485	не были	1	1
486	или иначе	3	1
487	души и	1	1
488	этой роли	1	1
489	в формальном	1	1
490	должно быть	1	1
491	притом не	1	1
492	к сожалению	3	1
493	превращается в	2	1
494	зависит от	1	1
495	другой стороны	1	1
496	когда она	1	1
497	мира в	1	1
498	комментариев к	1	1
499	все более	1	1
500	есть образ	1	1
501	в рамках	3	1
502	сознания был	1	1
503	от исторического	1	1
504	если они	1	1
505	всех других	2	1
506	даже там	1	1
507	да и	1	1
508	особенно важное	1	1
509	их отношение	1	1
510	мира с	1	1
511	этого слова	1	1
512	на пути	2	1
513	эти элементы	1	1
514	и отвлеченные	1	1
515	только для	2	1
516	влечет за	2	1
517	и таким	3	1
518	в самую	1	1
519	однако не	1	1
520	более и	1	1
521	в наше	1	1
522	не является	1	1
523	живет и	1	1
524	тем и	2	1
525	ли они	2	1
526	или иным	1	1
527	нужно чтобы	2	1
528	но зато	1	1
529	же в	1	1
530	не носят	1	1
531	соединяется с	1	1
532	чтобы добиться	1	1
533	только как	1	1
534	относящиеся к	1	1
535	бы быть	1	1
536	ко всему	2	1
537	что такое	1	1
538	от слова	1	1
539	которым они	1	1
540	в своих	1	1
541	только не	2	1
542	к этому	3	1
543	наше отношение	1	1
544	том числе	5	1
