N	2gram	Medvedev_V_1	Problemy
123	значение для	1	3
124	в той	1	3
125	в своем	8	3
126	более или	6	3
127	из этих	7	3
128	в этой	4	3
129	имеем в	1	3
130	как он	2	3
131	на то	1	3
132	их в	6	3
133	на этом	1	3
134	реакции на	1	3
135	они должны	2	3
136	было бы	7	3
137	кажется что	1	3
138	далеко не	2	3
139	в слове	3	3
140	или менее	6	3
141	и при	5	3
142	и их	3	3
143	в своей	4	3
144	не как	1	3
145	образом и	1	3
146	но он	1	3
147	в передней	1	3
148	она не	3	3
149	на него	1	3
150	тон и	1	3
151	не могут	7	3
152	числе и	2	3
153	с ее	1	3
154	если бы	3	3
155	никак не	1	3
156	и что	1	3
157	в различных	2	3
158	и во	1	3
159	отличается от	2	3
160	между этими	1	3
161	только на	1	3
162	в единстве	4	3
163	ведь это	1	3
164	в конце	3	3
165	что и	3	3
166	тем что	1	3
167	эти явления	2	3
168	и даже	2	3
169	с другой	11	3
170	себя и	1	3
171	жизнь в	1	3
172	него в	3	3
173	так же	3	3
174	жизнь и	1	3
175	по существу	3	3
176	но для	2	3
177	и для	2	3
178	его творчества	1	3
179	бы в	3	3
180	еще более	1	3
181	другой стороны	8	3
182	и идеи	1	3
183	и другие	1	3
184	а между	1	2
185	смысле слова	2	2
186	ту же	2	2
187	же как	2	2
188	и через	2	2
189	связи между	1	2
190	а как	2	2
191	и свой	1	2
192	вопрос о	1	2
193	из своих	2	2
194	собою не	1	2
195	меньшей степени	2	2
196	он сам	2	2
197	как если	1	2
198	если в	2	2
199	в общем	2	2
200	оно является	2	2
201	нет и	3	2
202	сама по	1	2
203	с этим	3	2
204	вот как	4	2
205	стороны и	2	2
206	в художественном	10	2
207	и слова	1	2
208	когда он	3	2
209	целый ряд	1	2
210	и как	3	2
211	не было	7	2
212	бы и	6	2
213	бы не	2	2
214	но ведь	1	2
215	в братьях	1	2
216	но на	1	2
217	время и	1	2
218	у пушкина	2	2
219	и по	3	2
220	об этом	9	2
221	лишь в	2	2
222	хотя бы	19	2
223	на почве	1	2
224	этом смысле	1	2
225	к области	1	2
226	например рассказ	1	2
227	достоевского и	2	2
228	произведении но	1	2
229	что такое	2	2
230	почти не	1	2
231	в которых	3	2
232	могло бы	2	2
233	не менее	2	2
234	одном из	3	2
235	которые в	2	2
236	зрения и	1	2
237	того как	1	2
238	одна из	4	2
239	братьях карамазовых	1	2
240	но она	1	2
241	не могло	1	2
242	жизни не	1	2
243	к ней	1	2
244	если только	1	2
245	у нас	2	2
246	могут быть	5	2
247	к тому	4	2
248	той или	1	2
249	не случайное	1	2
250	в другом	2	2
251	можно было	2	2
252	это вовсе	1	2
253	в плоскости	1	2
254	в которые	1	2
255	остановимся на	2	2
256	с ним	1	2
257	автор не	1	2
258	между тем	5	2
259	от них	2	2
260	единого и	2	2
261	для определенного	1	2
262	большей или	3	2
263	но с	2	2
264	образов и	4	2
265	этот вопрос	3	2
266	явления в	2	2
267	том или	1	2
268	пор не	1	2
269	и элементы	1	2
270	и так	1	2
271	с нею	2	2
272	в поэзии	1	2
273	слова не	1	2
274	для него	8	2
275	в известной	1	2
276	сами по	1	2
277	а в	3	2
278	или иной	2	2
279	для этого	1	2
280	или меньшей	3	2
281	нами явления	1	2
282	он только	1	2
283	на этот	1	2
284	что мы	2	2
285	вместе с	7	2
286	в духе	1	2
287	в данном	1	2
288	утверждение о	1	2
289	романов достоевского	1	2
290	например у	2	2
291	при всем	3	2
292	вне его	2	2
293	оно и	1	2
294	причем в	1	2
295	в результате	5	2
296	о котором	1	2
297	для нас	1	2
298	в большей	2	2
299	не дает	1	2
300	в системе	2	2
301	сказать что	5	2
302	есть и	1	2
303	в заключение	1	2
304	во сне	21	2
305	во всяком	1	2
306	они не	2	2
307	он совершенно	1	1
308	чтобы не	2	1
309	не признать	1	1
310	и то	1	1
311	получает в	2	1
312	он может	2	1
313	и есть	5	1
314	в определенные	1	1
315	только эти	1	1
316	обычного хода	1	1
317	видеть в	2	1
318	схема которая	1	1
319	обойтись без	1	1
320	несколько иной	1	1
321	свою фамилию	1	1
322	всей ее	1	1
323	в несколько	1	1
324	сравнению с	1	1
325	или наоборот	1	1
326	входит в	1	1
327	именно к	1	1
328	их к	1	1
329	и стиль	1	1
330	на себе	1	1
331	не вполне	2	1
332	приходит и	1	1
333	типа мы	1	1
334	из того	1	1
335	по замыслу	1	1
336	подчеркнуть что	2	1
337	в каждой	1	1
338	его роль	1	1
339	замысла в	3	1
340	это время	1	1
341	собою и	2	1
342	в ней	2	1
343	между собой	1	1
344	бы еще	2	1
345	именно эти	1	1
346	в последних	1	1
347	художественном творчестве	6	1
348	это имеет	1	1
349	любой области	1	1
350	но как	3	1
351	а только	1	1
352	он пишет	7	1
353	выразить себя	1	1
354	и речи	1	1
355	к сожалению	2	1
356	возникает ряд	1	1
357	может обойтись	1	1
358	различных авторов	1	1
359	мысль в	1	1
360	не являются	1	1
361	и художественного	3	1
362	с определенной	1	1
363	второму типу	1	1
364	образов которые	1	1
365	в целом	4	1
366	образную систему	1	1
367	бы с	1	1
368	так или	1	1
369	есть для	1	1
370	что автор	1	1
371	рассказ о	1	1
372	если есть	1	1
373	мысль находит	1	1
374	элементов в	1	1
375	тому же	1	1
376	времени задача	1	1
377	из его	3	1
378	и если	1	1
379	на его	1	1
380	что она	2	1
381	сна он	1	1
382	в ее	4	1
383	уже сама	1	1
384	силой и	1	1
385	они в	1	1
386	и еще	1	1
387	первой части	1	1
388	и социальной	2	1
389	в силу	11	1
390	по законам	1	1
391	что у	2	1
392	к каждому	1	1
393	но некоторые	1	1
394	слова к	1	1
395	в плане	5	1
396	ней не	1	1
397	говорит следующее	4	1
398	одно и	1	1
399	словесному воплощению	1	1
400	что все	3	1
401	же не	1	1
402	типы и	1	1
403	и характер	1	1
404	лет как	1	1
405	связанных с	1	1
406	а по	1	1
407	говорить не	3	1
408	его в	3	1
409	знает что	1	1
410	деле в	1	1
411	моменты в	1	1
412	как обычное	1	1
413	пушкина в	1	1
414	для достижения	1	1
415	в них	4	1
416	ни одной	1	1
417	и определяет	1	1
418	романы достоевского	1	1
419	не всегда	1	1
420	несмотря на	1	1
421	здесь можно	1	1
422	силу самой	1	1
423	значит не	1	1
424	мы знаем	3	1
425	духовной жизни	1	1
426	их автора	1	1
427	обратимся к	1	1
428	в научной	1	1
429	который как	1	1
430	все должно	1	1
431	во время	3	1
432	что если	1	1
433	или точнее	1	1
434	благодаря этому	1	1
435	по сравнению	1	1
436	и благодаря	1	1
437	же направлении	1	1
438	знает и	1	1
439	мы в	1	1
440	не столько	2	1
441	что до	1	1
442	что говорит	3	1
443	что еще	1	1
444	в частном	1	1
445	друг другу	1	1
446	в прямом	1	1
447	обращение к	1	1
448	в устах	1	1
449	не должна	1	1
450	даже в	5	1
451	а вот	2	1
452	тому что	6	1
453	причем этот	1	1
454	нет того	1	1
455	все для	1	1
456	вплоть до	2	1
457	дня и	1	1
458	места из	1	1
459	и рассудка	1	1
460	отражается в	1	1
461	виду что	1	1
462	самого начала	1	1
463	этими двумя	1	1
464	мысли в	1	1
465	дело не	1	1
466	освободиться от	1	1
467	мышления и	1	1
468	тогда когда	2	1
469	что их	1	1
470	к этим	2	1
471	творчества для	1	1
472	его собственного	1	1
473	и отдельных	3	1
474	и имеет	1	1
475	в самых	2	1
476	весь роман	1	1
477	иметь в	2	1
478	но только	1	1
479	и автор	1	1
480	замысел не	2	1
481	и каково	1	1
482	и без	1	1
483	и весь	2	1
484	в три	1	1
485	в другую	2	1
486	его можно	1	1
487	охватить и	1	1
488	связи с	4	1
489	мы бы	1	1
490	в более	1	1
491	в сознании	4	1
492	эту внутреннюю	1	1
493	только с	2	1
494	не столь	3	1
495	как будто	1	1
496	игре и	1	1
497	что на	1	1
498	точном смысле	2	1
499	другие наоборот	1	1
500	в области	2	1
501	формы для	1	1
502	что часто	1	1
503	при определенных	1	1
504	начиная с	2	1
505	лежит в	1	1
506	человека в	2	1
507	отсюда как	1	1
508	должны быть	2	1
509	одну и	1	1
510	не способен	1	1
511	бы он	1	1
512	для его	4	1
513	очень богатой	1	1
514	его значение	1	1
515	они и	1	1
516	что при	2	1
517	и поэтому	1	1
518	а затем	2	1
519	того чтобы	3	1
520	как не	1	1
521	как один	1	1
522	братьев карамазовых	2	1
523	данном случае	1	1
524	тургенев в	1	1
525	его художественного	2	1
526	перед необходимостью	1	1
527	он определяет	1	1
528	затем его	1	1
529	роль в	4	1
530	мы наблюдаем	2	1
531	этот учет	1	1
532	если они	1	1
533	что может	1	1
534	и ту	1	1
535	а порой	1	1
536	собой в	1	1
537	произведения не	2	1
538	типа достаточно	1	1
539	очень сложную	1	1
540	еще в	1	1
541	это только	4	1
542	является в	1	1
543	этой жизни	1	1
544	поэтому в	1	1
545	художественного образа	1	1
546	связанная с	1	1
547	вот это	2	1
548	даже из	1	1
549	произведения как	5	1
550	силы и	1	1
551	не был	1	1
552	но несколько	1	1
553	но к	1	1
554	то уже	1	1
555	после того	1	1
556	все его	2	1
557	в сфере	2	1
558	может не	2	1
559	он носит	1	1
560	в значительной	3	1
561	от него	1	1
562	автора на	1	1
563	с теми	1	1
564	или иначе	1	1
565	хотя у	1	1
566	замыслы и	1	1
567	или иными	1	1
568	на одном	1	1
569	отметить что	2	1
570	и непосредственное	1	1
571	быть даже	1	1
572	наконец в	1	1
573	ее как	2	1
574	это описание	1	1
575	и самые	1	1
576	и следует	1	1
577	сюда относится	1	1
578	быть и	1	1
579	один из	5	1
580	обработка его	1	1
581	романа и	1	1
582	мы видим	1	1
583	стиль в	1	1
584	с каждым	1	1
585	в какой	1	1
586	таков первый	1	1
587	в стороне	1	1
588	относится например	1	1
589	приходит в	1	1
590	они могут	1	1
591	в большом	1	1
592	же при	1	1
593	но между	1	1
594	с одной	2	1
595	своего собственного	1	1
596	и чужое	1	1
597	переходит в	1	1
598	и у	2	1
599	ее а	1	1
600	поэтому же	1	1
601	можно определить	2	1
602	не знать	1	1
603	достоевский в	1	1
604	предполагает наличие	1	1
605	смерть и	1	1
606	рассказывает о	4	1
607	следует отметить	1	1
608	его и	1	1
609	характерно что	1	1
610	в письме	13	1
611	всяком случае	1	1
612	в прозе	1	1
613	ними нет	1	1
614	элементы сознания	1	1
615	себя от	1	1
616	удобства и	1	1
617	при всей	2	1
618	не о	2	1
619	близко к	1	1
620	может служить	1	1
621	дело и	1	1
622	всеми этими	1	1
623	автора как	1	1
624	даже и	3	1
625	нет например	1	1
626	одной стороны	2	1
627	хотя оно	1	1
628	один тип	1	1
629	даже не	2	1
630	этой проблемы	3	1
631	о своей	1	1
632	следует подчеркнуть	1	1
633	лишь те	1	1
634	его себе	1	1
635	не обязательно	1	1
636	именно в	2	1
637	а именно	1	1
638	глубокая и	1	1
639	у многих	1	1
640	и др	9	1
641	что не	3	1
642	в живом	1	1
643	что для	3	1
644	с очень	1	1
645	как рассказ	1	1
646	в соответствии	1	1
647	связано с	1	1
648	но пожалуй	1	1
649	эти идеи	1	1
650	смысла и	1	1
651	через это	2	1
652	их можно	1	1
653	в любой	1	1
654	и самый	1	1
655	и раскрыть	1	1
656	так называемой	1	1
657	самый факт	2	1
658	совершенно очевидно	1	1
659	в явлении	3	1
660	и ему	1	1
661	в связи	3	1
662	между собою	2	1
663	может иметь	1	1
664	к лицу	1	1
665	всей полноты	1	1
666	и особенно	1	1
667	и потому	2	1
668	как это	12	1
669	относятся к	1	1
670	мы говорим	1	1
671	без труда	1	1
672	тургенев не	1	1
673	этого типа	3	1
674	лицом к	1	1
675	лежат в	1	1
676	к действительности	1	1
677	в форме	3	1
678	и судьбы	1	1
679	как целое	1	1
680	эти вопросы	2	1
681	и формы	2	1
682	еще раз	1	1
683	все произведение	2	1
684	является для	1	1
685	не подчиненными	1	1
686	вне себя	1	1
687	этого замысла	2	1
688	письме к	9	1
689	в книге	2	1
690	которых он	1	1
691	не занимает	1	1
692	изобразить и	1	1
693	в точном	2	1
694	место для	1	1
695	по принципу	1	1
696	мира и	3	1
697	работы над	5	1
698	а к	1	1
699	его поведение	1	1
700	нет ничего	1	1
701	время работы	1	1
702	к этой	1	1
703	которая уже	1	1
704	конце концов	2	1
705	все они	2	1
706	исследования не	1	1
707	по поводу	2	1
708	в свою	1	1
709	личности и	1	1
710	значительно изменился	1	1
711	в частности	11	1
712	от всех	1	1
713	его будет	1	1
714	понимает и	1	1
715	по одному	2	1
716	в характере	1	1
717	в последнем	2	1
718	одновременно и	1	1
719	не эти	1	1
720	на это	2	1
721	два примера	1	1
722	более полное	1	1
723	можно назвать	1	1
724	и вместе	1	1
725	в своих	2	1
726	это в	1	1
727	часто встречается	1	1
728	к этому	9	1
729	как на	3	1
730	в таком	1	1
731	в роли	1	1
