N	2gram	Potebnia_M_1	Formalny
152	из этих	4	3
153	языка к	2	3
154	роль в	1	3
155	только на	3	3
156	так сказать	2	3
157	понятий и	1	3
158	значительной степени	2	3
159	и может	2	3
160	литературного языка	1	3
161	его в	1	3
162	это было	1	3
163	для них	2	3
164	его нельзя	1	3
165	следует что	1	3
166	произведения и	1	3
167	задачи и	1	3
168	нового направления	1	3
169	языка который	1	3
170	в области	1	3
171	но все	2	3
172	его с	2	3
173	не есть	10	3
174	можно и	1	3
175	своего развития	1	3
176	период развития	1	3
177	того чтобы	2	3
178	так в	1	3
179	произведения не	1	3
180	одного из	2	3
181	должно было	1	3
182	к нему	1	3
183	как ее	1	3
184	того что	8	3
185	в какой	1	3
186	то и	7	3
187	и их	3	3
188	слова в	2	3
189	для того	3	3
190	чтобы показать	1	3
191	с другой	7	3
192	не то	1	3
193	речи и	10	3
194	их к	2	3
195	это приводит	1	3
196	том смысле	4	3
197	все это	1	3
198	от особенностей	1	3
199	на самом	1	3
200	или в	2	3
201	и все	3	3
202	была бы	2	3
203	жизни и	2	3
204	вряд ли	1	2
205	язык может	2	2
206	в такой	1	2
207	и то	3	2
208	в практическом	1	2
209	явления и	1	2
210	едва ли	1	2
211	его не	1	2
212	предмета в	1	2
213	не была	1	2
214	совпадает с	1	2
215	они были	1	2
216	столь же	3	2
217	но не	8	2
218	но как	3	2
219	а только	4	2
220	очевидно что	3	2
221	ни одна	2	2
222	к сожалению	1	2
223	при известных	3	2
224	самое понятие	1	2
225	в одной	1	2
226	что именно	2	2
227	для создания	1	2
228	все остальные	4	2
229	перед нами	1	2
230	языка не	5	2
231	то в	5	2
232	та же	1	2
233	в которой	2	2
234	уже в	1	2
235	он в	1	2
236	в единстве	2	2
237	как увидим	2	2
238	в понятии	2	2
239	и более	2	2
240	из него	2	2
241	и по	6	2
242	на этом	1	2
243	без исключения	1	2
244	то ни	3	2
245	разница между	3	2
246	но совершенно	2	2
247	для нее	2	2
248	от одного	1	2
249	должен был	1	2
250	и тем	3	2
251	бы совершенно	1	2
252	ни в	1	2
253	само собою	2	2
254	от него	4	2
255	место и	1	2
256	в развитии	1	2
257	должно быть	7	2
258	только тем	2	2
259	том что	16	2
260	нужно было	3	2
261	в этих	7	2
262	не так	3	2
263	себе а	1	2
264	должны были	1	2
265	и звук	2	2
266	их в	1	2
267	не могли	2	2
268	для этого	2	2
269	даже в	1	2
270	тому что	3	2
271	она не	3	2
272	значение слова	1	2
273	тем самым	4	2
274	и другое	3	2
275	самого начала	3	2
276	не имеет	5	2
277	ее с	2	2
278	этими двумя	1	2
279	не по	4	2
280	все без	1	2
281	для всего	1	2
282	никогда не	4	2
283	на язык	7	2
284	как она	3	2
285	не останется	1	2
286	один шаг	1	2
287	точке зрения	2	2
288	есть только	11	2
289	что на	6	2
290	если же	5	2
291	эти явления	3	2
292	и это	3	2
293	тем и	1	2
294	и о	2	2
295	значения и	1	2
296	в ее	1	2
297	ни стало	1	2
298	грамматических форм	1	2
299	и от	3	2
300	с самого	3	2
301	приводит к	1	2
302	и совершенно	1	2
303	слово есть	1	2
304	времени и	2	2
305	было в	1	2
306	мы в	2	2
307	с ним	3	2
308	в виду	2	2
309	в применении	2	2
310	является в	1	2
311	между тем	5	2
312	во всей	1	2
313	это не	7	2
314	языка мы	1	2
315	этом смысле	4	2
316	один из	1	2
317	с ними	1	2
318	этот вопрос	2	2
319	известных условиях	2	2
320	или же	3	2
321	по этому	2	2
322	не будет	2	2
323	потому что	52	2
324	материал как	1	2
325	с нею	4	2
326	вопроса о	2	2
327	или даже	3	2
328	при помощи	2	2
329	и других	4	2
330	языка но	3	2
331	в котором	1	2
332	сами по	1	2
333	от тех	1	2
334	как его	1	2
335	со стороны	8	2
336	язык в	8	2
337	в каких	1	2
338	между ними	1	2
339	что для	3	2
340	его из	1	2
341	превращается в	1	2
342	ничем не	1	2
343	его как	1	2
344	и многие	1	2
345	все более	3	2
346	можно будет	1	2
347	применении к	2	2
348	в тех	1	2
349	из этого	2	2
350	языка то	4	2
351	как например	2	2
352	как предмет	2	2
353	но это	5	2
354	в чем	1	2
355	к другим	2	2
356	ее и	1	2
357	слово в	1	2
358	сказать что	3	2
359	равно как	1	2
360	и другие	1	2
361	в таком	5	2
362	смысле что	1	2
363	от этой	1	1
364	с утверждением	1	1
365	то на	4	1
366	говоря о	1	1
367	и обособление	2	1
368	языка с	6	1
369	управляющая его	1	1
370	до него	1	1
371	совершенно справедливо	2	1
372	таком случае	2	1
373	и хотя	1	1
374	того же	3	1
375	языку и	1	1
376	и без	3	1
377	но тогда	2	1
378	органическое единство	1	1
379	но тем	3	1
380	на деле	4	1
381	показать что	1	1
382	нам кажется	1	1
383	что слово	3	1
384	предмета с	1	1
385	в чисто	1	1
386	из его	1	1
387	проникает в	1	1
388	это доказывает	1	1
389	противном случае	3	1
390	собственном смысле	1	1
391	объясняется и	1	1
392	таком виде	2	1
393	и этот	1	1
394	той же	3	1
395	их и	2	1
396	причем и	1	1
397	полагает что	1	1
398	есть не	2	1
399	вышли из	1	1
400	мы имеем	1	1
401	и языка	4	1
402	что если	3	1
403	между его	1	1
404	из своих	1	1
405	основных признаков	1	1
406	этом не	1	1
407	на эти	1	1
408	начинается с	1	1
409	что иное	2	1
410	звук не	1	1
411	не вполне	1	1
412	явления различных	1	1
413	удастся в	1	1
414	из того	2	1
415	как эта	1	1
416	становится объектом	2	1
417	которое в	1	1
418	как не	1	1
419	из ее	1	1
420	столько же	3	1
421	которые он	1	1
422	именно эти	1	1
423	иное как	2	1
424	не найдем	1	1
425	на их	1	1
426	быть заменено	1	1
427	бы то	2	1
428	в различных	1	1
429	общих чертах	1	1
430	язык или	1	1
431	литературы или	1	1
432	то он	2	1
433	мы будем	2	1
434	силы и	1	1
435	только тогда	5	1
436	с духом	4	1
437	условий на	1	1
438	и отрицать	1	1
439	о необходимости	1	1
440	что во	2	1
441	общего с	1	1
442	дает нам	1	1
443	в своем	3	1
444	более и	2	1
445	и нет	1	1
446	что история	1	1
447	в одних	2	1
448	к новому	2	1
449	в противном	3	1
450	оторваться от	1	1
451	языков но	1	1
452	и есть	2	1
453	в круг	1	1
454	прежде и	1	1
455	более или	1	1
456	в действительности	4	1
457	следующим образом	1	1
458	это определение	1	1
459	развития это	1	1
460	от чего	1	1
461	бы сказать	1	1
462	в нашем	1	1
463	бы не	6	1
464	определяет все	1	1
465	чем между	1	1
466	думать что	3	1
467	что к	2	1
468	с их	1	1
469	им в	1	1
470	но он	2	1
471	как он	1	1
472	на то	2	1
473	если он	1	1
474	но на	2	1
475	не могла	2	1
476	ли нужно	1	1
477	взятые в	1	1
478	истины в	1	1
479	и стало	1	1
480	задний план	1	1
481	связанные с	1	1
482	кое-что из	1	1
483	тем не	6	1
484	он должен	2	1
485	к одному	2	1
486	и которые	2	1
487	из виду	1	1
488	каким образом	3	1
489	с формами	1	1
490	смысле в	4	1
491	могла бы	2	1
492	же не	1	1
493	тем в	1	1
494	явлениям и	1	1
495	вывести из	2	1
496	им как	1	1
497	в другом	1	1
498	а их	1	1
499	в виде	1	1
500	же путем	1	1
501	или если	1	1
502	предмета а	2	1
503	он есть	2	1
504	не совпадает	1	1
505	и основные	1	1
506	его форм	1	1
507	в них	3	1
508	как общее	1	1
509	рядом с	1	1
510	случае мы	1	1
511	все равно	1	1
512	были в	1	1
513	быть понят	1	1
514	их только	1	1
515	новые формы	1	1
516	следует сказать	1	1
517	в данном	1	1
518	оно имеет	1	1
519	языка конечно	1	1
520	чем в	2	1
521	ведет к	1	1
522	а отчасти	1	1
523	обратимся к	1	1
524	остается в	1	1
525	и практики	2	1
526	или менее	1	1
527	в эту	1	1
528	быть признана	1	1
529	языка во	1	1
530	но если	2	1
531	том как	3	1
532	и при	3	1
533	от субъективного	1	1
534	нас не	1	1
535	самое название	1	1
536	основное понятие	2	1
537	данное время	1	1
538	быть названы	2	1
539	и понятия	2	1
540	языка от	1	1
541	теперь как	1	1
542	все они	2	1
543	же объясняется	1	1
544	вопрос о	4	1
545	языка здесь	1	1
546	путаница в	1	1
547	же язык	2	1
548	историческое и	2	1
549	есть его	1	1
550	друг другу	3	1
551	по крайней	2	1
552	в словах	3	1
553	бы быть	4	1
554	возвращается к	1	1
555	не для	1	1
556	поэтому язык	1	1
557	степень его	1	1
558	если и	2	1
559	мысль без	1	1
560	слова мы	3	1
561	не менее	6	1
562	творчества с	1	1
563	о значении	1	1
564	она могла	1	1
565	эти формы	2	1
566	мышления и	1	1
567	языка из	1	1
568	дело в	2	1
569	только из	3	1
570	и притом	4	1
571	всех тех	1	1
572	к этим	1	1
573	на него	3	1
574	сколько и	3	1
575	бытия и	3	1
576	отличное от	1	1
577	которых и	2	1
578	не могло	3	1
579	например не	1	1
580	вытекает из	2	1
581	человека во	1	1
582	языка остается	1	1
583	есть разница	1	1
584	таким путем	1	1
585	этих последних	3	1
586	к ней	2	1
587	в другую	2	1
588	на те	1	1
589	явлением и	1	1
590	или когда	1	1
591	во всем	4	1
592	далеко не	1	1
593	бы по	1	1
594	мы бы	1	1
595	как будто	2	1
596	одним из	2	1
597	у нас	2	1
598	же необходимо	1	1
599	и оно	1	1
600	уже о	1	1
601	в общество	2	1
602	можно думать	2	1
603	и вполне	1	1
604	языке и	1	1
605	сравнительно с	2	1
606	как только	1	1
607	примыкают к	1	1
608	единство было	1	1
609	автора должно	1	1
610	слова с	1	1
611	в каждом	4	1
612	к пониманию	1	1
613	творчества не	1	1
614	и можем	1	1
615	ничего общего	2	1
616	должен быть	1	1
617	для себя	3	1
618	в язык	1	1
619	предположение что	2	1
620	свою очередь	4	1
621	но при	3	1
622	говоря уже	1	1
623	только при	2	1
624	в собственном	2	1
625	исторической жизни	1	1
626	уже с	2	1
627	только то	2	1
628	в произведении	1	1
629	создавать из	1	1
630	из воспоминаний	1	1
631	язык сам	1	1
632	то как	1	1
633	продолжает жить	1	1
634	чтобы дать	1	1
635	можно было	1	1
636	от некоторых	1	1
637	те же	1	1
638	слова только	1	1
639	как между	1	1
640	в последующих	1	1
641	когда в	3	1
642	в общих	1	1
643	на них	1	1
644	возможно и	1	1
645	отрицать что	1	1
646	к языку	2	1
647	стремление к	2	1
648	не создает	2	1
649	смысле и	1	1
650	связанная с	1	1
651	образом в	1	1
652	на задний	1	1
653	может в	1	1
654	только потому	3	1
655	из основных	2	1
656	этого языка	2	1
657	о том	2	1
658	языка вообще	1	1
659	когда язык	2	1
660	до сих	1	1
661	с одной	3	1
662	иное значение	1	1
663	аналогии с	1	1
664	на что	2	1
665	что его	1	1
666	звуков в	1	1
667	время не	1	1
668	тела не	2	1
669	соответствия между	1	1
670	и во	3	1
671	образом мы	1	1
672	все в	2	1
673	есть литература	1	1
674	крайней мере	2	1
675	богатство и	1	1
676	же языка	1	1
677	мы ценим	1	1
678	о единстве	1	1
679	движения в	1	1
680	что бы	2	1
681	слов и	4	1
682	отлично от	1	1
683	и следовательно	2	1
684	совсем в	1	1
685	и мы	1	1
686	не зная	2	1
687	в организме	3	1
688	как объект	2	1
689	ровно ничего	1	1
690	содержания но	1	1
691	быть при	1	1
692	стороны других	2	1
693	воплощается в	1	1
694	справедливо говорит	1	1
695	мы увидим	3	1
696	что даже	2	1
697	в себе	13	1
698	но ни	1	1
699	которая действительно	1	1
700	к их	1	1
701	это стремление	1	1
702	поэтому и	1	1
703	то эти	1	1
704	от оков	1	1
705	их не	1	1
706	жить и	1	1
707	от них	1	1
708	так что	16	1
709	что язык	16	1
710	для всех	5	1
711	быть во	1	1
712	не можем	2	1
713	указания на	2	1
714	для гумбольдта	1	1
715	научного исследования	1	1
716	не из	3	1
717	и понимание	3	1
718	языка таким	1	1
719	отличны от	1	1
720	него нет	1	1
721	был бы	1	1
722	никто не	3	1
723	не находит	1	1
724	этому учению	1	1
725	наука о	1	1
726	и должна	1	1
727	с этими	1	1
728	ее не	1	1
729	к ним	2	1
730	но что	1	1
731	языка будет	1	1
732	не выходя	1	1
733	сама по	3	1
734	перейти к	2	1
735	воззрения и	1	1
736	это будет	2	1
737	без того	1	1
738	иначе чем	1	1
739	насколько это	1	1
740	с другим	3	1
741	дальнейшей жизни	1	1
742	без понимания	1	1
743	за пределы	2	1
744	независимого от	1	1
745	к которому	3	1
746	в свою	4	1
747	как же	1	1
748	в природе	6	1
749	следы взятые	1	1
750	имеет место	2	1
751	а на	1	1
752	зависит от	5	1
753	на этот	2	1
754	не на	1	1
755	если даже	1	1
756	и непосредственно	1	1
757	именно так	1	1
758	слова для	4	1
759	расти в	1	1
760	что из	1	1
761	есть создание	3	1
762	если не	2	1
763	в речи	1	1
764	все вообще	1	1
765	народов там	1	1
766	связь с	2	1
767	слова от	1	1
768	историю и	1	1
769	так же	5	1
770	во что	1	1
771	язык то	2	1
772	но такое	1	1
773	а так	4	1
774	влияния на	1	1
775	в звуке	1	1
776	одной стороны	3	1
777	такого рода	1	1
778	смысле этого	1	1
779	и там	1	1
780	как связь	1	1
781	не что	2	1
782	да и	1	1
783	как средство	1	1
784	с необходимостью	1	1
785	этого слова	1	1
786	которое лежит	1	1
787	которому стремится	1	1
788	между людьми	1	1
789	звук слова	1	1
790	сих пор	1	1
791	о его	2	1
792	но для	1	1
793	в смысле	4	1
794	должны быть	7	1
795	виду что	1	1
796	под влиянием	2	1
797	в более	4	1
798	это новое	1	1
799	при таком	4	1
800	не существует	2	1
801	язык но	2	1
802	подобных звуков	1	1
803	этой системы	1	1
804	о нем	1	1
805	уже как	1	1
806	сознания в	2	1
807	в данное	1	1
808	для нас	9	1
809	не имея	1	1
810	собственно говоря	1	1
811	из себя	5	1
812	с языком	2	1
813	мы должны	3	1
814	мысль в	2	1
815	язык не	5	1
816	несмотря на	5	1
817	же в	2	1
818	хотя в	3	1
819	лежит в	1	1
820	судить о	3	1
821	в противопоставлении	1	1
822	но оно	3	1
823	его к	2	1
824	нам не	1	1
825	ее только	1	1
826	в какие	2	1
827	это все	1	1
828	не говоря	1	1
829	отношением к	1	1
830	жизни а	1	1
831	того на	1	1
832	нет но	1	1
833	в последнем	1	1
834	по которой	1	1
835	отдельное слово	1	1
836	только о	1	1
837	выводить из	1	1
838	различны и	1	1
839	слово становится	1	1
840	в каком	6	1
841	но эти	2	1
842	как на	3	1
843	увидим что	4	1
844	всякий язык	1	1
845	в своих	4	1
846	то оно	2	1
847	его языка	1	1
848	становится чем-то	1	1
849	языка эта	1	1
