N	2gram	Losev_Prob_1	NovoeSre
266	тем что	7	1
267	к той	1	1
268	в нее	1	1
269	от того	1	1
270	вот что	1	1
271	но все	3	1
272	это значит	1	1
273	не сознавать	1	1
274	в последние	1	1
275	чего он	3	1
276	не должна	1	1
277	выходит за	1	1
278	в глубине	1	1
279	из всех	1	1
280	них не	1	1
281	а по	1	1
282	говорим о	2	1
283	на ее	1	1
284	с другими	2	1
285	нельзя сказать	2	1
286	было бы	8	1
287	он есть	4	1
288	а это	2	1
289	было и	1	1
290	что не	3	1
291	но оно	1	1
292	что будет	2	1
293	для них	2	1
294	нет в	1	1
295	очень любят	1	1
296	в этой	10	1
297	имеют никакого	1	1
298	не на	3	1
299	этих терминов	1	1
300	не быть	1	1
301	отказаться от	1	1
302	да конечно	1	1
303	что мы	13	1
304	и того	2	1
305	не больше	3	1
306	ближе к	1	1
307	он и	8	1
308	одного и	2	1
309	и еще	3	1
310	в эту	2	1
311	в этих	3	1
312	может иметь	2	1
313	во время	1	1
314	уже давно	2	1
315	но если	2	1
316	она сама	1	1
317	сами не	1	1
318	и особенно	2	1
319	в такой	1	1
320	мы конечно	1	1
321	зачем же	1	1
322	и всеми	1	1
323	в котором	5	1
324	в советской	1	1
325	только для	3	1
326	мы в	3	1
327	у нас	14	1
328	есть результат	4	1
329	в силу	1	1
330	нужно считать	1	1
331	но он	3	1
332	мы должны	5	1
333	есть еще	3	1
334	их в	4	1
335	в человеческом	1	1
336	что этот	2	1
337	времени а	1	1
338	по себе	15	1
339	есть всегда	1	1
340	в это	2	1
341	смысле о	1	1
342	и вся	1	1
343	и очень	2	1
344	будто бы	1	1
345	сих пор	3	1
346	так как	11	1
347	природу и	1	1
348	есть прежде	1	1
349	есть принцип	2	1
350	должны быть	1	1
351	системы этот	1	1
352	она должна	1	1
353	в сущности	2	1
354	процесс возникновения	1	1
355	есть гораздо	1	1
356	до сих	3	1
357	основанная на	1	1
358	если взять	2	1
359	символы а	1	1
360	того и	1	1
361	о природе	1	1
362	которая в	1	1
363	чтобы понять	3	1
364	особого рода	2	1
365	возникают не	1	1
366	они являются	1	1
367	бы он	1	1
368	явление в	1	1
369	мыслей и	1	1
370	к этой	1	1
371	к ней	1	1
372	есть такой	1	1
373	логики и	2	1
374	иллюзией и	1	1
375	и его	3	1
376	а также	4	1
377	или не	3	1
378	есть уже	1	1
379	уже нет	1	1
380	женщины в	1	1
381	речи о	1	1
382	вступает в	1	1
383	гораздо больше	2	1
384	в области	2	1
385	нет ничего	10	1
386	в период	1	1
387	в каком	3	1
388	та или	1	1
389	ему не	1	1
390	на смену	1	1
391	от всех	2	1
392	того же	3	1
393	есть только	8	1
394	и вполне	3	1
395	оставить в	1	1
396	есть и	3	1
397	в которой	2	1
398	всегда есть	6	1
399	огромное значение	1	1
400	жизни мы	1	1
401	существование его	1	1
402	на путь	1	1
403	формальной логики	2	1
404	тогда не	2	1
405	во всяком	7	1
406	а белый	1	1
407	оно не	3	1
408	как на	1	1
409	он часто	2	1
