N	2gram	Bakhtin_Fr_6	Tvorches
536	одну из	2	1
537	и я	1	1
538	ни о	1	1
539	с образами	2	1
540	в различных	1	1
541	под влиянием	1	1
542	в связи	1	1
543	на фоне	1	1
544	и особенно	3	1
545	как это	2	1
546	только его	2	1
547	предисловии к	1	1
548	он говорит	1	1
549	целом ряде	1	1
550	что за	1	1
551	не он	1	1
552	искусстве и	2	1
553	в карты	1	1
554	после убийства	1	1
555	что же	1	1
556	думать о	1	1
557	и наглядно	1	1
558	своего времени	2	1
559	романа его	1	1
560	этого слова	1	1
561	а к	1	1
562	литературе в	1	1
563	это явление	1	1
564	под названием	1	1
565	в книге	3	1
566	этот образ	7	1
567	и для	3	1
568	большая часть	1	1
569	пор еще	3	1
570	и сегодня	1	1
571	в результате	4	1
572	это как	1	1
573	об этих	1	1
574	себя самого	1	1
575	для нас	2	1
576	еще более	2	1
577	тот же	4	1
578	за этим	1	1
579	и превращается	1	1
580	в целях	3	1
581	по поводу	1	1
582	нем самом	1	1
583	но нас	1	1
584	между ними	3	1
585	и мотивы	1	1
586	не знает	1	1
587	сказать что	6	1
588	на улицах	1	1
589	но этот	1	1
590	у которых	1	1
591	и другие	2	1
592	того времени	2	1
593	нас не	3	1
594	как на	1	1
595	любил и	1	1
