N	2gram	Berdyaev_M_2	Problemy
161	это и	3	3
162	достоевского в	2	3
163	высшей степени	3	3
164	он знает	1	3
165	говорить о	1	3
166	во всех	2	3
167	совсем не	5	3
168	за пределы	1	3
169	с этим	1	3
170	когда он	1	3
171	его к	1	3
172	поэтому он	2	3
173	в целом	1	3
174	все эти	1	3
175	ее как	1	3
176	и кто	1	3
177	в братьях	2	3
178	него и	2	3
179	к другу	5	3
180	было бы	1	3
181	мышкина и	2	3
182	нет в	4	3
183	в высшей	3	3
184	этого не	1	3
185	с тем	1	3
186	достоевского нет	2	3
187	другим и	2	3
188	в котором	1	3
189	к одному	1	3
190	и слез	1	3
191	ничего не	2	3
192	или как	1	3
193	к концу	1	3
194	им и	1	3
195	только с	3	3
196	записок из	1	3
197	всего этого	1	3
198	не могу	6	3
199	в ее	1	3
200	с человеком	1	3
201	и во	3	3
202	что и	4	3
203	это не	5	3
204	достоевского это	1	3
205	друг к	5	3
206	того что	6	3
207	но так	1	3
208	он уже	2	3
209	со всеми	1	3
210	уже не	4	3
211	уже в	2	3
212	его и	1	3
213	братьях карамазовых	2	3
214	а с	1	3
215	своего собственного	1	3
216	другому и	1	3
217	и своего	2	3
218	сам не	2	3
219	другого человека	2	3
220	должно быть	2	3
221	которой он	1	3
222	не мог	3	3
223	и от	3	3
224	конце концов	1	3
225	мы должны	1	3
226	только что	1	3
227	том что	4	3
228	отношением к	2	3
229	сказать что	3	3
230	бы его	2	3
231	этого необходимо	3	2
232	я и	2	2
233	в обычном	2	2
234	чтобы не	3	2
235	сам по	2	2
236	уже все	2	2
237	не хочет	1	2
238	проникает в	1	2
239	смерти отца	1	2
240	она в	1	2
241	еще до	1	2
242	в ней	11	2
243	в которых	1	2
244	быть в	1	2
245	со словами	1	2
246	бы не	2	2
247	в голове	1	2
248	друг на	1	2
249	уже как	1	2
250	определяется не	1	2
251	одному знаменателю	1	2
252	в своем	8	2
253	хотя и	2	2
254	и как	1	2
255	знаю что	1	2
256	увидим что	2	2
257	в которой	2	2
258	бы и	5	2
259	момент его	2	2
260	раз в	1	2
261	как он	3	2
262	в записках	1	2
263	этот процесс	2	2
264	с таким	2	2
265	их в	1	2
266	на этом	2	2
267	другу как	1	2
268	что все	5	2
269	сознание и	1	2
270	той же	3	2
271	было в	3	2
272	много раз	2	2
273	то все	2	2
274	он есть	1	2
275	ни в	3	2
276	достоевского и	2	2
277	если я	2	2
278	все равно	3	2
279	же я	1	2
280	но я	1	2
281	в этих	2	2
282	как все	1	2
283	с точки	1	2
284	своего рода	1	2
285	но эта	2	2
286	как можно	1	2
287	между двумя	1	2
288	тому что	4	2
289	вопрос о	6	2
290	этими двумя	1	2
291	но что	1	2
292	тогда и	1	2
293	подобно тому	2	2
294	к ней	2	2
295	по своей	3	2
296	иван карамазов	13	2
297	лежит в	1	2
298	про себя	1	2
299	бы он	1	2
300	и он	11	2
301	и самое	2	2
302	обращенный к	1	2
303	ну и	1	2
304	приводит к	1	2
305	он так	2	2
306	с собой	2	2
307	можно было	2	2
308	на нее	1	2
309	те же	5	2
310	мог бы	1	2
311	жизнь и	4	2
312	для этого	4	2
313	голос самого	1	2
314	именно потому	1	2
315	о том	3	2
316	на вопрос	1	2
317	и та	2	2
318	нему он	1	2
319	переходит в	8	2
320	с чертом	1	2
321	ибо и	1	2
322	себя но	1	2
323	и об	1	2
324	нет на	1	2
325	и мир	2	2
326	быть и	2	2
327	вне себя	1	2
328	мы увидим	2	2
329	но ни	1	2
330	то в	2	2
331	себя в	4	2
332	ставрогина к	2	2
333	со своим	2	2
334	в жизни	4	2
335	него нет	5	2
336	друг друга	12	2
337	не случайно	2	2
338	уже и	1	2
339	что на	1	2
340	обычном смысле	1	2
341	такое же	1	2
342	всю жизнь	3	2
343	на друга	1	2
344	у человека	1	2
345	одна и	3	2
346	человека как	1	2
347	вместе с	2	2
348	него на	1	2
349	нет ни	2	2
350	себя за	1	2
351	не знал	3	2
352	смысле этого	1	2
353	тому как	2	2
354	у ивана	1	2
355	из этого	1	2
356	с этой	1	2
357	будет и	1	2
358	но для	2	2
359	в силах	1	2
360	его нельзя	2	2
361	для достоевского	8	2
362	хотя бы	7	2
363	и великие	1	2
364	смердяков и	2	2
365	но эти	1	2
366	ни на	1	2
367	это в	1	2
368	путь к	1	1
369	от этой	2	1
370	не иначе	1	1
371	нем нет	2	1
372	к духовной	1	1
373	он может	1	1
374	своей основной	1	1
375	в стороне	1	1
376	с какой-то	1	1
377	правда и	1	1
378	по преимуществу	5	1
379	все те	1	1
380	отношения к	2	1
381	достоевский считал	1	1
382	этом направлении	1	1
383	есть не	5	1
384	человеком и	1	1
385	ивана все	1	1
386	мы не	1	1
387	и иван	3	1
388	они были	3	1
389	достоевского есть	6	1
390	степени как	1	1
391	начала в	3	1
392	того же	1	1
393	и самого	3	1
394	будто что-то	1	1
395	он был	9	1
396	а еще	1	1
397	оценок и	1	1
398	в преступлении	1	1
399	он переживает	2	1
400	путь путь	1	1
401	мысль что	4	1
402	в изображении	1	1
403	все будет	1	1
404	то он	2	1
405	себе он	1	1
406	к которой	3	1
407	решает вопрос	1	1
408	к богу	2	1
409	в противоречии	1	1
410	не все	1	1
411	с отцом	1	1
412	менее всего	3	1
413	него с	1	1
414	сама по	1	1
415	его я	1	1
416	нас прежде	1	1
417	в центре	2	1
418	независимо от	1	1
419	глубоким и	1	1
420	по внешним	1	1
421	и преступление	1	1
422	могли бы	1	1
423	говорит что	2	1
424	великие люди	1	1
425	всего как	1	1
426	чтобы заставить	1	1
427	к чему	4	1
428	ни один	1	1
429	человек у	1	1
430	что достоевский	1	1
431	или во	1	1
432	то я	1	1
433	из опыта	1	1
434	в этой	7	1
435	он думает	1	1
436	не приводит	1	1
437	бы только	1	1
438	роль в	1	1
439	жизнь как	1	1
440	во многих	1	1
441	достоевского а	2	1
442	ответом на	1	1
443	человек не	7	1
444	все так	1	1
445	в первых	1	1
446	к миру	1	1
447	он должен	1	1
448	идеи и	3	1
449	на тот	1	1
450	ведь не	1	1
451	это раскрылось	1	1
452	и если	2	1
453	мечты о	1	1
454	образ его	1	1
455	себе всякое	1	1
456	в нее	1	1
457	его до	2	1
458	не бывает	3	1
459	человека в	14	1
460	совпадают с	1	1
461	и характер	1	1
462	своеобразное сладострастие	1	1
463	нем есть	6	1
464	об этом	1	1
465	говорил что	1	1
466	в глубине	3	1
467	на все	3	1
468	с целью	1	1
469	достоевского он	1	1
470	входит в	1	1
471	его личности	1	1
472	мире как	2	1
473	федора павловича	2	1
474	зачем живет	1	1
475	характерный для	1	1
476	любовь к	8	1
477	стоит на	2	1
478	понимал достоевский	1	1
479	его ум	1	1
480	тех которые	3	1
481	достоевский и	1	1
482	ивана как	1	1
483	федор павлович	1	1
484	она и	1	1
485	взглядом и	1	1
486	личности не	1	1
487	эту тему	1	1
488	его отношения	1	1
489	нигде не	1	1
490	для чего	3	1
491	версилова с	2	1
492	я ты	1	1
493	перед собой	1	1
494	его образ	1	1
495	которую он	1	1
496	с ума	4	1
497	бы на	1	1
498	что такое	1	1
499	и ее	1	1
500	можно найти	1	1
501	смердякова и	1	1
502	достоевского его	1	1
503	но у	1	1
504	у мышкина	2	1
505	всего только	1	1
506	его смердяков	1	1
507	признать что	1	1
508	которые в	2	1
509	другом и	1	1
510	ко всему	1	1
511	отцом и	1	1
512	по ту	1	1
513	и более	1	1
514	есть еще	2	1
515	старца зосимы	1	1
516	настасье филипповне	2	1
517	же такое	1	1
518	нас к	1	1
519	народом в	1	1
520	своего образа	2	1
521	любви и	3	1
522	существует для	1	1
523	но они	1	1
524	она не	8	1
525	иной раз	1	1
526	ту сторону	1	1
527	для каждого	1	1
528	которых он	1	1
529	правда в	2	1
530	на два	1	1
531	у кого	1	1
532	достоевский не	5	1
533	о рае	1	1
534	в основе	2	1
535	и именно	1	1
536	же его	1	1
537	в вечность	1	1
538	в сострадании	4	1
539	во всякой	1	1
540	к такому	1	1
541	того чтобы	4	1
542	чем не	2	1
543	для всего	1	1
544	и всегда	3	1
545	в самой	1	1
546	ли бы	1	1
547	и весь	1	1
548	согласился бы	1	1
549	настасьей филипповной	3	1
550	ему и	1	1
551	а лишь	2	1
552	сам я	1	1
553	есть это	1	1
554	его он	3	1
555	связи с	2	1
556	замечательно что	1	1
557	этом отношении	1	1
558	не до	2	1
559	стоит перед	1	1
560	перед ним	4	1
561	есть у	1	1
562	вернемся к	1	1
563	не могут	1	1
564	и религиозная	1	1
565	отличается от	1	1
566	значительной степени	1	1
567	и другим	1	1
568	не способен	5	1
569	мысли о	1	1
570	они и	4	1
571	для того	5	1
572	ставрогина и	1	1
573	человека нет	1	1
574	оно не	2	1
575	из нее	1	1
576	уверенности и	1	1
577	приходит к	2	1
578	можно и	1	1
579	но по	1	1
580	как не	1	1
581	достоевского к	5	1
582	свою идею	1	1
583	дано в	1	1
584	верит в	2	1
585	друг для	2	1
586	матери подростка	1	1
587	чем у	4	1
588	она была	1	1
589	жизнь это	1	1
590	по сравнению	1	1
591	в последней	2	1
592	если бы	3	1
593	он остается	1	1
594	находится в	1	1
595	никогда и	1	1
596	соединение с	2	1
597	всегда у	3	1
598	и должно	3	1
599	но к	1	1
600	и поэтому	2	1
601	будут знать	1	1
602	можно более	1	1
603	раскольникова уже	1	1
604	силы но	1	1
605	после того	2	1
606	что такой	1	1
607	самого достоевского	3	1
608	любви к	7	1
609	в значительной	1	1
610	не выходит	1	1
611	нас в	2	1
612	нет у	3	1
613	все в	1	1
614	ставрогин и	1	1
615	очень важна	1	1
616	во втором	1	1
617	что человек	2	1
618	не видел	2	1
619	мыслей и	1	1
620	и только	1	1
621	подполья и	2	1
622	природы он	1	1
623	нему можно	1	1
624	но она	2	1
625	из моментов	1	1
626	и она	3	1
627	такой человек	2	1
628	происходит в	1	1
629	уходит в	2	1
630	один из	5	1
631	но с	2	1
632	его уже	1	1
633	же все	1	1
634	будь то	1	1
635	направлена на	2	1
636	и часто	1	1
637	те которые	3	1
638	и рогожина	2	1
639	и любовь	2	1
640	это очень	1	1
641	у тебя	1	1
642	всех его	1	1
643	одних и	1	1
644	смирись гордый	1	1
645	бы ни	1	1
646	это с	1	1
647	на мир	1	1
648	обращенность к	1	1
649	в уста	1	1
650	есть ни	1	1
651	герои достоевского	2	1
652	не то	1	1
653	нее он	1	1
654	в иване	1	1
655	есть в	3	1
656	я имею	1	1
657	я только	1	1
658	пусть пусть	1	1
659	записках из	1	1
660	утвердить себя	1	1
661	есть уже	4	1
662	и других	2	1
663	ибо он	1	1
664	больше и	1	1
665	других так	1	1
666	себе в	2	1
667	в письме	1	1
668	не для	3	1
669	и желание	1	1
670	мир человека	1	1
671	противоречии с	2	1
672	дело и	1	1
673	человек как	1	1
674	почему не	2	1
675	ее на	1	1
676	лишь один	2	1
677	говорит словами	1	1
678	ее внутреннего	1	1
679	момент в	3	1
680	правда по	1	1
681	не были	1	1
682	с иваном	1	1
683	достоевского эта	1	1
684	до сих	3	1
685	каждый человек	1	1
686	в высшем	1	1
687	к которому	3	1
688	и быть	1	1
689	на которые	1	1
690	мы еще	2	1
691	слияния с	1	1
692	же есть	3	1
693	превращается в	2	1
694	может ли	1	1
695	достоевского с	1	1
696	у других	1	1
697	так это	2	1
698	и считает	1	1
699	власти и	1	1
700	есть лишь	17	1
701	он предлагает	1	1
702	в идиоте	2	1
703	своей любви	1	1
704	о чем	1	1
705	его собственной	1	1
706	него не	1	1
707	жизнь в	6	1
708	стоит в	2	1
709	и пошло	1	1
710	нет ничего	3	1
711	человек в	3	1
712	он предвидит	1	1
713	нигде нет	2	1
714	и потому	7	1
715	перед которой	1	1
716	женщиной и	1	1
717	требует от	1	1
718	приводит в	1	1
719	в человеке	2	1
720	что теперь	1	1
721	сострадания и	1	1
722	он ведет	1	1
723	гордый человек	1	1
724	слова он	1	1
725	что весь	1	1
726	самого себя	4	1
727	вне этой	1	1
728	образ и	5	1
729	в тот	1	1
730	правде правда	1	1
731	в бесах	6	1
732	имеет своего	1	1
733	мой милый	1	1
734	человеку как	1	1
735	его другим	1	1
736	сих пор	3	1
737	чтобы сделать	1	1
738	в который	2	1
739	остается в	1	1
740	милый мой	1	1
741	к матери	2	1
742	великого инквизитора	4	1
743	зосимы в	1	1
744	павлович карамазов	1	1
745	и человек	3	1
746	его нет	1	1
747	между ними	1	1
748	своей собственной	1	1
749	мысль о	2	1
750	лишь как	3	1
751	пока лишь	1	1
752	еще более	2	1
753	человека она	1	1
754	для друга	2	1
755	карамазов в	1	1
756	нем и	1	1
757	себя он	1	1
758	для раскольникова	1	1
759	ты не	1	1
760	этого сострадания	1	1
761	в свою	4	1
762	это все	2	1
763	с ней	1	1
764	мой мальчик	1	1
765	алеши и	1	1
766	с настасьей	2	1
767	но этот	2	1
768	живет такой	1	1
769	и жизнь	1	1
770	сам в	1	1
771	в свое	1	1
772	не сказал	1	1
773	другим только	1	1
774	в своих	3	1
775	и эта	2	1
776	к этому	1	1
777	как на	1	1
