N	2gram	Propp_Isto_1	Hudozhes
190	не знаем	2	2
191	все еще	1	2
192	у себя	2	2
193	здесь не	4	2
194	на основе	5	2
195	при котором	1	2
196	как по	1	2
197	в себя	1	2
198	за этими	1	2
199	на вопрос	2	2
200	внимание на	1	2
201	никак не	1	2
202	и что	10	2
203	до сих	5	2
204	с того	3	2
205	там же	2	2
206	в значительной	1	2
207	в конечном	2	2
208	в форме	3	2
209	тот момент	1	2
210	и об	1	2
211	но с	1	2
212	и потому	2	2
213	и так	1	2
214	так что	4	2
215	слова в	1	2
216	в начале	3	2
217	за ним	1	2
218	мы знаем	4	2
219	у нее	1	2
220	явно не	1	2
221	на том	1	2
222	представляют собой	6	2
223	ему не	1	2
224	с той	2	2
225	а с	2	2
226	что не	2	2
227	в данной	2	2
228	также в	1	2
229	не означает	2	2
230	или с	1	2
231	эти слова	1	2
232	что же	3	2
233	о человеке	1	2
234	в тот	1	2
235	да и	1	2
236	дело здесь	1	2
237	в это	1	2
238	и не	9	2
239	только для	2	2
240	видно что	6	2
241	нет ничего	1	2
242	отказ от	2	2
243	пока еще	1	2
244	литературе в	1	2
245	перед собой	1	2
246	в результате	1	2
247	совершенно иной	1	2
248	ни к	2	2
249	в системе	1	2
250	не знает	5	2
251	легко заметить	1	2
252	или иного	1	2
253	этот момент	2	2
254	героя в	5	2
255	проникнуть в	1	2
256	это так	4	2
257	можно говорить	1	1
258	данная работа	3	1
259	человеку в	1	1
260	неотделима от	1	1
261	относится и	1	1
262	связана с	1	1
263	и то	1	1
264	и др	7	1
265	тех же	1	1
266	это и	1	1
267	были длинные	1	1
268	за собой	2	1
269	в иных	1	1
270	в первом	1	1
271	дает ключ	2	1
272	смысл этого	1	1
273	нем но	1	1
274	из его	1	1
275	аналогия не	1	1
276	исходит из	3	1
277	ведь и	1	1
278	войну и	1	1
279	по его	2	1
280	также и	3	1
281	его не	1	1
282	их мысли	1	1
283	к нашей	1	1
284	что уже	1	1
285	ответить на	1	1
286	однако о	1	1
287	из области	1	1
288	героя но	1	1
289	есть нечто	1	1
290	но она	1	1
291	что характер	1	1
292	я не	3	1
293	хотя бы	4	1
294	ему в	3	1
295	же что	1	1
296	это время	2	1
297	сравнивать с	3	1
298	на другом	1	1
299	на них	2	1
300	время в	1	1
301	мы еще	3	1
302	иных случаях	1	1
303	чем это	4	1
304	совсем не	1	1
305	бы в	2	1
306	в сторону	1	1
307	этого мотива	2	1
308	не все	4	1
309	ответ на	2	1
310	иначе не	1	1
311	тут же	1	1
312	к своей	1	1
313	друга и	1	1
314	связи и	2	1
315	один и	2	1
316	к сожалению	3	1
317	относится к	2	1
318	и я	1	1
319	первый взгляд	2	1
320	это одно	1	1
321	что именно	1	1
322	вот как	1	1
323	дает нам	1	1
324	стороны и	1	1
325	знаем лишь	1	1
326	однако не	2	1
327	в полном	1	1
328	и как	2	1
329	это тоже	6	1
330	по пути	1	1
331	что этим	1	1
332	к числу	1	1
333	исторические корни	2	1
334	от этого	2	1
335	и хотя	1	1
336	в этот	1	1
337	к чему	3	1
338	в которой	1	1
339	точку зрения	3	1
340	говорили ему	1	1
341	не упоминается	1	1
342	он в	2	1
343	можно не	1	1
344	бы не	1	1
345	из этих	1	1
346	и тот	2	1
347	как солдат	1	1
348	не годится	1	1
349	во многих	2	1
350	но ведь	1	1
351	его но	2	1
352	еще одна	2	1
353	главным образом	1	1
354	и таких	1	1
355	о которой	1	1
356	всех этих	2	1
357	он должен	2	1
358	не как	3	1
359	что еще	1	1
360	в силу	5	1
361	и вот	2	1
362	сказал что	1	1
363	том чтобы	2	1
364	содержит в	1	1
365	не исчерпывает	1	1
366	же самая	1	1
367	его от	1	1
368	волшебная сказка	4	1
369	и этот	1	1
370	все с	1	1
371	что нельзя	2	1
372	например мы	1	1
373	от нее	1	1
374	то ни	2	1
375	этом он	1	1
376	том случае	1	1
377	из самой	1	1
378	или даже	3	1
379	а как	1	1
380	и стала	1	1
381	о месте	1	1
382	на вопросе	1	1
383	этом смысле	1	1
384	и тем	2	1
385	за ней	1	1
386	не служит	1	1
387	не соответствует	1	1
388	не чем	1	1
389	но уже	2	1
390	но мы	2	1
391	соответствии с	1	1
392	этого не	1	1
393	с тем	4	1
394	со своими	1	1
395	и уже	1	1
396	которой он	1	1
397	между собою	1	1
398	или три	1	1
399	в чистом	2	1
400	нисколько не	2	1
401	лучше всего	2	1
402	в саду	1	1
403	различные формы	2	1
404	на первый	2	1
405	или менее	5	1
406	таким же	1	1
407	еще недостаточно	1	1
408	это делает	1	1
409	имеется и	1	1
410	о личной	1	1
411	себе а	1	1
412	в отличие	2	1
413	они уже	1	1
414	в которых	1	1
415	знаем что	1	1
416	не исчерпывается	1	1
417	нельзя было	1	1
418	дело уже	1	1
419	в одном	5	1
420	не будем	5	1
421	друг другу	1	1
422	иным как	1	1
423	и более	1	1
424	в прошлом	1	1
425	их в	5	1
426	этом а	1	1
427	и наоборот	1	1
428	тому чтобы	1	1
429	что этот	2	1
430	на всю	1	1
431	на работу	1	1
432	бы быть	3	1
433	это вопрос	1	1
434	нас к	1	1
435	он непременно	1	1
436	раз и	3	1
437	вовсе не	2	1
438	в отношении	1	1
439	чистом виде	2	1
440	так как	6	1
441	вплоть до	1	1
442	данной связи	1	1
443	но они	2	1
444	до известной	1	1
445	как можно	1	1
446	что эта	1	1
447	самого начала	2	1
448	как о	2	1
449	дело в	3	1
450	что их	2	1
451	в основе	4	1
452	например что	1	1
453	взглянуть на	1	1
454	в самых	1	1
455	это еще	1	1
456	каждый из	1	1
457	так много	1	1
458	эта сторона	1	1
459	отнестись к	1	1
460	пример из	1	1
461	в самой	1	1
462	именно с	1	1
463	его сборник	1	1
464	такая же	1	1
465	ничто не	1	1
466	мышления в	1	1
467	одну сторону	1	1
468	с другом	3	1
469	не могут	2	1
470	когда мы	2	1
471	могут быть	4	1
472	только бы	1	1
473	же самое	3	1
474	нет мы	1	1
475	уже было	1	1
476	всегда есть	1	1
477	всего в	2	1
478	что оно	1	1
479	в поле	1	1
480	она же	1	1
481	он видит	1	1
482	но из	1	1
483	никуда не	1	1
484	на это	2	1
485	о них	1	1
486	говорит о	2	1
487	приходит к	1	1
488	из всего	1	1
489	не делает	1	1
490	эти не	1	1
491	бы дать	3	1
492	в виду	1	1
493	же не	3	1
494	начинает утверждаться	1	1
495	от изучения	1	1
496	реальной действительности	1	1
497	с самого	2	1
498	говорили что	1	1
499	в дальнейшем	5	1
500	достаточно чтобы	1	1
501	в образе	3	1
502	на нее	2	1
503	за то	2	1
504	оно все	1	1
505	о связи	1	1
506	было и	1	1
507	других и	1	1
508	стороне от	1	1
509	на примере	1	1
510	означает что	4	1
511	даже не	2	1
512	но здесь	1	1
513	находится в	4	1
514	все дело	1	1
515	же прибавляет	1	1
516	сводится к	1	1
517	начинается именно	1	1
518	имеет право	1	1
519	может не	1	1
520	путь и	1	1
521	он живет	1	1
522	что делать	1	1
523	саду и	1	1
524	для нас	13	1
525	с другой	6	1
526	нас в	2	1
527	жизнь так	1	1
528	восходит к	5	1
529	все в	1	1
530	в которую	3	1
531	во всех	2	1
532	путь к	1	1
533	и хорошо	1	1
534	более древней	1	1
535	не видел	1	1
536	и только	2	1
537	в другой	1	1
538	считаем необходимым	1	1
539	непосредственно в	2	1
540	нем и	1	1
541	к концу	1	1
542	и она	2	1
543	быть найден	1	1
544	героический эпос	1	1
545	но так	2	1
546	эти детали	1	1
547	от солнца	1	1
548	тот же	2	1
549	истории его	1	1
550	в какой	3	1
551	в стороне	3	1
552	верно и	1	1
553	времени и	1	1
554	он действует	1	1
555	сказки в	3	1
556	она хороша	1	1
557	и ее	1	1
558	их не	2	1
559	играет роль	1	1
560	с одной	4	1
561	именно на	2	1
562	с какой	1	1
563	же и	1	1
564	более или	5	1
565	и у	1	1
566	и они	1	1
567	оно в	2	1
568	в жизни	1	1
569	не одного	2	1
570	так по	1	1
571	является не	1	1
572	не из	1	1
573	оно всегда	1	1
574	не дает	2	1
575	на север	1	1
576	то чего	1	1
577	связывается с	1	1
578	его и	2	1
579	ни с	1	1
580	одно из	1	1
581	не будут	1	1
582	и та	1	1
583	сами по	1	1
584	иначе как	1	1
585	они сами	1	1
586	себя от	1	1
587	отличие от	2	1
588	и героический	1	1
589	ее на	1	1
590	герой и	1	1
591	в целях	3	1
592	а она	1	1
593	что они	5	1
594	в особенности	2	1
595	существовании этого	1	1
596	вслед за	6	1
597	эти две	2	1
598	еще и	2	1
599	же о	1	1
600	этих текстов	1	1
601	из традиционных	1	1
602	что для	1	1
603	обратиться к	1	1
604	можно назвать	2	1
605	выступает в	1	1
606	связано с	2	1
607	одной стороны	4	1
608	не на	2	1
609	воздействовать на	2	1
610	вопросе о	1	1
611	из названных	1	1
612	там где	4	1
613	что мы	7	1
614	следовало бы	3	1
615	вступает в	2	1
616	по необходимости	1	1
617	себя за	1	1
618	было ему	1	1
619	как это	3	1
620	например когда	1	1
621	но все	4	1
622	из которых	3	1
623	xix века	2	1
624	это своего	1	1
625	он будет	1	1
626	относиться к	1	1
627	начале рассказа	1	1
628	что сюжет	2	1
629	но среди	1	1
630	на какой-то	1	1
631	и всей	1	1
632	быть только	1	1
633	происходит в	1	1
634	века и	1	1
635	друг с	4	1
636	своей среды	1	1
637	быть не	1	1
638	в художественную	1	1
639	только о	1	1
640	самом же	1	1
641	на пути	1	1
642	но это	4	1
643	в который	1	1
644	к двум	1	1
645	длинные волосы	3	1
646	не мог	1	1
647	смерти а	1	1
648	известной степени	1	1
649	уже на	1	1
650	при таком	1	1
651	это делалось	1	1
652	его нет	1	1
653	об этих	1	1
654	когда он	6	1
655	этой главе	1	1
656	как уже	2	1
657	со своей	1	1
658	не более	2	1
659	мы должны	13	1
660	всякий раз	1	1
661	в мировом	1	1
662	по ходу	2	1
663	же деле	1	1
664	хотя в	1	1
665	есть продукт	1	1
666	еще ничего	1	1
667	нами не	1	1
668	неотделим от	1	1
669	это касается	1	1
670	сказать что	5	1
671	на который	1	1
672	их с	1	1
673	затем к	1	1
674	мы здесь	3	1
675	первом случае	1	1
676	и героем	1	1
677	чем иным	1	1
678	из этого	2	1
679	обманчиво перед	1	1
680	этих литературных	1	1
681	к другим	1	1
682	и другие	4	1
683	этой сказочной	1	1
684	во всяком	1	1
685	в роли	1	1
