N	2gram	Savitsky_E_1	StatiiOP
438	как они	1	1
439	приходит к	1	1
440	своего развития	1	1
441	и о	1	1
442	н с	11	1
443	которого мы	2	1
444	свою очередь	2	1
445	значительной мере	1	1
446	говоря уже	2	1
447	в ее	8	1
448	последнее время	1	1
449	их связь	1	1
450	в пределах	25	1
451	мнение что	1	1
452	в рамки	1	1
453	как с	1	1
454	и когда	1	1
455	и сам	1	1
456	этот период	1	1
457	можно было	3	1
458	те же	1	1
459	к западной	1	1
460	к первому	1	1
461	является в	1	1
462	был не	1	1
463	о котором	1	1
464	и вообще	1	1
465	с ним	1	1
466	в содержании	2	1
467	означает что	1	1
468	они вполне	1	1
469	связанная с	1	1
470	приближается к	3	1
471	в порядке	2	1
472	в применении	3	1
473	известной степени	3	1
474	тех кто	1	1
475	язык и	1	1
476	его жизни	1	1
477	влияние на	2	1
478	может не	1	1
479	времени в	1	1
480	в значительной	2	1
481	не выходит	1	1
482	такими же	1	1
483	связь между	1	1
484	же нет	1	1
485	однако с	1	1
486	эти два	1	1
487	что и	3	1
488	этого периода	1	1
489	возникает вопрос	1	1
490	именно в	4	1
491	также в	2	1
492	в лучшем	1	1
493	известном смысле	3	1
494	но так	1	1
495	в двух	1	1
496	именно о	1	1
497	россия не	2	1
498	россии что	2	1
499	ли он	1	1
500	в угоду	1	1
501	как нечто	1	1
502	оказалась в	1	1
503	который в	1	1
504	европе и	3	1
505	являются в	1	1
506	одних и	1	1
507	бы россия	1	1
508	нужно понимать	1	1
509	для всех	1	1
510	конечно не	1	1
511	какова должна	1	1
512	не можем	2	1
513	от других	1	1
514	не из	3	1
515	не дает	3	1
516	в данной	3	1
517	на пути	1	1
518	из них	3	1
519	только одно	2	1
520	это обстоятельство	1	1
521	и их	1	1
522	в известной	3	1
523	в одном	2	1
524	в современном	1	1
525	гораздо большей	1	1
526	как его	1	1
527	той исторической	1	1
528	того или	4	1
529	во всей	2	1
530	но совершенно	1	1
531	современности и	1	1
532	к той	2	1
533	в других	2	1
534	где в	1	1
535	на примере	1	1
536	то это	1	1
537	по своим	3	1
538	а именно	2	1
539	где к	1	1
540	элементов в	1	1
541	на которые	1	1
542	по большей	1	1
543	говорит о	3	1
544	не говоря	2	1
545	неизвестны ни	1	1
546	может жить	1	1
547	тем для	1	1
548	она является	1	1
549	не означает	2	1
550	долгое время	2	1
551	там где	3	1
552	было отмечено	1	1
553	нужно иметь	2	1
554	совершенно очевидно	2	1
555	если не	1	1
556	нет ничего	1	1
557	в частности	5	1
558	и xix	2	1
559	то можно	1	1
560	в данном	3	1
561	что за	1	1
562	это были	1	1
563	наряду с	2	1
564	в той	5	1
565	и этот	2	1
566	смысле этого	1	1
567	что же	2	1
568	которые по	1	1
569	западной европе	4	1
570	даже с	1	1
571	это значит	2	1
572	в состоянии	1	1
573	должно быть	1	1
574	западная европа	2	1
575	действуют в	1	1
576	в формах	1	1
577	лучшем случае	1	1
578	ни для	1	1
579	с большой	2	1
580	одновременно с	1	1
581	каждой из	1	1
582	только внешнюю	1	1
583	бы сделать	1	1
584	а к	1	1
585	для нас	4	1
586	особого рода	1	1
587	и все	2	1
588	бы в	2	1
589	хотя бы	15	1
590	находим в	1	1
591	на такой	1	1
592	на осуществление	1	1
593	отношении к	15	1
594	с теми	1	1
595	понимать как	1	1
596	мы здесь	1	1
597	но этот	1	1
598	или иного	4	1
599	ко всему	2	1
600	и еще	2	1
601	приблизительно в	1	1
602	на юге	1	1
603	в свое	1	1
604	жизни и	2	1
605	вполне понятно	1	1
606	этой точки	5	1
607	и эта	2	1
608	так же	9	1
609	все что	1	1
