N	2gram	Losev_Prob_4	Mirosoze
493	которая была	1	1
494	мог бы	1	1
495	и каждый	2	1
496	когда в	1	1
497	революции а	1	1
498	мира и	1	1
499	думает что	1	1
500	в эпоху	1	1
501	новых и	1	1
502	находится в	1	1
503	именно потому	1	1
504	а также	6	1
505	но к	1	1
506	в самой	4	1
507	достоевского все	1	1
508	выходе из	1	1
509	может не	1	1
510	можно встретить	1	1
511	в значительной	2	1
512	не выходит	3	1
513	своему значению	1	1
514	все в	3	1
515	это в	1	1
516	преступлении и	1	1
517	будущего а	1	1
518	другого а	1	1
519	себя но	1	1
520	и только	4	1
521	тотчас же	2	1
522	нем и	1	1
523	и об	1	1
524	нет такой	1	1
525	и борьбы	1	1
526	женщины у	2	1
527	происходит в	1	1
528	но так	2	1
529	же все	1	1
530	и личной	1	1
531	преподносится в	1	1
532	бесконечных стремлений	1	1
533	в какой	4	1
534	известного рода	5	1
535	так всегда	1	1
536	человека все	1	1
537	но под	1	1
538	а после	1	1
539	со всеми	2	1
540	не то	2	1
541	и счастье	1	1
542	к какому	1	1
543	его жизнь	1	1
544	и у	1	1
545	чем они	1	1
546	на высоте	1	1
547	не дает	1	1
548	но есть	1	1
549	не сам	2	1
550	никто не	2	1
551	в бесконечную	2	1
552	в прошлом	1	1
553	от тех	1	1
554	для них	2	1
555	вот с	1	1
556	но что	1	1
557	из нее	1	1
558	который имел	1	1
559	другому и	1	1
560	и всякий	1	1
561	он один	1	1
562	церкви и	1	1
563	бы это	1	1
564	это будет	2	1
565	этого пути	1	1
566	себе представить	1	1
567	с другой	7	1
568	и прежде	2	1
569	и быть	1	1
570	в бесконечные	5	1
571	такое же	1	1
572	стало для	1	1
573	который с	1	1
574	дух и	1	1
575	о чем	1	1
576	на эту	1	1
577	и отношение	1	1
578	утвердить себя	1	1
579	ни на	3	1
580	глава vi	1	1
581	на самом	5	1
582	жизнь есть	1	1
583	в меру	2	1
584	независимо от	3	1
585	будущее и	1	1
586	требует от	1	1
587	xix века	2	1
588	ним как	1	1
589	по своему	6	1
590	в изображении	1	1
591	смотрел так	1	1
592	без которых	1	1
593	сравнению с	1	1
594	в романах	2	1
595	в той	8	1
596	что весь	1	1
597	а потом	1	1
598	к русскому	1	1
599	разных ее	1	1
600	с этой	1	1
601	этой трагедии	1	1
602	на тысячу	1	1
603	все это	9	1
604	походит на	1	1
605	он верит	1	1
606	он забывает	1	1
607	к будущему	1	1
608	это можно	2	1
609	он по	1	1
610	своей собственной	1	1
611	а к	1	1
612	когда он	1	1
613	из себя	2	1
614	той или	14	1
615	конце концов	1	1
616	мы должны	3	1
617	ни к	2	1
618	только что	2	1
619	все они	3	1
620	уже нет	1	1
621	ли сказать	2	1
622	от всякого	1	1
623	между ними	1	1
624	с ней	2	1
625	была бы	2	1
626	ко всему	1	1
627	из этого	3	1
628	всего как	1	1
629	и жизнь	2	1
630	ставрогина и	1	1
631	которого нет	1	1
632	а может	2	1
633	к этой	1	1
634	и наказании	1	1
635	внутреннее состояние	1	1
636	по поводу	1	1
637	как на	1	1
638	во власть	1	1
639	образ этот	1	1
640	которая не	3	1
