N	2gram	Vygotskiy__3	RusskieA
271	относится и	1	1
272	что его	2	1
273	которое он	1	1
274	впереди и	1	1
275	нет и	1	1
276	что они	4	1
277	относится к	1	1
278	отнюдь не	2	1
279	перемены пола	1	1
280	это самое	1	1
281	независимо от	1	1
282	что именно	2	1
283	ней или	1	1
284	в своем	5	1
285	к новому	1	1
286	все остальные	1	1
287	перед нами	8	1
288	и где	1	1
289	тех случаях	1	1
290	хотя и	1	1
291	когда он	4	1
292	он признает	1	1
293	и наконец	2	1
294	от других	1	1
295	себе дело	1	1
296	более или	1	1
297	увидим что	9	1
298	ясно и	2	1
299	от этого	1	1
300	следует остановиться	1	1
301	хотя она	1	1
302	в самом	25	1
303	животных и	2	1
304	этот случай	2	1
305	другие элементы	1	1
306	в зачаточном	1	1
307	себя к	1	1
308	чем больше	1	1
309	он в	2	1
310	или во	1	1
311	огород чтобы	1	1
312	что так	2	1
313	рассказ о	1	1
314	только один	1	1
315	тому же	1	1
316	ее как	1	1
317	на то	16	1
318	не могла	2	1
319	и если	6	1
320	что без	1	1
321	чем сильнее	3	1
322	то этим	1	1
323	не следует	1	1
324	в нем	4	1
325	так сказать	5	1
326	всех этих	2	1
327	до самого	2	1
328	довольно часто	1	1
329	только в	4	1
330	случай а	1	1
331	в нее	2	1
332	по аналогии	2	1
333	именно это	3	1
334	но все	1	1
335	это конечно	1	1
336	по его	3	1
337	в одну	1	1
338	однако все	1	1
339	могла бы	3	1
340	что все	3	1
341	веселья и	1	1
342	а когда	1	1
343	значение в	1	1
344	правильнее было	1	1
345	в другом	5	1
346	один какой-нибудь	1	1
347	что бросается	1	1
348	имеет с	1	1
349	знает что	1	1
350	того или	1	1
351	только там	1	1
352	древности и	1	1
353	и дает	2	1
354	чаще всего	1	1
355	остановиться на	2	1
356	из первых	1	1
357	только одно	1	1
358	на основании	1	1
359	двух направлениях	1	1
360	здесь все	1	1
361	такой же	2	1
362	или менее	1	1
363	вносят в	1	1
364	таким же	1	1
365	как все	2	1
366	в такой	3	1
367	это только	3	1
368	его мнению	2	1
369	место в	3	1
370	и назначение	1	1
371	на свою	1	1
372	не от	1	1
373	признает что	1	1
374	но эта	1	1
375	только для	3	1
376	п с	1	1
377	над ними	1	1
378	ее для	1	1
379	но они	2	1
380	и радость	1	1
381	однако в	1	1
382	что этот	4	1
383	на всю	2	1
384	таких случаев	1	1
385	из одного	3	1
386	случае мы	1	1
387	и очень	2	1
388	что чем	2	1
389	стоит в	1	1
390	что эта	4	1
391	с которой	1	1
392	вместе и	2	1
393	противоположность между	1	1
394	как о	1	1
395	в русской	2	1
396	считает что	1	1
397	дело в	1	1
398	и притом	1	1
399	ее с	1	1
400	на него	1	1
401	в основе	3	1
402	борьбы между	1	1
403	с и	6	1
404	подходят к	1	1
405	г с	1	1
406	это еще	1	1
407	вытекает из	2	1
408	тем больше	2	1
409	ничего не	2	1
410	именно с	1	1
411	вперед и	1	1
412	первые четыре	1	1
413	образа и	1	1
414	мы то	1	1
415	и его	6	1
416	так например	2	1
417	как будто	4	1
418	этом отношении	1	1
419	не является	1	1
420	представлять себе	1	1
421	и оно	1	1
422	и здесь	6	1
423	других случаях	1	1
424	во все	1	1
425	и такие	1	1
426	и всех	1	1
427	как только	3	1
428	указал на	3	1
429	ничего общего	1	1
430	в применении	1	1
431	обычно в	1	1
432	и это	8	1
433	и которая	2	1
434	из всего	2	1
435	не будет	1	1
436	свою очередь	2	1
437	здесь не	3	1
438	не могу	2	1
439	на основе	1	1
440	народа то	1	1
441	можно показать	1	1
442	она живет	1	1
443	идет речь	1	1
444	и совершенно	4	1
445	и когда	5	1
446	то как	2	1
447	что у	7	1
448	так и	1	1
449	это настолько	1	1
450	здесь нет	1	1
451	мог бы	1	1
452	к тем	3	1
453	том как	2	1
454	он был	3	1
455	без всякой	2	1
456	если бы	14	1
457	и вообще	1	1
458	с ним	2	1
459	и прыганье	1	1
460	на этой	1	1
461	не имеем	1	1
462	можно сказать	1	1
463	может не	1	1
464	аналогии с	2	1
465	и во	2	1
466	нас в	1	1
467	этот момент	1	1
468	в его	5	1
469	все время	30	1
470	в другую	1	1
471	дело так	2	1
472	быть и	1	1
473	с той	4	1
474	показывают что	1	1
475	остается без	1	1
476	но с	1	1
477	о двух	1	1
478	тот же	3	1
479	что он	11	1
480	пришел к	1	1
481	мы увидим	12	1
482	и существа	1	1
483	в какой	5	1
484	и действительно	2	1
485	и так	1	1
486	верно и	1	1
487	то почему	1	1
488	указывает что	1	1
489	какой степени	1	1
490	из которого	1	1
491	она одновременно	1	1
492	только на	1	1
493	здесь это	1	1
494	раньше чем	1	1
495	при помощи	4	1
496	тем сильнее	2	1
497	который как	2	1
498	был бы	3	1
499	не будут	1	1
500	обратить внимание	1	1
501	не так	3	1
502	для него	2	1
503	своей книги	1	1
504	всяком случае	2	1
505	могло бы	2	1
506	почему такое	1	1
507	в одном	8	1
508	в конце	2	1
509	ее не	3	1
510	к ним	3	1
511	должны будем	1	1
512	как раз	8	1
513	не просто	2	1
514	указание на	1	1
515	само собой	1	1
516	которые как	1	1
517	из своих	1	1
518	время как	4	1
519	в другой	1	1
520	ней и	1	1
521	и даже	4	1
522	как у	1	1
523	и чем	2	1
524	по своим	1	1
525	случай этот	1	1
526	имеет место	2	1
527	и затем	2	1
528	превращается в	1	1
529	целым рядом	1	1
530	на которых	1	1
531	зависит от	1	1
532	и своим	1	1
533	него не	1	1
534	и следовательно	2	1
535	этих же	1	1
536	это на	1	1
537	эти слова	2	1
538	как эти	1	1
539	исходит от	1	1
540	в одной	2	1
541	и потому	1	1
542	к себе	2	1
543	по своему	4	1
544	в область	1	1
545	что за	2	1
546	на тот	1	1
547	смысле этого	2	1
548	он может	2	1
549	месте своей	1	1
550	когда же	1	1
551	ко всему	1	1
552	был в	1	1
553	в тех	4	1
554	который он	1	1
555	и более	2	1
556	и жизнь	1	1
557	быть не	2	1
558	этого слова	2	1
559	и не	10	1
560	уж ты	1	1
561	но это	3	1
562	внимания на	1	1
563	и тогда	1	1
564	он придает	1	1
565	ли в	1	1
566	так будто	1	1
567	в угол	3	1
568	она может	3	1
569	и другими	2	1
570	тот кто	1	1
571	в двух	9	1
572	он прав	1	1
573	нас совершенно	3	1
574	от него	1	1
575	не более	2	1
576	мы должны	1	1
577	первое что	1	1
578	же к	1	1
579	его жизнь	1	1
580	только что	2	1
581	или не	2	1
582	ее развития	1	1
583	его к	2	1
584	несмотря на	5	1
585	все еще	1	1
586	в свою	4	1
587	сказать что	4	1
588	другой стороны	5	1
589	они как	1	1
590	когда в	4	1
591	нет но	1	1
592	всех других	1	1
593	одновременно и	3	1
594	есть и	1	1
595	детей чтобы	1	1
596	из своей	2	1
597	этим объясняется	1	1
598	и становится	1	1
599	в заключение	1	1
600	во всяком	2	1
601	и эта	1	1
602	как на	3	1
603	и особенно	1	1
604	все что	1	1
