N	2gram	Bakhtin_Pr_1	Vvedenie
110	в какой	2	5
111	вместе с	1	5
112	как это	2	4
113	в чисто	1	4
114	в первом	1	4
115	мы имеем	2	4
116	язык как	1	4
117	науки и	1	4
118	что иное	1	4
119	по отношению	21	4
120	не просто	1	4
121	независимо от	13	4
122	как уже	1	4
123	уже не	1	4
124	в себе	4	4
125	но ведь	1	4
126	истории и	1	4
127	в своей	7	4
128	в котором	2	4
129	по сравнению	1	4
130	как о	1	4
131	не имеет	9	4
132	только с	1	4
133	в каждом	2	4
134	здесь нет	2	4
135	это только	1	4
136	и что	2	4
137	еще не	7	4
138	что он	2	4
139	и ее	2	4
140	с одной	3	4
141	в виде	2	4
142	речь в	1	4
143	этом отношении	2	4
144	даже и	1	4
145	в особенности	2	4
146	одной стороны	3	4
147	или иначе	1	4
148	о чем	1	4
149	видит в	1	4
150	сравнению с	1	4
151	и для	11	4
152	об искусстве	3	4
153	только что	1	4
154	а в	6	4
155	не что	1	4
156	отношению к	19	4
157	и есть	2	3
158	что уже	1	3
159	так чтобы	1	3
160	говорить о	3	3
161	не вполне	2	3
162	в виду	4	3
163	и на	3	3
164	в чем	2	3
165	стороны и	1	3
166	хотя и	3	3
167	с понятием	1	3
168	и к	3	3
169	бы и	1	3
170	что это	2	3
171	все эти	5	3
172	в этой	1	3
173	как оно	1	3
174	при этом	5	3
175	если бы	3	3
176	не как	1	3
177	вообще не	7	3
178	свое время	1	3
179	на этом	2	3
180	всего то	1	3
181	на нее	1	3
182	в свое	1	3
183	с прошлым	1	3
184	и уже	1	3
185	строгом смысле	2	3
186	чем в	2	3
187	здесь все	2	3
188	как целое	1	3
189	нисколько не	1	3
190	в этих	2	3
191	чем говорится	1	3
192	и вот	1	3
193	однако в	1	3
194	этой области	2	3
195	дело в	2	3
196	связи с	2	3
197	в области	11	3
198	языка в	3	3
199	должен быть	2	3
200	в ней	4	3
201	в в	1	3
202	на том	1	3
203	и вообще	2	3
204	как науки	1	3
205	можно сказать	2	3
206	а также	1	3
207	в конечном	4	3
208	что с	1	3
209	или как	3	3
210	к нему	10	3
211	одной из	3	3
212	в начале	2	3
213	об отдельных	2	3
214	и других	2	3
215	из них	1	3
216	в известной	3	3
217	в одном	1	3
218	что и	2	3
219	отношение к	10	3
220	может служить	1	3
221	но что	1	3
222	именно как	1	3
223	до конца	1	3
224	только по	4	3
225	так называемой	1	3
226	так же	1	3
227	в строгом	2	3
228	да и	3	3
229	действительность в	1	3
230	этой науки	2	3
231	в своем	5	3
232	но с	3	3
233	к тому	1	3
234	в результате	1	3
235	к этому	2	3
236	в частности	2	3
237	не иначе	1	2
238	художественных произведений	2	2
239	из его	1	2
240	от которых	1	2
241	должна быть	4	2
242	что мы	1	2
243	мы уже	1	2
244	есть не	2	2
245	жизни как	1	2
246	и со	1	2
247	что можно	1	2
248	которое в	1	2
249	так называемые	1	2
250	в каждой	1	2
251	время в	1	2
252	природы и	3	2
253	и всего	1	2
254	значение и	1	2
255	себе и	1	2
256	предметом самостоятельного	1	2
257	сам же	1	2
258	к культуре	1	2
259	ни одна	2	2
260	и те	2	2
261	что каждая	1	2
262	не следует	2	2
263	в принципе	1	2
264	не к	6	2
265	подобно тому	1	2
266	вообще всякий	1	2
267	в другом	2	2
268	и каковы	1	2
269	и с	17	2
270	входит в	8	2
271	на протяжении	1	2
272	действительности в	2	2
273	в существенном	1	2
274	для них	1	2
275	о которых	2	2
276	этого не	1	2
277	несмотря на	3	2
278	ни с	2	2
279	должно быть	5	2
280	момента в	2	2
281	и при	2	2
282	с точки	6	2
283	мы называем	1	2
284	как совокупность	1	2
285	мысли и	1	2
286	так называемое	1	2
287	не могли	2	2
288	том же	2	2
289	тому что	1	2
290	произведения и	2	2
291	культурной жизни	1	2
292	одна из	2	2
293	науку о	1	2
294	никогда не	5	2
295	ничего не	6	2
296	находятся в	1	2
297	его можно	1	2
298	иной раз	1	2
299	следует что	2	2
300	до того	1	2
301	у нас	2	2
302	есть только	2	2
303	как только	3	2
304	по возможности	1	2
305	той или	2	2
306	рядом с	5	2
307	в работах	2	2
308	говоря уже	1	2
309	в дальнейшем	3	2
310	идет речь	1	2
311	значение в	1	2
312	так и	5	2
313	не с	4	2
314	мог бы	1	2
315	не нужно	5	2
316	известной мере	1	2
317	же самое	2	2
318	к языку	1	2
319	в содержании	1	2
320	смысле и	1	2
321	познания и	30	2
322	и здесь	2	2
323	искусства и	3	2
324	и должно	3	2
325	к действительности	3	2
326	в значительной	2	2
327	вопросу о	1	2
328	во всех	11	2
329	тем или	1	2
330	возникает и	1	2
331	ее от	1	2
332	во втором	1	2
333	нуждается в	2	2
334	своему значению	1	2
335	в форме	4	2
336	язык в	2	2
337	вообще и	1	2
338	все время	1	2
339	быть и	1	2
340	здесь не	4	2
341	для нее	8	2
342	именно на	1	2
343	только на	1	2
344	мы можем	6	2
345	или иной	2	2
346	и др	8	2
347	не говоря	1	2
348	не было	2	2
349	литературное произведение	1	2
350	есть лишь	3	2
351	в связи	2	2
352	с помощью	7	2
353	мы говорим	1	2
354	попытка понять	1	2
355	из которых	2	2
356	направление в	1	2
357	содержания для	1	2
358	этого слова	1	2
359	тому как	1	2
360	человеческой культуры	6	2
361	по существу	2	2
362	критики и	1	2
363	своего содержания	2	2
364	но это	3	2
365	и собственно	1	2
366	в более	4	2
367	это уже	1	2
368	не существует	1	2
369	между ними	4	2
370	обе эти	1	2
371	это может	1	2
372	бы в	1	2
373	мы должны	2	2
374	ни к	2	2
375	но зато	2	2
376	хотя в	1	2
377	или иным	1	2
378	другого рода	1	2
379	жизни и	1	2
380	и другие	2	2
381	это в	1	2
382	обращена к	1	1
383	например в	3	1
384	относится и	2	1
385	который мог	1	1
386	не остается	2	1
387	выражения в	1	1
388	на самом	4	1
389	это и	1	1
390	как такового	3	1
391	к данному	1	1
392	который можно	1	1
393	в мировоззрении	1	1
394	но действительность	1	1
395	всем что	1	1
396	можно говорить	2	1
397	трудами по	1	1
398	др в	2	1
399	отношения к	6	1
400	и за	1	1
401	и могут	1	1
402	бы уже	1	1
403	нуждаются в	1	1
404	и ничего	1	1
405	нам в	1	1
406	который был	1	1
407	всего сказанного	1	1
408	мы ее	1	1
409	меньшей степени	1	1
410	быть понято	1	1
411	которую можно	1	1
412	на них	3	1
413	к целому	1	1
414	этим не	1	1
415	более того	4	1
416	различия между	1	1
417	в область	3	1
418	но как	2	1
419	дело обстоит	1	1
420	в противовес	1	1
421	одном и	1	1
422	к слову	1	1
423	искусство в	1	1
424	как в	4	1
425	в новом	1	1
426	на которое	1	1
427	отличие от	5	1
428	нет и	3	1
429	или иное	2	1
430	произведение в	6	1
431	тесно связан	1	1
432	форме и	2	1
433	связи и	3	1
434	и эстетического	3	1
435	и я	1	1
436	не входят	4	1
437	от содержания	2	1
438	дает нам	2	1
439	увидим далее	1	1
440	как к	2	1
441	в услужении	1	1
442	уже о	1	1
443	помнить что	3	1
444	и исторические	1	1
445	кроме того	3	1
446	понять и	1	1
447	что по	1	1
448	д мы	1	1
449	и жизненно	2	1
450	в материал	1	1
451	и художественного	3	1
452	себе не	2	1
453	и принципиально	1	1
454	говорится в	1	1
455	психологии и	1	1
456	то в	1	1
457	не приходится	1	1
458	в которой	1	1
459	не совпадает	2	1
460	себе содержание	1	1
461	что так	1	1
462	иным путем	2	1
463	только один	1	1
464	познавательного акта	2	1
465	на то	2	1
466	если он	1	1
467	не могла	1	1
468	вследствие этого	3	1
469	самими этими	1	1
470	направлено на	1	1
471	оно было	2	1
472	перестает быть	4	1
473	формы но	1	1
474	он должен	2	1
475	путем из	1	1
476	что никакой	1	1
477	явления культуры	1	1
478	не теряет	1	1
479	его от	1	1
480	в содержание	5	1
481	как момент	3	1
482	даже прямо	1	1
483	именно это	1	1
484	всех отношениях	1	1
485	объект и	4	1
486	подход к	1	1
487	то ни	3	1
488	что все	2	1
489	культуры но	1	1
490	не наука	1	1
491	они должны	1	1
492	целое как	1	1
493	именно данной	1	1
494	сохраняет еще	1	1
495	материала и	2	1
496	самом широком	1	1
497	зрения на	1	1
498	лишь в	2	1
499	того или	2	1
500	но совершенно	2	1
501	материала к	1	1
502	искусства в	2	1
503	мы вообще	1	1
504	ведь в	1	1
505	материальной организации	1	1
506	его и	1	1
507	бы только	1	1
508	она и	1	1
509	ни одной	1	1
510	нашего исследования	1	1
511	что совершенно	2	1
512	в слове	3	1
513	не всегда	6	1
514	от языка	1	1
515	она неизбежно	1	1
516	действительно не	1	1
517	автора и	1	1
518	не больше	3	1
519	и становится	7	1
520	только тем	1	1
521	моментом в	3	1
522	нужно только	1	1
523	и без	1	1
524	но которые	2	1
525	еще нет	1	1
526	к предмету	1	1
527	ей но	1	1
528	в отличие	5	1
529	лишь средством	1	1
530	как одна	1	1
531	но он	1	1
532	в россии	2	1
533	не его	2	1
534	даже к	1	1
535	и эти	1	1
536	не должно	1	1
537	как язык	1	1
538	так называемого	1	1
539	же мы	1	1
540	берут в	1	1
541	задачи и	2	1
542	уже выше	1	1
543	а наоборот	1	1
544	для познания	5	1
545	не раз	1	1
546	в таких	2	1
547	объектом и	2	1
548	деятельность есть	1	1
549	мышления и	1	1
550	уже из	1	1
551	случае не	2	1
552	в самых	1	1
553	опираться на	1	1
554	и восприятия	1	1
555	та или	1	1
556	следовательно и	1	1
557	и всегда	1	1
558	с материалом	1	1
559	правда в	1	1
560	под этим	1	1
561	в самой	2	1
562	имеем дело	3	1
563	слова как	1	1
564	этих двух	1	1
565	или иная	1	1
566	таким путем	1	1
567	его отношение	1	1
568	к концу	1	1
569	целое в	1	1
570	связь и	2	1
571	и является	1	1
572	во всем	2	1
573	себе это	1	1
574	входят в	3	1
575	ли это	1	1
576	ему не	1	1
577	в действительности	1	1
578	представлять себе	4	1
579	содержания как	2	1
580	в задачу	1	1
581	человека в	2	1
582	понимание но	1	1
583	и дух	1	1
584	отличается от	2	1
585	и отдельных	2	1
586	должны быть	4	1
587	анализа и	2	1
588	области изучения	2	1
589	оно не	3	1
590	опыта и	1	1
591	приходит к	1	1
592	можно и	2	1
593	из всего	1	1
594	и о	5	1
595	подобных случаях	1	1
596	как не	1	1
597	свою очередь	1	1
598	без всякого	1	1
599	только при	2	1
600	из сторон	1	1
601	то или	2	1
602	исторической жизни	1	1
603	к лингвистике	1	1
604	и этим	6	1
605	имеют дело	3	1
606	культуры и	3	1
607	с самими	1	1
608	как с	1	1
609	содержания этого	1	1
610	что у	1	1
611	и которые	2	1
612	как таковые	1	1
613	осуществляется в	1	1
614	можно только	6	1
615	том как	2	1
616	момента и	1	1
617	отрицательный характер	1	1
618	особый вид	1	1
619	образом в	1	1
620	но здесь	3	1
621	о ней	1	1
622	понять как	1	1
623	словесного искусства	2	1
624	другими словами	2	1
625	настоящее время	1	1
626	какие бы	1	1
627	бы то	3	1
628	это было	1	1
629	областями в	1	1
630	современной русской	2	1
631	на отдельные	1	1
632	нем не	1	1
633	вся эта	1	1
634	общих чертах	1	1
635	не чувствует	1	1
636	нужда в	1	1
637	автор как	2	1
638	ними в	1	1
639	во всей	1	1
640	и содержания	3	1
641	непосредственно в	1	1
642	них в	1	1
643	в лучшем	2	1
644	этой форме	1	1
645	познания в	1	1
646	содержания но	3	1
647	для наук	1	1
648	что здесь	1	1
649	на которой	1	1
650	а лишь	2	1
651	воплощения в	1	1
652	всех его	4	1
653	или же	1	1
654	себя в	2	1
655	есть в	1	1
656	поскольку мы	1	1
657	и у	2	1
658	вопроса о	3	1
659	ее а	1	1
660	своим собственным	1	1
661	соглашаться с	1	1
662	языка как	2	1
663	данности а	1	1
664	слова не	3	1
665	каким образом	1	1
666	или даже	1	1
667	языка но	2	1
668	понятий в	1	1
669	области в	1	1
670	и понимание	1	1
671	обратиться к	1	1
672	что содержание	2	1
673	котором можно	1	1
674	который как	1	1
675	вырастает на	1	1
676	для него	1	1
677	и художественно	2	1
678	вообще в	1	1
679	есть та	1	1
680	слова в	7	1
681	содержания и	6	1
682	содержание и	2	1
683	ее не	1	1
684	к ним	1	1
685	и язык	1	1
686	бытия и	1	1
687	не выходя	3	1
688	значение только	1	1
689	самом же	1	1
690	момент в	1	1
691	глубине и	1	1
692	из важнейших	3	1
693	ее предмет	1	1
694	вполне только	1	1
695	материала а	3	1
696	объяснение в	1	1
697	высокой степени	1	1
698	оно будет	1	1
699	здесь в	2	1
700	все равно	1	1
701	в каких	2	1
702	к которому	4	1
703	и социального	1	1
704	и прежде	5	1
705	это своеобразное	1	1
706	предметом и	2	1
707	связи не	2	1
708	виде и	1	1
709	связано с	1	1
710	не на	5	1
711	притом не	1	1
712	нужно сказать	1	1
713	не создает	1	1
714	которые не	1	1
715	поскольку она	1	1
716	основной вопрос	1	1
717	слова для	1	1
718	человек в	2	1
719	значению для	1	1
720	одну из	1	1
721	чем на	1	1
722	на эту	1	1
723	человека или	1	1
724	в подобных	1	1
725	дифференциации и	2	1
726	связей и	1	1
727	в момент	1	1
728	к лицу	1	1
729	входить в	1	1
730	все то	3	1
731	с первого	1	1
732	и особенно	1	1
733	данности и	1	1
734	и потому	4	1
735	его содержание	1	1
736	однако для	1	1
737	рода и	1	1
738	к своему	2	1
739	лицом к	1	1
740	нуждающиеся в	2	1
741	а между	1	1
742	становится наукой	1	1
743	деятельность не	2	1
744	в тех	3	1
745	область исторической	1	1
746	быть только	5	1
747	понимается как	1	1
748	искусства вообще	1	1
749	отношениями между	1	1
750	том смысле	1	1
751	быть не	1	1
752	слова и	3	1
753	впрочем не	1	1
754	самого содержания	1	1
755	каждое из	1	1
756	этого метода	1	1
757	лучшем случае	2	1
758	в культуре	2	1
759	становится возможным	1	1
760	но для	1	1
761	самое существенное	1	1
762	к вопросу	1	1
763	стороны можно	1	1
764	отделима и	1	1
765	и часто	1	1
766	и более	2	1
767	слова но	3	1
768	своих основных	1	1
769	искусства как	2	1
770	и от	3	1
771	она может	3	1
772	по поводу	2	1
773	это можно	1	1
774	что оно	2	1
775	своему предмету	1	1
776	это как	1	1
777	которая в	1	1
778	в настоящее	1	1
779	а к	2	1
780	для нас	1	1
781	и все	3	1
782	лишь как	4	1
783	для современной	1	1
784	находит свое	2	1
785	областях культуры	1	1
786	еще более	1	1
787	чтобы его	2	1
788	как явление	2	1
789	ни было	3	1
790	себя не	1	1
791	не дает	2	1
792	разных сторон	1	1
793	отношении к	1	1
794	может и	4	1
795	содержания не	1	1
796	и прямо	1	1
797	в свою	2	1
798	совершенно не	7	1
799	себе самому	1	1
800	жизни а	1	1
801	или иного	2	1
802	первом случае	1	1
803	есть то	1	1
804	явление культуры	1	1
805	того времени	1	1
806	в своих	2	1
807	и эта	2	1
808	это понятие	1	1
809	в таком	3	1
810	все что	3	1
811	они не	3	1
812	которая не	1	1
