N	2gram	Bakhtin_fo_1	Problema
356	с этими	2	2
357	было этого	1	2
358	были бы	1	2
359	мы это	1	2
360	с нашим	1	2
361	и прежде	2	2
362	и др	9	2
363	что из	1	2
364	в одно	3	2
365	совершенно не	2	2
366	нет ничего	4	2
367	вместе с	3	2
368	в тех	1	2
369	самого себя	1	2
370	этим мы	2	2
371	здесь идет	1	2
372	эти элементы	1	2
373	и времени	3	2
374	в данное	1	2
375	еще более	3	2
376	или не	2	2
377	пространстве и	1	2
378	слово в	1	2
379	отражения и	1	2
380	бы его	1	2
381	том числе	4	2
382	но такого	1	1
383	отношения к	3	1
384	одним из	1	1
385	же как	2	1
386	в движение	3	1
387	ответить что	1	1
388	тем же	1	1
389	здесь и	2	1
390	к другому	2	1
391	ту же	2	1
392	и до	5	1
393	когда это	1	1
394	иметь место	1	1
395	по его	1	1
396	их и	2	1
397	для своего	1	1
398	мы имеем	1	1
399	на такие	1	1
400	именно к	1	1
401	время как	5	1
402	на себя	2	1
403	я не	1	1
404	конечно и	4	1
405	и был	1	1
406	бы например	1	1
407	нем все	2	1
408	он был	1	1
409	на них	2	1
410	лишенный всякого	1	1
411	время в	6	1
412	с его	9	1
413	а следовательно	1	1
414	в ту	1	1
415	он может	1	1
416	то он	1	1
417	мы будем	2	1
418	не входит	2	1
419	отношение к	2	1
420	можно прямо	2	1
421	большое значение	1	1
422	форме и	1	1
423	его развития	1	1
424	эти предметы	1	1
425	что во	1	1
426	как в	6	1
427	с такими	1	1
428	с их	2	1
429	а было	1	1
430	более и	1	1
431	оно обязательно	1	1
432	а каждый	1	1
433	даже просто	1	1
434	вполне понятно	4	1
435	вносит в	1	1
436	поэтому и	3	1
437	не приходится	1	1
438	что это	1	1
439	очень важным	1	1
440	такое значение	1	1
441	вообще а	1	1
442	и те	3	1
443	количество этих	1	1
444	смыслом и	1	1
445	не могла	1	1
446	так сказать	7	1
447	выводу что	1	1
448	а вовсе	1	1
449	с чем	1	1
450	к выводу	1	1
451	сомнений и	1	1
452	не имеют	3	1
453	и реальной	1	1
454	не следует	1	1
455	что было	3	1
456	в первых	1	1
457	в нем	24	1
458	о которой	1	1
459	на одну	1	1
460	и еще	2	1
461	же здесь	1	1
462	значение может	1	1
463	упражнением в	1	1
464	своей специфической	1	1
465	именно их	1	1
466	ее по	2	1
467	могла бы	1	1
468	в другом	1	1
469	или скажем	1	1
470	свойств и	1	1
471	времени и	10	1
472	нашем случае	1	1
473	это не	6	1
474	на почве	2	1
475	момент при	1	1
476	что лежит	1	1
477	ведь в	1	1
478	место и	3	1
479	из которой	1	1
480	все моменты	2	1
481	более общим	1	1
482	очень важный	1	1
483	и тогда	1	1
484	себе все	1	1
485	весьма часто	2	1
486	знаком не	1	1
487	уже к	1	1
488	самого человека	3	1
489	мы говорили	3	1
490	место в	2	1
491	говорил о	1	1
492	в которых	2	1
493	единство и	1	1
494	совершенно новое	1	1
495	образом и	1	1
496	речи в	2	1
497	важный момент	1	1
498	вещей и	1	1
499	не должно	1	1
500	необходимо чтобы	2	1
501	в предыдущем	1	1
502	и очень	1	1
503	нет никакого	1	1
504	случае в	1	1
505	начиная от	2	1
506	того если	1	1
507	но они	3	1
508	на себе	1	1
509	но вместе	1	1
510	чем не	3	1
511	и отношений	1	1
512	их значение	1	1
513	следовательно и	1	1
514	никогда не	2	1
515	области где	1	1
516	в другое	1	1
517	элемент в	1	1
518	это просто	1	1
519	жизни не	3	1
520	он нашел	1	1
521	и вместо	1	1
522	во всей	3	1
523	на те	1	1
524	по своей	1	1
525	это слово	1	1
526	и его	16	1
527	эти три	1	1
528	даже самая	1	1
529	существуют в	1	1
530	этом отношении	3	1
531	а мы	2	1
532	конкретным и	2	1
533	такие же	1	1
534	человека с	1	1
535	в момент	1	1
536	в основу	3	1
537	и возможно	1	1
538	такого же	1	1
539	он имел	2	1
540	должны быть	1	1
541	содержанием и	1	1
542	важными моментами	1	1
543	пространством и	1	1
544	бы он	1	1
545	но какой	1	1
546	уже на	2	1
547	в каждом	1	1
548	когда они	1	1
549	косвенно и	1	1
550	и самое	1	1
551	но по	2	1
552	с ее	6	1
553	же так	1	1
554	всего этого	2	1
555	самим собою	3	1
556	совершенно ясно	1	1
557	единый и	1	1
558	характер и	7	1
559	все наше	1	1
560	необходимости и	1	1
561	правильно но	1	1
562	то время	4	1
563	не возникает	1	1
564	в дальнейшем	6	1
565	с собой	1	1
566	особенно в	1	1
567	xix и	1	1
568	здесь нет	3	1
569	и каждый	1	1
570	во многом	2	1
571	наше внимание	1	1
572	она есть	1	1
573	с ним	2	1
574	одно это	1	1
575	смысле и	1	1
576	образом в	1	1
577	находится в	1	1
578	что благодаря	1	1
579	в порядке	3	1
580	в состав	1	1
581	повторяем в	2	1
582	этих условиях	1	1
583	и являются	1	1
584	находятся в	1	1
585	иное значение	1	1
586	или на	1	1
587	вне всякой	1	1
588	времени в	7	1
589	мы понимаем	1	1
590	и своей	1	1
591	и во	7	1
592	с нашей	3	1
593	определения в	1	1
594	всякого внутреннего	1	1
595	переходит в	1	1
596	этот момент	1	1
597	тот момент	1	1
598	в теории	1	1
599	о своих	1	1
600	в другую	2	1
601	в математическом	1	1
602	и дело	1	1
603	одной из	3	1
604	и представляет	1	1
605	этот вопрос	1	1
606	данном месте	1	1
607	что даже	1	1
608	буквальном смысле	2	1
609	которое мы	1	1
610	это очень	1	1
611	и кончая	2	1
612	разных типов	1	1
613	нас здесь	1	1
614	все они	1	1
615	раз в	4	1
616	только человеческая	1	1
617	от других	1	1
618	в данной	2	1
619	употребляется в	2	1
620	но для	2	1
621	в одном	3	1
622	в пространстве	5	1
623	и со	1	1
624	в хронологическом	1	1
625	не для	2	1
626	и искусства	1	1
627	к ним	2	1
628	друг друга	3	1
629	или это	1	1
630	не обладает	1	1
631	само собой	2	1
632	быть для	1	1
633	и всему	1	1
634	были совершенно	1	1
635	о своей	2	1
636	с другим	1	1
637	математика и	1	1
638	именно в	3	1
639	здесь в	2	1
640	которых мы	1	1
641	нашем обзоре	1	1
642	в каких	1	1
643	являются только	1	1
644	здесь это	3	1
645	вот для	1	1
646	было и	4	1
647	себя и	3	1
648	говорит о	1	1
649	и люди	1	1
650	от этого	2	1
651	и своего	1	1
652	а на	1	1
653	немалую роль	1	1
654	а наоборот	1	1
655	до конца	4	1
656	не на	1	1
657	его чисто	1	1
658	нашей точки	3	1
659	и уже	3	1
660	мира в	3	1
661	для этой	1	1
662	все более	1	1
663	но оно	2	1
664	другу но	1	1
665	только к	3	1
666	в буквальном	2	1
667	прямо сказать	2	1
668	и потому	3	1
669	с реальным	1	1
670	его на	2	1
671	как человек	4	1
672	поэтому не	1	1
673	к своему	2	1
674	в пределах	5	1
675	чем в	2	1
676	лежат в	2	1
677	и соответствующие	1	1
678	и моменты	1	1
679	к образу	1	1
680	здесь совершенно	2	1
681	основе этих	1	1
682	в человеческом	1	1
683	сфера и	1	1
684	мы сказали	1	1
685	и формы	1	1
686	сказать не	1	1
687	и нет	2	1
688	возвращаемся к	1	1
689	действительность в	1	1
690	между прочим	1	1
691	ближе к	1	1
692	при построении	1	1
693	к другим	1	1
694	вне его	2	1
695	отличный от	1	1
696	в более	2	1
697	ее можно	1	1
698	но повторяем	2	1
699	тем и	1	1
700	в точном	2	1
701	узком смысле	1	1
702	но отнюдь	1	1
703	в отдельных	1	1
704	эти проблемы	1	1
705	но когда	1	1
706	лишь как	2	1
707	у них	2	1
708	и смысл	1	1
709	разной степени	1	1
710	они имеют	1	1
711	во время	1	1
712	же в	3	1
713	но всегда	1	1
714	всегда есть	1	1
715	процессы в	1	1
716	разные виды	1	1
717	не быть	1	1
718	и внутренне	1	1
719	была бы	2	1
720	сколько угодно	2	1
721	в литературе	16	1
722	к этой	1	1
723	значение мы	1	1
724	ее в	2	1
725	еще достаточно	1	1
726	и эта	2	1
727	к этому	3	1
728	которыми и	1	1
729	можно назвать	2	1
730	они не	3	1
