N	2gram	Voloshinov_2	slovoVRo
210	или даже	1	3
211	него нет	1	3
212	с различными	1	3
213	у него	2	3
214	рядом с	2	3
215	в особенности	2	3
216	здесь в	2	3
217	в свою	6	3
218	в некоторых	1	3
219	связано с	3	3
220	смысла и	1	3
221	стремится к	2	3
222	прямо сказать	2	3
223	и прямой	1	3
224	между языком	1	3
225	установкой на	2	3
226	слова все	1	3
227	к проблеме	2	3
228	в контексте	5	3
229	и от	3	3
230	но это	1	3
231	слово для	3	3
232	и часто	1	3
233	как для	1	3
234	что в	2	3
235	хотя бы	6	3
236	сказать что	4	3
237	речи и	13	3
238	языка то	1	3
239	во всяком	3	3
240	человеческой речи	1	2
241	можно говорить	1	2
242	одним из	2	2
243	также и	1	2
244	языка с	1	2
245	xvii века	1	2
246	это и	1	2
247	установка на	2	2
248	контекста в	1	2
249	мы уже	6	2
250	на материале	3	2
251	мы не	2	2
252	именно к	1	2
253	но она	1	2
254	слова например	1	2
255	и чужого	2	2
256	конечно и	2	2
257	имеет дело	2	2
258	данном языке	1	2
259	подчеркнуть что	1	2
260	его так	1	2
261	оно уже	2	2
262	но как	2	2
263	точка зрения	1	2
264	не все	1	2
265	менее всего	3	2
266	из важнейших	2	2
267	и речи	2	2
268	за пределы	3	2
269	с этим	3	2
270	и различные	1	2
271	кроме того	1	2
272	хотя и	1	2
273	более или	2	2
274	и политической	1	2
275	время это	1	2
276	в нашем	2	2
277	диалог в	1	2
278	в себе	4	2
279	роль в	1	2
280	как он	1	2
281	с языком	1	2
282	а вовсе	1	2
283	а просто	1	2
284	он не	3	2
285	в виде	2	2
286	и более	7	2
287	чужого высказывания	13	2
288	и связанные	1	2
289	из него	2	2
290	в нее	1	2
291	значение в	4	2
292	конечно в	3	2
293	самого автора	1	2
294	как особый	1	2
295	в свой	1	2
296	здесь это	1	2
297	далеко не	2	2
298	независимо от	2	2
299	особенно на	1	2
300	и вне	1	2
301	мы видели	4	2
302	дальше к	1	2
303	или менее	2	2
304	и другие	1	2
305	несколько слов	1	2
306	в их	5	2
307	языке но	1	2
308	слова при	2	2
309	свой смысл	1	2
310	мы сказали	3	2
311	но он	1	2
312	громадное значение	3	2
313	в идеологическом	2	2
314	и проч	1	2
315	тогда когда	1	2
316	дело в	1	2
317	и внутренней	1	2
318	того чтобы	6	2
319	в одном	1	2
320	только и	1	2
321	слова как	2	2
322	вне его	1	2
323	с одним	1	2
324	языка это	1	2
325	лишь при	2	2
326	слове и	3	2
327	а лишь	1	2
328	точном смысле	4	2
329	на границе	2	2
330	и другим	1	2
331	и идеологически	2	2
332	слова о	4	2
333	должен быть	2	2
334	оно может	3	2
335	свою очередь	5	2
336	на нем	1	2
337	свое слово	1	2
338	в себя	1	2
339	так в	1	2
340	двух высказываний	1	2
341	мы наблюдаем	1	2
342	и исторически	1	2
343	стремиться к	1	2
344	в другом	3	2
345	здесь как	2	2
346	языке в	1	2
347	на ряд	1	2
348	достигает максимальной	1	2
349	и здесь	5	2
350	о том	3	2
351	и т.п	10	2
352	притом в	1	2
353	или на	1	2
354	влияние на	4	2
355	в различных	3	2
356	данного языка	2	2
357	чужую речь	7	2
358	нуждается в	1	2
359	ним и	1	2
360	изображения чужой	1	2
361	в форме	5	2
362	еще более	2	2
363	нем и	1	2
364	единого и	1	2
365	и существенно	1	2
366	его контекстом	1	2
367	ни к	1	2
368	языковой правильности	1	2
369	речь о	1	2
370	что он	4	2
371	мы увидим	2	2
372	почти все	1	2
373	речи все	1	2
374	всяком случае	2	2
375	именно на	1	2
376	со всеми	1	2
377	же и	1	2
378	уже в	2	2
379	всем его	1	2
380	на протяжении	2	2
381	его и	3	2
382	проникает в	1	2
383	цели и	1	2
384	в различные	1	2
385	слово до	1	2
386	для того	6	2
387	то что	4	2
388	не было	3	2
389	именно как	2	2
390	до сих	3	2
391	именно в	2	2
392	а именно	1	2
393	и между	1	2
394	и затем	1	2
395	индивидуального сознания	1	2
396	которых мы	1	2
397	более того	6	2
398	его как	1	2
399	как о	2	2
400	и непосредственно	2	2
401	в связи	7	2
402	во франции	1	2
403	но оно	1	2
404	слово слово	1	2
405	вместе с	2	2
406	и особенно	2	2
407	это сознание	1	2
408	в языковом	3	2
409	может стать	2	2
410	в данном	5	2
411	если оно	1	2
412	чужому слову	1	2
413	и нет	1	2
414	сих пор	3	2
415	чужих языков	1	2
416	в более	2	2
417	этих формах	1	2
418	известной степени	1	2
419	этих случаях	1	2
420	говорящего и	2	2
421	в точном	4	2
422	всем этим	2	2
423	или в	2	2
424	в языке	7	2
425	и ни	1	2
426	все они	1	2
427	в новых	1	2
428	различные эпохи	1	2
429	обстоит дело	1	2
430	как слово	5	2
431	формах передачи	2	2
432	жизни в	1	2
433	только с	2	2
434	работы и	1	2
435	не знает	2	2
436	к его	2	2
437	речи как	1	2
438	они не	2	2
439	еще слишком	1	2
440	и оценкой	2	1
441	смысле слова	5	1
442	как известно	1	1
443	нем нет	2	1
444	языковые формы	1	1
445	речь идет	1	1
446	он также	1	1
447	категорий и	2	1
448	того же	5	1
449	становится в	1	1
450	чужое высказывание	9	1
451	науки о	2	1
452	предмета речи	1	1
453	слова эта	1	1
454	между двумя	1	1
455	мы говорим	1	1
456	слова является	1	1
457	его же	1	1
458	и до	3	1
459	случае оно	1	1
460	все те	4	1
461	иметь место	1	1
462	свою идеологическую	2	1
463	и за	1	1
464	и могут	1	1
465	этом направлении	1	1
466	а как	4	1
467	говорящих на	1	1
468	на тех	1	1
469	и значение	6	1
470	в единой	1	1
471	наша речь	1	1
472	современного сознания	1	1
473	слова говорит	1	1
474	правильного понимания	2	1
475	говорящего коллектива	2	1
476	опирающееся на	1	1
477	языковом отношении	1	1
478	то одни	1	1
479	и о	2	1
480	что уже	1	1
481	место в	2	1
482	высказывания в	7	1
483	он как	1	1
484	и стиль	1	1
485	конца xviii	1	1
486	самого говорящего	2	1
487	эпохи в	1	1
488	и становление	1	1
489	языков со	1	1
490	диалога в	2	1
491	в составе	1	1
492	слово не	1	1
493	язык еще	1	1
494	почва для	1	1
495	и определяется	1	1
496	между собой	1	1
497	слово на	1	1
498	нему не	1	1
499	в широком	1	1
500	обращении с	1	1
501	уверенной социальной	1	1
502	что его	1	1
503	этой почве	5	1
504	утверждения что	1	1
505	то мы	2	1
506	а следовательно	1	1
507	чтобы проникнуть	1	1
508	помимо этого	1	1
509	видели что	1	1
510	совсем не	1	1
511	то он	1	1
512	к которой	1	1
513	к ним	1	1
514	как чужое	1	1
515	и чужой	9	1
516	вступают в	1	1
517	ситуаций и	2	1
518	конечно совершенно	2	1
519	необходимый для	1	1
520	чем же	3	1
521	в одной	2	1
522	контексте и	2	1
523	и выражения	3	1
524	его на	1	1
525	все остальные	1	1
526	могли бы	1	1
527	единичные высказывания	1	1
528	однако на	1	1
529	связанный с	1	1
530	увидим что	1	1
531	что слово	1	1
532	важность для	1	1
533	для которого	1	1
534	в самом	6	1
535	и невозможно	1	1
536	в целом	1	1
537	выражение в	5	1
538	знаем в	1	1
539	и самый	1	1
540	имеет громадное	1	1
541	школьной передачи	1	1
542	в этой	3	1
543	прямой и	1	1
544	этом на	1	1
545	нами в	3	1
546	формы не	1	1
547	в маленьком	1	1
548	к единству	1	1
549	ее как	1	1
550	на то	4	1
551	вырабатывается в	1	1
552	его границами	1	1
553	этот процесс	1	1
554	смыслом и	1	1
555	вообще не	1	1
556	его идеологической	1	1
557	в чужую	3	1
558	что она	1	1
559	с идеологическим	1	1
560	и единое	1	1
561	но именно	1	1
562	однако при	1	1
563	отчетливого ощущения	1	1
564	и только	1	1
565	гибки и	1	1
566	не значит	1	1
567	слова степень	1	1
568	речи в	10	1
569	социальных сил	1	1
570	в корне	3	1
571	передаваемой чужой	1	1
572	широком смысле	1	1
573	одном высказывании	1	1
574	и сам	1	1
575	процессе этого	1	1
576	в соответствующем	2	1
577	без исключения	2	1
578	конца и	1	1
579	одно и	3	1
580	как таковое	1	1
581	русском языке	4	1
582	в каждом	1	1
583	подход к	2	1
584	и философии	2	1
585	высказывания и	11	1
586	сознание не	1	1
587	на все	2	1
588	косвенной речи	13	1
589	на этой	5	1
590	это было	2	1
591	не умеет	1	1
592	для нее	1	1
593	основным и	1	1
594	но самый	1	1
595	моменты в	1	1
596	претендуют на	1	1
597	в борьбу	1	1
598	и тем	4	1
599	высказывание как	12	1
600	ведь если	4	1
601	здесь нет	1	1
602	может стремиться	2	1
603	истории языка	3	1
604	но уже	1	1
605	он является	1	1
606	о которых	1	1
607	и идеологии	1	1
608	восприятие и	1	1
609	в соединении	2	1
610	и совершается	1	1
611	можем сказать	2	1
612	оно все	1	1
613	на основании	1	1
614	всегда и	2	1
615	несмотря на	1	1
616	основные линии	2	1
617	выйти за	1	1
618	этот стиль	1	1
619	может идти	1	1
620	здесь конечно	1	1
621	одного и	4	1
622	здесь она	1	1
623	и косвенной	1	1
624	то другие	1	1
625	высказывания как	7	1
626	в своей	3	1
627	другим и	1	1
628	лежат в	1	1
629	речи далее	1	1
630	с идеей	1	1
631	риторической речи	1	1
632	и устойчивой	1	1
633	исторического становления	3	1
634	себе а	1	1
635	мысли и	3	1
636	нему и	1	1
637	от его	1	1
638	дан в	1	1
639	сказать самолично	1	1
640	с чужою	1	1
641	для изучения	1	1
642	речевой жизни	2	1
643	духе данного	1	1
644	слову как	1	1
645	но во	1	1
646	чужой язык	1	1
647	силу и	1	1
648	тем не	1	1
649	далека от	1	1
650	нем новые	1	1
651	произведения в	1	1
652	как от	2	1
653	возможно только	1	1
654	тем именно	1	1
655	уже сказали	1	1
656	степени определяется	1	1
657	и свободной	1	1
658	и единого	1	1
659	в низких	1	1
660	этого мало	1	1
661	и вся	1	1
662	в двух	3	1
663	степень его	1	1
664	его целом	1	1
665	до известной	1	1
666	о значении	1	1
667	была понята	1	1
668	нормы для	1	1
669	авторского контекста	8	1
670	можно понимать	1	1
671	кругозор в	1	1
672	самого начала	5	1
673	не о	1	1
674	здесь лишь	1	1
675	и притом	1	1
676	нельзя даже	1	1
677	для всего	3	1
678	следовательно и	2	1
679	ничего не	4	1
680	она ни	1	1
681	и подходы	2	1
682	и речевой	1	1
683	заложенные в	1	1
684	те моменты	2	1
685	в русском	4	1
686	лишь с	2	1
687	прежде чем	1	1
688	это слово	1	1
689	нам важно	2	1
690	апперцептивный фон	1	1
691	же слова	3	1
692	внешней и	1	1
693	эти три	1	1
694	не столь	1	1
695	они лишены	1	1
696	слово является	2	1
697	чужих высказываний	1	1
698	слова очень	1	1
699	полемизирует с	1	1
700	его внутренней	1	1
701	к себе	1	1
702	в духе	1	1
703	значение чужого	1	1
704	в направлении	6	1
705	этот язык	1	1
706	лежит в	2	1
707	если же	2	1
708	языках и	1	1
709	числе и	1	1
710	содержанием и	1	1
711	идеологических систем	3	1
712	языка проблема	1	1
713	социальных группах	1	1
714	и это	3	1
715	следовательно не	1	1
716	как они	1	1
717	языка по	1	1
718	разобщены и	1	1
719	это единство	1	1
720	в окружающем	1	1
721	всего этого	1	1
722	наших слов	1	1
723	языка лишь	1	1
724	чужая речь	7	1
725	чтобы быть	1	1
726	линии его	1	1
727	нет никакой	1	1
728	реплики диалога	2	1
729	определенный и	1	1
730	с самого	5	1
731	и языкового	1	1
732	приводит к	2	1
733	не индивидуальный	1	1
734	и подменять	1	1
735	слова а	1	1
736	на том	1	1
737	понимание и	1	1
738	еще в	1	1
739	различное значение	1	1
740	и всюду	2	1
741	всех возможных	1	1
742	поэтому в	2	1
743	одно из	1	1
744	и поверхностным	1	1
745	языковых форм	3	1
746	к пределу	1	1
747	к языку	1	1
748	чтобы понять	2	1
749	но может	1	1
750	не на	2	1
751	образом в	1	1
752	языковые особенности	1	1
753	от диалога	1	1
754	национальные языки	1	1
755	все событие	1	1
756	наличных в	1	1
757	слова тем	1	1
758	и зыбких	1	1
759	от идеологического	1	1
760	другими словами	2	1
761	социального кругозора	1	1
762	установки на	1	1
763	и что	1	1
764	концепцию слушателя	1	1
765	можно сказать	1	1
766	единству языка	1	1
767	на данном	1	1
768	мы понимаем	1	1
769	должно было	1	1
770	всех своих	1	1
771	которой мы	2	1
772	тем или	1	1
773	контексте то	1	1
774	когда оно	1	1
775	оценка не	1	1
776	во всей	1	1
777	особая тема	1	1
778	соединении с	2	1
779	этот последний	1	1
780	здесь одно	1	1
781	аудитории в	1	1
782	и нельзя	1	1
783	проблема форм	2	1
784	и следовательно	6	1
785	социальной признанности	1	1
786	состава но	1	1
787	в изменении	1	1
788	самим автором	1	1
789	в самый	2	1
790	более глубокие	2	1
791	сознания его	1	1
792	того что	4	1
793	же сфере	1	1
794	как тема	1	1
795	всегда в	1	1
796	в формах	4	1
797	всякого рода	1	1
798	речи о	2	1
799	одной из	3	1
800	два основных	1	1
801	как вещи	1	1
802	проникнуть в	1	1
803	в какой	3	1
804	друг друга	2	1
805	уже говорили	1	1
806	и действительно	1	1
807	его внешняя	2	1
808	до нас	1	1
809	в обществе	1	1
810	рожденное в	1	1
811	и ее	4	1
812	их не	1	1
813	всегда с	1	1
814	в качестве	3	1
815	с какой	1	1
816	нет прямого	1	1
817	идеологии и	1	1
818	так можно	1	1
819	говорить об	1	1
820	только на	4	1
821	значение и	2	1
822	оно в	1	1
823	на арене	1	1
824	это значение	1	1
825	от живой	1	1
826	свой состав	1	1
827	к слову	1	1
828	процессе его	2	1
829	рано или	1	1
830	оно всегда	1	1
831	и социально	1	1
832	конечно лишь	1	1
833	в высказывании	1	1
834	характерно что	3	1
835	этими формами	1	1
836	и прочной	1	1
837	акцент и	1	1
838	сами по	1	1
839	и со	1	1
840	на развитие	1	1
841	оно так	2	1
842	зрения другого	1	1
843	мы можем	6	1
844	случае не	1	1
845	речи к	2	1
846	автор и	1	1
847	свое выражение	1	1
848	и понимающий	1	1
849	как раз	4	1
850	xvii и	1	1
851	тем что	2	1
852	и оценки	1	1
853	речью в	1	1
854	в других	1	1
855	ближайшим образом	2	1
856	вне ее	1	1
857	чувствует себя	1	1
858	в письменной	1	1
859	оно способно	1	1
860	или поздно	1	1
861	новый смысл	1	1
862	и вариации	1	1
863	для правильного	1	1
864	всецело определяется	3	1
865	или иначе	1	1
866	утратит свою	1	1
867	речи а	3	1
868	с той	1	1
869	свое идеологическое	1	1
870	которая на	1	1
871	характерно для	1	1
872	на которые	1	1
873	что не	2	1
874	в законченном	1	1
875	неотделим от	2	1
876	приближаться к	1	1
877	говорит о	1	1
878	должно быть	3	1
879	превращается в	1	1
880	а на	1	1
881	этого не	1	1
882	а наоборот	1	1
883	мышления которые	1	1
884	и осуществляется	1	1
885	самое слово	1	1
886	однако и	2	1
887	велико в	1	1
888	другой стороны	1	1
889	как ни	1	1
890	высказывание таким	1	1
891	все время	2	1
892	и законченное	2	1
893	отнюдь не	8	1
894	понимания с	1	1
895	или с	1	1
896	оценки и	3	1
897	более глубокое	1	1
898	полный разрыв	1	1
899	способным на	1	1
900	здесь именно	1	1
901	влияние и	1	1
902	все более	2	1
903	вступает в	2	1
904	твердой и	1	1
905	все то	2	1
906	готовое произведение	1	1
907	из форм	2	1
908	только его	1	1
909	философии языка	1	1
910	от исторического	1	1
911	какого бы	1	1
912	он говорит	1	1
913	языках в	1	1
914	какой мере	1	1
915	или иного	2	1
916	и всей	1	1
917	да и	3	1
918	для понимания	3	1
919	конечно от	1	1
920	и оценка	1	1
921	этого слова	5	1
922	срослось с	1	1
923	территории высказывания	2	1
924	не касается	1	1
925	автором и	1	1
926	быть именно	3	1
927	приблизиться к	1	1
928	сложившееся и	2	1
929	в условиях	1	1
930	новые стороны	2	1
931	то перед	1	1
932	только для	1	1
933	высказывания но	1	1
934	при условии	1	1
935	того или	2	1
936	различных социальных	1	1
937	не темное	1	1
938	этом и	1	1
939	однако не	1	1
940	которые оно	1	1
941	более и	2	1
942	сомнения в	1	1
943	не является	8	1
944	язык так	1	1
945	религиозные системы	1	1
946	синтаксических форм	2	1
947	конечно эта	1	1
948	слова но	1	1
949	живет и	1	1
950	установлен на	3	1
951	отсюда следует	3	1
952	сознания и	3	1
953	или иным	1	1
954	себя самого	2	1
955	особого рода	1	1
956	процесс становления	3	1
957	или нет	1	1
958	интерес к	1	1
959	из своего	1	1
960	нужно чтобы	1	1
961	иной предмет	1	1
962	на языке	2	1
963	идет об	1	1
964	же в	1	1
965	чтобы прийти	1	1
966	восприятие его	1	1
967	в системе	2	1
968	менее в	1	1
969	к самому	1	1
970	разобранные нами	2	1
971	последнем случае	1	1
972	этой проблемы	1	1
973	различными моментами	1	1
974	при определенных	1	1
975	одни то	1	1
976	самого языка	2	1
977	в последнем	1	1
978	сыграло в	1	1
979	и xviii	2	1
980	в кругу	1	1
981	выходят за	2	1
982	значение не	1	1
983	оказывает могущественное	1	1
984	или точнее	1	1
985	что такое	1	1
986	этого второго	1	1
987	и слов	1	1
988	также не	1	1
989	законченное выражение	1	1
990	замкнутости и	1	1
991	языком как	1	1
992	каждое слово	1	1
993	к этому	5	1
994	том числе	1	1
995	гораздо более	1	1
