N	4gram	Tiupa_Vved_1	DiskursI
184	едины судьба выражает внеличную	1	1
185	общения это непосредственное воспроизведение	1	1
186	картина мира которая может	1	1
187	они сходятся в новом	1	1
188	интриги соединяющей апокалипсис с	1	1
189	появляется в связи с	1	1
190	судьба выражает внеличную сторону	1	1
191	следствие овладения понятийным мышлением	1	1
192	социального или ментального процесса	1	1
193	этом последнем мы и	1	1
194	же время они неразрывно	1	1
195	остаются каждый в своем	1	1
196	понятийным мышлением которое по	1	1
197	будучи непосредственной формой человеческого	1	1
198	видов не только словесные	1	1
199	нам только в перформативной	1	1
200	первого и второго лица	1	1
201	только в учебниках по	1	1
202	учебниках по мифологии если	1	1
203	не может передать оборотов	1	1
204	эти происходят в разные	1	1
205	ней мифов-нарраций никогда не	1	1
206	большой интриги соединяющей апокалипсис	1	1
207	они едины судьба выражает	1	1
208	в напряжении событийного ряда	1	1
209	произведение в его событийной	1	1
210	непосредственное воспроизведение чужих высказываний	1	1
211	речи формировать культурную память	1	1
212	же самое следует сказать	1	1
213	событийной стороны бытия следствие	1	1
214	своего рода миниатюра большой	1	1
215	от своей судьбы они	1	1
216	коммуникативные роли первого и	1	1
217	например приказывая или напротив	1	1
218	можем обозначить как произведение	1	1
219	высказываний пиететное цитирование стенографическая	1	1
220	то же самое следует	1	1
221	его поступки только раскрывают	1	1
222	напротив они сходятся в	1	1
223	древними писателями [...] то	1	1
224	не было и не	1	1
225	к этому времени наррация	1	1
226	самое следует сказать и	1	1
227	длительности и на разных	1	1
228	[...] то потому что	1	1
229	оборотов ''если'' ''когда'' ''для	1	1
230	нарративность в качестве способности	1	1
231	[...] наблюдателя упраздняет коммуникативные	1	1
232	рода миниатюра большой интриги	1	1
233	то же время они	1	1
234	в произведении и событие	1	1
235	не остаются каждый в	1	1
236	же их связная сюжетная	1	1
237	не в рассказе о	1	1
238	интрига своего рода миниатюра	1	1
239	мифологии если же их	1	1
240	своей судьбы они едины	1	1
241	общения доступна нам только	1	1
242	самую коммуникативную ситуацию какой	1	1
243	фрейденберг и создает наррацию	1	1
244	событие самого рассказывания в	1	1
245	в греческой античности диегесис	1	1
246	еще в греческой античности	1	1
247	собственном мире напротив они	1	1
248	может передать оборотов ''если''	1	1
249	воспроизводилась древними писателями [...]	1	1
250	мировой истории а всякая	1	1
251	отделен от своей судьбы	1	1
252	и не могло быть	1	1
253	стенографическая передача карикатурное передразнивание	1	1
254	рассказывает а показывает имитирует	1	1
255	говорящий ни слушающий не	1	1
256	мимесис не рассказывает а	1	1
257	рассказано в произведении и	1	1
258	если же их связная	1	1
259	как произведение в его	1	1
260	соединяющей апокалипсис с книгой	1	1
261	произведении и событие самого	1	1
262	выражает внеличную сторону индивида	1	1
263	но при этом он	1	1
264	стороны бытия следствие овладения	1	1
265	в своем собственном мире	1	1
266	каждый в своем собственном	1	1
