N	2gram	Potebnia_M_4	TeoriaLi
475	на отдельные	1	1
476	не допуская	1	1
477	от одного	3	1
478	и только	3	1
479	крайней мере	5	1
480	чем и	1	1
481	в другой	2	1
482	отдельные слова	1	1
483	сойти с	1	1
484	глядя на	2	1
485	всех сторон	1	1
486	эти последние	1	1
487	внутренней стороны	2	1
488	на которой	1	1
489	один из	2	1
490	но с	1	1
491	есть процесс	2	1
492	оно и	1	1
493	обе эти	1	1
494	в двух	2	1
495	тот же	2	1
496	дело с	1	1
497	а у	1	1
498	этом состоит	1	1
499	например так	1	1
500	человеческие фигуры	1	1
501	самые разнообразные	1	1
502	или же	1	1
503	между этими	1	1
504	их не	1	1
505	тот что	1	1
506	отдельных лиц	1	1
507	так что	5	1
508	из которого	1	1
509	есть в	5	1
510	с нею	3	1
511	если мы	2	1
512	только на	4	1
513	в единстве	1	1
514	в значении	3	1
515	в поэзии	3	1
516	других в	1	1
517	состоит чтобы	1	1
518	но самое	2	1
519	из них	1	1
520	но от	1	1
521	за ним	2	1
522	только одно	1	1
523	поэзии есть	1	1
524	одно из	1	1
525	и их	3	1
526	никто не	2	1
527	представить себе	2	1
528	и мир	1	1
529	и прежде	2	1
530	в одном	4	1
531	в пространстве	1	1
532	от горя	1	1
533	так как	14	1
534	к ним	2	1
535	ту сторону	1	1
536	не говорит	1	1
537	ее на	1	1
538	лишь один	2	1
539	но из	1	1
540	для того	6	1
541	разница в	1	1
542	как у	1	1
543	войны и	1	1
544	отказаться от	1	1
545	с той	1	1
546	на чем	1	1
547	такое же	2	1
548	превращается в	2	1
549	не было	12	1
550	стремится к	2	1
551	и означает	1	1
552	с которым	2	1
553	и я	2	1
554	в ряду	6	1
555	в бытии	1	1
556	его как	1	1
557	в одно	1	1
558	то она	1	1
559	если не	1	1
560	в связи	1	1
561	как ни	2	1
562	может иметь	2	1
563	до этого	3	1
564	учебника а	1	1
565	от ее	2	1
566	со словом	3	1
567	внешней формой	1	1
568	к своему	1	1
569	куда же	1	1
570	определяет его	1	1
571	другу и	1	1
572	истории не	1	1
573	было и	2	1
574	тому как	2	1
575	да и	4	1
576	чувства и	1	1
577	для понимания	2	1
578	многих других	1	1
579	в это	2	1
580	и формы	1	1
581	этом случае	5	1
582	художественное произведение	2	1
583	быть и	2	1
584	над тем	1	1
585	все это	5	1
586	я от	1	1
587	не носит	1	1
588	мы по	1	1
589	ее можно	1	1
590	известной степени	3	1
591	говорящего и	2	1
592	жизни когда	1	1
593	что делает	2	1
594	о котором	1	1
595	которая в	1	1
596	в настоящее	1	1
597	больше и	1	1
598	глаза как	1	1
599	к различным	1	1
600	бы в	2	1
601	не более	1	1
602	стороны в	1	1
603	местоимения не	1	1
604	время ее	1	1
605	с другими	4	1
606	в сравнении	4	1
607	же в	1	1
608	мы видим	2	1
609	не есть	9	1
610	к самому	1	1
611	на поле	1	1
612	а о	1	1
613	не быть	1	1
614	лес не	1	1
615	от всех	1	1
616	менее не	1	1
617	не сами	1	1
618	из этого	2	1
619	только о	2	1
620	что такое	7	1
621	если она	1	1
622	жизни и	1	1
623	ее в	1	1
624	видим в	1	1
625	случае если	1	1
626	в своих	2	1
627	нее как	2	1
628	в лесу	1	1
629	по поводу	4	1
630	можно назвать	2	1
631	в таком	4	1
632	точно так	2	1
633	все что	2	1
