N	2gram	Tiupa_Lite_3	Vladivir
489	если это	2	1
490	и она	1	1
491	в литературе	1	1
492	тут мы	1	1
493	тех пор	1	1
494	один из	2	1
495	с появлением	1	1
496	всю свою	1	1
497	будто бы	1	1
498	бы его	1	1
499	сознанием и	1	1
500	в эти	1	1
501	самом деле	3	1
502	человеческой личности	1	1
503	конечно не	1	1
504	нами и	1	1
505	в последний	1	1
506	и последовательно	1	1
507	и других	1	1
508	мышления и	1	1
509	за ним	2	1
510	эти два	1	1
511	при всей	1	1
512	да это	1	1
513	существовать в	1	1
514	легко можно	1	1
515	он один	1	1
516	внутреннего мира	1	1
517	но из	1	1
518	это будет	2	1
519	нужно было	1	1
520	в истинном	1	1
521	или иной	2	1
522	не единственное	1	1
523	не надо	2	1
524	влияние на	1	1
525	говорится но	1	1
526	если говорить	1	1
527	по своим	1	1
528	во второй	2	1
529	в природе	4	1
530	всякого человека	1	1
531	себя и	2	1
532	что для	1	1
533	к более	1	1
534	к человеку	1	1
535	смысла и	1	1
536	на этот	1	1
537	а сам	1	1
538	если эта	1	1
539	личности в	3	1
540	а так	2	1
541	о чем	3	1
542	без которых	1	1
543	него не	2	1
544	становится ясным	1	1
545	и об	2	1
546	было в	1	1
547	я говорю	2	1
548	в частности	11	1
549	можно будет	1	1
550	или скорее	1	1
551	в иных	3	1
552	и противоположный	1	1
553	их к	1	1
554	тоже и	1	1
555	к бытию	1	1
556	в человеке	1	1
557	к жизни	2	1
558	в последнем	1	1
559	я это	2	1
560	с тех	1	1
561	за рамки	1	1
562	в первой	2	1
563	уже об	1	1
564	не всем	1	1
565	исходя из	1	1
566	никем не	2	1
567	мыслится как	3	1
568	не создает	1	1
569	в контексте	1	1
570	слова и	1	1
571	на пути	1	1
572	но так	1	1
573	своей жизни	2	1
574	только для	3	1
575	все это	1	1
576	трактоваться как	1	1
577	потому не	1	1
578	такова внутренняя	1	1
579	мира и	2	1
580	не впадая	1	1
581	у них	1	1
582	на свою	3	1
583	еще более	1	1
584	вот этот	1	1
585	и мне	1	1
586	отношении к	1	1
587	может и	1	1
588	в свою	2	1
589	это все	1	1
590	с ней	2	1
591	не говоря	4	1
592	отношением к	2	1
593	сколько исторически	1	1
594	он представляет	1	1
595	занять свое	1	1
596	уже только	1	1
597	не что	1	1
598	чтобы он	2	1
599	и идеи	1	1
600	в действительности	1	1
601	традиция и	1	1
602	жизни и	3	1
603	которым кончается	1	1
604	нечто уже	1	1
605	того времени	1	1
606	том числе	3	1
607	а множество	1	1
608	он пишет	1	1
609	невозможна без	1	1
610	по причине	1	1
611	который не	1	1
612	эти категории	1	1
613	этой точки	1	1
614	они не	1	1
