N	2gram	Propp_Isto_2	VLabPisa
544	а если	1	1
545	так или	1	1
546	в той	1	1
547	бы его	1	1
548	исходя из	1	1
549	это значит	1	1
550	или другого	1	1
551	только для	1	1
552	но это	4	1
553	на своем	1	1
554	поэтому что	1	1
555	стоит только	1	1
556	ранних стадиях	1	1
557	это явление	2	1
558	мы видим	8	1
559	этого сложного	1	1
560	в следующей	1	1
561	и ему	1	1
562	его хотя	1	1
563	в умении	1	1
564	которые должны	1	1
565	происходит в	2	1
566	только основные	1	1
567	это как	1	1
568	встречается не	1	1
569	ее и	1	1
570	еще более	1	1
571	находится в	2	1
572	ни к	1	1
573	потому что	9	1
574	увидим ниже	4	1
575	как показывает	1	1
576	хотя в	3	1
577	всего человека	1	1
578	е в	1	1
579	из тех	1	1
580	его таким	1	1
581	есть и	2	1
582	есть то	1	1
583	с возникновением	1	1
584	к этой	4	1
585	видим в	1	1
586	это было	1	1
587	и другие	4	1
588	часто встречается	1	1
589	можно назвать	1	1
590	в таком	1	1
