N	2gram	Propp_Russ_2	DiskursI
321	в русской	1	1
322	образом в	2	1
323	о них	2	1
324	не все	4	1
325	и является	1	1
326	во всем	2	1
327	на него	1	1
328	более позднее	2	1
329	как будто	1	1
330	этом отношении	1	1
331	что на	2	1
332	такие же	3	1
333	и оно	1	1
334	одном ряду	1	1
335	когда мы	2	1
336	во все	1	1
337	что сила	4	1
338	и другим	1	1
339	здесь пока	1	1
340	все еще	1	1
341	как некое	1	1
342	теории в	1	1
343	время они	1	1
344	и это	1	1
345	на нем	1	1
346	и сами	1	1
347	здесь не	1	1
348	более поздней	1	1
349	и от	3	1
350	так на	1	1
351	мнение что	2	1
352	что каждый	1	1
353	по аналогии	1	1
354	живет в	3	1
355	мог бы	1	1
356	особый интерес	1	1
357	том как	1	1
358	что бывает	1	1
359	основана на	1	1
360	если бы	1	1
361	собой и	1	1
362	из одного	1	1
363	греко-римской античности	1	1
364	то они	1	1
365	утверждает что	1	1
366	что его	1	1
367	нас в	1	1
368	должно было	3	1
369	места и	1	1
370	к нему	4	1
371	состоит не	1	1
372	теперь уже	1	1
373	и остаются	1	1
374	чем и	1	1
375	в середине	1	1
376	это приводит	1	1
377	что здесь	3	1
378	таким способом	1	1
379	он видел	1	1
380	о двух	1	1
381	с ними	1	1
382	пришел к	1	1
383	в народе	3	1
384	и действительно	1	1
385	они по	1	1
386	или же	5	1
387	эту связь	1	1
388	чаще всего	1	1
389	можно рассматривать	1	1
390	вопроса о	1	1
391	в большинстве	1	1
392	только на	1	1
393	ее а	1	1
394	вернуться к	1	1
395	то и	4	1
396	в виде	4	1
397	если в	1	1
398	за ним	3	1
399	теория не	3	1
400	очевидно что	2	1
401	это обстоятельство	1	1
402	что означает	1	1
403	всяком случае	1	1
404	представлений о	2	1
405	в конце	1	1
406	друг друга	3	1
407	каждый из	2	1
408	как раз	1	1
409	их по	3	1
410	представляют собой	7	1
411	представление о	5	1
412	в исторической	1	1
413	не сообщает	1	1
414	с другим	2	1
415	это пока	2	1
416	связаны с	3	1
417	и чем	1	1
418	сюда же	2	1
419	а именно	3	1
420	уходит в	1	1
421	с той	1	1
422	было бы	3	1
423	на которых	1	1
424	этому времени	1	1
425	говорит о	2	1
426	на русском	1	1
427	выступает в	1	1
428	связано с	2	1
429	от этого	1	1
430	всему что	1	1
431	не на	1	1
432	при более	1	1
433	что так	1	1
434	этом основании	1	1
435	научной литературе	2	1
436	на который	1	1
437	этом случае	6	1
438	в одно	1	1
439	несмотря на	1	1
440	во плоти	2	1
441	вместе с	6	1
442	как это	4	1
443	некоторые из	1	1
444	более широкого	1	1
445	в иных	1	1
446	не удается	1	1
447	в область	1	1
448	и другой	3	1
449	в современной	1	1
450	понимать как	1	1
451	этого слова	1	1
452	быть и	1	1
453	аналогии с	1	1
454	в основном	1	1
455	при всем	1	1
456	без которой	1	1
457	под названием	2	1
458	себя именно	1	1
459	случаях когда	1	1
460	вопрос о	4	1
461	а к	2	1
462	у них	2	1
463	тем более	1	1
464	мы должны	1	1
465	в греко-римской	1	1
466	но это	1	1
467	в мировом	1	1
468	или не	1	1
469	в мифе	1	1
470	не являются	1	1
471	в период	1	1
472	их с	1	1
473	всех других	1	1
474	и состоит	1	1
475	также не	1	1
476	и другие	14	1
477	или во	1	1
478	очевидно в	1	1
479	по свидетельству	1	1
480	в таком	4	1
