N	2gram	Bakhtin_Pr_4	formyVre
127	эпохи возрождения	2	3
128	новое и	1	3
129	и по	2	3
130	уже сказали	2	3
131	таким образом	4	3
132	здесь мы	1	3
133	а затем	1	3
134	связанных с	1	3
135	переходим к	2	3
136	в их	4	3
137	в которых	2	3
138	что было	1	3
139	не могли	2	3
140	вернемся к	2	3
141	исторического времени	1	3
142	и смех	1	3
143	следовательно и	2	3
144	кроме того	4	3
145	формы для	1	3
146	на границе	4	3
147	к тому	2	3
148	себя и	3	3
149	роль в	1	3
150	мы наблюдаем	1	3
151	и совершенно	2	3
152	жизнь и	3	3
153	в другом	2	3
154	что и	3	3
155	что он	6	3
156	все они	1	3
157	и они	2	3
158	большинстве случаев	8	3
159	для него	2	3
160	тем что	3	3
161	в форме	1	3
162	со смехом	1	3
163	чувствует себя	1	3
164	что на	1	3
165	и даже	3	3
166	эпоху возрождения	1	3
167	не было	2	3
168	не на	1	3
169	с помощью	3	3
170	специфической логикой	1	3
171	в это	1	3
172	романе и	1	3
173	в этих	4	3
174	а в	2	3
175	средние века	1	3
176	себе самому	4	3
177	и идеи	3	3
178	всего в	1	3
179	но эти	4	3
180	и другие	3	3
181	к этому	1	3
182	том числе	4	3
183	этого романа	2	2
184	смысле слова	2	2
185	ту же	2	2
186	как его	1	2
187	связи между	2	2
188	и есть	1	2
189	тем же	3	2
190	и так	2	2
191	из самых	1	2
192	и до	3	2
193	почти всегда	3	2
194	оно было	1	2
195	мы имеем	3	2
196	и стиль	1	2
197	в сущности	7	2
198	в уста	1	2
199	не был	1	2
200	и т.п	14	2
201	если в	2	2
202	к ним	4	2
203	вступают в	1	2
204	входили в	1	2
205	друг от	1	2
206	большое значение	1	2
207	контексте в	1	2
208	одного момента	1	2
209	в одной	2	2
210	пространства и	1	2
211	и к	9	2
212	от этого	2	2
213	тон и	3	2
214	имеет громадное	1	2
215	в этой	3	2
216	с одной	1	2
217	только один	1	2
218	как он	3	2
219	человек не	1	2
220	она еще	1	2
221	в корне	2	2
222	и вот	1	2
223	по всем	1	2
224	на этом	3	2
225	людей и	4	2
226	форма в	1	2
227	лишь в	2	2
228	не боится	1	2
229	по себе	7	2
230	этого нового	1	2
231	далеко не	3	2
232	автора и	2	2
233	необходимо указать	1	2
234	значение для	3	2
235	одном из	2	2
236	дается в	1	2
237	своей жизни	1	2
238	но эта	1	2
239	но он	3	2
240	друг другу	1	2
241	в прямом	1	2
242	беседы с	1	2
243	в той	3	2
244	в отношении	3	2
245	своими корнями	1	2
246	вплоть до	1	2
247	она не	3	2
248	и имеет	1	2
249	там где	2	2
250	и всегда	1	2
251	контакт с	1	2
252	в самой	5	2
253	и весь	1	2
254	смех и	2	2
255	в роман	1	2
256	очень часто	4	2
257	в духе	2	2
258	принадлежит к	1	2
259	могут быть	2	2
260	числе и	3	2
261	здесь они	1	2
262	и потому	1	2
263	и это	3	2
264	и о	3	2
265	от друга	1	2
266	здесь не	4	2
267	без всякого	2	2
268	самим собою	3	2
269	в средневековой	1	2
270	в себя	4	2
271	особенно в	5	2
272	в плоскости	2	2
273	отсюда и	1	2
274	самых неожиданных	1	2
275	у вольтера	1	2
276	но здесь	3	2
277	влияние на	2	2
278	можно сказать	4	2
279	каждом из	1	2
280	в сюжете	1	2
281	необходимый момент	1	2
282	это не	5	2
283	и только	3	2
284	все в	2	2
285	века и	1	2
286	в литературе	1	2
287	быть и	1	2
288	один из	1	2
289	мы видим	1	2
290	словом и	3	2
291	в литературу	1	2
292	со всеми	1	2
293	в поэзии	2	2
294	него и	1	2
295	и других	4	2
296	характерно что	1	2
297	сами по	2	2
298	в конце	3	2
299	как необходимый	1	2
300	рядом с	5	2
301	или иной	2	2
302	до сих	8	2
303	с другой	3	2
304	сюда же	1	2
305	именно в	1	2
306	и самая	1	2
307	было бы	3	2
308	наконец в	1	2
309	и несколько	3	2
310	в некоторых	1	2
311	и пр	2	2
312	смысла и	1	2
313	у нас	2	2
314	не знает	4	2
315	жизни но	1	2
316	на друга	2	2
317	до конца	4	2
318	и самый	1	2
319	человек в	1	2
320	в последующем	1	2
321	что все	1	2
322	не может	19	2
323	так же	3	2
324	как это	1	2
325	в данном	2	2
326	в последнем	1	2
327	лежит в	1	2
328	этом случае	1	2
329	сих пор	8	2
330	здесь имеет	1	2
331	друг на	2	2
332	главных героев	1	2
333	с большой	1	2
334	на анализе	1	2
335	в двух	1	2
336	вовсе нет	1	2
337	но это	6	2
338	видения и	2	2
339	между ними	10	2
340	жизни а	1	2
341	в заключение	2	2
342	как на	1	2
343	во всяком	2	2
344	все что	2	2
345	себя как	3	1
346	к полному	1	1
347	увидим дальше	1	1
348	в обычном	1	1
349	например в	4	1
350	относится и	1	1
351	чтобы не	1	1
352	его моментов	1	1
353	мы здесь	2	1
354	и то	1	1
355	на самом	1	1
356	некоторой степени	1	1
357	обстоит дело	1	1
358	здесь и	3	1
359	которую они	1	1
360	он там	1	1
361	по преимуществу	1	1
362	игры с	1	1
363	смерть в	1	1
364	в какой-то	1	1
365	должна быть	2	1
366	видеть в	1	1
367	стороны мы	1	1
368	в несколько	1	1
369	а как	2	1
370	и глубину	1	1
371	на материале	1	1
372	что если	1	1
373	и свой	2	1
374	вопрос о	2	1
375	выходит из	1	1
376	со смертью	1	1
377	время здесь	1	1
378	он как	2	1
379	получают значение	1	1
380	смех не	1	1
381	вместо того	1	1
382	из того	1	1
383	мировоззрения в	1	1
384	и самой	1	1
385	конечно и	3	1
386	подчеркнуть что	1	1
387	в каждой	1	1
388	это время	1	1
389	в ней	1	1
390	и говорить	2	1
391	между собой	1	1
392	он сам	2	1
393	в широком	1	1
394	время в	1	1
395	с его	5	1
396	тем как	2	1
397	это имеет	1	1
398	в нашем	1	1
399	в частном	1	1
400	но конечно	2	1
401	самом деле	4	1
402	понимание очень	1	1
403	могло быть	1	1
404	его художественного	1	1
405	не входит	2	1
406	эта особенность	1	1
407	в общем	2	1
408	и ударил	1	1
409	себе и	3	1
410	отличие от	3	1
411	показаться что	1	1
412	друга и	3	1
413	и речи	1	1
414	за пределы	5	1
415	форме и	1	1
416	не входят	2	1
417	каждая из	1	1
418	из уст	1	1
419	что как	1	1
420	анализы не	1	1
421	в него	6	1
422	все остальные	1	1
423	однако не	1	1
424	когда он	2	1
425	его к	2	1
426	обычных жизненных	1	1
427	вовлекается в	1	1
428	человеком в	1	1
429	и этим	3	1
430	за свои	1	1
431	в самом	9	1
432	точкой зрения	1	1
433	бы и	2	1
434	как то	1	1
435	тон в	1	1
436	бы не	2	1
437	его а	1	1
438	человека эта	2	1
439	как их	1	1
440	так в	2	1
441	учение о	1	1
442	еще один	1	1
443	прямой и	2	1
444	им в	1	1
445	романа но	1	1
446	античности в	1	1
447	ее как	1	1
448	в наших	1	1
449	а вовсе	1	1
450	своего автора	1	1
451	но прежде	1	1
452	всеми ее	1	1
453	сказать в	1	1
454	мы можем	4	1
455	они в	1	1
456	не как	3	1
457	образом и	3	1
458	в точном	1	1
459	широком смысле	2	1
460	на его	1	1
461	образов и	2	1
462	никому не	2	1
463	будем говорить	1	1
464	одно и	1	1
465	но все	2	1
466	от нее	1	1
467	в каждом	6	1
468	рано или	1	1
469	и ждут	1	1
470	хода жизни	1	1
471	они должны	3	1
472	об этом	2	1
473	это же	1	1
474	и внутренняя	1	1
475	на этой	1	1
476	и иногда	1	1
477	с самим	5	1
478	моменты в	1	1
479	и тем	2	1
480	реальности и	1	1
481	ни в	6	1
482	о которых	2	1
483	в кухне	2	1
484	все равно	2	1
485	разобранные нами	3	1
486	он и	4	1
487	чем в	1	1
488	мы не	4	1
489	такой же	3	1
490	в один	1	1
491	нисколько не	1	1
492	и еще	1	1
493	в своей	3	1
494	в эпохи	1	1
495	именно и	1	1
496	в романтизме	1	1
497	не становится	1	1
498	имеется и	2	1
499	с самого	1	1
500	не столько	1	1
501	что до	1	1
502	и также	1	1
503	для всякого	1	1
504	принимают в	1	1
505	художественного мира	1	1
506	живут в	1	1
507	точку зрения	1	1
508	которые в	2	1
509	такую же	1	1
510	другом и	1	1
511	этом необходимо	1	1
512	превратиться в	1	1
513	однако в	1	1
514	где нет	1	1
515	в устах	1	1
516	раскрываются и	1	1
517	тому что	1	1
518	рассеяны по	1	1
519	быть или	1	1
520	быть лишь	1	1
521	к собственному	1	1
522	и слово	1	1
523	все для	1	1
524	начиная от	1	1
525	при всех	1	1
526	или что	1	1
527	непосредственное предметное	1	1
528	виду что	1	1
529	есть прежде	1	1
530	еще довольно	2	1
531	что ему	1	1
532	уст в	1	1
533	самого начала	1	1
534	дело в	3	1
535	одна из	2	1
536	взгляд может	1	1
537	и единство	1	1
538	к определенному	2	1
539	слову и	2	1
540	и сама	1	1
541	на него	3	1
542	весь этот	1	1
543	когда они	1	1
544	и снова	1	1
545	но только	1	1
546	и уже	1	1
547	вообще нет	1	1
548	того и	2	1
549	слово и	7	1
550	правда в	3	1
551	преимущественно в	1	1
552	на два	3	1
553	слова как	3	1
554	этих двух	4	1
555	и лишь	1	1
556	здесь на	1	1
557	и притом	1	1
558	условность в	1	1
559	охватить и	1	1
560	во всем	4	1
561	и окружающий	1	1
562	есть это	1	1
563	только с	1	1
564	острое ощущение	1	1
565	точном смысле	1	1
566	может показаться	1	1
567	в стиле	2	1
568	есть у	1	1
569	среди них	1	1
570	и здесь	4	1
571	начиная с	1	1
572	не могут	3	1
573	когда мы	1	1
574	и голос	1	1
575	раскрывается с	1	1
576	логикой в	1	1
577	с исключительной	1	1
578	его с	1	1
579	важно было	1	1
580	бы он	1	1
581	той или	2	1
582	казни и	1	1
583	частной жизни	1	1
584	необходимо остановиться	1	1
585	или поздно	1	1
586	сказать что	2	1
587	если же	5	1
588	они вовсе	1	1
589	с ее	3	1
590	как не	1	1
591	но при	3	1
592	и падая	1	1
593	всем этим	1	1
594	в ее	1	1
595	отношений и	1	1
596	данном случае	1	1
597	себе самом	5	1
598	характер и	1	1
599	и явления	1	1
600	в произведении	2	1
601	самое это	1	1
602	и характер	1	1
603	на свой	6	1
604	и сам	5	1
605	значение они	1	1
606	на родине	1	1
607	времени и	2	1
608	это вовсе	2	1
609	с собой	3	1
610	еще в	1	1
611	по сравнению	1	1
612	в скрытой	5	1
613	мы в	1	1
614	этой жизни	1	1
615	отдельных образов	1	1
616	если бы	3	1
617	из одного	2	1
618	и вообще	1	1
619	значение поэтому	1	1
620	один человек	1	1
621	и чувствует	1	1
622	будем рассматривать	1	1
623	с человеком	1	1
624	часто и	1	1
625	диалога с	1	1
626	и живой	1	1
627	несколько упрощаем	1	1
628	имеет еще	1	1
629	и т.д	3	1
630	но к	1	1
631	и поэтому	1	1
632	за пределами	1	1
633	никак не	3	1
634	и что	3	1
635	в смерти	2	1
636	в различных	3	1
637	может не	1	1
638	в значительной	1	1
639	раз и	4	1
640	для поэзии	1	1
641	между тем	2	1
642	по типу	1	1
643	функций в	1	1
644	на одном	1	1
645	же характер	1	1
646	на всех	1	1
647	очень тонко	2	1
648	и следовательно	2	1
649	сразу с	1	1
650	в другую	1	1
651	в формах	3	1
652	по своей	3	1
653	проявляется прежде	1	1
654	утрачивает свое	1	1
655	и одновременно	2	1
656	и замкнутого	1	1
657	романа и	1	1
658	стиль в	1	1
659	важное значение	1	1
660	вступить в	2	1
661	мы увидим	6	1
662	лишь на	1	1
663	для себя	1	1
664	и является	2	1
665	его жизнь	2	1
666	должен был	1	1
667	поэтому и	2	1
668	всех его	3	1
669	самом и	1	1
670	здесь с	2	1
671	только тон	1	1
672	и жизни	1	1
673	времени как	1	1
674	и выходит	1	1
675	именно на	1	1
676	себя в	3	1
677	есть в	6	1
678	с нею	2	1
679	то и	2	1
680	же явления	2	1
681	в пределе	1	1
682	а это	1	1
683	рассказывает о	1	1
684	менее всего	1	1
685	отклоняется от	1	1
686	ведь это	3	1
687	прикреплены к	1	1
688	ними нет	1	1
689	до некоторой	1	1
690	бытия и	3	1
691	и получить	1	1
692	и вместе	1	1
693	они становятся	1	1
694	в очень	1	1
695	у шекспира	1	1
696	и неожиданные	1	1
697	никого не	1	1
698	там это	1	1
699	выходит за	1	1
700	этой проблемы	1	1
701	точек зрения	4	1
702	мы это	1	1
703	в пародийном	1	1
704	глубокая и	1	1
705	еще и	4	1
706	в отличие	3	1
707	что не	1	1
708	показано в	1	1
709	на этот	2	1
710	которых мы	1	1
711	ничем не	1	1
712	более того	3	1
713	в рассказе	2	1
714	и раскрыть	1	1
715	другой стороны	3	1
716	его как	2	1
717	в руках	2	1
718	дух и	1	1
719	наивный характер	1	1
720	него не	1	1
721	несмотря на	1	1
722	но как	1	1
723	в речи	3	1
724	все более	1	1
725	различным образом	1	1
726	живущих в	1	1
727	так называемой	1	1
728	в присутствии	2	1
729	площади и	1	1
730	действие романа	1	1
731	их к	1	1
732	не знал	1	1
733	этих случаях	2	1
734	установкой на	1	1
735	одной стороны	1	1
736	сравнению с	1	1
737	лежат в	1	1
738	это есть	1	1
739	в тех	1	1
740	такою же	1	1
741	я пожалуй	2	1
742	да и	4	1
743	человек с	2	1
744	и функций	1	1
745	и жизнь	2	1
746	и смерти	1	1
747	этого слова	2	1
748	стремятся к	2	1
749	благодаря этому	1	1
750	в условиях	3	1
751	и тогда	1	1
752	например у	2	1
753	их сам	1	1
754	мы найдем	1	1
755	уже на	1	1
756	должны быть	1	1
757	и рождение	1	1
758	войти в	3	1
759	значение все	1	1
760	котором он	1	1
761	в результате	2	1
762	жизнь до	1	1
763	иного рода	1	1
764	всеми своими	1	1
765	с двух	1	1
766	с установкой	1	1
767	лишь как	2	1
768	бы в	3	1
769	мы как	1	1
770	поэтому все	2	1
771	конце концов	1	1
772	обращение к	1	1
773	на более	1	1
774	его функции	1	1
775	бы на	1	1
776	переходить в	1	1
777	природа человека	1	1
778	смеха в	1	1
779	не являются	1	1
780	в системе	2	1
781	друга но	2	1
782	к самому	2	1
783	от ее	1	1
784	в свою	1	1
785	в большом	1	1
786	они как	1	1
787	бы ни	2	1
788	от всех	1	1
789	совершенно не	4	1
790	же относится	1	1
791	но этот	3	1
792	нет но	2	1
793	одновременно и	1	1
794	лишает их	1	1
795	характерны и	1	1
796	самосознания и	2	1
797	для создания	1	1
798	по поводу	1	1
799	двух последних	1	1
800	стиле и	1	1
801	в таком	1	1
802	они не	2	1
