N	2gram	Ircho_Kome_2	Psycholo
490	мы помним	1	1
491	что ей	1	1
492	к стиху	1	1
493	в театре	2	1
494	не составляют	1	1
495	вытекает из	1	1
496	не имеет	3	1
497	в разных	1	1
498	господствующего над	1	1
499	больше чем	5	1
500	то окажется	1	1
501	действительности но	1	1
502	из четырех	2	1
503	же после	1	1
504	детей и	1	1
505	преимущественно на	1	1
506	или об	1	1
507	х годов	2	1
508	и является	1	1
509	вместо того	1	1
510	с достаточной	2	1
511	и теперь	1	1
512	здесь же	1	1
513	что речь	1	1
514	в области	1	1
515	обстоятельство что	1	1
516	ни о	1	1
517	к себе	1	1
518	проявления чувства	1	1
519	сомнение в	1	1
520	и другой	1	1
521	чтобы сделать	1	1
522	в других	2	1
523	существует два	1	1
524	для его	1	1
525	как человек	1	1
526	замуж за	2	1
527	отказаться от	1	1
528	на это	2	1
529	на события	1	1
530	мы слышим	1	1
531	не делает	1	1
532	как не	2	1
533	свою очередь	1	1
534	там оно	1	1
535	трагедий которые	1	1
536	лиц и	1	1
537	изображении характеров	1	1
538	только при	1	1
539	которые все	1	1
540	и от	4	1
541	в собственном	1	1
542	за пределами	1	1
543	то время	3	1
544	прямо противоположных	1	1
545	если они	1	1
546	убеждение в	1	1
547	реальной жизни	1	1
548	каждого из	1	1
549	здесь нет	1	1
550	к самой	1	1
551	но никак	1	1
552	средств для	1	1
553	победы над	1	1
554	в построении	2	1
555	средством для	1	1
556	автор не	1	1
557	и начало	1	1
558	имеем дело	1	1
559	не наш	2	1
560	его жизни	1	1
561	после того	2	1
562	там же	1	1
563	это была	1	1
564	и во	2	1
565	под именем	2	1
566	нас в	1	1
567	для каждой	1	1
568	к нему	3	1
569	гораздо чаще	1	1
570	между тем	4	1
571	комедии и	4	1
572	нуждается в	1	1
573	искусства к	1	1
574	человека из	1	1
575	не обязательно	1	1
576	вслед за	2	1
577	же ясно	1	1
578	первых же	1	1
579	и создает	1	1
580	не зная	1	1
581	это свойство	1	1
582	не так	1	1
583	события происходящие	1	1
584	показывают что	1	1
585	действию в	1	1
586	о его	4	1
587	в новой	1	1
588	не о	1	1
589	речь о	2	1
590	одной из	4	1
591	однако в	2	1
592	в какой	2	1
593	пор не	1	1
594	к их	3	1
595	можем представить	1	1
596	и ее	2	1
597	разрешение его	1	1
598	с которыми	2	1
599	себя в	3	1
600	внимание что	1	1
601	составить себе	1	1
602	еще одно	1	1
603	в начале	4	1
604	в сознании	1	1
605	не принимает	1	1
606	основе его	1	1
607	в понятие	1	1
608	от других	1	1
609	конечном счете	1	1
610	он имеет	1	1
611	к каким	1	1
612	и их	3	1
613	никто не	3	1
614	могло бы	1	1
615	произведения и	1	1
616	у нее	2	1
617	в стихах	1	1
618	к той	1	1
619	были бы	1	1
620	которые как	1	1
621	в последние	4	1
622	нет и	2	1
623	найти его	1	1
624	по смыслу	1	1
625	ставил в	1	1
626	тем у	1	1
627	на ее	1	1
628	самому существу	1	1
629	на чем	1	1
630	и образов	1	1
631	на которые	1	1
632	что не	1	1
633	что для	4	1
634	если принять	1	1
635	противоречие между	1	1
636	он передает	1	1
637	не было	3	1
638	стало быть	1	1
639	изображения в	1	1
640	комедии с	3	1
641	гете и	1	1
642	ее на	1	1
643	речи и	1	1
644	в одно	1	1
645	если не	2	1
646	действия в	1	1
647	мы видели	1	1
648	которого она	1	1
649	все более	1	1
650	с первых	1	1
651	приводит в	1	1
652	конечно не	1	1
653	целом ряде	1	1
654	что же	1	1
655	и там	1	1
656	да и	3	1
657	как к	1	1
658	из отдельных	1	1
659	в очень	1	1
660	может служить	1	1
661	пьесы и	2	1
662	и всех	1	1
663	поэтому когда	1	1
664	в контексте	1	1
665	ко времени	3	1
666	только для	1	1
667	общественной жизни	1	1
668	или по	1	1
669	над его	1	1
670	говорят и	1	1
671	здесь в	3	1
672	ближе к	1	1
673	всего в	2	1
674	каждой из	2	1
675	любовь к	1	1
676	сюжета и	1	1
677	на задний	1	1
678	между реальным	1	1
679	этому мы	1	1
680	человеком который	1	1
681	поэтому она	1	1
682	от всех	2	1
683	еще более	2	1
684	тем более	1	1
685	своих героев	1	1
686	будто бы	1	1
687	и художественным	1	1
688	находим в	1	1
689	во время	6	1
690	но всегда	1	1
691	за этим	1	1
692	к ее	1	1
693	именно об	1	1
694	к внутреннему	1	1
695	нам не	1	1
696	нет ничего	1	1
697	с ними	2	1
698	вперед по	1	1
699	равно как	1	1
700	к его	2	1
701	или иного	1	1
702	отношению к	3	1
703	ко всему	1	1
704	можно привести	2	1
705	предназначенный для	1	1
706	частности в	2	1
707	во всяком	2	1
708	все что	1	1
