N	2gram	Berdyaev_V_1	FransuaR
253	и самое	1	1
254	и должна	1	1
255	значения и	2	1
256	этом нет	1	1
257	исторические силы	1	1
258	это только	1	1
259	вечности и	2	1
260	и говорит	1	1
261	к жизни	1	1
262	и сам	2	1
263	в образе	4	1
264	тысячи лет	1	1
265	еще не	8	1
266	не были	1	1
267	что от	2	1
268	после того	1	1
269	природе его	1	1
270	смысле и	1	1
271	будет уже	2	1
272	находится в	1	1
273	говорят что	1	1
274	никогда и	1	1
275	было не	1	1
276	над смертью	1	1
277	вот почему	2	1
278	и хлеб	1	1
279	вражда к	1	1
280	свободы от	3	1
281	ее и	2	1
282	до христа	1	1
283	и единый	1	1
284	идет к	1	1
285	от них	1	1
286	я думаю	2	1
287	я вижу	1	1
288	в форме	2	1
289	и можно	1	1
290	и последнее	2	1
291	в лице	1	1
292	и самые	1	1
293	но с	1	1
294	в двух	1	1
295	природе в	1	1
296	тот же	3	1
297	с ними	1	1
298	добра и	4	1
299	в разные	1	1
300	истины и	1	1
301	и свободы	2	1
302	яснее в	1	1
303	и ее	1	1
304	по этому	3	1
305	не будет	2	1
306	это ни	1	1
307	имя этого	1	1
308	о свободной	1	1
309	и они	3	1
310	на этих	2	1
311	государственной властью	1	1
312	в праве	1	1
313	его и	2	1
314	говорит о	1	1
315	земли и	2	1
316	к ним	1	1
317	не случайно	1	1
318	и будет	3	1
319	людей не	2	1
320	тем что	2	1
321	но к	1	1
322	а потому	1	1
323	любит и	1	1
324	ней и	1	1
325	основанной на	1	1
326	был в	1	1
327	и быть	1	1
328	души и	1	1
329	нового времени	1	1
330	и люди	2	1
331	и своего	1	1
332	мир от	2	1
333	на которых	1	1
334	человеческой жизни	1	1
335	и своим	1	1
336	власти и	1	1
337	для человека	2	1
338	мира в	2	1
339	от труда	1	1
340	смысле на	1	1
341	если не	3	1
342	дьявол в	1	1
343	ко всем	1	1
344	существует как	1	1
345	над ним	1	1
346	в речах	1	1
347	времени с	1	1
348	и страшным	1	1
349	да и	2	1
350	который он	1	1
351	этого слова	1	1
352	богу и	2	1
353	общественной жизни	1	1
354	и новой	1	1
355	о мире	1	1
356	было еще	2	1
357	слово от	1	1
358	не существует	1	1
359	которого они	1	1
360	которая в	1	1
361	всего можно	1	1
362	от него	2	1
363	вообще в	1	1
364	и могли	1	1
365	стороны в	1	1
366	вслед за	2	1
367	мира с	1	1
368	для людей	2	1
369	победить и	1	1
370	но вот	1	1
371	человека не	1	1
372	здесь есть	1	1
373	всех формах	1	1
374	что свобода	1	1
375	и эта	1	1
376	в виде	1	1
377	ее в	2	1
378	во всяком	2	1
379	они не	1	1
