N	2gram	Bakhtin_Pr_2	SlovoVZh
136	как не	1	2
137	и то	2	2
138	как это	1	2
139	но тем	1	2
140	в себя	3	2
141	контекста в	1	2
142	и самое	2	2
143	те же	1	2
144	по природе	1	2
145	на материале	2	2
146	со словом	1	2
147	и здесь	3	2
148	не способен	1	2
149	и та	2	2
150	настоящее время	2	2
151	с его	4	2
152	но мы	1	2
153	и что	5	2
154	между собой	2	2
155	звучит так	1	2
156	тем как	1	2
157	но конечно	2	2
158	к слову	1	2
159	в его	10	2
160	не довлеет	1	2
161	что и	3	2
162	в форме	2	2
163	в своем	4	2
164	в формах	3	2
165	кроме того	3	2
166	его к	2	2
167	в какой	1	2
168	словом и	2	2
169	и потому	1	2
170	и так	2	2
171	сливается с	2	2
172	в настоящее	2	2
173	бы не	2	2
174	с одной	1	2
175	уже в	2	2
176	тому же	3	2
177	слово это	1	2
178	он не	9	2
179	эта последняя	1	2
180	в корне	1	2
181	мы можем	2	2
182	но что	1	2
183	форма в	1	2
184	одно и	2	2
185	идеологическая оценка	1	2
186	но все	2	2
187	конечно в	2	2
188	с другими	1	2
189	это не	3	2
190	может стать	4	2
191	форму и	1	2
192	как же	2	2
193	делает его	1	2
194	себя и	3	2
195	более того	4	2
196	одной стороны	1	2
197	можем сказать	1	2
198	до конца	4	2
199	другой стороны	3	2
200	его как	1	2
201	была бы	2	2
202	там где	4	2
203	автора и	2	2
204	и слово	1	2
205	ни на	3	2
206	вместе с	1	2
207	в отношении	3	2
208	но не	5	2
209	точку зрения	1	2
210	высказывания и	2	2
211	она не	3	2
212	с точки	8	2
213	является для	1	2
214	такой же	3	2
215	в основном	1	2
216	тогда когда	1	2
217	в то	7	2
218	на него	3	2
219	известной степени	1	2
220	героев и	1	2
221	слова но	2	2
222	ничего не	3	2
223	а к	1	2
224	этих двух	1	2
225	и все	6	2
226	но зато	3	2
227	все они	1	2
228	в этих	6	2
229	есть уже	1	2
230	но это	4	2
231	бы оно	1	2
232	между ними	4	2
233	же относится	1	2
234	стороны и	3	2
235	но этот	2	2
236	могут быть	3	2
237	выходят за	1	2
238	же самое	1	2
239	на это	1	2
240	что в	4	2
241	как на	1	2
242	и другие	1	2
243	не есть	2	2
244	к этому	1	2
245	если же	4	2
246	не поймем	1	2
247	же нам	2	1
248	а между	2	1
249	и это	4	1
250	ту же	2	1
251	например в	2	1
252	же как	1	1
253	как мы	10	1
254	и о	2	1
255	чтобы не	2	1
256	с ее	1	1
257	мы здесь	2	1
258	сам по	5	1
259	друг о	1	1
260	это и	1	1
261	него почти	1	1
262	в приведенном	3	1
263	нам кажется	5	1
264	он находится	1	1
265	тем же	2	1
266	в произведении	4	1
267	не хочет	3	1
268	то время	2	1
269	структура речи	1	1
270	идет речь	1	1
271	из его	2	1
272	проникает в	1	1
273	для социологии	1	1
274	случае оно	1	1
275	в рамки	1	1
276	являются лишь	1	1
277	и больше	1	1
278	определяется в	1	1
279	становится лишь	1	1
280	из двух	1	1
281	можно было	3	1
282	обойтись без	3	1
283	мы уже	3	1
284	степени присуща	1	1
285	а этот	1	1
286	хорошо и	1	1
287	а уж	1	1
288	нуждаются в	1	1
289	себе как	2	1
290	это только	1	1
291	жизнь и	1	1
292	та же	2	1
293	я знаю	1	1
294	является в	1	1
295	стиля в	1	1
296	размыкается и	1	1
297	разговорного языка	1	1
298	на что	1	1
299	для этого	2	1
300	из одного	4	1
301	к другу	2	1
302	высказывания в	1	1
303	он как	1	1
304	и стиль	1	1
305	в содержании	1	1
306	так именно	1	1
307	и развивает	1	1
308	собственно в	1	1
309	на себя	2	1
310	но то	1	1
311	на существенные	1	1
312	слова из	1	1
313	и он	5	1
314	непосредственное выражение	1	1
315	с большим	2	1
316	слово не	8	1
317	быть более	3	1
318	нашей работы	2	1
319	определенным образом	1	1
320	и явления	2	1
321	за пределами	1	1
322	но при	3	1
323	не нужно	2	1
324	на них	1	1
325	становятся все	1	1
326	это направление	1	1
327	не найдем	1	1
328	установку на	2	1
329	на их	1	1
330	со словами	2	1
331	в значительной	1	1
332	во всех	4	1
333	и во	1	1
334	о друге	1	1
335	работает с	2	1
336	важно не	1	1
337	то мы	1	1
338	автора на	1	1
339	друг к	2	1
340	то в	1	1
341	от его	1	1
342	его смысла	1	1
343	в общем	1	1
344	менее всего	1	1
345	автор как	2	1
346	себе и	4	1
347	слову в	1	1
348	зрения это	1	1
349	явлениями и	1	1
350	крайней мере	1	1
351	они действительно	1	1
352	сама по	4	1
353	каково бы	1	1
354	уже во	1	1
355	хочу и	1	1
356	слов и	5	1
357	каких бы	1	1
358	слушателя читателя	1	1
359	в слово	1	1
360	которая фактически	1	1
361	в одной	3	1
362	не входят	2	1
363	в особом	1	1
364	опирается на	2	1
365	и мир	1	1
366	как герои	1	1
367	она как	1	1
368	может овладеть	1	1
369	что здесь	1	1
370	на которой	1	1
371	перед нами	7	1
372	утрачивает свое	1	1
373	хотя и	5	1
374	в двух	1	1
375	и понимания	1	1
376	определяет не	1	1
377	социальной группе	1	1
378	тот же	3	1
379	стиль в	1	1
380	и художественного	1	1
381	мы увидим	5	1
382	явления в	1	1
383	более или	3	1
384	себе не	1	1
385	стиля и	1	1
386	увидим что	1	1
387	пор не	1	1
388	зрения как	2	1
389	положение в	2	1
390	о самом	1	1
391	чего же	1	1
392	слово дано	1	1
393	можно в	1	1
394	что это	2	1
395	в целом	2	1
396	социальной ситуации	1	1
397	автором как	1	1
398	если мы	2	1
399	в эти	1	1
400	не то	1	1
401	где они	1	1
402	себя в	3	1
403	еще один	3	1
404	есть в	3	1
405	им в	2	1
406	он то	2	1
407	мы обратимся	2	1
408	в большинстве	9	1
409	героя с	3	1
410	в виде	3	1
411	развитие этой	1	1
412	различные степени	1	1
413	что она	1	1
414	слова не	1	1
415	обращение к	1	1
416	или даже	1	1
417	поэтическое высказывание	1	1
418	и обратно	1	1
419	формальная структура	1	1
420	она становится	1	1
421	его и	2	1
422	целого они	1	1
423	на одну	2	1
424	формы но	1	1
425	и их	3	1
426	творчестве достоевского	3	1
427	этого нельзя	2	1
428	всяком случае	1	1
429	ведь это	2	1
430	не как	6	1
431	в одном	12	1
432	перебой в	1	1
433	вовсе не	5	1
434	ни были	1	1
435	ничего общего	1	1
436	каковы бы	1	1
437	зрения другого	1	1
438	друг друга	1	1
439	как его	4	1
440	дело и	2	1
441	у него	6	1
442	из нее	1	1
443	лишь косвенно	1	1
444	речь и	2	1
445	кто же	1	1
446	на этом	1	1
447	она имеет	1	1
448	не бывает	1	1
449	его идеологическая	1	1
450	социологии слова	1	1
451	герой и	3	1
452	значительной степени	1	1
453	оно является	2	1
454	том же	4	1
455	здесь мы	2	1
456	и только	3	1
457	что все	1	1
458	они должны	1	1
459	сознание и	2	1
460	в другом	7	1
461	связанных с	1	1
462	другого и	2	1
463	мы это	1	1
464	и т.п	1	1
465	зрения на	1	1
466	и из	1	1
467	творчества он	1	1
468	должно быть	4	1
469	входит в	2	1
470	который и	1	1
471	и непосредственное	1	1
472	ко второму	2	1
473	деле в	1	1
474	и тех	1	1
475	и иных	1	1
476	и мы	1	1
477	было бы	5	1
478	к которому	1	1
479	этом смысле	2	1
480	героя может	1	1
481	и соответствующие	2	1
482	и тем	1	1
483	поэтического высказывания	1	1
484	интонация в	1	1
485	один и	1	1
486	отражение в	1	1
487	кажется что	3	1
488	но есть	1	1
489	что для	1	1
490	этом слово	1	1
491	находиться в	1	1
492	говорит о	1	1
493	стиля как	1	1
494	от нее	1	1
495	но уже	1	1
496	одного только	1	1
497	не было	1	1
498	рядом с	5	1
499	они входят	1	1
500	а с	2	1
501	сближаться с	1	1
502	не знает	3	1
503	все равно	1	1
504	далеко не	4	1
505	разобранные нами	3	1
506	берет на	1	1
507	из подполья	2	1
508	не на	4	1
509	в ее	1	1
510	уверенность и	1	1
511	в слове	5	1
512	не всегда	1	1
513	которой он	1	1
514	одна и	2	1
515	несмотря на	1	1
516	в руках	2	1
517	человек но	1	1
518	о чем	1	1
519	взаимоотношения между	1	1
520	такою же	1	1
521	него не	2	1
522	же не	4	1
523	для историка	1	1
524	здесь имеет	1	1
525	и тогда	1	1
526	ему но	1	1
527	остается в	1	1
528	но можно	1	1
529	нигде не	1	1
530	себя на	2	1
531	или менее	3	1
532	формы для	1	1
533	места в	1	1
534	все более	1	1
535	речь но	1	1
536	третьем лице	1	1
537	то он	1	1
538	стиле и	1	1
539	направленность на	1	1
540	материалу в	1	1
541	именно и	1	1
542	и без	2	1
543	только его	1	1
544	то есть	4	1
545	подхода к	1	1
546	она в	1	1
547	положения в	1	1
548	к одному	6	1
549	его живых	1	1
550	не могут	4	1
551	и глубоко	1	1
552	с уверенностью	1	1
553	что я	6	1
554	если оно	2	1
555	и другого	2	1
556	этих явлений	1	1
557	однако он	1	1
558	но эта	2	1
559	которые в	1	1
560	словесного целого	1	1
561	сами по	1	1
562	по крайней	1	1
563	из этой	1	1
564	остается или	1	1
565	слов в	2	1
566	своего слушателя	1	1
567	том и	1	1
568	в словах	4	1
569	что до	1	1
570	зрения и	3	1
571	историка литературы	1	1
572	материал для	1	1
573	эти вопросы	1	1
574	ни единого	1	1
575	на другое	1	1
576	в различные	1	1
577	здесь таким	1	1
578	по мере	4	1
579	приведенном нами	3	1
580	но прежде	1	1
581	же то	1	1
582	конкретное высказывание	1	1
583	в смысле	1	1
584	высказывание а	1	1
585	или какое-нибудь	1	1
586	это последнее	1	1
587	и единство	1	1
588	слову и	2	1
589	слова которая	1	1
590	слово здесь	4	1
591	творчества для	1	1
592	уж конечно	1	1
593	в основе	1	1
594	время как	2	1
595	материала в	1	1
596	отрешиться от	1	1
597	тоже может	2	1
598	здесь конечно	1	1
599	конечно эта	1	1
600	того чтобы	1	1
601	форма сама	1	1
602	для всего	1	1
603	примерно в	1	1
604	в результате	4	1
605	героя никогда	1	1
606	человек и	2	1
607	только и	1	1
608	в качестве	1	1
609	только индивидуальная	1	1
610	герою но	1	1
611	слова как	3	1
612	же время	5	1
613	данной социальной	2	1
614	от него	1	1
615	человека или	1	1
616	еще более	2	1
617	тем более	1	1
618	интонации и	1	1
619	по своей	1	1
620	правда это	2	1
621	все явления	1	1
622	дана в	1	1
623	а лишь	2	1
624	направлениях и	1	1
625	структурные элементы	1	1
626	же он	1	1
627	связи с	1	1
628	и различные	2	1
629	и уверенный	1	1
630	обстоит дело	1	1
631	говоря образно	1	1
632	здесь же	1	1
633	переходить в	1	1
634	эти три	1	1
635	iii слово	1	1
636	важное значение	1	1
637	уже и	2	1
638	видения и	1	1
639	как будто	1	1
640	и делает	1	1
641	совершенно необходимо	1	1
642	и уверенность	1	1
643	в стиле	4	1
644	у нас	2	1
645	языка в	1	1
646	они как	1	1
647	высказывания по	1	1
648	стиль и	1	1
649	все то	1	1
650	наконец к	1	1
651	одном голосе	1	1
652	и героем	1	1
653	время не	1	1
654	героя в	3	1
655	я и	2	1
656	должны быть	2	1
657	свои слова	1	1
658	того о	1	1
659	но эти	4	1
660	внешнюю речь	1	1
661	к другим	1	1
662	предмет в	2	1
663	самая же	1	1
664	его значение	1	1
665	слова с	7	1
666	и эта	2	1
667	каждое слово	2	1
668	особый тип	1	1
669	в таком	2	1
670	во всяком	2	1
671	вполне понятно	1	1
672	они не	1	1
673	существенный момент	1	1
674	к тому	4	1
