N	2gram	Vinokur_Ku_1	Vladivir
167	ничего не	2	3
168	вот что	1	3
169	свидетельствуют о	2	3
170	таким образом	12	3
171	к тому	5	3
172	в жизни	1	3
173	здесь не	3	3
174	к его	1	3
175	свидетельствует о	2	3
176	и здесь	3	3
177	тот же	2	3
178	мы увидим	3	3
179	и так	1	3
180	уже не	8	3
181	только на	1	3
182	но что	1	3
183	с другой	7	3
184	по своим	2	3
185	только к	2	3
186	был в	2	3
187	него не	1	3
188	под влиянием	3	3
189	если не	3	3
190	в связи	3	3
191	вместе с	7	3
192	к своему	2	3
193	по своему	1	3
194	в начале	1	3
195	это можно	1	3
196	собственно говоря	1	3
197	и н	1	3
198	другой стороны	6	3
199	и т	33	2
200	одним из	2	2
201	тех же	1	2
202	к своей	1	2
203	это и	4	2
204	той же	3	2
205	для своего	1	2
206	который был	1	2
207	хотя бы	10	2
208	но даже	1	2
209	еще не	5	2
210	в чем	1	2
211	к жизни	2	2
212	то обстоятельство	8	2
213	как к	1	2
214	не отрицал	1	2
215	его к	3	2
216	конечно не	2	2
217	из этих	4	2
218	учение о	4	2
219	тому же	1	2
220	что она	3	2
221	больше всего	2	2
222	при этом	6	2
223	т д	14	2
224	и еще	2	2
225	своего времени	2	2
226	на этом	1	2
227	так например	2	2
228	от нее	1	2
229	что все	2	2
230	эта книга	1	2
231	на ту	1	2
232	лишь в	2	2
233	было бы	15	2
234	ударением на	1	2
235	ни в	2	2
236	в них	7	2
237	с тем	5	2
238	можно считать	1	2
239	на первый	1	2
240	точки зрения	14	2
241	и сейчас	1	2
242	что такое	6	2
243	что я	2	2
244	тем не	4	2
245	даже в	3	2
246	не менее	7	2
247	тем самым	4	2
248	что с	2	2
249	дело не	2	2
250	того чтобы	17	2
251	всего на	1	2
252	более что	1	2
253	уже и	3	2
254	что на	1	2
255	в каком	2	2
256	обстоятельство что	8	2
257	со стороны	4	2
258	указывает на	1	2
259	и свое	1	2
260	для того	16	2
261	где он	1	2
262	для себя	1	2
263	не столько	2	2
264	не нравится	1	2
265	ясно что	3	2
266	во многом	1	2
267	она была	1	2
268	о котором	2	2
269	ними и	2	2
270	образом в	1	2
271	часто и	1	2
272	на все	1	2
273	внимание читателя	1	2
274	времени в	1	2
275	в которую	1	2
276	а именно	2	2
277	и мы	2	2
278	того что	9	2
279	с ними	4	2
280	т i	1	2
281	всяком случае	5	2
282	этот факт	1	2
283	том чтобы	8	2
284	то и	2	2
285	а это	3	2
286	не из	1	2
287	и других	1	2
288	с ударением	1	2
289	из них	4	2
290	тем что	8	2
291	даже не	1	2
292	обратить внимание	2	2
293	только что	1	2
294	именно так	2	2
295	было ему	1	2
296	вероятно не	1	2
297	что мы	1	2
298	жизнь в	1	2
299	и а	2	2
300	к себе	4	2
301	он говорит	1	2
302	духовного развития	1	2
303	в ответ	1	2
304	в тех	4	2
305	по существу	4	2
306	в это	2	2
307	под ред	1	2
308	лекции по	1	2
309	несколько слов	3	2
310	своей жизни	1	2
311	о его	1	2
312	этом и	1	2
313	нисколько не	3	2
314	пока еще	1	2
315	и для	2	2
316	указать на	4	2
317	имеют для	1	2
318	в результате	5	2
319	речи с	1	2
320	тем более	2	2
321	он стал	1	2
322	совершенно не	1	2
323	в самом	10	2
324	ко времени	1	2
325	в частности	4	2
326	как на	3	2
327	во всяком	5	2
328	все что	1	2
329	всегда в	1	1
330	выступления а	1	1
331	также было	1	1
332	отношении к	1	1
333	а из	1	1
334	на самом	2	1
335	только потому	6	1
336	и есть	2	1
337	что когда	1	1
338	отношений в	1	1
339	мысли а	2	1
340	можно говорить	2	1
341	удивляться что	1	1
342	не имеют	3	1
343	ведь и	1	1
344	и больше	1	1
345	в их	3	1
346	в обычном	1	1
347	есть не	1	1
348	часто бывает	1	1
349	все той	1	1
350	что если	2	1
351	большую роль	1	1
352	ответить на	1	1
353	на место	1	1
354	значительные явления	1	1
355	в основных	1	1
356	против чего	1	1
357	помощью более	1	1
358	есть нечто	1	1
359	считая что	1	1
360	в некотором	1	1
361	что можно	2	1
362	с большим	3	1
363	в ней	6	1
364	столько же	1	1
365	не нужно	1	1
366	иное как	2	1
367	столь же	1	1
368	в различных	1	1
369	во всех	1	1
370	поскольку они	1	1
371	немногое что	1	1
372	значение и	2	1
373	по отношению	8	1
374	факты из	1	1
375	тогда как	2	1
376	слова на	1	1
377	а через	1	1
378	себе и	2	1
379	большое значение	2	1
380	относится к	2	1
381	и вовсе	5	1
382	государства и	1	1
383	тут уже	1	1
384	от истории	2	1
385	году но	1	1
386	на нас	1	1
387	из письма	2	1
388	если а	1	1
389	как иногда	1	1
390	а г	1	1
391	не приходится	1	1
392	ни один	1	1
393	таковы например	1	1
394	так или	2	1
395	для которых	2	1
396	говорят о	1	1
397	и те	1	1
398	так сказать	5	1
399	не следует	1	1
400	в переводе	1	1
401	чтобы установить	1	1
402	однако он	1	1
403	в силу	10	1
404	просвещения и	1	1
405	чтобы в	2	1
406	из него	1	1
407	как содержание	1	1
408	в большой	1	1
409	именно это	1	1
410	одно и	1	1
411	но все	2	1
412	в германии	1	1
413	том же	2	1
414	раз из	1	1
415	касается до	1	1
416	поэзии и	1	1
417	них не	1	1
418	заключается в	2	1
419	на протяжении	1	1
420	которого не	1	1
421	августа года	1	1
422	это не	7	1
423	на почве	1	1
424	так называемую	1	1
425	они по	1	1
426	и тем	2	1
427	не соответствует	1	1
428	даже что	1	1
429	а сейчас	1	1
430	для них	2	1
431	лет в	1	1
432	но уже	5	1
433	и представить	1	1
434	мы имеем	6	1
435	тому что	3	1
436	и уже	1	1
437	для чего	1	1
438	с такой	1	1
439	выражение в	1	1
440	и ничего	1	1
441	и тогда	4	1
442	истории русской	1	1
443	подробнее о	1	1
444	в этих	4	1
445	в г	3	1
446	бы на	2	1
447	к тем	1	1
448	что среди	1	1
449	а главное	1	1
450	и без	1	1
451	на месте	2	1
452	но у	1	1
453	что вся	1	1
454	каким был	1	1
455	необходимо указать	1	1
456	представление о	3	1
457	ли так	1	1
458	годах в	1	1
459	вопрос о	2	1
460	что особенно	1	1
461	но во	1	1
462	порядка и	1	1
463	том и	2	1
464	языков и	1	1
465	с такими	1	1
466	слов о	2	1
467	вместе со	2	1
468	любовь к	2	1
469	не для	1	1
470	а вот	1	1
471	сам он	1	1
472	приводят к	1	1
473	любви и	1	1
474	пять лет	1	1
475	таких случаях	1	1
476	в таких	4	1
477	к лицу	1	1
478	некоторого рода	1	1
479	что ему	1	1
480	как о	2	1
481	что их	2	1
482	на себе	6	1
483	каждый день	1	1
484	родился в	1	1
485	что иное	1	1
486	не могло	1	1
487	чтобы на	1	1
488	только не	1	1
489	правда в	1	1
490	одна из	1	1
491	вывод который	1	1
492	действительно в	1	1
493	меня и	3	1
494	и после	1	1
495	убедиться в	1	1
496	и мысли	2	1
497	связи с	7	1
498	до того	2	1
499	целом и	2	1
500	хорошо что	1	1
501	весь этот	1	1
502	не столь	1	1
503	этом отношении	5	1
504	в области	7	1
505	не потому	5	1
506	и далее	1	1
507	все то	1	1
508	не могут	2	1
509	относиться к	1	1
510	есть только	1	1
511	когда они	1	1
512	то из	1	1
513	раз навсегда	1	1
514	слова с	1	1
515	в каждом	2	1
516	то ни	1	1
517	которого мы	1	1
518	свою очередь	3	1
519	на нем	1	1
520	говоря уже	1	1
521	к нам	1	1
522	сделал из	1	1
523	только то	1	1
524	выросло учение	1	1
525	роль в	4	1
526	письмо вл	1	1
527	как с	2	1
528	и когда	1	1
529	о тех	1	1
530	понимание и	1	1
531	который будучи	1	1
532	за то	1	1
533	не с	3	1
534	было в	2	1
535	том виде	1	1
536	которая была	1	1
537	то немногое	1	1
538	можно только	1	1
539	пишет что	1	1
540	во второй	1	1
541	а все	1	1
542	поэтому в	1	1
543	в некоторой	1	1
544	если бы	9	1
545	в настоящее	1	1
546	некотором отношении	1	1
547	в разных	2	1
548	связанная с	2	1
549	образования и	1	1
550	потому чтобы	2	1
551	все дело	1	1
552	сводится к	3	1
553	назначение в	1	1
554	тех кто	1	1
555	внимание на	4	1
556	настоящее время	1	1
557	нем с	1	1
558	не содержит	1	1
559	одного из	1	1
560	говорить а	1	1
561	учения о	1	1
562	любви к	2	1
563	нас в	1	1
564	который нам	1	1
565	связь между	1	1
566	истории в	1	1
567	в обращении	1	1
568	и во	1	1
569	для той	1	1
570	интерес к	1	1
571	почти всегда	1	1
572	в историческом	1	1
573	не знаю	2	1
574	если это	1	1
575	мало чем	1	1
576	для самого	1	1
577	и учение	1	1
578	еще о	1	1
579	но тут	1	1
580	в литературе	1	1
581	смысле его	1	1
582	но с	2	1
583	сразу же	1	1
584	целое в	1	1
585	и одновременно	1	1
586	что даже	1	1
587	истории и	1	1
588	что свои	1	1
589	который в	1	1
590	одно письмо	1	1
591	не мешает	1	1
592	вопрос об	1	1
593	слишком уж	1	1
594	это же	1	1
595	теперь в	1	1
596	с одной	1	1
597	ради которого	1	1
598	самом деле	9	1
599	в сторону	2	1
600	я имею	1	1
601	ни одного	2	1
602	образования в	1	1
603	же в	4	1
604	что не	5	1
605	чем с	1	1
606	целого ряда	1	1
607	а то	2	1
608	общей философской	1	1
609	и хорошо	1	1
610	их как	1	1
611	прямое и	1	1
612	сказано в	1	1
613	менее всего	1	1
614	этом в	1	1
615	одно из	2	1
616	и вести	1	1
617	в известной	1	1
618	ту же	1	1
619	и осталось	1	1
620	в одном	3	1
621	ему принадлежит	1	1
622	мы можем	1	1
623	как его	1	1
624	мною из	3	1
625	чуткость и	1	1
626	не просто	5	1
627	от того	1	1
628	этого кризиса	1	1
629	и вместе	1	1
630	в других	1	1
631	и только	1	1
632	не хочет	1	1
633	влияние на	1	1
634	мне не	1	1
635	или иначе	2	1
636	и против	2	1
637	которые можно	2	1
638	именно в	6	1
639	далеко не	1	1
640	в свою	3	1
641	даже для	2	1
642	не прав	1	1
643	виде так	1	1
644	только через	1	1
645	тем я	1	1
646	себя и	1	1
647	воспоминания о	1	1
648	философию и	1	1
649	говорит о	1	1
650	этом слове	1	1
651	от другого	1	1
652	прежде всего	9	1
653	и пр	15	1
654	притом не	1	1
655	одной стороны	1	1
656	которые не	1	1
657	до конца	2	1
658	а не	8	1
659	однако и	1	1
660	человеческой жизни	1	1
661	и своим	1	1
662	о чем	2	1
663	на эту	2	1
664	систему и	1	1
665	когда она	1	1
666	скажем несколько	1	1
667	его как	1	1
668	как именно	2	1
669	типа с	1	1
670	с помощью	7	1
671	в точности	1	1
672	слишком хорошо	1	1
673	и представлений	1	1
674	так же	4	1
675	в одной	1	1
676	принужден был	1	1
677	в историю	1	1
678	и иной	1	1
679	редко и	1	1
680	только об	1	1
681	в данном	4	1
682	также из	1	1
683	не видел	1	1
684	что за	1	1
685	она есть	1	1
686	лицом к	1	1
687	с некоторыми	1	1
688	смысле этого	3	1
689	к в	1	1
690	я хочу	1	1
691	факты и	2	1
692	самого себя	1	1
693	необходимо если	1	1
694	из этой	1	1
695	в состоянии	2	1
696	и более	2	1
697	этого слова	3	1
698	с этой	2	1
699	что здесь	1	1
700	сейчас же	1	1
701	в основном	1	1
702	как предмет	1	1
703	и того	2	1
704	самого и	1	1
705	упомянуть еще	1	1
706	с большой	1	1
707	в более	2	1
708	уже на	2	1
709	об отношении	1	1
710	или в	2	1
711	правильном развитии	1	1
712	ударение в	1	1
713	которая в	1	1
714	раз он	1	1
715	она уже	1	1
716	это уже	1	1
717	уже совсем	1	1
718	это часто	1	1
719	бы в	7	1
720	не будучи	1	1
721	мне была	1	1
722	ее в	2	1
723	я в	1	1
724	г и	1	1
725	но вот	2	1
726	не есть	4	1
727	гораздо больше	1	1
728	жизни в	1	1
729	нас на	1	1
730	но нас	1	1
731	это все	1	1
732	но если	2	1
733	в моем	1	1
734	между ними	2	1
735	не говоря	2	1
736	дело с	1	1
737	которым он	1	1
738	в быту	1	1
739	не что	1	1
740	выходят за	1	1
741	со всей	1	1
742	к другим	1	1
743	которые в	1	1
744	упреки в	1	1
745	в таком	3	1
