N	2gram	Voloshinov_1	Analitik
121	он не	2	3
122	вследствие этого	2	3
123	в силу	1	3
124	таким образом	7	3
125	не будет	3	3
126	нашем случае	1	3
127	того или	5	3
128	в котором	3	3
129	однако в	2	3
130	дело не	1	3
131	того чтобы	7	3
132	смысл его	2	3
133	в таком	1	3
134	как будто	1	3
135	не могут	1	3
136	оно может	1	3
137	могла бы	1	3
138	в собственном	1	3
139	если бы	4	3
140	к нему	2	3
141	с его	7	3
142	еще не	3	3
143	вопроса о	4	3
144	что и	3	3
145	а с	5	3
146	тому как	1	3
147	в любом	1	3
148	что мы	11	3
149	и одновременно	1	3
150	и все	4	3
151	хотя бы	18	3
152	будто бы	1	3
153	что он	2	3
154	своего предмета	1	3
155	или иного	5	3
156	говоря о	1	2
157	отношения к	3	2
158	не остается	1	2
159	самом деле	4	2
160	на самом	3	2
161	он может	1	2
162	также и	2	2
163	той же	5	2
164	на себя	1	2
165	х годов	1	2
166	и то	3	2
167	же мере	1	2
168	между собой	2	2
169	то он	3	2
170	отношение к	2	2
171	не просто	2	2
172	нет и	3	2
173	за пределы	1	2
174	как говорит	1	2
175	что именно	3	2
176	как к	1	2
177	как уже	2	2
178	не являются	1	2
179	в противоположность	1	2
180	то в	1	2
181	остается ничего	1	2
182	в которой	7	2
183	все эти	2	2
184	бы не	2	2
185	из этих	1	2
186	думать что	1	2
187	и до	1	2
188	широком смысле	1	2
189	на его	5	2
190	одному из	1	2
191	не к	3	2
192	общения людей	2	2
193	художественного высказывания	2	2
194	свидетельствует о	1	2
195	на этом	1	2
196	или иных	3	2
197	и с	5	2
198	на все	1	2
199	из них	3	2
200	вовсе не	2	2
201	так как	7	2
202	несмотря на	2	2
203	одного и	1	2
204	для него	3	2
205	от своего	1	2
206	художественного творчества	5	2
207	не становится	3	2
208	не должен	2	2
209	на каждом	1	2
210	вопрос о	2	2
211	которые в	2	2
212	самое время	2	2
213	творчества и	1	2
214	том и	1	2
215	для этого	1	2
216	тогда когда	1	2
217	в процессе	6	2
218	только не	1	2
219	никогда не	7	2
220	и является	5	2
221	потому что	5	2
222	ничто не	1	2
223	в сознании	3	2
224	же самое	5	2
225	как мы	9	2
226	роль в	3	2
227	и о	1	2
228	быть может	3	2
229	здесь не	2	2
230	мысль о	1	2
231	и сам	2	2
232	художественное творчество	3	2
233	одного из	1	2
234	еще в	1	2
235	не говоря	2	2
236	должно быть	2	2
237	и та	1	2
238	за пределами	1	2
239	и просто	1	2
240	можно сказать	4	2
241	может иметь	1	2
242	один из	4	2
243	ли он	2	2
244	или не	1	2
245	сколько бы	1	2
246	в начале	3	2
247	при помощи	1	2
248	его и	3	2
249	автора или	1	2
250	себе в	2	2
251	в новом	1	2
252	выступает в	1	2
253	не о	1	2
254	каждый из	2	2
255	этом отношении	2	2
256	образом не	1	2
257	со стороны	1	2
258	было бы	7	2
259	и потому	2	2
260	как от	1	2
261	что же	8	2
262	внешнего мира	1	2
263	и тогда	2	2
264	тех или	4	2
265	не является	5	2
266	это как	1	2
267	тем более	1	2
268	нет ничего	2	2
269	понимать как	1	2
270	другой стороны	1	2
271	была бы	1	2
272	других людей	1	2
273	в какой	2	2
274	например в	1	1
275	человека и	1	1
276	с кем	2	1
277	целое как	1	1
278	смысле слова	1	1
279	не имеют	1	1
280	в какой-то	2	1
281	собственном смысле	1	1
282	и больше	2	1
283	высказывания на	1	1
284	в зависимости	5	1
285	чтобы тот	1	1
286	обойтись без	1	1
287	мы уже	10	1
288	мы не	9	1
289	язык как	1	1
290	ивана петровича	1	1
291	ни единого	1	1
292	высказывания в	2	1
293	равно как	2	1
294	принадлежит к	1	1
295	которое не	2	1
296	не происходит	1	1
297	имеют место	1	1
298	как не	2	1
299	зависимости от	5	1
300	здесь как	1	1
301	приходится пользоваться	1	1
302	в ней	8	1
303	свою очередь	4	1
304	быть понято	2	1
305	среде этот	1	1
306	это возможно	1	1
307	за столом	2	1
308	ответа на	1	1
309	быть в	1	1
310	жизни однако	1	1
311	в чем	1	1
312	служит для	1	1
313	во всех	6	1
314	с мнениями	1	1
315	тем как	1	1
316	в ее	3	1
317	и всего	2	1
318	внутренняя речь	5	1
319	мы будем	6	1
320	но как	2	1
321	к которой	1	1
322	в сторону	1	1
323	сознания не	3	1
324	только тогда	2	1
325	иметь дело	3	1
326	или иное	4	1
327	связи и	1	1
328	первый взгляд	1	1
329	независимо от	5	1
330	как в	2	1
331	есть в	1	1
332	как нам	1	1
333	помнить что	2	1
334	и той	5	1
335	это отнюдь	1	1
336	и наконец	5	1
337	более или	1	1
338	все возможные	1	1
339	ложатся в	1	1
340	со своей	1	1
341	его обладает	1	1
342	любая вещь	1	1
343	именно эта	1	1
344	точкой зрения	5	1
345	та же	3	1
346	в литературном	1	1
347	с какой	1	1
348	что это	4	1
349	он в	1	1
350	и отношения	1	1
351	только один	1	1
352	имеем в	1	1
353	наиболее существенные	1	1
354	и те	1	1
355	из общей	1	1
356	если он	3	1
357	мы наблюдаем	1	1
358	этот процесс	2	1
359	с подобной	1	1
360	к миру	2	1
361	всех этих	1	1
362	не значит	1	1
363	первой части	1	1
364	или иному	1	1
365	в виде	1	1
366	не как	1	1
367	а о	1	1
368	случае литературного	1	1
369	языком и	3	1
370	всех своих	4	1
371	в основу	1	1
372	но все	4	1
373	здесь мы	3	1
374	однако все	1	1
375	а затем	1	1
376	в состоянии	1	1
377	тем в	1	1
378	являются для	1	1
379	и внутренняя	3	1
380	вещи и	1	1
381	высказывания и	3	1
382	его в	4	1
383	с самим	2	1
384	и тем	6	1
385	как бывает	1	1
386	или хотя	2	1
387	только лишь	1	1
388	этом мы	3	1
389	для них	2	1
390	все равно	1	1
391	общего смысла	1	1
392	с тем	8	1
393	и уже	3	1
394	одна и	1	1
395	всякого сомнения	1	1
396	становится ареной	1	1
397	себе все	2	1
398	вопроса об	1	1
399	или менее	1	1
400	в этих	2	1
401	к мысли	1	1
402	сказать не	2	1
403	и при	2	1
404	деятельности не	1	1
405	том же	1	1
406	в отношении	2	1
407	взгляд на	1	1
408	в которых	2	1
409	бы мы	3	1
410	жизни с	1	1
411	своих частях	1	1
412	иное явление	1	1
413	события только	1	1
414	точку зрения	3	1
415	по крайней	1	1
416	и эти	1	1
417	в диалоге	1	1
418	речи в	1	1
419	их в	3	1
420	не должно	2	1
421	зрения и	1	1
422	мы встречаемся	1	1
423	тому что	5	1
424	да ведь	2	1
425	раз и	1	1
426	этих трех	1	1
427	ему как	1	1
428	по мере	1	1
429	этой второй	2	1
430	с миром	1	1
431	не менее	1	1
432	суждения о	1	1
433	оба эти	1	1
434	человека но	1	1
435	одна из	1	1
436	на него	4	1
437	сознания как	1	1
438	которого и	2	1
439	одной и	2	1
440	это еще	1	1
441	спор между	1	1
442	ничего не	8	1
443	что собственно	1	1
444	иными словами	2	1
445	того в	1	1
446	и зависимость	2	1
447	на природу	1	1
448	из мертвых	1	1
449	ему и	1	1
450	к какому-нибудь	1	1
451	но это	2	1
452	эти три	2	1
453	слова о	3	1
454	в каком	2	1
455	одно и	4	1
456	она приобретает	1	1
457	пространство и	1	1
458	всего в	3	1
459	его с	1	1
460	вновь и	1	1
461	я чувствую	1	1
462	утверждать что	1	1
463	на это	4	1
464	особый тип	1	1
465	при анализе	1	1
466	вне этого	1	1
467	в виду	3	1
468	но при	3	1
469	и сами	1	1
470	говоря уже	1	1
471	или несколько	2	1
472	определенным образом	1	1
473	литературном произведении	1	1
474	языка и	4	1
475	и внутреннее	1	1
476	то или	4	1
477	уже с	1	1
478	человеческого сознания	1	1
479	культуры и	1	1
480	лучше сказать	1	1
481	с языком	1	1
482	и исторически	1	1
483	как с	2	1
484	что может	1	1
485	понимание и	2	1
486	те же	4	1
487	а этот	2	1
488	реальной жизни	1	1
489	сознания и	1	1
490	которых это	1	1
491	же эти	1	1
492	общественного сознания	2	1
493	к тем	1	1
494	является в	1	1
495	этой жизни	1	1
496	собой и	1	1
497	и эстетический	1	1
498	внимание к	1	1
499	первой фразы	1	1
500	сидит за	1	1
501	в разных	3	1
502	с целым	1	1
503	общим содержанием	1	1
504	воли и	1	1
505	приближается к	2	1
506	материала и	1	1
507	и т.д	21	1
508	в самой	1	1
509	говорить не	1	1
510	структуру и	1	1
511	слова как	2	1
512	но мы	2	1
513	и что	1	1
514	может не	1	1
515	и во	1	1
516	и вследствие	2	1
517	на всех	1	1
518	выражению и	1	1
519	связь между	2	1
520	на отдельные	2	1
521	они являются	1	1
522	складывается из	1	1
523	творчества в	1	1
524	к установлению	1	1
525	мы ни	3	1
526	и оказывает	1	1
527	крайней мере	1	1
528	которая и	1	1
529	во внутренней	4	1
530	слов и	7	1
531	все время	5	1
532	играли в	1	1
533	в него	1	1
534	помощи языка	2	1
535	наконец в-третьих	1	1
536	наш язык	2	1
537	тот же	2	1
538	мы увидим	5	1
539	зрения в	2	1
540	друг друга	2	1
541	как нечто	2	1
542	даже если	1	1
543	предмет искусства	1	1
544	бытия в	1	1
545	т.д в	1	1
546	этих слов	3	1
547	но то	1	1
548	все они	1	1
549	одни и	1	1
550	социальное событие	1	1
551	так что	1	1
552	без определенного	1	1
553	для всех	2	1
554	связи с	3	1
555	не можем	1	1
556	если и	1	1
557	и продукт	1	1
558	чтобы он	1	1
559	ведь если	2	1
560	существенное для	1	1
561	языка как	1	1
562	реальной единицы	1	1
563	слова не	2	1
564	соглашаясь с	1	1
565	или даже	2	1
566	в данной	3	1
567	в душе	2	1
568	говорится и	1	1
569	но от	1	1
570	за ним	1	1
571	без такого	1	1
572	на своего	1	1
573	не так	3	1
574	и художественно	1	1
575	могло бы	1	1
576	слова в	5	1
577	в одном	3	1
578	от тех	1	1
579	сама в	1	1
580	у него	1	1
581	ничего что	2	1
582	как раз	1	1
583	само собой	4	1
584	социальной ситуации	1	1
585	были бы	4	1
586	только на	3	1
587	в особенности	1	1
588	и даже	3	1
589	даже не	1	1
590	нам не	1	1
591	развития в	2	1
592	и сознание	2	1
593	до сих	1	1
594	форму высказывания	3	1
595	влияние на	4	1
596	всей своей	1	1
597	может и	1	1
598	здесь в	1	1
599	вслед за	1	1
600	всякое высказывание	3	1
601	с той	1	1
602	действующих лиц	1	1
603	может показаться	3	1
604	личностью в	1	1
605	что для	1	1
606	всякого смысла	1	1
607	вопроса мы	1	1
608	превращается в	1	1
609	одного только	1	1
610	не было	2	1
611	целым рядом	1	1
612	его как	1	1
613	должны помнить	1	1
614	долгое время	3	1
615	о чем	1	1
616	для человека	1	1
617	речи и	6	1
618	будет иметь	2	1
619	если не	3	1
620	в связи	2	1
621	связь с	2	1
622	ни на	3	1
623	он уже	1	1
624	т.п если	1	1
625	целого высказывания	1	1
626	как это	5	1
627	произведением в	1	1
628	нет оно	1	1
629	каждое высказывание	2	1
630	к своему	4	1
631	по своему	3	1
632	социального поведения	1	1
633	он сидит	1	1
634	в течение	1	1
635	смысле этого	2	1
636	раз что	1	1
637	да и	4	1
638	отношения не	1	1
639	же точно	1	1
640	с некоторым	1	1
641	с этой	1	1
642	еще раз	1	1
643	речевого общения	8	1
644	научное изучение	1	1
645	сих пор	2	1
646	при условии	2	1
647	граница между	1	1
648	перед нами	3	1
649	оглядывается на	1	1
650	тому или	1	1
651	при всем	2	1
652	она должна	1	1
653	является ли	1	1
654	только одна	2	1
655	только мы	1	1
656	и для	3	1
657	говорящего и	6	1
658	указать на	1	1
659	не имея	1	1
660	прежде чем	2	1
661	войти в	2	1
662	и от	7	1
663	к внешней	1	1
664	все что	1	1
665	человека для	1	1
666	или в	2	1
667	что оно	3	1
668	понять что	1	1
669	в результате	1	1
670	мира и	1	1
671	между ними	3	1
672	о котором	1	1
673	я не	1	1
674	хотя и	3	1
675	а скорее	1	1
676	на первый	1	1
677	для нас	3	1
678	составляющих его	1	1
679	значение лишь	1	1
680	мы должны	10	1
681	же в	1	1
682	в своих	2	1
683	все еще	1	1
684	в свою	6	1
685	лишь по	1	1
686	в романе	1	1
687	или других	1	1
688	не знает	3	1
689	возможно лишь	1	1
690	совершенно не	3	1
691	происходящего в	1	1
692	что то	2	1
693	таким же	1	1
694	в действительности	1	1
695	просто не	1	1
696	которой я	1	1
697	жизни и	3	1
698	и эта	3	1
699	и вновь	1	1
