N	2gram	Nazirov_Vr_1	formyVre
329	и т.д	1	1
330	о том	4	1
331	затем в	1	1
332	все в	1	1
333	от них	1	1
334	тотчас же	1	1
335	а следовательно	1	1
336	также в	1	1
337	в ту	1	1
338	использовал и	1	1
339	человека как	1	1
340	в него	2	1
341	героини и	1	1
342	действие в	1	1
343	что он	4	1
344	в литературу	1	1
345	в эти	2	1
346	человека с	2	1
347	что из	1	1
348	себя в	1	1
349	проникнуть в	1	1
350	с нею	2	1
351	этот момент	2	1
352	при помощи	2	1
353	из них	2	1
354	существуют в	1	1
355	привела к	1	1
356	тут же	1	1
357	это будет	1	1
358	связан с	1	1
359	преступление и	1	1
360	к роману	1	1
361	характерно для	1	1
362	говорит о	1	1
363	что им	1	1
364	немалую роль	1	1
365	и самый	1	1
366	с которым	2	1
367	одну из	1	1
368	о чем	2	1
369	больших и	1	1
370	себя на	1	1
371	в те	3	1
372	уже давно	1	1
373	начиная с	2	1
374	романа однако	1	1
375	успех у	1	1
376	и гораздо	1	1
377	энергии и	1	1
378	не знал	1	1
379	по своему	1	1
380	бы его	1	1
381	в остальном	1	1
382	ко мне	2	1
383	с любовью	1	1
384	между прочим	1	1
385	имел в	3	1
386	но какое	1	1
387	и от	1	1
388	и перед	1	1
389	за рубежом	1	1
390	на первый	2	1
391	тем более	2	1
392	у которого	1	1
393	но зато	1	1
394	и личные	1	1
395	своего народа	1	1
396	героя в	1	1
397	к этой	1	1
398	два человека	1	1
399	время с	1	1
400	в своих	4	1
401	он лишь	1	1
