N	2gram	Propp_Russ_1	Narrotol
275	и стало	1	1
276	после этого	4	1
277	мыслей в	1	1
278	на этом	3	1
279	когда на	2	1
280	прежде чем	1	1
281	объяснить его	1	1
282	с собой	4	1
283	исходя из	1	1
284	здесь мы	1	1
285	и характер	1	1
286	входит в	4	1
287	в это	3	1
288	возрождения жизни	1	1
289	ни в	1	1
290	но мы	1	1
291	жениться на	1	1
292	не всегда	1	1
293	в развитии	1	1
294	собой как	1	1
295	между ними	1	1
296	одного и	1	1
297	есть в	1	1
298	воскресение божества	1	1
299	и без	1	1
300	всяком случае	1	1
301	она в	3	1
302	вторая часть	1	1
303	от времени	1	1
304	в которых	5	1
305	первого тома	1	1
306	верили в	1	1
307	к новой	1	1
308	что было	1	1
309	их в	3	1
310	не могли	1	1
311	связи с	4	1
312	жизни то	1	1
313	что есть	1	1
314	всех их	1	1
315	при всех	1	1
316	вплоть до	4	1
317	но они	3	1
318	как можно	2	1
319	она не	2	1
320	иной раз	1	1
321	и время	1	1
322	на кладбище	4	1
323	обладает для	1	1
324	дело не	1	1
325	характер так	1	1
326	было не	1	1
327	в основе	1	1
328	иметь в	1	1
329	что иное	2	1
330	вытекает из	1	1
331	этого обряда	3	1
332	народной жизни	1	1
333	и теперь	1	1
334	не по	1	1
335	только с	1	1
336	как будто	5	1
337	не бывает	1	1
338	в городе	1	1
339	не могут	1	1
340	чтобы сделать	1	1
341	со двора	1	1
342	ли не	1	1
343	как только	1	1
344	сходство с	2	1
345	на дворе	3	1
346	встречаются и	1	1
347	если же	1	1
348	как мы	10	1
349	тем и	2	1
350	и о	1	1
351	что все	1	1
352	в виду	1	1
353	и сами	1	1
354	на другой	1	1
355	так на	2	1
356	то время	1	1
357	приводит к	3	1
358	если они	1	1
359	не с	3	1
360	было в	1	1
361	каждого из	1	1
362	есть время	1	1
363	еще в	4	1
364	своему происхождению	1	1
365	жизнь и	1	1
366	не имели	1	1
367	собой и	1	1
368	не на	2	1
369	другой исследователь	1	1
370	при такой	1	1
371	в раннем	1	1
372	означает что	2	1
373	или на	3	1
374	таким же	3	1
375	и объяснить	1	1
376	на что	2	1
377	звучит так	1	1
378	к нему	1	1
379	и во	1	1
380	во всей	1	1
381	них в	2	1
382	наконец в	1	1
383	собой то	1	1
384	также в	3	1
385	на могилах	8	1
386	по содержанию	3	1
387	на будущее	1	1
388	быть и	2	1
389	с той	1	1
390	см гл	1	1
391	в двух	1	1
392	этот вопрос	2	1
393	только сам	1	1
394	как время	1	1
395	к их	1	1
396	очень много	1	1
397	и так	1	1
398	это означает	1	1
399	так что	2	1
400	того же	1	1
401	и детей	1	1
402	только себя	1	1
403	не можем	3	1
404	в большинстве	2	1
405	в нашей	1	1
406	в дом	2	1
407	большинстве случаев	2	1
408	день был	1	1
409	не будут	1	1
410	приходится к	1	1
411	и их	4	1
412	в одном	3	1
413	в прошлом	2	1
414	нашем сознании	1	1
415	не о	1	1
416	но что	2	1
417	заметить что	1	1
418	тем что	4	1
419	на некоторые	1	1
420	в текстах	1	1
421	они становятся	1	1
422	а мы	2	1
423	которые по	1	1
424	говорилось о	2	1
425	являют собой	1	1
426	это все	1	1
427	по всей	1	1
428	и жены	1	1
429	что не	1	1
430	связано с	1	1
431	и своего	1	1
432	на этот	3	1
433	не означает	2	1
434	однако и	1	1
435	другой в	1	1
436	с которым	1	1
437	его как	2	1
438	вспоминать о	1	1
439	и с	2	1
440	ни о	1	1
441	что мы	1	1
442	уже давно	1	1
443	нет никаких	1	1
444	весенний и	1	1
445	чем те	2	1
446	вместе с	10	1
447	и потому	2	1
448	некоторые из	1	1
449	их за	1	1
450	же с	1	1
451	что именно	2	1
452	только часть	2	1
453	предположить что	2	1
454	к жизни	3	1
455	дети в	1	1
456	в первой	1	1
457	этот не	1	1
458	о своих	1	1
459	все это	6	1
460	случае он	1	1
461	в связи	4	1
462	был его	1	1
463	или в	2	1
464	в ноги	1	1
465	только у	2	1
466	когда он	2	1
467	можно согласиться	1	1
468	но эти	3	1
469	и н	2	1
470	в этих	3	1
471	на других	3	1
472	мы должны	2	1
473	будто бы	6	1
474	собой очень	1	1
475	или не	1	1
476	которым можно	1	1
477	в о	1	1
478	но оно	1	1
479	год а	1	1
480	нам не	1	1
481	взывает к	1	1
482	не знает	1	1
483	с xvii	1	1
484	не что	2	1
485	находится за	1	1
486	к этому	4	1
487	во всяком	1	1
