N	2gram	Bakhtin_Pr_2	NovoeSre
441	и всех	1	1
442	про себя	3	1
443	и повести	1	1
444	в которой	2	1
445	числе и	2	1
446	мысли но	1	1
447	всегда есть	1	1
448	огромное значение	1	1
449	было быть	1	1
450	то никогда	1	1
451	во всяком	1	1
452	то они	2	1
453	случае если	1	1
454	социальные и	1	1
455	который не	1	1
456	как на	2	1
457	все что	3	1
458	него как	1	1
459	том числе	2	1
460	господствовали в	1	1
461	он часто	1	1
