N	2gram	Bakhtin_sl_1	Komedia
140	на которые	2	2
141	в настоящем	1	2
142	для них	2	2
143	вовсе не	7	2
144	в эти	1	2
145	к нему	5	2
146	сих пор	2	2
147	и во	3	2
148	связанные с	3	2
149	до сих	2	2
150	и без	1	2
151	то и	1	2
152	в действительности	1	2
153	между прочим	1	2
154	в форме	1	2
155	в уже	1	2
156	правда в	1	2
157	по своей	1	2
158	но не	2	2
159	раз на	1	2
160	к людям	1	2
161	вместе с	1	2
162	только один	1	2
163	при всем	3	2
164	почти всегда	3	2
165	и формы	4	2
166	в сущности	13	2
167	из персонажей	1	2
168	в себя	1	2
169	мы видели	1	2
170	поэтому мы	1	2
171	и мир	5	2
172	на все	2	2
173	за пределы	4	2
174	именно потому	1	2
175	ни одной	1	2
176	которых мы	1	2
177	в других	3	2
178	с ее	4	2
179	отличие от	1	2
180	или в	8	2
181	которые он	1	2
182	то ни	1	2
183	находится в	1	2
184	всяком случае	5	2
185	тем не	1	2
186	или менее	3	2
187	ту же	4	2
188	образом в	3	2
189	для этого	1	2
190	одна из	2	2
191	и тем	2	2
192	ни было	2	2
193	на этом	2	2
194	он был	1	2
195	в самом	5	2
196	как известно	1	2
197	до конца	12	2
198	из всех	1	2
199	еще не	4	2
200	в известном	2	2
201	нас в	2	2
202	от них	1	2
203	не к	1	2
204	столь же	2	2
205	протяжении всего	1	2
206	все что	1	2
207	вернуться к	1	2
208	время и	2	2
209	было бы	3	2
210	одному из	2	2
211	со стороны	1	2
212	но это	1	2
213	в свою	3	2
214	за его	1	1
215	учением о	1	1
216	одним из	4	1
217	и философия	1	1
218	в особенности	8	1
219	в ряде	1	1
220	приводит к	1	1
221	всех сторон	1	1
222	в значительной	1	1
223	места в	1	1
224	бы в	1	1
225	с полной	1	1
226	собой в	1	1
227	конца и	3	1
228	связь с	2	1
229	данном случае	3	1
230	из области	1	1
231	например на	1	1
232	не могла	2	1
233	не столь	1	1
234	мы и	2	1
235	они не	1	1
236	именно к	1	1
237	на правах	2	1
238	влияния в	1	1
239	он считал	1	1
240	в литературе	1	1
241	жизни и	1	1
242	мы ничего	1	1
243	стилистических приемов	1	1
244	в двух	1	1
245	его с	1	1
246	людей и	1	1
247	так уже	1	1
248	в нескольких	1	1
249	для своего	1	1
250	образованием и	1	1
251	ибо и	1	1
252	персонажей или	2	1
253	на это	1	1
254	иногда даже	1	1
255	и для	4	1
256	как на	1	1
257	что же?	1	1
258	почти каждый	1	1
259	сущности и	1	1
260	в этот	1	1
261	высказывания в	1	1
262	индивидуальности поэта	1	1
263	большинстве случаев	6	1
264	большей или	4	1
265	друг другу	2	1
266	и тот	1	1
267	в каком	1	1
268	аристотеля и	1	1
269	в стороне	1	1
270	мировоззрения и	1	1
271	к концу	1	1
272	на эту	1	1
273	в жизни	1	1
274	с ней	2	1
275	наконец в	2	1
276	иронии и	1	1
277	в большинстве	10	1
278	от которого	1	1
279	каждого из	1	1
280	мы уже	2	1
281	обстоит дело	2	1
282	всего как	1	1
283	хотя бы	3	1
284	в условиях	2	1
285	с ним	7	1
286	бы не	1	1
287	однако этот	2	1
288	от того	1	1
289	не входит	1	1
290	не знает	1	1
291	от него	1	1
292	в специальном	1	1
293	него то	1	1
294	того чтобы	1	1
295	как впрочем	1	1
296	богатство и	1	1
297	а только	1	1
298	а между	2	1
299	с такими	1	1
300	не знаем	1	1
301	и те	2	1
302	на весь	1	1
303	бы ни	3	1
304	зрения в	1	1
305	с известным	1	1
306	оно все	1	1
307	и он	1	1
308	то в	2	1
309	те же	2	1
310	всю его	2	1
311	что уже	1	1
312	эти слова	2	1
313	его к	1	1
314	иногда в	2	1
315	в эту	2	1
316	другом случае	2	1
317	связей и	1	1
318	нуждается в	1	1
319	дело с	1	1
320	же не	1	1
321	и только	1	1
322	его как	2	1
323	п в	1	1
324	вообще одна	1	1
325	все его	4	1
326	к полному	1	1
327	п или	1	1
328	к действительности	1	1
329	зрения на	7	1
330	следовательно и	3	1
331	с этой	3	1
332	в пародийном	2	1
333	совершенно не	2	1
334	того что	3	1
335	из него	2	1
336	и другим	2	1
337	конечно в	1	1
338	этой силы	1	1
339	не все	1	1
340	в таком	1	1
341	связанное с	1	1
342	особенно в	1	1
343	в еще	1	1
344	слово может	1	1
345	этой точки	1	1
346	но если	1	1
347	это только	1	1
348	на самом	2	1
349	слова и	13	1
350	как две	1	1
351	еще более	5	1
352	только два	1	1
353	к своему	6	1
354	к конкретному	1	1
355	света в	2	1
356	значительной степени	1	1
357	жизнь и	1	1
358	как свой	1	1
359	во всем	1	1
360	в этих	2	1
361	то есть	26	1
362	за свое	1	1
363	различия между	2	1
364	и прежде	1	1
365	и к	5	1
366	которые в	3	1
367	а как	2	1
368	он может	2	1
369	речь в	2	1
370	его же	3	1
371	на себе	1	1
372	ко всем	1	1
373	а напротив	1	1
374	и этим	3	1
375	из уст	1	1
376	со всех	1	1
377	наше внимание	1	1
378	из этих	3	1
379	культуры и	1	1
380	так что	2	1
381	в той	10	1
382	одному и	2	1
383	в душе	1	1
384	эти две	1	1
385	не получает	1	1
386	ответственного за	1	1
387	них не	1	1
388	у них	2	1
389	которой на	1	1
390	это отношение	2	1
391	и противоречий	1	1
392	в самых	2	1
393	среди которых	1	1
394	поэтому и	3	1
395	во всех	17	1
396	мнение о	2	1
397	мнения и	1	1
398	и другие	1	1
399	с этим	3	1
400	пародии на	2	1
401	и заставляет	2	1
402	зависимости от	3	1
403	для того	2	1
404	варваров и	1	1
405	не дает	1	1
406	облик и	2	1
407	об использовании	1	1
408	сказать что	2	1
409	далеко не	5	1
410	только на	2	1
411	до наших	1	1
412	на том	2	1
413	или меньшей	4	1
414	которые были	1	1
415	и потому	4	1
416	и она	1	1
417	всем различии	3	1
418	наших дней	1	1
419	свет на	1	1
420	формы его	1	1
421	перед нами	4	1
422	и эти	2	1
423	его из	1	1
424	различии в	1	1
425	отнести к	1	1
426	последние два	1	1
427	формы и	3	1
428	это было	1	1
429	явления которые	1	1
430	ориентированы на	1	1
431	прошлого века	1	1
432	что все	2	1
433	отношении к	6	1
434	по аналогии	1	1
435	из самых	1	1
436	а с	2	1
437	близости к	1	1
438	быть отнесены	1	1
439	друг друга	3	1
440	его стихи	1	1
441	и др	14	1
442	в зависимости	3	1
443	человек может	1	1
444	этого слова	1	1
445	явления в	1	1
446	из своих	2	1
447	чем его	1	1
448	он в	5	1
449	не принимает	1	1
450	том же	4	1
451	та часть	1	1
452	тому что	2	1
453	можно рассматривать	1	1
454	в данном	3	1
455	чтобы не	1	1
456	политического деятеля	1	1
457	а его	1	1
458	не могут	3	1
459	конкретные вопросы	1	1
460	в отличие	1	1
461	поэта в	2	1
462	он еще	1	1
463	и что	1	1
464	также и	3	1
465	автора в	2	1
466	и почти	3	1
467	с большой	1	1
468	является конечно	1	1
469	между отдельными	1	1
470	стилистическим признакам	1	1
471	роль в	2	1
472	как у	1	1
473	впрочем не	1	1
474	в это	1	1
475	сложившихся в	1	1
476	отношения с	1	1
477	которым он	1	1
478	ли он	4	1
479	найдем ту	1	1
480	непосредственно в	1	1
481	той же	2	1
482	и столь	1	1
483	как целое	1	1
484	наталкивается на	1	1
485	этого рода	1	1
486	в общем	1	1
487	на чужой	1	1
488	потребность в	1	1
489	ему не	2	1
490	не остается	1	1
491	с самого	1	1
492	о чем	1	1
493	в духе	2	1
494	за ними	1	1
495	на этот	1	1
496	по существу	3	1
497	своего выражения	1	1
498	них он	1	1
499	нашего времени	1	1
500	в основном	3	1
501	себя в	9	1
502	самого поэта	2	1
503	целый ряд	1	1
504	которого он	1	1
505	возникшее в	1	1
506	в ней	4	1
507	к своим	1	1
508	в которых	1	1
509	и речевых	1	1
510	что она	1	1
511	по своим	6	1
512	при всех	2	1
513	или к	3	1
514	за все	1	1
515	к миру	1	1
516	и уже	1	1
517	так или	1	1
518	всегда и	1	1
519	и это	1	1
520	долгое время	1	1
521	стороне от	1	1
522	в каждом	4	1
523	мира в	1	1
524	на третьем	1	1
525	слово в	10	1
526	в разной	1	1
527	или иначе	1	1
528	о нем	4	1
529	который они	1	1
530	и следовательно	7	1
531	можно было	2	1
532	человека в	1	1
533	всех возможных	1	1
534	и эта	2	1
535	своей социальной	1	1
536	ближе к	1	1
537	к одному	1	1
538	самое слово	1	1
539	и более	1	1
540	самого начала	1	1
541	сложнее обстоит	1	1
542	более или	3	1
543	как бы	12	1
544	поля зрения	1	1
545	жизни но	2	1
546	в своем	3	1
