N	2gram	Losev_Vlad_2	VLabPisa
222	никаких оснований	1	2
223	всяком случае	6	2
224	и целостного	1	2
225	не столько	3	2
226	которые в	1	2
227	по крайней	4	2
228	если бы	1	2
229	по себе	5	2
230	не менее	7	2
231	о трудностях	1	2
232	тогда когда	2	2
233	к этим	2	2
234	пока еще	1	2
235	того чтобы	2	2
236	только не	1	2
237	от апреля	1	2
238	а для	1	2
239	не вполне	2	2
240	и весь	1	2
241	связанное с	1	2
242	свидетельствуют о	1	2
243	в сознании	1	2
244	в области	3	2
245	от того	1	2
246	ли не	1	2
247	должны быть	1	2
248	в стихотворении	2	2
249	в самых	2	2
250	для того	2	2
251	только то	1	2
252	и может	2	2
253	он сам	2	2
254	и даже	10	2
255	вот это	2	2
256	во всяком	6	2
257	на вопрос	1	2
258	лишь в	1	2
259	в пользу	1	2
260	может не	1	2
261	из себя	1	2
262	крайней мере	4	2
263	единого и	1	2
264	конце концов	3	2
265	значит что	1	2
266	но с	1	2
267	о его	5	2
268	и быть	1	2
269	что даже	1	2
270	до нас	1	2
271	всех его	1	2
272	но то	2	2
273	апреля года	1	2
274	у них	1	2
275	слова не	1	2
276	при помощи	1	2
277	ни с	2	2
278	вовсе не	4	2
279	к ним	1	2
280	не о	2	2
281	июля года	2	2
282	даже не	1	2
283	до сих	1	2
284	как у	2	2
285	еще и	6	2
286	марта года	4	2
287	что для	2	2
288	о чем	6	2
289	что мы	1	2
290	с а	4	2
291	нет никаких	2	2
292	начиная с	2	2
293	и потому	2	2
294	в течение	5	2
295	н н	9	2
296	как например	1	2
297	сих пор	1	2
298	между прочим	7	2
299	но для	1	2
300	можно было	2	2
301	в книге	1	2
302	мира и	1	2
303	по одному	1	2
304	ни одного	1	2
305	то о	1	2
306	будто бы	2	2
307	а в	11	2
308	в целях	1	2
309	о своем	2	2
310	между ними	1	2
311	к его	2	2
312	от июля	2	2
313	в своих	2	2
314	они не	1	2
315	пор не	1	1
316	можно говорить	3	1
317	говоря о	3	1
318	стихотворение по	1	1
319	с новыми	1	1
320	и без	1	1
321	просьбами о	1	1
322	самом деле	1	1
323	все его	1	1
324	чувств в	1	1
325	а об	1	1
326	оно может	1	1
327	он всегда	1	1
328	что эти	2	1
329	поэзии и	1	1
330	рассудочному мышлению	1	1
331	как мы	11	1
332	что если	2	1
333	нам в	1	1
334	именно к	3	1
335	не слишком	1	1
336	но она	1	1
337	существу же	1	1
338	приходит к	2	1
339	мы и	1	1
340	эти термины	1	1
341	и первой	1	1
342	сам по	2	1
343	это время	4	1
344	свою очередь	2	1
345	и то	5	1
346	а другие	2	1
347	он был	6	1
348	фета то	1	1
349	ответа на	1	1
350	быть в	3	1
351	не был	2	1
352	здесь не	4	1
353	по своему	2	1
354	своей работе	1	1
355	у вл	12	1
356	а только	1	1
357	только тогда	2	1
358	не все	1	1
359	себе и	2	1
360	что во	1	1
361	общего с	1	1
362	только об	1	1
363	из следующих	1	1
364	кроме того	9	1
365	еще больше	1	1
366	целый ряд	1	1
367	достаточно ясно	1	1
368	было продиктовано	1	1
369	что по	1	1
370	и наконец	4	1
371	ноябре года	1	1
372	и свою	1	1
373	не очень	4	1
374	то в	5	1
375	вообще но	1	1
376	и невозможно	1	1
377	не получил	1	1
378	уже в	3	1
379	есть для	2	1
380	тут и	1	1
381	что так	1	1
382	не механически	1	1
383	тому же	1	1
384	на то	2	1
385	если он	1	1
386	н в	8	1
387	так сказать	1	1
388	и если	4	1
389	на его	4	1
390	время и	1	1
391	да и	3	1
392	московского университета	2	1
393	и еще	1	1
394	года по	1	1
395	ими в	1	1
396	то как	1	1
397	как историческая	1	1
398	но вместе	1	1
399	уже не	3	1
400	его от	1	1
401	на этом	2	1
402	его можно	1	1
403	от октября	1	1
404	время она	1	1
405	для характеристики	1	1
406	чего он	1	1
407	связанных с	1	1
408	то есть	7	1
409	для своей	1	1
410	в несколько	1	1
411	воскресения и	1	1
412	августа года	1	1
413	этом смысле	1	1
414	например с	1	1
415	кажется что	2	1
416	и вл	4	1
417	к области	1	1
418	и творчества	1	1
419	для них	1	1
420	однако при	1	1
421	писал ему	1	1
422	эти годы	4	1
423	него чисто	1	1
424	писем и	1	1
425	этого не	2	1
426	с этой	4	1
427	и следовало	1	1
428	как видно	1	1
429	которой он	2	1
430	несмотря на	4	1
431	здесь можно	2	1
432	к а	2	1
433	же самый	1	1
434	на этот	4	1
435	в этих	4	1
436	отрыве от	1	1
437	взгляд на	1	1
438	с к	1	1
439	это подтверждается	1	1
440	что до	1	1
441	говорил о	2	1
442	эти лица	1	1
443	письмо к	2	1
444	вот эта	1	1
445	единство и	2	1
446	есть его	2	1
447	может вызвать	1	1
448	последних дней	3	1
449	но он	3	1
450	что этот	1	1
451	и напряженной	1	1
452	и технического	1	1
453	вплоть до	3	1
454	как можно	1	1
455	с которой	2	1
456	что сущность	1	1
457	с теми	1	1
458	дело не	1	1
459	того как	2	1
460	что их	1	1
461	видел во	1	1
462	время как	2	1
463	этих фактов	1	1
464	но только	1	1
465	не могло	1	1
466	может только	1	1
467	это с	1	1
468	не имеет	2	1
469	судя по	1	1
470	казалось бы	2	1
471	ним не	1	1
472	жизни не	1	1
473	это то	1	1
474	учения о	3	1
475	к ней	3	1
476	от него	1	1
477	друг друга	2	1
478	года в	6	1
479	около двух	1	1
480	следует отметить	1	1
481	следует что	1	1
482	только с	1	1
483	как будто	2	1
484	от июня	2	1
485	в каком	1	1
486	если только	1	1
487	больше того	2	1
488	только наиболее	1	1
489	занимает не	1	1
490	уже о	2	1
491	все то	1	1
492	в совокупности	2	1
493	самой общей	1	1
494	понимает и	1	1
495	содержание их	1	1
496	которых проводится	1	1
497	ничего общего	1	1
498	общих и	1	1
499	о судьбе	1	1
500	и это	3	1
501	и которая	1	1
502	может обеспечить	1	1
503	можно и	2	1
504	своего развития	1	1
505	но по	2	1
506	однако дело	1	1
507	и многие	1	1
508	говоря уже	2	1
509	данном случае	2	1
510	в в	1	1
511	то время	6	1
512	в дальнейшем	5	1
513	его самого	1	1
514	и сам	2	1
515	невозможно и	1	1
516	и ту	2	1
517	в нескольких	1	1
518	форму его	1	1
519	слонимский в	1	1
520	сергей николаевич	1	1
521	по ее	1	1
522	поэтому в	1	1
523	для этого	1	1
524	действия не	1	1
525	с ним	5	1
526	стихотворных произведений	1	1
527	а по	1	1
528	о нем	2	1
529	до последних	1	1
530	на него	1	1
531	в чувственной	1	1
532	и та	1	1
533	то уже	1	1
534	прямо и	2	1
535	и что	5	1
536	года следует	1	1
537	после того	2	1
538	для нас	7	1
539	а также	10	1
540	к истине	1	1
541	или как	2	1
542	июня года	3	1
543	которой мы	2	1
544	или иначе	3	1
545	и во	2	1
546	частью в	1	1
547	в теории	2	1
548	года на	1	1
549	труд в	1	1
550	в русском	2	1
551	если это	1	1
552	о своих	1	1
553	какой мере	1	1
554	в него	1	1
555	венгерову от	1	1
556	быть и	1	1
557	сне и	1	1
558	том можно	1	1
559	популярных в	1	1
560	с каждым	1	1
561	в какой	1	1
562	но ни	1	1
563	как нечто	1	1
564	очень много	2	1
565	что свои	1	1
566	и кончая	1	1
567	реальную действительность	1	1
568	сам собой	1	1
569	же и	2	1
570	декабря года	5	1
571	конечно не	4	1
572	можно установить	1	1
573	только на	1	1
574	существу своему	1	1
575	в виде	3	1
576	в начале	4	1
577	или даже	1	1
578	в данной	1	1
579	и других	1	1
580	конце года	1	1
581	его и	2	1
582	вл соловьева	152	1
583	н страхову	1	1
584	характерно что	1	1
585	и объективно	1	1
586	себе в	2	1
587	и из	2	1
588	фету в	1	1
589	ни в	7	1
590	к более	1	1
591	представлений о	1	1
592	в существе	1	1
593	основания для	1	1
594	отношение к	4	1
595	содержания а	1	1
596	и цельного	1	1
597	но что	5	1
598	дело и	1	1
599	каждый из	1	1
600	заметить что	1	1
601	тем что	1	1
602	года пишет	1	1
603	в более	2	1
604	смысла и	1	1
605	к идее	1	1
606	пишет следующее	1	1
607	фет в	1	1
608	о своей	1	1
609	а именно	6	1
610	глубокая и	1	1
611	в свою	3	1
612	чем он	1	1
613	бытия в	2	1
614	же о	1	1
615	следовало ожидать	1	1
616	этом у	1	1
617	без определенных	1	1
618	процесс в	1	1
619	мир а	1	1
620	психологии а	1	1
621	наконец в	3	1
622	и психологии	2	1
623	с м	31	1
624	на эту	2	1
625	самого начала	1	1
626	со своими	1	1
627	обычно не	1	1
628	что из	1	1
629	если не	2	1
630	очень часто	1	1
631	жалуется на	1	1
632	говорить только	1	1
633	впечатлений в	1	1
634	нет ничего	3	1
635	и особенно	3	1
636	ответить на	1	1
637	целом но	1	1
638	в ноябре	2	1
639	как в	3	1
640	и самые	1	1
641	механически и	1	1
642	от августа	1	1
643	в данном	3	1
644	так или	3	1
645	в той	2	1
646	октября года	3	1
647	которое не	1	1
648	бы его	2	1
649	ней не	1	1
650	это значит	2	1
651	должно быть	3	1
652	у которого	2	1
653	еще к	1	1
654	с бытием	2	1
655	февраля года	1	1
656	является для	1	1
657	но это	4	1
658	романа с	1	1
659	вероятно в	2	1
660	конечно нельзя	1	1
661	а к	2	1
662	и все	7	1
663	собственно говоря	2	1
664	уже есть	1	1
665	у достоевского	2	1
666	еще более	3	1
667	и ни	1	1
668	которая уже	1	1
669	вообще в	3	1
670	о самоубийстве	1	1
671	ни к	1	1
672	не обладая	1	1
673	от всего	1	1
674	потому что	9	1
675	увидим ниже	2	1
676	которых он	1	1
677	хотя в	1	1
678	утверждал что	1	1
679	но вот	3	1
680	личности и	1	1
681	этих элементов	1	1
682	еще в	2	1
683	а н	14	1
684	бы с	2	1
685	де куртенэ	1	1
686	не говоря	3	1
687	дело с	1	1
688	это в	3	1
689	от всех	1	1
690	если некоторые	1	1
691	от декабря	3	1
692	религии и	1	1
693	этот последний	1	1
694	есть и	2	1
695	к числу	2	1
696	которой я	1	1
697	к этой	2	1
698	это было	4	1
699	и другие	1	1
700	от которой	1	1
701	можно назвать	2	1
702	в таком	3	1
