N	2gram	Berdyaev_N_1	Myslijsy
207	нет ничего	1	2
208	в человеческом	1	2
209	к новому	7	2
210	находится во	1	2
211	не существует	3	2
212	хотя бы	2	2
213	все они	2	2
214	в какие	1	2
215	жизни и	8	2
216	все что	1	2
217	от этой	1	1
218	же как	2	1
219	человека и	3	1
220	применить к	1	1
221	должен быть	5	1
222	разными путями	1	1
223	он может	1	1
224	силы и	2	1
225	переход от	1	1
226	жизни мы	1	1
227	и такое	1	1
228	в зависимости	1	1
229	и этот	1	1
230	не во	4	1
231	не столько	1	1
232	и бытия	1	1
233	на себя	1	1
234	и другая	1	1
235	жизни как	2	1
236	зависимости от	1	1
237	из ее	2	1
238	и на	2	1
239	на них	1	1
240	не имел	1	1
241	на их	1	1
242	что его	1	1
243	в чем	1	1
244	с его	6	1
245	весь характер	1	1
246	есть по	1	1
247	себе и	1	1
248	духовную жизнь	1	1
249	нем ничего	1	1
250	и нет	1	1
251	на человека	1	1
252	иметь только	1	1
253	от этого	1	1
254	а во-вторых	1	1
255	он в	1	1
256	все эти	2	1
257	тоже не	1	1
258	в известном	1	1
259	приводит к	1	1
260	что ничего	1	1
261	с их	2	1
262	человеке и	1	1
263	мира но	1	1
264	человек не	1	1
265	из глубокого	1	1
266	жизнью и	1	1
267	бы сказать	1	1
268	может уже	2	1
269	перестает быть	4	1
270	высшей степени	6	1
271	есть переход	1	1
272	нашего времени	2	1
273	мысли как	1	1
274	что она	2	1
275	в нее	1	1
276	должна с	1	1
277	времени а	1	1
278	форм к	1	1
279	лишь в	6	1
280	всех народов	1	1
281	и мы	4	1
282	истории и	9	1
283	весь мир	1	1
284	мира так	1	1
285	познания истины	1	1
286	хотим сказать	1	1
287	не всегда	1	1
288	во взаимной	1	1
289	нет никакого	1	1
290	и вполне	1	1
291	во время	1	1
292	привело к	1	1
293	что истина	1	1
294	что такое	3	1
295	в такой	1	1
296	в котором	1	1
297	растет и	3	1
298	духу и	1	1
299	времени не	1	1
300	сами по	1	1
301	есть еще	1	1
302	их в	1	1
303	что этот	1	1
304	от состояния	1	1
305	возвращается к	2	1
306	этот мир	2	1
307	есть всегда	1	1
308	а на	1	1
309	она могла	1	1
310	от жизни	1	1
311	человека во	2	1
312	самой жизни	2	1
313	в соприкосновение	1	1
314	и весь	2	1
315	человек как	1	1
316	и общего	1	1
317	по своей	1	1
318	не останется	1	1
319	в области	1	1
320	прогресса в	1	1
321	в духе	3	1
322	в категориях	2	1
323	про себя	1	1
324	этот переход	1	1
325	творчества не	1	1
326	их стремление	1	1
327	дана свобода	1	1
328	как не	8	1
329	людей в	1	1
330	в ее	3	1
331	всегда стремятся	1	1
332	прогресса и	1	1
333	духа есть	1	1
334	что само	1	1
335	то время	1	1
336	роль в	2	1
337	отказаться от	1	1
338	нужно будет	1	1
339	в образе	1	1
340	переход к	2	1
341	можно было	2	1
342	на нее	1	1
343	жизнь человечества	1	1
344	не с	1	1
345	может еще	1	1
346	еще в	1	1
347	быть может	4	1
348	нас к	1	1
349	смысле и	1	1
350	слова а	1	1
351	движения и	1	1
352	это должно	1	1
353	как существо	1	1
354	начинается в	1	1
355	это была	1	1
356	к нему	1	1
357	с другими	1	1
358	переходит в	1	1
359	должно было	2	1
360	истина не	1	1
361	существования и	1	1
362	движения в	1	1
363	и божественное	1	1
364	духовной и	1	1
365	и успехами	1	1
366	значит что	4	1
367	в формах	1	1
368	не выходила	1	1
369	время когда	1	1
370	что он	1	1
371	в обществе	2	1
372	всяком случае	1	1
373	духа как	1	1
374	должна будет	1	1
375	к идее	1	1
376	уже в	1	1
377	себя в	2	1
378	что вообще	1	1
379	из них	1	1
380	говорит что	1	1
381	процесс возникновения	1	1
382	мир в	1	1
383	ни в	6	1
384	в прошлом	3	1
385	не для	1	1
386	у него	2	1
387	и никакой	1	1
388	которые могут	1	1
389	самое явление	1	1
390	жизни все	2	1
391	и природа	1	1
392	и духовные	1	1
393	до сих	1	1
394	нельзя сказать	1	1
395	в каких	1	1
396	себя и	1	1
397	быть понят	1	1
398	их не	1	1
399	превращается в	1	1
400	в употреблении	2	1
401	мгновение в	1	1
402	ничем не	1	1
403	не на	1	1
404	человеческой жизни	1	1
405	и оно	1	1
406	ее на	1	1
407	в боге	1	1
408	новые формы	1	1
409	я хочу	1	1
410	имея в	1	1
411	к лицу	3	1
412	нашей мысли	1	1
413	к более	2	1
414	лицом к	3	1
415	в вечной	1	1
416	такого рода	2	1
417	в мир	1	1
418	это значит	1	1
419	и формы	2	1
420	свободы в	2	1
421	приблизиться к	1	1
422	сих пор	1	1
423	умственной жизни	1	1
424	все это	5	1
425	природу и	1	1
426	но для	2	1
427	истории но	1	1
428	предположении что	1	1
429	основанная на	1	1
430	этой системы	1	1
431	в эту	1	1
432	будто бы	1	1
433	давно уже	1	1
434	о переходе	1	1
435	к ее	3	1
436	процессы в	1	1
437	лишь по	1	1
438	но можно	1	1
439	равно как	2	1
440	природе и	2	1
441	жизни а	1	1
442	ко времени	1	1
443	на это	1	1
444	быть признана	1	1
445	это было	3	1
446	того времени	1	1
447	я могу	1	1
448	они не	1	1
